,IOC,Breeding Range,Order,Family,Swedish
4690,Thamnophilus ambiguus,SA,PASSERIFORMES,Thamnophilidae,sooretamamyrtörnskata
4691,Thamnophilus amazonicus,SA,PASSERIFORMES,Thamnophilidae,amazonmyrtörnskata
4692,Thamnophilus divisorius,SA,PASSERIFORMES,Thamnophilidae,acremyrtörnskata
4693,Thamnophilus insignis,SA,PASSERIFORMES,Thamnophilidae,tepuímyrtörnskata
4694,Thamnophilus caerulescens,SA,PASSERIFORMES,Thamnophilidae,buskmyrtörnskata
4695,Thamnophilus torquatus,SA,PASSERIFORMES,Thamnophilidae,rostvingad myrtörnskata
4696,Thamnophilus ruficapillus,SA,PASSERIFORMES,Thamnophilidae,rostkronad myrtörnskata
4697,Sakesphorus canadensis,SA,PASSERIFORMES,Thamnophilidae,svarttofsad myrtörnskata
4698,Sakesphorus luctuosus,SA,PASSERIFORMES,Thamnophilidae,glansmyrtörnskata
4699,Radinopsyche sellowi,SA,PASSERIFORMES,Thamnophilidae,caatingamyrsmyg
4700,Biatas nigropectus,SA,PASSERIFORMES,Thamnophilidae,vitskäggig myrtörnskata
4701,Cymbilaimus lineatus,"MA, SA",PASSERIFORMES,Thamnophilidae,zebramyrtörnskata
4702,Cymbilaimus sanctaemariae,SA,PASSERIFORMES,Thamnophilidae,bambumyrtörnskata
4703,Taraba major,"MA, SA",PASSERIFORMES,Thamnophilidae,större myrtörnskata
4704,Mackenziaena leachii,SA,PASSERIFORMES,Thamnophilidae,bredstjärtad myrtörnskata
4705,Mackenziaena severa,SA,PASSERIFORMES,Thamnophilidae,tofsmyrtörnskata
4706,Frederickena viridis,SA,PASSERIFORMES,Thamnophilidae,svartbröstad myrtörnskata
4707,Frederickena unduliger,SA,PASSERIFORMES,Thamnophilidae,vattrad myrtörnskata
4708,Frederickena fulva,SA,PASSERIFORMES,Thamnophilidae,gulbrun myrtörnskata
4709,Hypoedaleus guttatus,SA,PASSERIFORMES,Thamnophilidae,fläckryggig myrtörnskata
4710,Batara cinerea,SA,PASSERIFORMES,Thamnophilidae,jättemyrtörnskata
4711,Xenornis setifrons,"MA, SA",PASSERIFORMES,Thamnophilidae,fläckig myrtörnskata
4712,Pithys albifrons,SA,PASSERIFORMES,Thamnophilidae,vitplymad myrfågel
4713,Pithys castaneus,SA,PASSERIFORMES,Thamnophilidae,vitmaskad myrfågel
4714,Phaenostictus mcleannani,"MA, SA",PASSERIFORMES,Thamnophilidae,pärlmyrfågel
4715,Gymnopithys bicolor,"MA, SA",PASSERIFORMES,Thamnophilidae,tvåfärgad myrfågel
4716,Gymnopithys leucaspis,SA,PASSERIFORMES,Thamnophilidae,vitkindad myrfågel
4717,Gymnopithys rufigula,SA,PASSERIFORMES,Thamnophilidae,roststrupig myrfågel
4718,Oneillornis salvini,SA,PASSERIFORMES,Thamnophilidae,vitstrupig myrfågel
4719,Oneillornis lunulatus,SA,PASSERIFORMES,Thamnophilidae,loretomyrfågel
4720,Rhegmatorhina gymnops,SA,PASSERIFORMES,Thamnophilidae,santarémmyrfågel
4721,Rhegmatorhina berlepschi,SA,PASSERIFORMES,Thamnophilidae,harlekinmyrfågel
4722,Rhegmatorhina hoffmannsi,SA,PASSERIFORMES,Thamnophilidae,vitbröstad myrfågel
4723,Rhegmatorhina cristata,SA,PASSERIFORMES,Thamnophilidae,kastanjetofsad myrfågel
4724,Rhegmatorhina melanosticta,SA,PASSERIFORMES,Thamnophilidae,perukmyrfågel
4725,Phlegopsis nigromaculata,SA,PASSERIFORMES,Thamnophilidae,svartfläckig myrfågel
4726,Phlegopsis erythroptera,SA,PASSERIFORMES,Thamnophilidae,rödvingad myrfågel
4727,Phlegopsis borbae,SA,PASSERIFORMES,Thamnophilidae,borstmyrfågel
4728,Willisornis poecilinotus,SA,PASSERIFORMES,Thamnophilidae,fjällryggig myrfågel
4729,Willisornis vidua,SA,PASSERIFORMES,Thamnophilidae,xingumyrfågel
4730,Drymophila ferruginea,SA,PASSERIFORMES,Thamnophilidae,rostmyrfågel
4731,Drymophila rubricollis,SA,PASSERIFORMES,Thamnophilidae,bertonimyrfågel
4732,Drymophila genei,SA,PASSERIFORMES,Thamnophilidae,roststjärtad myrfågel
4733,Drymophila ochropyga,SA,PASSERIFORMES,Thamnophilidae,ockragumpad myrfågel
4734,Drymophila malura,SA,PASSERIFORMES,Thamnophilidae,gråstjärtad myrfågel
4735,Drymophila squamata,SA,PASSERIFORMES,Thamnophilidae,fjällig myrfågel
4736,Drymophila devillei,SA,PASSERIFORMES,Thamnophilidae,strimmig myrfågel
4737,Drymophila hellmayri,SA,PASSERIFORMES,Thamnophilidae,santamartamyrfågel
4738,Drymophila klagesi,SA,PASSERIFORMES,Thamnophilidae,venezuelamyrfågel
4739,Drymophila caudata,SA,PASSERIFORMES,Thamnophilidae,östandinsk myrfågel
4740,Drymophila striaticeps,SA,PASSERIFORMES,Thamnophilidae,strimhuvad myrfågel
4741,Hypocnemis cantator,SA,PASSERIFORMES,Thamnophilidae,guyanadrillmyrfågel
4742,Hypocnemis flavescens,SA,PASSERIFORMES,Thamnophilidae,imeridrillmyrfågel
4743,Hypocnemis peruviana,SA,PASSERIFORMES,Thamnophilidae,perudrillmyrfågel
4744,Hypocnemis subflava,SA,PASSERIFORMES,Thamnophilidae,gulbröstad drillmyrfågel
4745,Hypocnemis ochrogyna,SA,PASSERIFORMES,Thamnophilidae,rondôniadrillmyrfågel
4746,Hypocnemis striata,SA,PASSERIFORMES,Thamnophilidae,spixdrillmyrfågel
4747,Hypocnemis rondoni,SA,PASSERIFORMES,Thamnophilidae,manicorédrillmyrfågel
4748,Hypocnemis hypoxantha,SA,PASSERIFORMES,Thamnophilidae,gulbrynad myrfågel
4749,Sciaphylax hemimelaena,SA,PASSERIFORMES,Thamnophilidae,kastanjestjärtad myrfågel
4750,Sciaphylax castanea,SA,PASSERIFORMES,Thamnophilidae,maynasmyrfågel
4751,Cercomacroides laeta,SA,PASSERIFORMES,Thamnophilidae,willismyrfågel
4752,Cercomacroides parkeri,SA,PASSERIFORMES,Thamnophilidae,parkermyrfågel
4753,Cercomacroides nigrescens,SA,PASSERIFORMES,Thamnophilidae,gråsvart myrfågel
4754,Cercomacroides fuscicauda,SA,PASSERIFORMES,Thamnophilidae,flodbanksmyrfågel
4755,Cercomacroides tyrannina,"MA, SA",PASSERIFORMES,Thamnophilidae,brungrå myrfågel
4756,Cercomacroides serva,SA,PASSERIFORMES,Thamnophilidae,svart myrfågel
4757,Cercomacra manu,SA,PASSERIFORMES,Thamnophilidae,manúmyrfågel
4758,Cercomacra brasiliana,SA,PASSERIFORMES,Thamnophilidae,riodejaneiromyrfågel
4759,Cercomacra cinerascens,SA,PASSERIFORMES,Thamnophilidae,grå myrfågel
4760,Cercomacra melanaria,SA,PASSERIFORMES,Thamnophilidae,matogrossomyrfågel
4761,Cercomacra ferdinandi,SA,PASSERIFORMES,Thamnophilidae,bananalmyrfågel
4762,Cercomacra nigricans,"MA, SA",PASSERIFORMES,Thamnophilidae,kolmyrfågel
4763,Cercomacra carbonaria,SA,PASSERIFORMES,Thamnophilidae,riobrancomyrfågel
4764,Myrmoderus ferrugineus,SA,PASSERIFORMES,Thamnophilidae,rostryggig myrfågel
4765,Myrmoderus eowilsoni,SA,PASSERIFORMES,Thamnophilidae,gråbrynad myrfågel
4766,Myrmoderus ruficauda,SA,PASSERIFORMES,Thamnophilidae,vattrad myrfågel
4767,Myrmoderus loricatus,SA,PASSERIFORMES,Thamnophilidae,vithakad myrfågel
4768,Myrmoderus squamosus,SA,PASSERIFORMES,Thamnophilidae,svartkindad myrfågel
4769,Hypocnemoides melanopogon,SA,PASSERIFORMES,Thamnophilidae,svarthakad myrfågel
4770,Hypocnemoides maculicauda,SA,PASSERIFORMES,Thamnophilidae,bandstjärtad myrfågel
4771,Hylophylax naevioides,"MA, SA",PASSERIFORMES,Thamnophilidae,fläckig myrfågel
4772,Hylophylax naevius,SA,PASSERIFORMES,Thamnophilidae,fläckryggig myrfågel
4773,Hylophylax punctulatus,SA,PASSERIFORMES,Thamnophilidae,prickryggig myrfågel
4774,Sclateria naevia,SA,PASSERIFORMES,Thamnophilidae,silvermyrfågel
4775,Myrmelastes hyperythrus,SA,PASSERIFORMES,Thamnophilidae,blygrå myrfågel
4776,Myrmelastes schistaceus,SA,PASSERIFORMES,Thamnophilidae,skiffermyrfågel
4777,Myrmelastes leucostigma,SA,PASSERIFORMES,Thamnophilidae,fläckvingad myrfågel
4778,Myrmelastes humaythae,SA,PASSERIFORMES,Thamnophilidae,humaitámyrfågel
4779,Myrmelastes brunneiceps,SA,PASSERIFORMES,Thamnophilidae,brunhuvad myrfågel
4780,Myrmelastes rufifacies,SA,PASSERIFORMES,Thamnophilidae,rostkindad myrfågel
4781,Myrmelastes saturatus,SA,PASSERIFORMES,Thamnophilidae,roraimamyrfågel
4782,Myrmelastes caurensis,SA,PASSERIFORMES,Thamnophilidae,cauramyrfågel
4783,Poliocrania exsul,"MA, SA",PASSERIFORMES,Thamnophilidae,brunryggig myrfågel
4784,Ampelornis griseiceps,SA,PASSERIFORMES,Thamnophilidae,gråhuvad myrfågel
4785,Sipia berlepschi,SA,PASSERIFORMES,Thamnophilidae,stubbstjärtad myrfågel
4786,Sipia nigricauda,SA,PASSERIFORMES,Thamnophilidae,esmeraldasmyrfågel
4787,Sipia palliata,SA,PASSERIFORMES,Thamnophilidae,magdalenamyrfågel
4788,Sipia laemosticta,MA,PASSERIFORMES,Thamnophilidae,mörkryggig myrfågel
4789,Myrmeciza longipes,SA,PASSERIFORMES,Thamnophilidae,vitbukig myrfågel
4790,Myrmoborus melanurus,SA,PASSERIFORMES,Thamnophilidae,svartstjärtad myrfågel
4791,Myrmoborus lophotes,SA,PASSERIFORMES,Thamnophilidae,tofsmyrfågel
4792,Myrmoborus myotherinus,SA,PASSERIFORMES,Thamnophilidae,svartmaskad myrfågel
4793,Myrmoborus leucophrys,SA,PASSERIFORMES,Thamnophilidae,vitbrynad myrfågel
4794,Myrmoborus lugubris,SA,PASSERIFORMES,Thamnophilidae,várzeamyrfågel
4795,Gymnocichla nudiceps,"MA, SA",PASSERIFORMES,Thamnophilidae,blåhuvad myrfågel
4796,Pyriglena maura,SA,PASSERIFORMES,Thamnophilidae,västligt eldöga
4797,Pyriglena similis,SA,PASSERIFORMES,Thamnophilidae,tapajóseldöga
4798,Pyriglena leuconota,SA,PASSERIFORMES,Thamnophilidae,amazoneldöga
4799,Pyriglena atra,SA,PASSERIFORMES,Thamnophilidae,fjällryggigt eldöga
4800,Pyriglena leucoptera,SA,PASSERIFORMES,Thamnophilidae,vitskuldrat eldöga
4801,Rhopornis ardesiacus,SA,PASSERIFORMES,Thamnophilidae,rödögd myrfågel
4802,Percnostola rufifrons,SA,PASSERIFORMES,Thamnophilidae,svartkronad myrfågel
4803,Percnostola arenarum,SA,PASSERIFORMES,Thamnophilidae,allpahuayomyrfågel
4804,Akletos melanoceps,SA,PASSERIFORMES,Thamnophilidae,vitskuldrad myrfågel
4805,Akletos goeldii,SA,PASSERIFORMES,Thamnophilidae,göldimyrfågel
4806,Hafferia fortis,SA,PASSERIFORMES,Thamnophilidae,sotmyrfågel
4807,Hafferia immaculata,"MA, SA",PASSERIFORMES,Thamnophilidae,blåtyglad myrfågel
4808,Hafferia zeledoni,"MA, SA",PASSERIFORMES,Thamnophilidae,chocómyrfågel
4809,Formicarius colma,SA,PASSERIFORMES,Formicariidae,rostkronad myrtrast
4810,Formicarius analis,"MA, SA",PASSERIFORMES,Formicariidae,svartmaskad myrtrast
4811,Formicarius moniliger,MA,PASSERIFORMES,Formicariidae,mayamyrtrast
4812,Formicarius rufifrons,SA,PASSERIFORMES,Formicariidae,rödpannad myrtrast
4813,Formicarius nigricapillus,"MA, SA",PASSERIFORMES,Formicariidae,svarthuvad myrtrast
4814,Formicarius rufipectus,"MA, SA",PASSERIFORMES,Formicariidae,rostbröstad myrtrast
4815,Chamaeza campanisona,SA,PASSERIFORMES,Formicariidae,kortstjärtad myrtrast
4816,Chamaeza nobilis,SA,PASSERIFORMES,Formicariidae,strimmig myrtrast
4817,Chamaeza meruloides,SA,PASSERIFORMES,Formicariidae,kryptisk myrtrast
4818,Chamaeza ruficauda,SA,PASSERIFORMES,Formicariidae,brasilienmyrtrast
4819,Chamaeza turdina,SA,PASSERIFORMES,Formicariidae,fjällig myrtrast
4820,Chamaeza mollissima,SA,PASSERIFORMES,Formicariidae,bandad myrtrast
4821,Grallaria squamigera,SA,PASSERIFORMES,Grallariidae,vattrad myrpitta
4822,Grallaria gigantea,SA,PASSERIFORMES,Grallariidae,jättemyrpitta
4823,Grallaria excelsa,SA,PASSERIFORMES,Grallariidae,större myrpitta
4824,Grallaria varia,SA,PASSERIFORMES,Grallariidae,spräcklig myrpitta
4825,Grallaria alleni,SA,PASSERIFORMES,Grallariidae,skäggmyrpitta
4826,Grallaria guatimalensis,"MA, SA",PASSERIFORMES,Grallariidae,fjällig myrpitta
4827,Grallaria chthonia,SA,PASSERIFORMES,Grallariidae,táchiramyrpitta
4828,Grallaria haplonota,SA,PASSERIFORMES,Grallariidae,brunryggig myrpitta
4829,Grallaria dignissima,SA,PASSERIFORMES,Grallariidae,ockrastrimmig myrpitta
4830,Grallaria eludens,SA,PASSERIFORMES,Grallariidae,strimmig myrpitta
4831,Grallaria ruficapilla,SA,PASSERIFORMES,Grallariidae,kastanjekronad myrpitta
4832,Grallaria watkinsi,SA,PASSERIFORMES,Grallariidae,tumbesmyrpitta
4833,Grallaria bangsi,SA,PASSERIFORMES,Grallariidae,santamartamyrpitta
4834,Grallaria kaestneri,SA,PASSERIFORMES,Grallariidae,cundinamarcamyrpitta
4835,Grallaria andicolus,SA,PASSERIFORMES,Grallariidae,polylepismyrpitta
4836,Grallaria griseonucha,SA,PASSERIFORMES,Grallariidae,grånackad myrpitta
4837,Grallaria ridgelyi,SA,PASSERIFORMES,Grallariidae,jocotocomyrpitta
4838,Grallaria nuchalis,SA,PASSERIFORMES,Grallariidae,rostnackad myrpitta
4839,Grallaria carrikeri,SA,PASSERIFORMES,Grallariidae,vitnäbbad myrpitta
4840,Grallaria albigula,SA,PASSERIFORMES,Grallariidae,vitstrupig myrpitta
4841,Grallaria flavotincta,SA,PASSERIFORMES,Grallariidae,gulbröstad myrpitta
4842,Grallaria hypoleuca,SA,PASSERIFORMES,Grallariidae,vitbukig myrpitta
4843,Grallaria przewalskii,SA,PASSERIFORMES,Grallariidae,rostbröstad myrpitta
4844,Grallaria capitalis,SA,PASSERIFORMES,Grallariidae,rödbrun myrpitta
4845,Grallaria erythroleuca,SA,PASSERIFORMES,Grallariidae,rostvit myrpitta
4846,Grallaria spatiator,SA,PASSERIFORMES,Grallariidae,taironamyrpitta
4847,Grallaria saltuensis,SA,PASSERIFORMES,Grallariidae,perijámyrpitta
4848,Grallaria rufula,SA,PASSERIFORMES,Grallariidae,muiscamyrpitta
4849,Grallaria rufocinerea,SA,PASSERIFORMES,Grallariidae,tvåfärgad myrpitta
4850,Grallaria alvarezi,SA,PASSERIFORMES,Grallariidae,chamímyrpitta
4851,Grallaria saturata,SA,PASSERIFORMES,Grallariidae,ekvatorialmyrpitta
4852,Grallaria cajamarcae,SA,PASSERIFORMES,Grallariidae,cajamarcamyrpitta
4853,Grallaria blakei,SA,PASSERIFORMES,Grallariidae,kastanjemyrpitta
4854,Grallaria gravesi,SA,PASSERIFORMES,Grallariidae,chachapoyasmyrpitta
4855,Grallaria oneilli,SA,PASSERIFORMES,Grallariidae,panaomyrpitta
4856,Grallaria obscura,SA,PASSERIFORMES,Grallariidae,junínmyrpitta
4857,Grallaria centralis,SA,PASSERIFORMES,Grallariidae,oxapampamyrpitta
4858,Grallaria ayacuchensis,SA,PASSERIFORMES,Grallariidae,ayacuchomyrpitta
4859,Grallaria occabambae,SA,PASSERIFORMES,Grallariidae,urubambamyrpitta
4860,Grallaria sinaensis,SA,PASSERIFORMES,Grallariidae,punomyrpitta
4861,Grallaria cochabambae,SA,PASSERIFORMES,Grallariidae,boliviamyrpitta
4862,Grallaria quitensis,SA,PASSERIFORMES,Grallariidae,ockramyrpitta
4863,Grallaria alticola,SA,PASSERIFORMES,Grallariidae,Boyaca Antpitta
4864,Grallaria atuensis,SA,PASSERIFORMES,Grallariidae,Atuen Antpitta
4865,Grallaria milleri,SA,PASSERIFORMES,Grallariidae,brunbandad myrpitta
4866,Grallaria urraoensis,SA,PASSERIFORMES,Grallariidae,urraomyrpitta
4867,Grallaria erythrotis,SA,PASSERIFORMES,Grallariidae,rostkindad myrpitta
4868,Cryptopezus nattereri,SA,PASSERIFORMES,Grallariidae,fläckbröstad myrpitta
4869,Hylopezus perspicillatus,"MA, SA",PASSERIFORMES,Grallariidae,streckad myrpitta
4870,Hylopezus macularius,SA,PASSERIFORMES,Grallariidae,fläckig myrpitta
4871,Hylopezus paraensis,SA,PASSERIFORMES,Grallariidae,parámyrpitta
4872,Hylopezus whittakeri,SA,PASSERIFORMES,Grallariidae,altaflorestamyrpitta
4873,Hylopezus auricularis,SA,PASSERIFORMES,Grallariidae,brunörad myrpitta
4874,Hylopezus ochroleucus,SA,PASSERIFORMES,Grallariidae,vitbrynad myrpitta
4875,Myrmothera fulviventris,SA,PASSERIFORMES,Grallariidae,vittyglad myrpitta
4876,Myrmothera berlepschi,SA,PASSERIFORMES,Grallariidae,amazonmyrpitta
4877,Myrmothera dives,"MA, SA",PASSERIFORMES,Grallariidae,snårmyrpitta
4878,Myrmothera simplex,SA,PASSERIFORMES,Grallariidae,tepuímyrpitta
4879,Myrmothera campanisona,SA,PASSERIFORMES,Grallariidae,trastmyrpitta
4880,Myrmothera subcanescens,SA,PASSERIFORMES,Grallariidae,tapajósmyrpitta
4881,Grallaricula flavirostris,"MA, SA",PASSERIFORMES,Grallariidae,ockrabröstad myrpitta
4882,Grallaricula loricata,SA,PASSERIFORMES,Grallariidae,fjällbröstad myrpitta
4883,Grallaricula cucullata,SA,PASSERIFORMES,Grallariidae,rosthuvad myrpitta
4884,Grallaricula peruviana,SA,PASSERIFORMES,Grallariidae,piuramyrpitta
4885,Grallaricula ochraceifrons,SA,PASSERIFORMES,Grallariidae,ockrapannad myrpitta
4886,Grallaricula ferrugineipectus,SA,PASSERIFORMES,Grallariidae,rostbandad myrpitta
4887,Grallaricula leymebambae,SA,PASSERIFORMES,Grallariidae,leymebambamyrpitta
4888,Grallaricula nana,SA,PASSERIFORMES,Grallariidae,skifferkronad myrpitta
4889,Grallaricula cumanensis,SA,PASSERIFORMES,Grallariidae,sucremyrpitta
4890,Grallaricula lineifrons,SA,PASSERIFORMES,Grallariidae,halvmånemyrpitta
4891,Conopophaga lineata,SA,PASSERIFORMES,Conopophagidae,rostknottfågel
4892,Conopophaga aurita,SA,PASSERIFORMES,Conopophagidae,kastanjebröstad knottfågel
4893,Conopophaga snethlageae,SA,PASSERIFORMES,Conopophagidae,paráknottfågel
4894,Conopophaga roberti,SA,PASSERIFORMES,Conopophagidae,svarthuvad knottfågel
4895,Conopophaga peruviana,SA,PASSERIFORMES,Conopophagidae,gråryggig knottfågel
4896,Conopophaga cearae,SA,PASSERIFORMES,Conopophagidae,cearáknottfågel
4897,Conopophaga ardesiaca,SA,PASSERIFORMES,Conopophagidae,skifferknottfågel
4898,Conopophaga castaneiceps,SA,PASSERIFORMES,Conopophagidae,rostpannad knottfågel
4899,Conopophaga melanops,SA,PASSERIFORMES,Conopophagidae,svartmaskad knottfågel
4900,Conopophaga melanogaster,SA,PASSERIFORMES,Conopophagidae,svartbröstad knottfågel
4901,Pittasoma michleri,"MA, SA",PASSERIFORMES,Conopophagidae,svartkronad knottpitta
4902,Pittasoma rufopileatum,SA,PASSERIFORMES,Conopophagidae,rödkronad knottpitta
4903,Acropternis orthonyx,SA,PASSERIFORMES,Rhinocryptidae,pärltapakul
4904,Pteroptochos castaneus,SA,PASSERIFORMES,Rhinocryptidae,kastanjestrupig tapakul
4905,Pteroptochos tarnii,SA,PASSERIFORMES,Rhinocryptidae,svartstrupig tapakul
4906,Pteroptochos megapodius,SA,PASSERIFORMES,Rhinocryptidae,mustaschtapakul
4907,Scelorchilus albicollis,SA,PASSERIFORMES,Rhinocryptidae,vitstrupig tapakul
4908,Scelorchilus rubecula,SA,PASSERIFORMES,Rhinocryptidae,chucaotapakul
4909,Rhinocrypta lanceolata,SA,PASSERIFORMES,Rhinocryptidae,tofstapakul
4910,Teledromas fuscus,SA,PASSERIFORMES,Rhinocryptidae,sandtapakul
4911,Liosceles thoracicus,SA,PASSERIFORMES,Rhinocryptidae,amazontapakul
4912,Psilorhamphus guttatus,SA,PASSERIFORMES,Rhinocryptidae,bambusmyg
4913,Merulaxis ater,SA,PASSERIFORMES,Rhinocryptidae,svart borstpanna
4914,Merulaxis stresemanni,SA,PASSERIFORMES,Rhinocryptidae,bahiaborstpanna
4915,Eugralla paradoxa,SA,PASSERIFORMES,Rhinocryptidae,ockrasidig tapakul
4916,Myornis senilis,SA,PASSERIFORMES,Rhinocryptidae,grå tapakul
4917,Eleoscytalopus indigoticus,SA,PASSERIFORMES,Rhinocryptidae,vitbröstad tapakul
4918,Eleoscytalopus psychopompus,SA,PASSERIFORMES,Rhinocryptidae,bahiatapakul
4919,Scytalopus iraiensis,SA,PASSERIFORMES,Rhinocryptidae,kärrtapakul
4920,Scytalopus diamantinensis,SA,PASSERIFORMES,Rhinocryptidae,diamantinatapakul
4921,Scytalopus novacapitalis,SA,PASSERIFORMES,Rhinocryptidae,brasiliatapakul
4922,Scytalopus petrophilus,SA,PASSERIFORMES,Rhinocryptidae,klipptapakul
4923,Scytalopus pachecoi,SA,PASSERIFORMES,Rhinocryptidae,planaltotapakul
4924,Scytalopus gonzagai,SA,PASSERIFORMES,Rhinocryptidae,boanovatapakul
4925,Scytalopus speluncae,SA,PASSERIFORMES,Rhinocryptidae,ljusgrå tapakul
4926,Scytalopus fuscus,SA,PASSERIFORMES,Rhinocryptidae,mörk tapakul
4927,Scytalopus magellanicus,SA,PASSERIFORMES,Rhinocryptidae,magellantapakul
4928,Scytalopus affinis,SA,PASSERIFORMES,Rhinocryptidae,ancashtapakul
4929,Scytalopus krabbei,SA,PASSERIFORMES,Rhinocryptidae,vitvingetapakul
4930,Scytalopus androstictus,SA,PASSERIFORMES,Rhinocryptidae,lojatapakul
4931,Scytalopus opacus,SA,PASSERIFORMES,Rhinocryptidae,páramotapakul
4932,Scytalopus canus,SA,PASSERIFORMES,Rhinocryptidae,paramillotapakul
4933,Scytalopus superciliaris,SA,PASSERIFORMES,Rhinocryptidae,vitbrynad tapakul
4934,Scytalopus zimmeri,SA,PASSERIFORMES,Rhinocryptidae,chiquisacatapakul
4935,Scytalopus simonsi,SA,PASSERIFORMES,Rhinocryptidae,punatapakul
4936,Scytalopus schulenbergi,SA,PASSERIFORMES,Rhinocryptidae,diademtapakul
4937,Scytalopus urubambae,SA,PASSERIFORMES,Rhinocryptidae,vilcabambatapakul
4938,Scytalopus whitneyi,SA,PASSERIFORMES,Rhinocryptidae,ampaytapakul
4939,Scytalopus frankeae,SA,PASSERIFORMES,Rhinocryptidae,jalkatapakul
4940,Scytalopus altirostris,SA,PASSERIFORMES,Rhinocryptidae,neblinatapakul
4941,Scytalopus parvirostris,SA,PASSERIFORMES,Rhinocryptidae,drilltapakul
4942,Scytalopus bolivianus,SA,PASSERIFORMES,Rhinocryptidae,boliviatapakul
4943,Scytalopus atratus,SA,PASSERIFORMES,Rhinocryptidae,vitkronad tapakul
4944,Scytalopus sanctaemartae,SA,PASSERIFORMES,Rhinocryptidae,santamartatapakul
4945,Scytalopus micropterus,SA,PASSERIFORMES,Rhinocryptidae,långstjärtad tapakul
4946,Scytalopus femoralis,SA,PASSERIFORMES,Rhinocryptidae,brunbukig tapakul
4947,Scytalopus intermedius,SA,PASSERIFORMES,Rhinocryptidae,utcubambatapakul
4948,Scytalopus macropus,SA,PASSERIFORMES,Rhinocryptidae,bäcktapakul
4949,Scytalopus gettyae,SA,PASSERIFORMES,Rhinocryptidae,juníntapakul
4950,Scytalopus unicolor,SA,PASSERIFORMES,Rhinocryptidae,cajamarcatapakul
4951,Scytalopus acutirostris,SA,PASSERIFORMES,Rhinocryptidae,skiffertapakul
4952,Scytalopus latrans,SA,PASSERIFORMES,Rhinocryptidae,svartgrå tapakul
4953,Scytalopus argentifrons,MA,PASSERIFORMES,Rhinocryptidae,gråvattrad tapakul
4954,Scytalopus vicinior,SA,PASSERIFORMES,Rhinocryptidae,nariñotapakul
4955,Scytalopus panamensis,"MA, SA",PASSERIFORMES,Rhinocryptidae,tacarcunatapakul
4956,Scytalopus chocoensis,"MA, SA",PASSERIFORMES,Rhinocryptidae,chocótapakul
4957,Scytalopus rodriguezi,SA,PASSERIFORMES,Rhinocryptidae,magdalenatapakul
4958,Scytalopus stilesi,SA,PASSERIFORMES,Rhinocryptidae,stilestapakul
4959,Scytalopus alvarezlopezi,SA,PASSERIFORMES,Rhinocryptidae,tatamátapakul
4960,Scytalopus robbinsi,SA,PASSERIFORMES,Rhinocryptidae,ecuadortapakul
4961,Scytalopus caracae,SA,PASSERIFORMES,Rhinocryptidae,caracastapakul
4962,Scytalopus griseicollis,SA,PASSERIFORMES,Rhinocryptidae,matorraltapakul
4963,Scytalopus latebricola,SA,PASSERIFORMES,Rhinocryptidae,brungumpad tapakul
4964,Scytalopus perijanus,SA,PASSERIFORMES,Rhinocryptidae,perijátapakul
4965,Scytalopus meridanus,SA,PASSERIFORMES,Rhinocryptidae,méridatapakul
4966,Scytalopus parkeri,SA,PASSERIFORMES,Rhinocryptidae,bambutapakul
4967,Scytalopus spillmanni,SA,PASSERIFORMES,Rhinocryptidae,spillmanntapakul
4968,Melanopareia torquata,SA,PASSERIFORMES,Melanopareiidae,halsbandsmånbröst
4969,Melanopareia bitorquata,SA,PASSERIFORMES,Melanopareiidae,boliviamånbröst
4970,Melanopareia maximiliani,SA,PASSERIFORMES,Melanopareiidae,chacomånbröst
4971,Melanopareia maranonica,SA,PASSERIFORMES,Melanopareiidae,marañónmånbröst
4972,Melanopareia elegans,SA,PASSERIFORMES,Melanopareiidae,praktmånbröst
4973,Piprites griseiceps,MA,PASSERIFORMES,Tyrannidae,gråhuvad piprit
4974,Piprites chloris,SA,PASSERIFORMES,Tyrannidae,grånackad piprit
4975,Piprites pileata,SA,PASSERIFORMES,Tyrannidae,svartkronad piprit
4976,Phyllomyias fasciatus,SA,PASSERIFORMES,Tyrannidae,planaltodvärgtyrann
