,IOC,Breeding Range,Order,Family,Turkish
5932,Cinclosoma punctatum,AU,PASSERIFORMES,Cinclosomatidae,Gri Göğüslü Çilardıcı
5933,Cinclosoma castanotum,AU,PASSERIFORMES,Cinclosomatidae,Kestane Sırtlı Çilardıcı
5934,Cinclosoma clarum,AU,PASSERIFORMES,Cinclosomatidae,Bakır Sırtlı Çilardıcı
5935,Cinclosoma cinnamomeum,AU,PASSERIFORMES,Cinclosomatidae,Tarçın Renkli Çilardıcı
5936,Cinclosoma alisteri,AU,PASSERIFORMES,Cinclosomatidae,Nullarbor Çilardıcı
5937,Cinclosoma castaneothorax,AU,PASSERIFORMES,Cinclosomatidae,Kızılca Çilardıcı
5938,Cinclosoma marginatum,AU,PASSERIFORMES,Cinclosomatidae,Batılı Çilardıcı
5939,Cinclosoma ajax,AU,PASSERIFORMES,Cinclosomatidae,Boyalı Çilardıcı
5940,Batis diops,AF,PASSERIFORMES,Platysteiridae,Ruwenzori Batisi
5941,Batis margaritae,AF,PASSERIFORMES,Platysteiridae,Boulton Batisi
5942,Batis mixta,AF,PASSERIFORMES,Platysteiridae,Akça Kanatlı Batis
5943,Batis reichenowi,AF,PASSERIFORMES,Platysteiridae,Reichenow's Batis
5944,Batis crypta,AF,PASSERIFORMES,Platysteiridae,Iringa Batisi
5945,Batis dimorpha,AF,PASSERIFORMES,Platysteiridae,Malawi Batis
5946,Batis capensis,AF,PASSERIFORMES,Platysteiridae,Kap Batisi
5947,Batis fratrum,AF,PASSERIFORMES,Platysteiridae,Woodward Batisi
5948,Batis molitor,AF,PASSERIFORMES,Platysteiridae,Kestane Boğazlı Batis
5949,Batis senegalensis,AF,PASSERIFORMES,Platysteiridae,Senegal Batisi
5950,Batis orientalis,AF,PASSERIFORMES,Platysteiridae,Gri Başlıklı Batis
5951,Batis soror,AF,PASSERIFORMES,Platysteiridae,Solgun Batis
5952,Batis pririt,AF,PASSERIFORMES,Platysteiridae,Pririt Batisi
5953,Batis minor,AF,PASSERIFORMES,Platysteiridae,Kara Kulaklı Batis
5954,Batis erlangeri,AF,PASSERIFORMES,Platysteiridae,Erlanger Batisi
5955,Batis perkeo,AF,PASSERIFORMES,Platysteiridae,Küçük Batis
5956,Batis minulla,AF,PASSERIFORMES,Platysteiridae,Angola Batisi
5957,Batis minima,AF,PASSERIFORMES,Platysteiridae,Gabon Batisi
5958,Batis ituriensis,AF,PASSERIFORMES,Platysteiridae,İturu Batisi
5959,Batis occulta,AF,PASSERIFORMES,Platysteiridae,Kırçıl Sırtlı Batis
5960,Batis poensis,AF,PASSERIFORMES,Platysteiridae,Fernando Po Batisi
5961,Lanioturdus torquatus,AF,PASSERIFORMES,Platysteiridae,Ak Kuyruklu Batis
5962,Platysteira hormophora,AF,PASSERIFORMES,Platysteiridae,Batı Afrika İbikligözü
5963,Platysteira castanea,AF,PASSERIFORMES,Platysteiridae,Kestane Rengi İbikligöz
5964,Platysteira tonsa,AF,PASSERIFORMES,Platysteiridae,Ak Kaşlı İbikligöz
5965,Platysteira laticincta,AF,PASSERIFORMES,Platysteiridae,Kesmeli İbikligöz
5966,Platysteira peltata,AF,PASSERIFORMES,Platysteiridae,Kara Gerdanlı İbikligöz
5967,Platysteira albifrons,AF,PASSERIFORMES,Platysteiridae,Ak Alınlı İbikligöz
5968,Platysteira cyanea,AF,PASSERIFORMES,Platysteiridae,Kahverengi Gerdanlı İbikligöz
5969,Platysteira concreta,AF,PASSERIFORMES,Platysteiridae,Safran Karınlı İbikligöz
5970,Platysteira blissetti,AF,PASSERIFORMES,Platysteiridae,Kestane Bıyıklı İbikligöz
5971,Platysteira chalybea,AF,PASSERIFORMES,Platysteiridae,Kara Başlı İbikligöz
5972,Platysteira jamesoni,AF,PASSERIFORMES,Platysteiridae,Jameson İbikligözü
5973,Malaconotus cruentus,AF,PASSERIFORMES,Malaconotidae,Alev Göğüslü Çalıkasabı
5974,Malaconotus monteiri,AF,PASSERIFORMES,Malaconotidae,Monteir Çalıkasabı
5975,Malaconotus blanchoti,AF,PASSERIFORMES,Malaconotidae,Blanchot Çalıkasabı
5976,Malaconotus lagdeni,AF,PASSERIFORMES,Malaconotidae,Lagden Çalıkasabı
5977,Malaconotus gladiator,AF,PASSERIFORMES,Malaconotidae,Yeşil Göğüslü Çalıkasabı
5978,Malaconotus alius,AF,PASSERIFORMES,Malaconotidae,Uluguru Çalıkasabı
5979,Chlorophoneus kupeensis,AF,PASSERIFORMES,Malaconotidae,Kupe Dağı Çalıkasabı
5980,Chlorophoneus multicolor,AF,PASSERIFORMES,Malaconotidae,Değişken Çalıkasabı
5981,Chlorophoneus nigrifrons,AF,PASSERIFORMES,Malaconotidae,Kara Alınlı Çalıkasabı
5982,Chlorophoneus olivaceus,AF,PASSERIFORMES,Malaconotidae,Zeytuni Çalıkasabı
5983,Chlorophoneus bocagei,AF,PASSERIFORMES,Malaconotidae,Bocage Çalıkasabı
5984,Chlorophoneus sulfureopectus,AF,PASSERIFORMES,Malaconotidae,Safran Göğüslü Çalıkasabı
5985,Telophorus viridis,AF,PASSERIFORMES,Malaconotidae,Dört Renkli Çalıkasabı
5986,Telophorus dohertyi,AF,PASSERIFORMES,Malaconotidae,Doherty Çalıkasabı
5987,Telophorus zeylonus,AF,PASSERIFORMES,Malaconotidae,Bokmakiri
5988,Telophorus cruentus,AF,PASSERIFORMES,Malaconotidae,Kınalı Çalıkasabı
5989,Bocagia minuta,AF,PASSERIFORMES,Malaconotidae,Küçük Çagra
5990,Tchagra australis,AF,PASSERIFORMES,Malaconotidae,Boz Başlıklı Çagra
5991,Tchagra jamesi,AF,PASSERIFORMES,Malaconotidae,James Çagra
5992,Tchagra tchagra,AF,PASSERIFORMES,Malaconotidae,Kap Çagrası
5993,Tchagra senegalus,AF,PASSERIFORMES,Malaconotidae,Senegal Çagrası
5994,Dryoscopus sabini,AF,PASSERIFORMES,Malaconotidae,Sabine Pofuduksırtı
5995,Dryoscopus angolensis,AF,PASSERIFORMES,Malaconotidae,Pembe Ayaklı Pofuduksırt
5996,Dryoscopus senegalensis,AF,PASSERIFORMES,Malaconotidae,Kızıl Gözlü Pofuduksırt
5997,Dryoscopus cubla,AF,PASSERIFORMES,Malaconotidae,Kara Sırtlı Pofuduksırt
5998,Dryoscopus gambensis,AF,PASSERIFORMES,Malaconotidae,Gambia Pofuduksırtı
5999,Dryoscopus pringlii,AF,PASSERIFORMES,Malaconotidae,Küçük Pofuduksırt
6000,Laniarius leucorhynchus,AF,PASSERIFORMES,Malaconotidae,Kurşuni Bubu
6001,Laniarius poensis,AF,PASSERIFORMES,Malaconotidae,Batılı Dağ Bubusu
6002,Laniarius holomelas,AF,PASSERIFORMES,Malaconotidae,Doğulu Dağ Bubusu
6003,Laniarius willardi,AF,PASSERIFORMES,Malaconotidae,Willard Bubusu
6004,Laniarius fuelleborni,AF,PASSERIFORMES,Malaconotidae,Fülleborn Bubusu
6005,Laniarius funebris,AF,PASSERIFORMES,Malaconotidae,Kül Rengi Bubu
6006,Laniarius luehderi,AF,PASSERIFORMES,Malaconotidae,Lühder Bubusu
6007,Laniarius brauni,AF,PASSERIFORMES,Malaconotidae,Braun Bubusu
6008,Laniarius amboimensis,AF,PASSERIFORMES,Malaconotidae,Gabela Bubusu
6009,Laniarius ruficeps,AF,PASSERIFORMES,Malaconotidae,Kızıl Enseli Bubu
6010,Laniarius nigerrimus,AF,PASSERIFORMES,Malaconotidae,Reichenow Bubusu
6011,Laniarius aethiopicus,AF,PASSERIFORMES,Malaconotidae,Habeş Bubusu
6012,Laniarius major,AF,PASSERIFORMES,Malaconotidae,Tropikal Bubu
6013,Laniarius sublacteus,AF,PASSERIFORMES,Malaconotidae,Cassin Bubusu
6014,Laniarius ferrugineus,AF,PASSERIFORMES,Malaconotidae,Kızılca Karınlı Bubu
6015,Laniarius bicolor,AF,PASSERIFORMES,Malaconotidae,Bataklık Bubusu
6016,Laniarius turatii,AF,PASSERIFORMES,Malaconotidae,Turati Bubusu
6017,Laniarius barbarus,AF,PASSERIFORMES,Malaconotidae,Sarı Başlı Kırmızı Bubu
6018,Laniarius mufumbiri,AF,PASSERIFORMES,Malaconotidae,Papirüs Bubusu
6019,Laniarius erythrogaster,AF,PASSERIFORMES,Malaconotidae,Kara Başlı Kırmızı Bubu
6020,Laniarius atrococcineus,AF,PASSERIFORMES,Malaconotidae,Ala-Kırmızı Bubu
6021,Laniarius atroflavus,AF,PASSERIFORMES,Malaconotidae,Sarı Göğüslü Bubu
6022,Nilaus afer,AF,PASSERIFORMES,Malaconotidae,Brubru
6023,Machaerirhynchus flaviventer,AU,PASSERIFORMES,Machaerirhynchidae,Sarı Gerdanlı Yassıgaga
6024,Machaerirhynchus nigripectus,AU,PASSERIFORMES,Machaerirhynchidae,Kara Gerdanlı Yassıgaga
6025,Calicalicus madagascariensis,AF,PASSERIFORMES,Vangidae,Kızıl Kuyruklu Vanga
6026,Calicalicus rufocarpalis,AF,PASSERIFORMES,Vangidae,Kızıl Omuzlu Vanga
6027,Vanga curvirostris,AF,PASSERIFORMES,Vangidae,Zalim Vanga
6028,Oriolia bernieri,AF,PASSERIFORMES,Vangidae,Bernier Vangası
6029,Xenopirostris xenopirostris,AF,PASSERIFORMES,Vangidae,Lafresnaye Vangası
6030,Xenopirostris damii,AF,PASSERIFORMES,Vangidae,Van Dam Vangası
6031,Xenopirostris polleni,AF,PASSERIFORMES,Vangidae,Pollen Vangası
6032,Falculea palliata,AF,PASSERIFORMES,Vangidae,Kıvrık Gagalı Vanga
6033,Artamella viridis,AF,PASSERIFORMES,Vangidae,Ak Başlı Vanga
6034,Leptopterus chabert,AF,PASSERIFORMES,Vangidae,Çabertçi Vanga
6035,Cyanolanius comorensis,AF,PASSERIFORMES,Vangidae,Comoro Blue Vanga
6036,Cyanolanius madagascarinus,AF,PASSERIFORMES,Vangidae,Mavi Vanga
6037,Schetba rufa,AF,PASSERIFORMES,Vangidae,Kızıl Vanga
6038,Euryceros prevostii,AF,PASSERIFORMES,Vangidae,Satır Gagalı Vanga
6039,Tylas eduardi,AF,PASSERIFORMES,Vangidae,Kara Başlı Vanga
6040,Hypositta corallirostris,AF,PASSERIFORMES,Vangidae,Sıvacı Vanga
6041,Newtonia amphichroa,AF,PASSERIFORMES,Vangidae,Esmer Nevtonya
6042,Newtonia brunneicauda,AF,PASSERIFORMES,Vangidae,Nevtonya
6043,Newtonia archboldi,AF,PASSERIFORMES,Vangidae,Archbold Nevtonyası
6044,Newtonia fanovanae,AF,PASSERIFORMES,Vangidae,Kızıl Kuyruklu Nevtonya
6045,Pseudobias wardi,AF,PASSERIFORMES,Vangidae,Ward Vangası
6046,Mystacornis crossleyi,AF,PASSERIFORMES,Vangidae,Crossley Vangası
6047,Prionops plumatus,AF,PASSERIFORMES,Vangidae,Ak Sorguçlu Vanga
6048,Prionops poliolophus,AF,PASSERIFORMES,Vangidae,Gri Sorguçlu Vanga
6049,Prionops alberti,AF,PASSERIFORMES,Vangidae,Sarı Başlıklı Vanga
6050,Prionops caniceps,AF,PASSERIFORMES,Vangidae,Gri Başlıklı Vanga
6051,Prionops rufiventris,AF,PASSERIFORMES,Vangidae,Gri Başlı Vanga
6052,Prionops retzii,AF,PASSERIFORMES,Vangidae,Retz Vangası
6053,Prionops gabela,AF,PASSERIFORMES,Vangidae,Gabela Vangası
6054,Prionops scopifrons,AF,PASSERIFORMES,Vangidae,Kestane Alınlı Vanga
6055,Hemipus picatus,OR,PASSERIFORMES,Vangidae,Ala Kanatlı Sinekkapan Vanga
6056,Hemipus hirundinaceus,OR,PASSERIFORMES,Vangidae,Kara Kanatlı Sinekkapan Vanga
6057,Tephrodornis virgatus,OR,PASSERIFORMES,Vangidae,Büyük Tefrodorn
6058,Tephrodornis sylvicola,OR,PASSERIFORMES,Vangidae,Malabar Tefdornu
6059,Tephrodornis pondicerianus,OR,PASSERIFORMES,Vangidae,Tefrodorn
6060,Tephrodornis affinis,OR,PASSERIFORMES,Vangidae,Seylan Tefdornu
6061,Philentoma pyrhoptera,OR,PASSERIFORMES,Vangidae,Kızıl Kanatlı Kurşuni Vanga
6062,Philentoma velata,OR,PASSERIFORMES,Vangidae,Şarabi Göğüslü Vanga
6063,Megabyas flammulatus,AF,PASSERIFORMES,Vangidae,Sinekkapan Vanga
6064,Bias musicus,AF,PASSERIFORMES,Vangidae,Tepeli Sinekkapan Vanga
6065,Pityriasis gymnocephala,OR,PASSERIFORMES,Pityriasidae,Borneo Fırçakafası
6066,Artamus fuscus,OR,PASSERIFORMES,Artamidae,Kül Rengi Ormankırlangıcı
6067,Artamus leucorynchus,"AU, OR",PASSERIFORMES,Artamidae,Ak Göğüslü Ormankırlangıcı
6068,Artamus mentalis,PO,PASSERIFORMES,Artamidae,Fiji Ormankırlangıcı
6069,Artamus monachus,AU,PASSERIFORMES,Artamidae,Fildişi Ormankırlangıcı
6070,Artamus maximus,AU,PASSERIFORMES,Artamidae,Büyük Ormankırlangıcı
6071,Artamus insignis,AU,PASSERIFORMES,Artamidae,Bismark Ormankırlangıcı
6072,Artamus personatus,AU,PASSERIFORMES,Artamidae,Maskeli Ormankırlangıcı
6073,Artamus superciliosus,AU,PASSERIFORMES,Artamidae,Ak Kaşlı Ormankırlangıcı
6074,Artamus cinereus,AU,PASSERIFORMES,Artamidae,Kara Yüzlü Ormankırlangıcı
6075,Artamus cyanopterus,AU,PASSERIFORMES,Artamidae,Karaca Ormankırlangıcı
6076,Artamus minor,AU,PASSERIFORMES,Artamidae,Küçük Ormankırlangıcı
6077,Peltops blainvillii,AU,PASSERIFORMES,Artamidae,Ova Peltopsu
6078,Peltops montanus,AU,PASSERIFORMES,Artamidae,Dağ Peltopsu
6079,Melloria quoyi,AU,PASSERIFORMES,Artamidae,Kara Kasapkuşu
6080,Gymnorhina tibicen,AU,PASSERIFORMES,Artamidae,Avustralya Saksağanı
6081,Cracticus torquatus,AU,PASSERIFORMES,Artamidae,Gri Sırtlı Kasapkuşu
6082,Cracticus argenteus,AU,PASSERIFORMES,Artamidae,Gümüş Sırtlı Kasapkuşu
6083,Cracticus mentalis,AU,PASSERIFORMES,Artamidae,Kara Sırtlı Kasapkuşu
6084,Cracticus nigrogularis,AU,PASSERIFORMES,Artamidae,Alaca Kasapkuşu
6085,Cracticus cassicus,AU,PASSERIFORMES,Artamidae,Papua Alaca Kasapkuşu
6086,Cracticus louisiadensis,AU,PASSERIFORMES,Artamidae,Tagula Kasapkuşu
6087,Strepera graculina,AU,PASSERIFORMES,Artamidae,Alaca Kurravong
6088,Strepera fuliginosa,AU,PASSERIFORMES,Artamidae,Kara Kurravong
6089,Strepera versicolor,AU,PASSERIFORMES,Artamidae,Dumanlı Kurravong
6090,Rhagologus leucostigma,AU,PASSERIFORMES,Rhagologidae,Benekli Islıkçı
6091,Aegithina tiphia,OR,PASSERIFORMES,Aegithinidae,İora
6092,Aegithina nigrolutea,OR,PASSERIFORMES,Aegithinidae,Ak Kuyruklu İora
6093,Aegithina viridissima,OR,PASSERIFORMES,Aegithinidae,Yeşil İora
6094,Aegithina lafresnayei,OR,PASSERIFORMES,Aegithinidae,Büyük İora
6095,Pericrocotus erythropygius,OR,PASSERIFORMES,Campephagidae,Ak Karınlı Minivet
6096,Pericrocotus albifrons,OR,PASSERIFORMES,Campephagidae,Jerdon Miniveti
6097,Pericrocotus igneus,OR,PASSERIFORMES,Campephagidae,Alevli Minivet
6098,Pericrocotus cinnamomeus,OR,PASSERIFORMES,Campephagidae,Küçük Minivet
6099,Pericrocotus solaris,OR,PASSERIFORMES,Campephagidae,Gri Yanaklı Minivet
6100,Pericrocotus miniatus,OR,PASSERIFORMES,Campephagidae,Sunda Miniveti
6101,Pericrocotus brevirostris,OR,PASSERIFORMES,Campephagidae,Kısa Gagalı Minivet
6102,Pericrocotus lansbergei,AU,PASSERIFORMES,Campephagidae,Flores Miniveti
6103,Pericrocotus ethologus,OR,PASSERIFORMES,Campephagidae,Uzun Kuyruklu Minivet
6104,Pericrocotus flammeus,OR,PASSERIFORMES,Campephagidae,Turuncu Minivet
6105,Pericrocotus speciosus,OR,PASSERIFORMES,Campephagidae,Kırmızı Minivet
6106,Pericrocotus divaricatus,PAL,PASSERIFORMES,Campephagidae,Kül Rengi Minivet
6107,Pericrocotus tegimae,PAL,PASSERIFORMES,Campephagidae,Ryukyu Miniveti
6108,Pericrocotus cantonensis,PAL,PASSERIFORMES,Campephagidae,Swinhoe Miniveti
6109,Pericrocotus roseus,OR,PASSERIFORMES,Campephagidae,Pembe Minivet
6110,Ceblepyris cinereus,AF,PASSERIFORMES,Campephagidae,Madagaskar Tırtılyiyeni
6111,Ceblepyris cucullatus,AF,PASSERIFORMES,Campephagidae,Komor Tırtılyiyeni
6112,Ceblepyris graueri,AF,PASSERIFORMES,Campephagidae,Grauer Tırtılyiyeni
6113,Ceblepyris pectoralis,AF,PASSERIFORMES,Campephagidae,Ak Göğüslü Tırtılyiyen
6114,Ceblepyris caesius,AF,PASSERIFORMES,Campephagidae,Gri Tırtılyiyen
6115,Coracina caeruleogrisea,AU,PASSERIFORMES,Campephagidae,Koca Gagalı Tırtılyiyen
6116,Coracina longicauda,AU,PASSERIFORMES,Campephagidae,Başlıklı Tırtılyiyen
6117,Coracina temminckii,AU,PASSERIFORMES,Campephagidae,Temminck Tırtılyiyeni
6118,Coracina bicolor,AU,PASSERIFORMES,Campephagidae,Çift Renkli Tırtılyiyen
6119,Coracina maxima,AU,PASSERIFORMES,Campephagidae,Yer Tırtılyiyeni
6120,Coracina lineata,AU,PASSERIFORMES,Campephagidae,Guguk Tırtılyiyeni
6121,Coracina novaehollandiae,AU,PASSERIFORMES,Campephagidae,Kara Yüzlü Tırtılyiyen
6122,Coracina boyeri,AU,PASSERIFORMES,Campephagidae,Boyer Tırtılyiyeni
6123,Coracina fortis,AU,PASSERIFORMES,Campephagidae,Buru Tırtılyiyeni
6124,Coracina personata,AU,PASSERIFORMES,Campephagidae,Wallace Çizgisi Tırtılyiyeni
6125,Coracina welchmani,AU,PASSERIFORMES,Campephagidae,Kuzey Melanezya Tırtılyiyeni
6126,Coracina caledonica,AU,PASSERIFORMES,Campephagidae,Güney Melanezya Tırtılyiyeni
6127,Coracina striata,OR,PASSERIFORMES,Campephagidae,Çizgili Tırtılyiyen
6128,Coracina javensis,OR,PASSERIFORMES,Campephagidae,Cava Tırtılyiyeni
6129,Coracina macei,OR,PASSERIFORMES,Campephagidae,Büyük Tırtılyiyen
6130,Coracina dobsoni,OR,PASSERIFORMES,Campephagidae,Andaman Tırtılyiyeni
6131,Coracina schistacea,AU,PASSERIFORMES,Campephagidae,Arduvaz Rengi Tırtılyiyen
6132,Coracina leucopygia,AU,PASSERIFORMES,Campephagidae,Ak Sokumlu Tırtılyiyen
6133,Coracina larvata,OR,PASSERIFORMES,Campephagidae,Sunda Tırtılyiyeni
6134,Coracina papuensis,AU,PASSERIFORMES,Campephagidae,Ak Karınlı Tırtılyiyen
6135,Coracina ingens,AU,PASSERIFORMES,Campephagidae,Manus Tırtılyiyeni
6136,Coracina atriceps,AU,PASSERIFORMES,Campephagidae,Maluku Tırtılyiyeni
6137,Campephaga flava,AF,PASSERIFORMES,Campephagidae,Kuzguni Tırtılyiyen
6138,Campephaga phoenicea,AF,PASSERIFORMES,Campephagidae,Al Omuzlu Tırtılyiyen
6139,Campephaga petiti,AF,PASSERIFORMES,Campephagidae,Petit Tırtılyiyeni
6140,Campephaga quiscalina,AF,PASSERIFORMES,Campephagidae,Menevişli Tırtılyiyen
6141,Lobotos lobatus,AF,PASSERIFORMES,Campephagidae,Turuncu-Yeşil Tırtılyiyeni
6142,Lobotos oriolinus,AF,PASSERIFORMES,Campephagidae,Yeşil-Sarı Tırtılyiyen
6143,Campochaera sloetii,AU,PASSERIFORMES,Campephagidae,Altın Rengi Tırtılyiyen
6144,Malindangia mcgregori,OR,PASSERIFORMES,Campephagidae,Mcgregor Tırtılyiyeni
6145,Edolisoma anale,AU,PASSERIFORMES,Campephagidae,Yeni Kaledonya Tırtılyiyeni
6146,Edolisoma ostentum,OR,PASSERIFORMES,Campephagidae,Alaca Kanatlı Tırtılyiyen
6147,Edolisoma coerulescens,OR,PASSERIFORMES,Campephagidae,Karaca Tırtılyiyen
6148,Edolisoma montanum,AU,PASSERIFORMES,Campephagidae,Kara Karınlı Tırtılyiyen
6149,Edolisoma dohertyi,AU,PASSERIFORMES,Campephagidae,Sumba Tırtılyiyeni
6150,Edolisoma dispar,AU,PASSERIFORMES,Campephagidae,Kai Tırtılyiyeni
6151,Edolisoma schisticeps,AU,PASSERIFORMES,Campephagidae,Gri Başlı Tırtılyiyen
6152,Edolisoma ceramense,AU,PASSERIFORMES,Campephagidae,Solgun Tırtılyiyen
6153,Edolisoma mindanense,OR,PASSERIFORMES,Campephagidae,Filipin Tırtılyiyeni
6154,Edolisoma salomonis,AU,PASSERIFORMES,Campephagidae,Makira Tırtılyiyeni
6155,Edolisoma holopolium,AU,PASSERIFORMES,Campephagidae,Solomon Adaları Tırtılyiyeni
6156,Edolisoma morio,AU,PASSERIFORMES,Campephagidae,Selebes Tırtılyiyeni
6157,Edolisoma incertum,AU,PASSERIFORMES,Campephagidae,Kara Omuzlu Tırtılyiyen
6158,Edolisoma remotum,AU,PASSERIFORMES,Campephagidae,Grey-capped Cicadabird
6159,Edolisoma sula,AU,PASSERIFORMES,Campephagidae,Sula Tırtılyiyeni
6160,Edolisoma tenuirostre,AU,PASSERIFORMES,Campephagidae,Okyanusya Tırtılyiyeni
6161,Edolisoma admiralitatis,AU,PASSERIFORMES,Campephagidae,Manus Adası Tırtılyiyeni
6162,Edolisoma monacha,PO,PASSERIFORMES,Campephagidae,Palau Cicadabird
6163,Edolisoma nesiotis,PO,PASSERIFORMES,Campephagidae,Yap Cicadabird
6164,Edolisoma insperatum,PO,PASSERIFORMES,Campephagidae,Pohnpei Cicadabird
6165,Edolisoma melas,AU,PASSERIFORMES,Campephagidae,Kara Tırtılyiyen
6166,Edolisoma parvulum,AU,PASSERIFORMES,Campephagidae,Halmahera Tırtılyiyeni
6167,Celebesica abbotti,AU,PASSERIFORMES,Campephagidae,Abbott Tırtılyiyeni
6168,Cyanograucalus azureus,AF,PASSERIFORMES,Campephagidae,Mavi Tırtılyiyen
6169,Lalage maculosa,"AU, PO",PASSERIFORMES,Campephagidae,Polinezya Tırtılyiyeni
6170,Lalage sharpei,PO,PASSERIFORMES,Campephagidae,Samoa Tırtılyiyeni
6171,Lalage sueurii,"OR, AU",PASSERIFORMES,Campephagidae,Lesueur Tırtılyiyeni
6172,Lalage leucopyga,AU,PASSERIFORMES,Campephagidae,Uzun Kuyruklu Tırtılyiyen
6173,Lalage tricolor,AU,PASSERIFORMES,Campephagidae,Ak Kanatlı Tırtılyiyen
6174,Lalage aurea,AU,PASSERIFORMES,Campephagidae,Kızılca Karınlı Tırtılyiyen
6175,Lalage atrovirens,AU,PASSERIFORMES,Campephagidae,Papua Tırtılyiyeni
6176,Lalage leucoptera,AU,PASSERIFORMES,Campephagidae,Biak Triller
6177,Lalage moesta,AU,PASSERIFORMES,Campephagidae,Tanimbar Tırtılyiyeni
6178,Lalage leucomela,AU,PASSERIFORMES,Campephagidae,Değişken Renkli Tırtılyiyen
6179,Lalage conjuncta,AU,PASSERIFORMES,Campephagidae,Mussau Tırtılyiyeni
6180,Lalage melanoleuca,OR,PASSERIFORMES,Campephagidae,Dılgır Tırtılyiyen
6181,Lalage nigra,OR,PASSERIFORMES,Campephagidae,Alaca Tırtılyiyen
6182,Lalage leucopygialis,AU,PASSERIFORMES,Campephagidae,Beyaz Belli Tırtılyiyen
6183,Lalage melaschistos,OR,PASSERIFORMES,Campephagidae,Kara Kanatlı Tırtılyiyen
6184,Lalage melanoptera,OR,PASSERIFORMES,Campephagidae,Kara Başlı Tırtılyiyen
6185,Lalage polioptera,OR,PASSERIFORMES,Campephagidae,Çinhindi Tırtılyiyeni
6186,Lalage fimbriata,OR,PASSERIFORMES,Campephagidae,Küçük Tırtılyiyen
6187,Lalage typica,IO,PASSERIFORMES,Campephagidae,Morityus Tırtılyiyeni
6188,Lalage newtoni,IO,PASSERIFORMES,Campephagidae,Reünyon Tırtılyiyeni
6189,Mohoua ochrocephala,AU,PASSERIFORMES,Mohouidae,Sarıbaşlı Mohua
6190,Mohoua albicilla,AU,PASSERIFORMES,Mohouidae,Mohu Mohuası
6191,Mohoua novaeseelandiae,AU,PASSERIFORMES,Mohouidae,Pipip Mohuası
6192,Daphoenositta chrysoptera,AU,PASSERIFORMES,Neosittidae,Değişken Renkli Sıvacı
6193,Daphoenositta papuensis,AU,PASSERIFORMES,Neosittidae,Papua Sıvacısı
6194,Daphoenositta miranda,AU,PASSERIFORMES,Neosittidae,Kara Sıvacı
6195,Eulacestoma nigropectus,AU,PASSERIFORMES,Eulacestomatidae,Sabankuşu
6196,Aleadryas rufinucha,AU,PASSERIFORMES,Oreoicidae,Kızıl Enseli Zilkuşu
6197,Ornorectes cristatus,AU,PASSERIFORMES,Oreoicidae,Tepeli Pitohuyi
6198,Oreoica gutturalis,AU,PASSERIFORMES,Oreoicidae,Tepeli Zilkuşu
6199,Falcunculus whitei,AU,PASSERIFORMES,Falcunculidae,Northern Shriketit
6200,Falcunculus leucogaster,AU,PASSERIFORMES,Falcunculidae,Western Shriketit
6201,Falcunculus frontatus,AU,PASSERIFORMES,Falcunculidae,Kerpetenkuşu
6202,Coracornis raveni,AU,PASSERIFORMES,Pachycephalidae,Maun Sırtlı Islıkçı
6203,Coracornis sanghirensis,AU,PASSERIFORMES,Pachycephalidae,Sangihe Islıkçısı
6204,Melanorectes nigrescens,AU,PASSERIFORMES,Pachycephalidae,Kara Pitohuyi
6205,Pachycephala olivacea,AU,PASSERIFORMES,Pachycephalidae,Zeytuni Islıkçı
6206,Pachycephala rufogularis,AU,PASSERIFORMES,Pachycephalidae,Kızıl Gerdanlı Islıkçı
6207,Pachycephala inornata,AU,PASSERIFORMES,Pachycephalidae,Gilbert Islıkçısı
6208,Pachycephala cinerea,OR,PASSERIFORMES,Pachycephalidae,Mangrov Islıkçısı
6209,Pachycephala albiventris,OR,PASSERIFORMES,Pachycephalidae,Yeşil Sırtlı Islıkçı
6210,Pachycephala homeyeri,OR,PASSERIFORMES,Pachycephalidae,Beyaz Etekli Islıkçı
6211,Pachycephala phaionota,AU,PASSERIFORMES,Pachycephalidae,Ada Islıkçısı
6212,Pachycephala melanorhyncha,AU,PASSERIFORMES,Pachycephalidae,Biak Islıkçısı
6213,Pachycephala hyperythra,AU,PASSERIFORMES,Pachycephalidae,Pas Rengi Islıkçı
6214,Pachycephala modesta,AU,PASSERIFORMES,Pachycephalidae,Kahverengi Islıkçı
6215,Pachycephala philippinensis,OR,PASSERIFORMES,Pachycephalidae,Filipin Islıkçısı
6216,Pachycephala sulfuriventer,AU,PASSERIFORMES,Pachycephalidae,Limoni Karınlı Islıkçı
6217,Pachycephala hypoxantha,OR,PASSERIFORMES,Pachycephalidae,Borneo Islıkçısı
6218,Pachycephala meyeri,AU,PASSERIFORMES,Pachycephalidae,Vogelkop Islıkçısı
6219,Pachycephala simplex,AU,PASSERIFORMES,Pachycephalidae,Gri Islıkçı
6220,Pachycephala orpheus,AU,PASSERIFORMES,Pachycephalidae,Solgun Islıkçı
6221,Pachycephala soror,AU,PASSERIFORMES,Pachycephalidae,Sclater Islıkçısı
6222,Pachycephala fulvotincta,"OR, AU",PASSERIFORMES,Pachycephalidae,Kızılca Göğüslü Islıkçı
6223,Pachycephala macrorhyncha,AU,PASSERIFORMES,Pachycephalidae,Maluku Altuni Islıkçısı
6224,Pachycephala balim,AU,PASSERIFORMES,Pachycephalidae,Baliem Islıkçısı
