,IOC,Breeding Range,Order,Family,Finnish
4706,Frederickena viridis,SA,PASSERIFORMES,Thamnophilidae,isomuura
4707,Frederickena unduliger,SA,PASSERIFORMES,Thamnophilidae,andienisomuura
4708,Frederickena fulva,SA,PASSERIFORMES,Thamnophilidae,kolumbianisomuura
4709,Hypoedaleus guttatus,SA,PASSERIFORMES,Thamnophilidae,ruotomuura
4710,Batara cinerea,SA,PASSERIFORMES,Thamnophilidae,jättimuura
4711,Xenornis setifrons,"MA, SA",PASSERIFORMES,Thamnophilidae,nokivatsamuura
4712,Pithys albifrons,SA,PASSERIFORMES,Thamnophilidae,valkonaamiomuura
4713,Pithys castaneus,SA,PASSERIFORMES,Thamnophilidae,valkoposkimuura
4714,Phaenostictus mcleannani,"MA, SA",PASSERIFORMES,Thamnophilidae,siniposkimuura
4715,Gymnopithys bicolor,"MA, SA",PASSERIFORMES,Thamnophilidae,harmaakorvamuura
4716,Gymnopithys leucaspis,SA,PASSERIFORMES,Thamnophilidae,kirjomuura
4717,Gymnopithys rufigula,SA,PASSERIFORMES,Thamnophilidae,punaleukamuura
4718,Oneillornis salvini,SA,PASSERIFORMES,Thamnophilidae,valkokurkkumuura
4719,Oneillornis lunulatus,SA,PASSERIFORMES,Thamnophilidae,kuumuura
4720,Rhegmatorhina gymnops,SA,PASSERIFORMES,Thamnophilidae,mustatöyhtömuura
4721,Rhegmatorhina berlepschi,SA,PASSERIFORMES,Thamnophilidae,harlekiinimuura
4722,Rhegmatorhina hoffmannsi,SA,PASSERIFORMES,Thamnophilidae,valkorintamuura
4723,Rhegmatorhina cristata,SA,PASSERIFORMES,Thamnophilidae,kastanjatöyhtömuura
4724,Rhegmatorhina melanosticta,SA,PASSERIFORMES,Thamnophilidae,karvapäämuura
4725,Phlegopsis nigromaculata,SA,PASSERIFORMES,Thamnophilidae,amazoniankaljusilmä
4726,Phlegopsis erythroptera,SA,PASSERIFORMES,Thamnophilidae,pensaskaljusilmä
4727,Phlegopsis borbae,SA,PASSERIFORMES,Thamnophilidae,brasiliankaljusilmä
4728,Willisornis poecilinotus,SA,PASSERIFORMES,Thamnophilidae,suomuselkämuura
4729,Willisornis vidua,SA,PASSERIFORMES,Thamnophilidae,tummasuomumuura
4730,Drymophila ferruginea,SA,PASSERIFORMES,Thamnophilidae,ruostevatsamuura
4731,Drymophila rubricollis,SA,PASSERIFORMES,Thamnophilidae,bambumuura
4732,Drymophila genei,SA,PASSERIFORMES,Thamnophilidae,ruostepyrstömuura
4733,Drymophila ochropyga,SA,PASSERIFORMES,Thamnophilidae,ruosteperämuura
4734,Drymophila malura,SA,PASSERIFORMES,Thamnophilidae,viiruhuppumuura
4735,Drymophila squamata,SA,PASSERIFORMES,Thamnophilidae,suomumuura
4736,Drymophila devillei,SA,PASSERIFORMES,Thamnophilidae,kanelikylkimuura
4737,Drymophila hellmayri,SA,PASSERIFORMES,Thamnophilidae,santamartanmuura
4738,Drymophila klagesi,SA,PASSERIFORMES,Thamnophilidae,venezuelanpyrstömuura
4739,Drymophila caudata,SA,PASSERIFORMES,Thamnophilidae,pitkäpyrstömuura
4740,Drymophila striaticeps,SA,PASSERIFORMES,Thamnophilidae,andienpyrstömuura
4741,Hypocnemis cantator,SA,PASSERIFORMES,Thamnophilidae,laulumuura
4742,Hypocnemis flavescens,SA,PASSERIFORMES,Thamnophilidae,vaalealaulumuura
4743,Hypocnemis peruviana,SA,PASSERIFORMES,Thamnophilidae,tummalaulumuura
4744,Hypocnemis subflava,SA,PASSERIFORMES,Thamnophilidae,cuzconlaulumuura
4745,Hypocnemis ochrogyna,SA,PASSERIFORMES,Thamnophilidae,rondonianlaulumuura
4746,Hypocnemis striata,SA,PASSERIFORMES,Thamnophilidae,paranlaulumuura
4747,Hypocnemis rondoni,SA,PASSERIFORMES,Thamnophilidae,aripuananlaulumuura
4748,Hypocnemis hypoxantha,SA,PASSERIFORMES,Thamnophilidae,keltakulmamuura
4749,Sciaphylax hemimelaena,SA,PASSERIFORMES,Thamnophilidae,kastanjapyrstömuura
4750,Sciaphylax castanea,SA,PASSERIFORMES,Thamnophilidae,kastanjamuura
4751,Cercomacroides laeta,SA,PASSERIFORMES,Thamnophilidae,brasiliansavumuura
4752,Cercomacroides parkeri,SA,PASSERIFORMES,Thamnophilidae,ylänkösavumuura
4753,Cercomacroides nigrescens,SA,PASSERIFORMES,Thamnophilidae,rämeikkömuura
4754,Cercomacroides fuscicauda,SA,PASSERIFORMES,Thamnophilidae,Riparian Antbird
4755,Cercomacroides tyrannina,"MA, SA",PASSERIFORMES,Thamnophilidae,savumuura
4756,Cercomacroides serva,SA,PASSERIFORMES,Thamnophilidae,mustamuura
4757,Cercomacra manu,SA,PASSERIFORMES,Thamnophilidae,nokisavumuura
4758,Cercomacra brasiliana,SA,PASSERIFORMES,Thamnophilidae,rionmuura
4759,Cercomacra cinerascens,SA,PASSERIFORMES,Thamnophilidae,savimuura
4760,Cercomacra melanaria,SA,PASSERIFORMES,Thamnophilidae,kiilapyrstömuura
4761,Cercomacra ferdinandi,SA,PASSERIFORMES,Thamnophilidae,pikimuura
4762,Cercomacra nigricans,"MA, SA",PASSERIFORMES,Thamnophilidae,sysimuura
4763,Cercomacra carbonaria,SA,PASSERIFORMES,Thamnophilidae,hiilimuura
4764,Myrmoderus ferrugineus,SA,PASSERIFORMES,Thamnophilidae,rusoselkämuura
4765,Myrmoderus eowilsoni,SA,PASSERIFORMES,Thamnophilidae,Cordillera Azul Antbird
4766,Myrmoderus ruficauda,SA,PASSERIFORMES,Thamnophilidae,punapyrstömuura
4767,Myrmoderus loricatus,SA,PASSERIFORMES,Thamnophilidae,valkokulmamuura
4768,Myrmoderus squamosus,SA,PASSERIFORMES,Thamnophilidae,täplämuura
4769,Hypocnemoides melanopogon,SA,PASSERIFORMES,Thamnophilidae,rantamuura
4770,Hypocnemoides maculicauda,SA,PASSERIFORMES,Thamnophilidae,isorantamuura
4771,Hylophylax naevioides,"MA, SA",PASSERIFORMES,Thamnophilidae,helmirintamuura
4772,Hylophylax naevius,SA,PASSERIFORMES,Thamnophilidae,helmimuura
4773,Hylophylax punctulatus,SA,PASSERIFORMES,Thamnophilidae,helmiselkämuura
4774,Sclateria naevia,SA,PASSERIFORMES,Thamnophilidae,hopeakylkimuura
4775,Myrmelastes hyperythrus,SA,PASSERIFORMES,Thamnophilidae,räikkämuura
4776,Myrmelastes schistaceus,SA,PASSERIFORMES,Thamnophilidae,liuskemuura
4777,Myrmelastes leucostigma,SA,PASSERIFORMES,Thamnophilidae,hopeavatsamuura
4778,Myrmelastes humaythae,SA,PASSERIFORMES,Thamnophilidae,helmisiipimuura
4779,Myrmelastes brunneiceps,SA,PASSERIFORMES,Thamnophilidae,cuzconmuura
4780,Myrmelastes rufifacies,SA,PASSERIFORMES,Thamnophilidae,amazonianliuskemuura
4781,Myrmelastes saturatus,SA,PASSERIFORMES,Thamnophilidae,roraimanmuura
4782,Myrmelastes caurensis,SA,PASSERIFORMES,Thamnophilidae,isoliuskemuura
4783,Poliocrania exsul,"MA, SA",PASSERIFORMES,Thamnophilidae,kastanjaselkämuura
4784,Ampelornis griseiceps,SA,PASSERIFORMES,Thamnophilidae,harmaapäämuura
4785,Sipia berlepschi,SA,PASSERIFORMES,Thamnophilidae,töpömuura
4786,Sipia nigricauda,SA,PASSERIFORMES,Thamnophilidae,punasilmämuura
4787,Sipia palliata,SA,PASSERIFORMES,Thamnophilidae,kolumbianrotkomuura
4788,Sipia laemosticta,MA,PASSERIFORMES,Thamnophilidae,rotkomuura
4789,Myrmeciza longipes,SA,PASSERIFORMES,Thamnophilidae,harmaakulmamuura
4790,Myrmoborus melanurus,SA,PASSERIFORMES,Thamnophilidae,mustapyrstömuura
4791,Myrmoborus lophotes,SA,PASSERIFORMES,Thamnophilidae,punatöyhtömuura
4792,Myrmoborus myotherinus,SA,PASSERIFORMES,Thamnophilidae,mustanaamamuura
4793,Myrmoborus leucophrys,SA,PASSERIFORMES,Thamnophilidae,kiipijämuura
4794,Myrmoborus lugubris,SA,PASSERIFORMES,Thamnophilidae,tuhkarintamuura
4795,Gymnocichla nudiceps,"MA, SA",PASSERIFORMES,Thamnophilidae,kaljumuura
4796,Pyriglena maura,SA,PASSERIFORMES,Thamnophilidae,Western Fire-eye
4797,Pyriglena similis,SA,PASSERIFORMES,Thamnophilidae,Tapajos Fire-eye
4798,Pyriglena leuconota,SA,PASSERIFORMES,Thamnophilidae,tulisilmä
4799,Pyriglena atra,SA,PASSERIFORMES,Thamnophilidae,bahiantulisilmä
4800,Pyriglena leucoptera,SA,PASSERIFORMES,Thamnophilidae,pikkutulisilmä
4801,Rhopornis ardesiacus,SA,PASSERIFORMES,Thamnophilidae,hoikkamuura
4802,Percnostola rufifrons,SA,PASSERIFORMES,Thamnophilidae,mustalakkimuura
4803,Percnostola arenarum,SA,PASSERIFORMES,Thamnophilidae,harmaalakkimuura
4804,Akletos melanoceps,SA,PASSERIFORMES,Thamnophilidae,valko-olkamuura
4805,Akletos goeldii,SA,PASSERIFORMES,Thamnophilidae,isonokimuura
4806,Hafferia fortis,SA,PASSERIFORMES,Thamnophilidae,nokimuura
4807,Hafferia immaculata,"MA, SA",PASSERIFORMES,Thamnophilidae,pillimuura
4808,Hafferia zeledoni,"MA, SA",PASSERIFORMES,Thamnophilidae,panamanpillimuura
4809,Formicarius colma,SA,PASSERIFORMES,Formicariidae,kruunumuura
4810,Formicarius analis,"MA, SA",PASSERIFORMES,Formicariidae,rastasmuura
4811,Formicarius moniliger,MA,PASSERIFORMES,Formicariidae,meksikonmuura
4812,Formicarius rufifrons,SA,PASSERIFORMES,Formicariidae,oranssiotsamuura
4813,Formicarius nigricapillus,"MA, SA",PASSERIFORMES,Formicariidae,pikkurastasmuura
4814,Formicarius rufipectus,"MA, SA",PASSERIFORMES,Formicariidae,isorastasmuura
4815,Chamaeza campanisona,SA,PASSERIFORMES,Formicariidae,nysämuura
4816,Chamaeza nobilis,SA,PASSERIFORMES,Formicariidae,isonysämuura
4817,Chamaeza meruloides,SA,PASSERIFORMES,Formicariidae,rinnenysämuura
4818,Chamaeza ruficauda,SA,PASSERIFORMES,Formicariidae,pitsinysämuura
4819,Chamaeza turdina,SA,PASSERIFORMES,Formicariidae,suomunysämuura
4820,Chamaeza mollissima,SA,PASSERIFORMES,Formicariidae,raitanysämuura
4821,Grallaria squamigera,SA,PASSERIFORMES,Grallariidae,aaltoluura
4822,Grallaria gigantea,SA,PASSERIFORMES,Grallariidae,isoluura
4823,Grallaria excelsa,SA,PASSERIFORMES,Grallariidae,inkaluura
4824,Grallaria varia,SA,PASSERIFORMES,Grallariidae,isosuomuluura
4825,Grallaria alleni,SA,PASSERIFORMES,Grallariidae,viiksiluura
4826,Grallaria guatimalensis,"MA, SA",PASSERIFORMES,Grallariidae,suomuluura
4827,Grallaria chthonia,SA,PASSERIFORMES,Grallariidae,sammalluura
4828,Grallaria haplonota,SA,PASSERIFORMES,Grallariidae,oliiviselkäluura
4829,Grallaria dignissima,SA,PASSERIFORMES,Grallariidae,viirukylkiluura
4830,Grallaria eludens,SA,PASSERIFORMES,Grallariidae,lymyluura
4831,Grallaria ruficapilla,SA,PASSERIFORMES,Grallariidae,ruskopääluura
4832,Grallaria watkinsi,SA,PASSERIFORMES,Grallariidae,tumbesinluura
4833,Grallaria bangsi,SA,PASSERIFORMES,Grallariidae,santamartanluura
4834,Grallaria kaestneri,SA,PASSERIFORMES,Grallariidae,cundinamarcanluura
4835,Grallaria andicolus,SA,PASSERIFORMES,Grallariidae,viirupääluura
4836,Grallaria griseonucha,SA,PASSERIFORMES,Grallariidae,harmaalakkiluura
4837,Grallaria ridgelyi,SA,PASSERIFORMES,Grallariidae,valkoposkiluura
4838,Grallaria nuchalis,SA,PASSERIFORMES,Grallariidae,kastanjaniskaluura
4839,Grallaria carrikeri,SA,PASSERIFORMES,Grallariidae,valkonokkaluura
4840,Grallaria albigula,SA,PASSERIFORMES,Grallariidae,valkovatsaluura
4841,Grallaria flavotincta,SA,PASSERIFORMES,Grallariidae,keltarintaluura
4842,Grallaria hypoleuca,SA,PASSERIFORMES,Grallariidae,valkorintaluura
4843,Grallaria przewalskii,SA,PASSERIFORMES,Grallariidae,kupariluura
4844,Grallaria capitalis,SA,PASSERIFORMES,Grallariidae,ruosteluura
4845,Grallaria erythroleuca,SA,PASSERIFORMES,Grallariidae,kettuluura
4846,Grallaria spatiator,SA,PASSERIFORMES,Grallariidae,Sierra Nevada Antpitta
4847,Grallaria saltuensis,SA,PASSERIFORMES,Grallariidae,Perija Antpitta
4848,Grallaria rufula,SA,PASSERIFORMES,Grallariidae,pikkuluura
4849,Grallaria rufocinerea,SA,PASSERIFORMES,Grallariidae,kastanjahuppuluura
4850,Grallaria alvarezi,SA,PASSERIFORMES,Grallariidae,Chami Antpitta
4851,Grallaria saturata,SA,PASSERIFORMES,Grallariidae,Equatorial Antpitta
4852,Grallaria cajamarcae,SA,PASSERIFORMES,Grallariidae,Cajamarca Antpitta
4853,Grallaria blakei,SA,PASSERIFORMES,Grallariidae,kastanjaluura
4854,Grallaria gravesi,SA,PASSERIFORMES,Grallariidae,Chachapoyas Antpitta
4855,Grallaria oneilli,SA,PASSERIFORMES,Grallariidae,Panao Antpitta
4856,Grallaria obscura,SA,PASSERIFORMES,Grallariidae,Junin Antpitta
4857,Grallaria centralis,SA,PASSERIFORMES,Grallariidae,Oxapampa Antpitta
4858,Grallaria ayacuchensis,SA,PASSERIFORMES,Grallariidae,Ayacucho Antpitta
4859,Grallaria occabambae,SA,PASSERIFORMES,Grallariidae,Urubamba Antpitta
4860,Grallaria sinaensis,SA,PASSERIFORMES,Grallariidae,Puno Antpitta
4861,Grallaria cochabambae,SA,PASSERIFORMES,Grallariidae,Bolivian Antpitta
4862,Grallaria quitensis,SA,PASSERIFORMES,Grallariidae,paramoluura
4863,Grallaria alticola,SA,PASSERIFORMES,Grallariidae,Boyaca Antpitta
4864,Grallaria atuensis,SA,PASSERIFORMES,Grallariidae,Atuen Antpitta
4865,Grallaria milleri,SA,PASSERIFORMES,Grallariidae,ruskovyöluura
4866,Grallaria urraoensis,SA,PASSERIFORMES,Grallariidae,urraonluura
4867,Grallaria erythrotis,SA,PASSERIFORMES,Grallariidae,punaposkiluura
4868,Cryptopezus nattereri,SA,PASSERIFORMES,Grallariidae,täplärintaluura
4869,Hylopezus perspicillatus,"MA, SA",PASSERIFORMES,Grallariidae,panamanpalloluura
4870,Hylopezus macularius,SA,PASSERIFORMES,Grallariidae,isopalloluura
4871,Hylopezus paraensis,SA,PASSERIFORMES,Grallariidae,negrojoenluura
4872,Hylopezus whittakeri,SA,PASSERIFORMES,Grallariidae,tapajosjoenluura
4873,Hylopezus auricularis,SA,PASSERIFORMES,Grallariidae,rusokorvaluura
4874,Hylopezus ochroleucus,SA,PASSERIFORMES,Grallariidae,pisamarintaluura
4875,Myrmothera fulviventris,SA,PASSERIFORMES,Grallariidae,punaperäluura
4876,Myrmothera berlepschi,SA,PASSERIFORMES,Grallariidae,amazonianpalloluura
4877,Myrmothera dives,"MA, SA",PASSERIFORMES,Grallariidae,tiheikköluura
4878,Myrmothera simplex,SA,PASSERIFORMES,Grallariidae,valkokurkkuluura
4879,Myrmothera campanisona,SA,PASSERIFORMES,Grallariidae,rastasluura
4880,Myrmothera subcanescens,SA,PASSERIFORMES,Grallariidae,Tapajos Antpitta
4881,Grallaricula flavirostris,"MA, SA",PASSERIFORMES,Grallariidae,kurlaajaluuranen
4882,Grallaricula loricata,SA,PASSERIFORMES,Grallariidae,suomuluuranen
4883,Grallaricula cucullata,SA,PASSERIFORMES,Grallariidae,huppuluuranen
4884,Grallaricula peruviana,SA,PASSERIFORMES,Grallariidae,perunluuranen
4885,Grallaricula ochraceifrons,SA,PASSERIFORMES,Grallariidae,keltaotsaluuranen
4886,Grallaricula ferrugineipectus,SA,PASSERIFORMES,Grallariidae,ruosterintaluuranen
4887,Grallaricula leymebambae,SA,PASSERIFORMES,Grallariidae,Rufous-breasted Antpitta
4888,Grallaricula nana,SA,PASSERIFORMES,Grallariidae,liuskelakkiluuranen
4889,Grallaricula cumanensis,SA,PASSERIFORMES,Grallariidae,cumanacoanluuranen
4890,Grallaricula lineifrons,SA,PASSERIFORMES,Grallariidae,raitanaamaluuranen
4891,Conopophaga lineata,SA,PASSERIFORMES,Conopophagidae,rusorintatöpökkä
4892,Conopophaga aurita,SA,PASSERIFORMES,Conopophagidae,mustanaamatöpökkä
4893,Conopophaga snethlageae,SA,PASSERIFORMES,Conopophagidae,Black-breasted Gnateater
4894,Conopophaga roberti,SA,PASSERIFORMES,Conopophagidae,hupputöpökkä
4895,Conopophaga peruviana,SA,PASSERIFORMES,Conopophagidae,harmaaselkätöpökkä
4896,Conopophaga cearae,SA,PASSERIFORMES,Conopophagidae,Ceara Gnateater
4897,Conopophaga ardesiaca,SA,PASSERIFORMES,Conopophagidae,liuskevatsatöpökkä
4898,Conopophaga castaneiceps,SA,PASSERIFORMES,Conopophagidae,ruskolakkitöpökkä
4899,Conopophaga melanops,SA,PASSERIFORMES,Conopophagidae,mustaposkitöpökkä
4900,Conopophaga melanogaster,SA,PASSERIFORMES,Conopophagidae,mustavatsatöpökkä
4901,Pittasoma michleri,"MA, SA",PASSERIFORMES,Conopophagidae,suomuvatsamuura
4902,Pittasoma rufopileatum,SA,PASSERIFORMES,Conopophagidae,rosvomuura
4903,Acropternis orthonyx,SA,PASSERIFORMES,Rhinocryptidae,helmitapakulo
4904,Pteroptochos castaneus,SA,PASSERIFORMES,Rhinocryptidae,mustaselkävetvetti
4905,Pteroptochos tarnii,SA,PASSERIFORMES,Rhinocryptidae,harmaaselkävetvetti
4906,Pteroptochos megapodius,SA,PASSERIFORMES,Rhinocryptidae,viiksivetvetti
4907,Scelorchilus albicollis,SA,PASSERIFORMES,Rhinocryptidae,isomyyrätapakulo
4908,Scelorchilus rubecula,SA,PASSERIFORMES,Rhinocryptidae,myyrätapakulo
4909,Rhinocrypta lanceolata,SA,PASSERIFORMES,Rhinocryptidae,töyhtötapakulo
4910,Teledromas fuscus,SA,PASSERIFORMES,Rhinocryptidae,hietatapakulo
4911,Liosceles thoracicus,SA,PASSERIFORMES,Rhinocryptidae,veririntatapakulo
4912,Psilorhamphus guttatus,SA,PASSERIFORMES,Rhinocryptidae,bambutapakulo
4913,Merulaxis ater,SA,PASSERIFORMES,Rhinocryptidae,sukastapakulo
4914,Merulaxis stresemanni,SA,PASSERIFORMES,Rhinocryptidae,isosukastapakulo
4915,Eugralla paradoxa,SA,PASSERIFORMES,Rhinocryptidae,nokitapakulo
4916,Myornis senilis,SA,PASSERIFORMES,Rhinocryptidae,tuhkatapakulo
4917,Eleoscytalopus indigoticus,SA,PASSERIFORMES,Rhinocryptidae,valkorintatapakulo
4918,Eleoscytalopus psychopompus,SA,PASSERIFORMES,Rhinocryptidae,bahiantapakulo
4919,Scytalopus iraiensis,SA,PASSERIFORMES,Rhinocryptidae,luhtatapakulo
4920,Scytalopus diamantinensis,SA,PASSERIFORMES,Rhinocryptidae,diamantinantapakulo
4921,Scytalopus novacapitalis,SA,PASSERIFORMES,Rhinocryptidae,brasiliantapakulo
4922,Scytalopus petrophilus,SA,PASSERIFORMES,Rhinocryptidae,Rock Tapaculo
4923,Scytalopus pachecoi,SA,PASSERIFORMES,Rhinocryptidae,serradomarintapakulo
4924,Scytalopus gonzagai,SA,PASSERIFORMES,Rhinocryptidae,Boa Nova Tapaculo
4925,Scytalopus speluncae,SA,PASSERIFORMES,Rhinocryptidae,lyijytapakulo
4926,Scytalopus fuscus,SA,PASSERIFORMES,Rhinocryptidae,chilentapakulo
4927,Scytalopus magellanicus,SA,PASSERIFORMES,Rhinocryptidae,andientapakulo
4928,Scytalopus affinis,SA,PASSERIFORMES,Rhinocryptidae,vaaleatapakulo
4929,Scytalopus krabbei,SA,PASSERIFORMES,Rhinocryptidae,White-winged Tapaculo
4930,Scytalopus androstictus,SA,PASSERIFORMES,Rhinocryptidae,Loja Tapaculo
4931,Scytalopus opacus,SA,PASSERIFORMES,Rhinocryptidae,ylänkötapakulo
4932,Scytalopus canus,SA,PASSERIFORMES,Rhinocryptidae,liusketapakulo
4933,Scytalopus superciliaris,SA,PASSERIFORMES,Rhinocryptidae,valkokulmatapakulo
4934,Scytalopus zimmeri,SA,PASSERIFORMES,Rhinocryptidae,kivikkotapakulo
4935,Scytalopus simonsi,SA,PASSERIFORMES,Rhinocryptidae,punantapakulo
4936,Scytalopus schulenbergi,SA,PASSERIFORMES,Rhinocryptidae,valko-otsatapakulo
4937,Scytalopus urubambae,SA,PASSERIFORMES,Rhinocryptidae,vilcabambantapakulo
4938,Scytalopus whitneyi,SA,PASSERIFORMES,Rhinocryptidae,Ampay Tapaculo
4939,Scytalopus frankeae,SA,PASSERIFORMES,Rhinocryptidae,Jalca Tapaculo
4940,Scytalopus altirostris,SA,PASSERIFORMES,Rhinocryptidae,peruntapakulo
4941,Scytalopus parvirostris,SA,PASSERIFORMES,Rhinocryptidae,livertäjätapakulo
4942,Scytalopus bolivianus,SA,PASSERIFORMES,Rhinocryptidae,sirittäjätapakulo
4943,Scytalopus atratus,SA,PASSERIFORMES,Rhinocryptidae,kruunutapakulo
4944,Scytalopus sanctaemartae,SA,PASSERIFORMES,Rhinocryptidae,santamartantapakulo
4945,Scytalopus micropterus,SA,PASSERIFORMES,Rhinocryptidae,kolumbiantapakulo
4946,Scytalopus femoralis,SA,PASSERIFORMES,Rhinocryptidae,ruskoperätapakulo
4947,Scytalopus intermedius,SA,PASSERIFORMES,Rhinocryptidae,Utcubamba Tapaculo
4948,Scytalopus macropus,SA,PASSERIFORMES,Rhinocryptidae,koskitapakulo
4949,Scytalopus gettyae,SA,PASSERIFORMES,Rhinocryptidae,juninintapakulo
4950,Scytalopus unicolor,SA,PASSERIFORMES,Rhinocryptidae,harmaatapakulo
4951,Scytalopus acutirostris,SA,PASSERIFORMES,Rhinocryptidae,varjotapakulo
4952,Scytalopus latrans,SA,PASSERIFORMES,Rhinocryptidae,mustatapakulo
4953,Scytalopus argentifrons,MA,PASSERIFORMES,Rhinocryptidae,hopeaotsatapakulo
4954,Scytalopus vicinior,SA,PASSERIFORMES,Rhinocryptidae,nuohoojatapakulo
4955,Scytalopus panamensis,"MA, SA",PASSERIFORMES,Rhinocryptidae,harmaakurkkutapakulo
4956,Scytalopus chocoensis,"MA, SA",PASSERIFORMES,Rhinocryptidae,tiheikkötapakulo
4957,Scytalopus rodriguezi,SA,PASSERIFORMES,Rhinocryptidae,magdalenantapakulo
4958,Scytalopus stilesi,SA,PASSERIFORMES,Rhinocryptidae,antioquiantapakulo
4959,Scytalopus alvarezlopezi,SA,PASSERIFORMES,Rhinocryptidae,Tatama Tapaculo
4960,Scytalopus robbinsi,SA,PASSERIFORMES,Rhinocryptidae,el-orontapakulo
4961,Scytalopus caracae,SA,PASSERIFORMES,Rhinocryptidae,venezuelantapakulo
4962,Scytalopus griseicollis,SA,PASSERIFORMES,Rhinocryptidae,kolumbianandientapakulo
4963,Scytalopus latebricola,SA,PASSERIFORMES,Rhinocryptidae,peukaloistapakulo
4964,Scytalopus perijanus,SA,PASSERIFORMES,Rhinocryptidae,Perija Tapaculo
4965,Scytalopus meridanus,SA,PASSERIFORMES,Rhinocryptidae,meridantapakulo
4966,Scytalopus parkeri,SA,PASSERIFORMES,Rhinocryptidae,savutapakulo
4967,Scytalopus spillmanni,SA,PASSERIFORMES,Rhinocryptidae,ecuadorintapakulo
4968,Melanopareia torquata,SA,PASSERIFORMES,Melanopareiidae,brasiliansepeltapakulo
4969,Melanopareia bitorquata,SA,PASSERIFORMES,Melanopareiidae,Double-collared Crescentchest
4970,Melanopareia maximiliani,SA,PASSERIFORMES,Melanopareiidae,oliiviselkätapakulo
4971,Melanopareia maranonica,SA,PASSERIFORMES,Melanopareiidae,valkokurkkutapakulo
4972,Melanopareia elegans,SA,PASSERIFORMES,Melanopareiidae,loistotapakulo
4973,Piprites griseiceps,MA,PASSERIFORMES,Tyrannidae,rillitanssija
4974,Piprites chloris,SA,PASSERIFORMES,Tyrannidae,kirjosiipitanssija
4975,Piprites pileata,SA,PASSERIFORMES,Tyrannidae,mustalakkitanssija
4976,Phyllomyias fasciatus,SA,PASSERIFORMES,Tyrannidae,brasilianlehtinapsija
4977,Phyllomyias weedeni,SA,PASSERIFORMES,Tyrannidae,yungasinnapsija
4978,Phyllomyias burmeisteri,SA,PASSERIFORMES,Tyrannidae,lehtinapsija
4979,Phyllomyias zeledoni,"MA, SA",PASSERIFORMES,Tyrannidae,White-fronted Tyrannulet
4980,Phyllomyias virescens,SA,PASSERIFORMES,Tyrannidae,viherlehtinapsija
4981,Phyllomyias reiseri,SA,PASSERIFORMES,Tyrannidae,cerradonapsija
4982,Phyllomyias urichi,SA,PASSERIFORMES,Tyrannidae,venezuelanlehtinapsija
4983,Phyllomyias sclateri,SA,PASSERIFORMES,Tyrannidae,andiennapsija
4984,Phyllomyias griseocapilla,SA,PASSERIFORMES,Tyrannidae,harmaapäänapsija
4985,Phyllomyias griseiceps,SA,PASSERIFORMES,Tyrannidae,tuhkatöyhtönapsija
4986,Phyllomyias plumbeiceps,SA,PASSERIFORMES,Tyrannidae,harmaalakkinapsija
4987,Phyllomyias nigrocapillus,SA,PASSERIFORMES,Tyrannidae,nokilakkinapsija
4988,Phyllomyias cinereiceps,SA,PASSERIFORMES,Tyrannidae,tuhkalakkinapsija
4989,Phyllomyias uropygialis,SA,PASSERIFORMES,Tyrannidae,ruosteperänapsija
4990,Tyrannulus elatus,"MA, SA",PASSERIFORMES,Tyrannidae,erakkonapsija
4991,Myiopagis gaimardii,"MA, SA",PASSERIFORMES,Tyrannidae,pikkuelenia
4992,Myiopagis parambae,"MA, SA",PASSERIFORMES,Tyrannidae,Choco Elaenia
4993,Myiopagis cinerea,SA,PASSERIFORMES,Tyrannidae,Amazonian Elaenia
4994,Myiopagis caniceps,SA,PASSERIFORMES,Tyrannidae,harmaapikkuelenia
4995,Myiopagis olallai,SA,PASSERIFORMES,Tyrannidae,andienpikkuelenia
4996,Myiopagis subplacens,SA,PASSERIFORMES,Tyrannidae,savannipikkuelenia
4997,Myiopagis flavivertex,SA,PASSERIFORMES,Tyrannidae,viidakkoelenia
4998,Myiopagis viridicata,"MA, SA",PASSERIFORMES,Tyrannidae,viherpikkuelenia
4999,Elaenia flavogaster,"MA, SA",PASSERIFORMES,Tyrannidae,töyhtöelenia
5000,Elaenia spectabilis,SA,PASSERIFORMES,Tyrannidae,kirjosiipielenia
5001,Elaenia ridleyana,SA,PASSERIFORMES,Tyrannidae,noronhanelenia
5002,Elaenia albiceps,SA,PASSERIFORMES,Tyrannidae,harmaarintaelenia
5003,Elaenia chilensis,SA,PASSERIFORMES,Tyrannidae,Chilean Elaenia
5004,Elaenia parvirostris,SA,PASSERIFORMES,Tyrannidae,pikkunokkaelenia
