,IOC,Breeding Range,Order,Family,Japanese
7293,Urosphena subulata,AU,PASSERIFORMES,Cettiidae,チモールヤブサメ
7294,Hemitesia pallidipes,OR,PASSERIFORMES,Cettiidae,キアシヤブサメ
7295,Hemitesia neumanni,AF,PASSERIFORMES,Cettiidae,コビトサザイモドキ
7296,Scotocerca inquieta,PAL,PASSERIFORMES,Scotocercidae,スナチムシクイ
7297,Erythrocercus holochlorus,AF,PASSERIFORMES,Erythrocercidae,キイロヒメヒタキ
7298,Erythrocercus mccallii,AF,PASSERIFORMES,Erythrocercidae,クリガシラヒメヒタキ
7299,Erythrocercus livingstonei,AF,PASSERIFORMES,Erythrocercidae,アカオヒメヒタキ
7300,Hylia prasina,AF,PASSERIFORMES,Hyliidae,コバシミドリムシクイ
7301,Pholidornis rushiae,AF,PASSERIFORMES,Hyliidae,カラハタオリ
7302,Leptopoecile sophiae,PAL,PASSERIFORMES,Aegithalidae,フジイロムシクイ
7303,Leptopoecile elegans,PAL,PASSERIFORMES,Aegithalidae,カンムリムシクイ
7304,Psaltriparus minimus,"NA, MA",PASSERIFORMES,Aegithalidae,ヤブガラ
7305,Aegithalos caudatus,PAL,PASSERIFORMES,Aegithalidae,エナガ
7306,Aegithalos glaucogularis,PAL,PASSERIFORMES,Aegithalidae,ギンノドエナガ
7307,Aegithalos leucogenys,PAL,PASSERIFORMES,Aegithalidae,ホオジロエナガ
7308,Aegithalos concinnus,OR,PASSERIFORMES,Aegithalidae,ズアカエナガ
7309,Aegithalos niveogularis,OR,PASSERIFORMES,Aegithalidae,ノドジロヤマガラモドキ
7310,Aegithalos iouschistos,OR,PASSERIFORMES,Aegithalidae,ヤマガラモドキ
7311,Aegithalos bonvaloti,OR,PASSERIFORMES,Aegithalidae,マユグロヤマガラモドキ
7312,Aegithalos sharpei,OR,PASSERIFORMES,Aegithalidae,Burmese Bushtit
7313,Aegithalos fuliginosus,PAL,PASSERIFORMES,Aegithalidae,ギンガオエナガ
7314,Aegithalos exilis,OR,PASSERIFORMES,Aegithalidae,ジャワエナガ
7315,Phylloscopus sibilatrix,PAL,PASSERIFORMES,Phylloscopidae,モリムシクイ
7316,Phylloscopus bonelli,PAL,PASSERIFORMES,Phylloscopidae,ボネリームシクイ
7317,Phylloscopus orientalis,PAL,PASSERIFORMES,Phylloscopidae,ヒガシボネリームシクイ
7318,Phylloscopus pulcher,OR,PASSERIFORMES,Phylloscopidae,チャバネムシクイ
7319,Phylloscopus maculipennis,OR,PASSERIFORMES,Phylloscopidae,キゴシムシクイ
7320,Phylloscopus humei,PAL,PASSERIFORMES,Phylloscopidae,バフマユムシクイ
7321,Phylloscopus inornatus,PAL,PASSERIFORMES,Phylloscopidae,キマユムシクイ
7322,Phylloscopus subviridis,PAL,PASSERIFORMES,Phylloscopidae,アフガンムシクイ
7323,Phylloscopus yunnanensis,PAL,PASSERIFORMES,Phylloscopidae,ウンナンムシクイ
7324,Phylloscopus chloronotus,PAL,PASSERIFORMES,Phylloscopidae,ウスゴシムシクイ
7325,Phylloscopus forresti,OR,PASSERIFORMES,Phylloscopidae,シセンムシクイ
7326,Phylloscopus kansuensis,PAL,PASSERIFORMES,Phylloscopidae,カンスームシクイ
7327,Phylloscopus proregulus,PAL,PASSERIFORMES,Phylloscopidae,カラフトムシクイ
7328,Phylloscopus tytleri,PAL,PASSERIFORMES,Phylloscopidae,カシミールムシクイ
7329,Phylloscopus armandii,PAL,PASSERIFORMES,Phylloscopidae,モウコムジセッカ
7330,Phylloscopus schwarzi,PAL,PASSERIFORMES,Phylloscopidae,カラフトムジセッカ
7331,Phylloscopus griseolus,PAL,PASSERIFORMES,Phylloscopidae,オリーブムシクイ
7332,Phylloscopus affinis,PAL,PASSERIFORMES,Phylloscopidae,キバラムシクイ
7333,Phylloscopus fuligiventer,PAL,PASSERIFORMES,Phylloscopidae,マユナガムシクイ
7334,Phylloscopus fuscatus,PAL,PASSERIFORMES,Phylloscopidae,ムジセッカ
7335,Phylloscopus neglectus,PAL,PASSERIFORMES,Phylloscopidae,イランムシクイ
7336,Phylloscopus subaffinis,OR,PASSERIFORMES,Phylloscopidae,バフイロムシクイ
7337,Phylloscopus trochilus,PAL,PASSERIFORMES,Phylloscopidae,キタヤナギムシクイ
7338,Phylloscopus sindianus,PAL,PASSERIFORMES,Phylloscopidae,ミヤマチフチャフ
7339,Phylloscopus canariensis,AF,PASSERIFORMES,Phylloscopidae,カナリーチフチャフ
7340,Phylloscopus collybita,PAL,PASSERIFORMES,Phylloscopidae,チフチャフ
7341,Phylloscopus ibericus,PAL,PASSERIFORMES,Phylloscopidae,イベリアチフチャフ
7342,Phylloscopus coronatus,PAL,PASSERIFORMES,Phylloscopidae,センダイムシクイ
7343,Phylloscopus ijimae,PAL,PASSERIFORMES,Phylloscopidae,イイジマムシクイ
7344,Phylloscopus olivaceus,OR,PASSERIFORMES,Phylloscopidae,フィリピンムシクイ
7345,Phylloscopus cebuensis,OR,PASSERIFORMES,Phylloscopidae,ルソンムシクイ
7346,Phylloscopus ruficapilla,AF,PASSERIFORMES,Phylloscopidae,キノドハヤシムシクイ
7347,Phylloscopus umbrovirens,AF,PASSERIFORMES,Phylloscopidae,チャイロハヤシムシクイ
7348,Phylloscopus laetus,AF,PASSERIFORMES,Phylloscopidae,アカガオハヤシムシクイ
7349,Phylloscopus laurae,AF,PASSERIFORMES,Phylloscopidae,キムネハヤシムシクイ
7350,Phylloscopus herberti,AF,PASSERIFORMES,Phylloscopidae,ズグロハヤシムシクイ
7351,Phylloscopus budongoensis,AF,PASSERIFORMES,Phylloscopidae,ウガンダハヤシムシクイ
7352,Phylloscopus intermedius,OR,PASSERIFORMES,Phylloscopidae,メジロモリムシクイ
7353,Phylloscopus poliogenys,OR,PASSERIFORMES,Phylloscopidae,アゴジロモリムシクイ
7354,Phylloscopus burkii,OR,PASSERIFORMES,Phylloscopidae,マユグロモリムシクイ
7355,Phylloscopus tephrocephalus,OR,PASSERIFORMES,Phylloscopidae,ハイボウシモリムシクイ
7356,Phylloscopus whistleri,OR,PASSERIFORMES,Phylloscopidae,インドモリムシクイ
7357,Phylloscopus valentini,PAL,PASSERIFORMES,Phylloscopidae,インドシナモリムシクイ
7358,Phylloscopus soror,PAL,PASSERIFORMES,Phylloscopidae,ムジオモリムシクイ
7359,Phylloscopus omeiensis,PAL,PASSERIFORMES,Phylloscopidae,ガビモリムシクイ
7360,Phylloscopus nitidus,PAL,PASSERIFORMES,Phylloscopidae,ミドリムシクイ
7361,Phylloscopus plumbeitarsus,PAL,PASSERIFORMES,Phylloscopidae,フタオビムシクイ
7362,Phylloscopus trochiloides,PAL,PASSERIFORMES,Phylloscopidae,ヤナギムシクイ
7363,Phylloscopus emeiensis,OR,PASSERIFORMES,Phylloscopidae,エメイムシクイ
7364,Phylloscopus magnirostris,OR,PASSERIFORMES,Phylloscopidae,ハシブトムシクイ
7365,Phylloscopus borealoides,PAL,PASSERIFORMES,Phylloscopidae,エゾムシクイ
7366,Phylloscopus tenellipes,PAL,PASSERIFORMES,Phylloscopidae,ウスリームシクイ
7367,Phylloscopus xanthodryas,PAL,PASSERIFORMES,Phylloscopidae,メボソムシクイ
7368,Phylloscopus examinandus,PAL,PASSERIFORMES,Phylloscopidae,オオムシクイ
7369,Phylloscopus borealis,"PAL, NA",PASSERIFORMES,Phylloscopidae,コムシクイ
7370,Phylloscopus castaniceps,OR,PASSERIFORMES,Phylloscopidae,クリガシラモリムシクイ
7371,Phylloscopus grammiceps,OR,PASSERIFORMES,Phylloscopidae,スンダモリムシクイ
7372,Phylloscopus montis,OR,PASSERIFORMES,Phylloscopidae,チャガシラモリムシクイ
7373,Phylloscopus calciatilis,OR,PASSERIFORMES,Phylloscopidae,セッカイガンムシクイ
7374,Phylloscopus ricketti,OR,PASSERIFORMES,Phylloscopidae,マユグロムシクイ
7375,Phylloscopus cantator,OR,PASSERIFORMES,Phylloscopidae,キムネムシクイ
7376,Phylloscopus occipitalis,PAL,PASSERIFORMES,Phylloscopidae,ニシセンダイムシクイ
7377,Phylloscopus reguloides,OR,PASSERIFORMES,Phylloscopidae,ヒマラヤムシクイ
7378,Phylloscopus claudiae,OR,PASSERIFORMES,Phylloscopidae,クラウディアムシクイ
7379,Phylloscopus goodsoni,OR,PASSERIFORMES,Phylloscopidae,ハルテルトムシクイ
7380,Phylloscopus ogilviegranti,OR,PASSERIFORMES,Phylloscopidae,ミナミオジロムシクイ
7381,Phylloscopus hainanus,OR,PASSERIFORMES,Phylloscopidae,ハイナンムシクイ
7382,Phylloscopus intensior,OR,PASSERIFORMES,Phylloscopidae,オジロムシクイ
7383,Phylloscopus xanthoschistos,OR,PASSERIFORMES,Phylloscopidae,ハイガシラモリムシクイ
7384,Phylloscopus trivirgatus,OR,PASSERIFORMES,Phylloscopidae,ミナミムシクイ
7385,Phylloscopus nigrorum,OR,PASSERIFORMES,Phylloscopidae,Negros Leaf Warbler
7386,Phylloscopus floresianus,AU,PASSERIFORMES,Phylloscopidae,Flores Leaf Warbler
7387,Phylloscopus presbytes,AU,PASSERIFORMES,Phylloscopidae,スンダムシクイ
7388,Phylloscopus rotiensis,AU,PASSERIFORMES,Phylloscopidae,ロテムシクイ
7389,Phylloscopus makirensis,AU,PASSERIFORMES,Phylloscopidae,サンクリストバルムシクイ
7390,Phylloscopus nesophilus,AU,PASSERIFORMES,Phylloscopidae,Sulawesi Leaf Warbler
7391,Phylloscopus sarasinorum,AU,PASSERIFORMES,Phylloscopidae,スラウェシムシクイ
7392,Phylloscopus amoenus,AU,PASSERIFORMES,Phylloscopidae,クランバングラムシクイ
7393,Phylloscopus poliocephalus,AU,PASSERIFORMES,Phylloscopidae,ニューギニアムシクイ
7394,Phylloscopus maforensis,AU,PASSERIFORMES,Phylloscopidae,ヌムフォアムシクイ
7395,Phylloscopus misoriensis,AU,PASSERIFORMES,Phylloscopidae,ビアクムシクイ
7396,Graueria vittata,AF,PASSERIFORMES,Acrocephalidae,サザナミムシクイ
7397,Nesillas typica,AF,PASSERIFORMES,Acrocephalidae,マダガスカルシマヨシキリ
7398,Nesillas lantzii,AF,PASSERIFORMES,Acrocephalidae,ハンサバクシマヨシキリ
7399,Nesillas longicaudata,AF,PASSERIFORMES,Acrocephalidae,アンジュアンシマヨシキリ
7400,Nesillas brevicaudata,AF,PASSERIFORMES,Acrocephalidae,オオコモロシマヨシキリ
7401,Nesillas mariae,AF,PASSERIFORMES,Acrocephalidae,コモロシマヨシキリ
7402,Acrocephalus griseldis,PAL,PASSERIFORMES,Acrocephalidae,バスラオオヨシキリ
7403,Acrocephalus brevipennis,AF,PASSERIFORMES,Acrocephalidae,ケープベルデアシナガヨシキリ
7404,Acrocephalus rufescens,AF,PASSERIFORMES,Acrocephalidae,オオアシナガヨシキリ
7405,Acrocephalus gracilirostris,AF,PASSERIFORMES,Acrocephalidae,アシナガヨシキリ
7406,Acrocephalus newtoni,AF,PASSERIFORMES,Acrocephalidae,マダガスカルアシナガヨシキリ
7407,Acrocephalus sechellensis,IO,PASSERIFORMES,Acrocephalidae,セーシェルヤブセンニュウ
7408,Acrocephalus rodericanus,IO,PASSERIFORMES,Acrocephalidae,ロドリゲスヤブセンニュウ
7409,Acrocephalus arundinaceus,PAL,PASSERIFORMES,Acrocephalidae,ニシオオヨシキリ
7410,Acrocephalus orientalis,PAL,PASSERIFORMES,Acrocephalidae,オオヨシキリ
7411,Acrocephalus stentoreus,"PAL, OR",PASSERIFORMES,Acrocephalidae,チュウヨシキリ
7412,Acrocephalus australis,AU,PASSERIFORMES,Acrocephalidae,オーストラリアヨシキリ
7413,Acrocephalus familiaris,PO,PASSERIFORMES,Acrocephalidae,レイサンヨシキリ
7414,Acrocephalus hiwae,PO,PASSERIFORMES,Acrocephalidae,サイパンヨシキリ
7415,Acrocephalus rehsei,PO,PASSERIFORMES,Acrocephalidae,ギルバートヨシキリ
7416,Acrocephalus syrinx,PO,PASSERIFORMES,Acrocephalidae,カロリンヨシキリ
7417,Acrocephalus aequinoctialis,PO,PASSERIFORMES,Acrocephalidae,クリスマスヨシキリ
7418,Acrocephalus percernis,PO,PASSERIFORMES,Acrocephalidae,キタマルケサスヨシキリ
7419,Acrocephalus caffer,PO,PASSERIFORMES,Acrocephalidae,ハシナガヨシキリ
7420,Acrocephalus mendanae,PO,PASSERIFORMES,Acrocephalidae,マルケサスヨシキリ
7421,Acrocephalus atyphus,PO,PASSERIFORMES,Acrocephalidae,ツアモツヨシキリ
7422,Acrocephalus kerearako,PO,PASSERIFORMES,Acrocephalidae,クックヨシキリ
7423,Acrocephalus rimitarae,PO,PASSERIFORMES,Acrocephalidae,ツバイヨシキリ
7424,Acrocephalus taiti,PO,PASSERIFORMES,Acrocephalidae,タヒチヨシキリ
7425,Acrocephalus vaughani,PO,PASSERIFORMES,Acrocephalidae,ピトケアンヨシキリ
7426,Acrocephalus bistrigiceps,PAL,PASSERIFORMES,Acrocephalidae,コヨシキリ
7427,Acrocephalus melanopogon,PAL,PASSERIFORMES,Acrocephalidae,マミジロヨシキリ
7428,Acrocephalus paludicola,PAL,PASSERIFORMES,Acrocephalidae,ハシボソヨシキリ
7429,Acrocephalus schoenobaenus,PAL,PASSERIFORMES,Acrocephalidae,スゲヨシキリ
7430,Acrocephalus sorghophilus,PAL,PASSERIFORMES,Acrocephalidae,セスジコヨシキリ
7431,Acrocephalus concinens,PAL,PASSERIFORMES,Acrocephalidae,コバネヨシキリ
7432,Acrocephalus tangorum,PAL,PASSERIFORMES,Acrocephalidae,コクリュウコウイナダヨシキリ
7433,Acrocephalus orinus,OR,PASSERIFORMES,Acrocephalidae,オオハシヨシキリ
7434,Acrocephalus agricola,PAL,PASSERIFORMES,Acrocephalidae,イナダヨシキリ
7435,Acrocephalus dumetorum,PAL,PASSERIFORMES,Acrocephalidae,ヤブヨシキリ
7436,Acrocephalus scirpaceus,"PAL, AF",PASSERIFORMES,Acrocephalidae,ヨーロッパヨシキリ
7437,Acrocephalus palustris,PAL,PASSERIFORMES,Acrocephalidae,ヌマヨシキリ
7438,Arundinax aedon,PAL,PASSERIFORMES,Acrocephalidae,ハシブトヨシキリ
7439,Iduna natalensis,AF,PASSERIFORMES,Acrocephalidae,キイロムシクイ
7440,Iduna similis,AF,PASSERIFORMES,Acrocephalidae,ヤマキイロムシクイ
7441,Iduna caligata,PAL,PASSERIFORMES,Acrocephalidae,ヒメウタイムシクイ
7442,Iduna rama,PAL,PASSERIFORMES,Acrocephalidae,アラビアウタイムシクイ
7443,Iduna pallida,"PAL, AF",PASSERIFORMES,Acrocephalidae,ハイイロウタイムシクイ
7444,Iduna opaca,PAL,PASSERIFORMES,Acrocephalidae,ニシハイイロウタムシクイ
7445,Calamonastides gracilirostris,AF,PASSERIFORMES,Acrocephalidae,ハシボソキイロムシクイ
7446,Hippolais languida,PAL,PASSERIFORMES,Acrocephalidae,アレチウタイムシクイ
7447,Hippolais olivetorum,PAL,PASSERIFORMES,Acrocephalidae,オリーブウタイムシクイ
7448,Hippolais polyglotta,PAL,PASSERIFORMES,Acrocephalidae,ウタイムシクイ
7449,Hippolais icterina,PAL,PASSERIFORMES,Acrocephalidae,キイロウタイムシクイ
7450,Robsonius rabori,OR,PASSERIFORMES,Locustellidae,シラボシサザイチメドリ
7451,Robsonius thompsoni,OR,PASSERIFORMES,Locustellidae,シエラマドレサザイチメドリ
7452,Robsonius sorsogonensis,OR,PASSERIFORMES,Locustellidae,ビコルサザイチメドリ
7453,Helopsaltes fasciolatus,PAL,PASSERIFORMES,Locustellidae,シベリアエゾセンニュウ
7454,Helopsaltes amnicola,PAL,PASSERIFORMES,Locustellidae,エゾセンニュウ
7455,Helopsaltes pryeri,e PAL,PASSERIFORMES,Locustellidae,オオセッカ
7456,Helopsaltes certhiola,PAL,PASSERIFORMES,Locustellidae,シベリアセンニュウ
7457,Helopsaltes ochotensis,PAL,PASSERIFORMES,Locustellidae,シマセンニュウ
7458,Helopsaltes pleskei,PAL,PASSERIFORMES,Locustellidae,ウチヤマセンニュウ
7459,Locustella lanceolata,PAL,PASSERIFORMES,Locustellidae,マキノセンニュウ
7460,Locustella alfredi,AF,PASSERIFORMES,Locustellidae,タケヤブオウギセッカ
7461,Locustella fluviatilis,"PAL, AF",PASSERIFORMES,Locustellidae,カワセンニュウ
7462,Locustella luscinioides,PAL,PASSERIFORMES,Locustellidae,ヌマセンニュウ
7463,Locustella major,"PAL, OR",PASSERIFORMES,Locustellidae,ハシナガオウギセッカ
7464,Locustella luteoventris,OR,PASSERIFORMES,Locustellidae,チャイロオウギセッカ
7465,Locustella naevia,PAL,PASSERIFORMES,Locustellidae,ヤチセンニュウ
7466,Locustella tacsanowskia,PAL,PASSERIFORMES,Locustellidae,シベリアオウギセッカ
7467,Locustella accentor,OR,PASSERIFORMES,Locustellidae,ゴマフオウギセッカ
7468,Locustella caudata,OR,PASSERIFORMES,Locustellidae,オナガオウギセッカ
7469,Locustella castanea,AU,PASSERIFORMES,Locustellidae,スラウェシオウギセッカ
7470,Locustella musculus,AU,PASSERIFORMES,Locustellidae,セラムオウギセッカ
7471,Locustella portenta,AU,PASSERIFORMES,Locustellidae,タリアブオウギセッカ
7472,Locustella disturbans,AU,PASSERIFORMES,Locustellidae,ブルオウギセッカ
7473,Locustella davidi,PAL,PASSERIFORMES,Locustellidae,シベリアムナフオウギセッカ
7474,Locustella kashmirensis,OR,PASSERIFORMES,Locustellidae,カシミールオウギセkカ
7475,Locustella thoracica,OR,PASSERIFORMES,Locustellidae,ノドフオウギセッカ
7476,Locustella alishanensis,OR,PASSERIFORMES,Locustellidae,タイワンオウギセッカ
7477,Locustella mandelli,OR,PASSERIFORMES,Locustellidae,タイワンオオセッカ
7478,Locustella idonea,OR,PASSERIFORMES,Locustellidae,ダラットオオセッカ
7479,Locustella montis,"OR, AU",PASSERIFORMES,Locustellidae,ジャワオオセッカ
7480,Locustella chengi,OR,PASSERIFORMES,Locustellidae,シセンオオセッカ
7481,Locustella seebohmi,OR,PASSERIFORMES,Locustellidae,ベンゲットオオセkカ
7482,Poodytes albolimbatus,AU,PASSERIFORMES,Locustellidae,パプアオオセッカ
7483,Poodytes carteri,AU,PASSERIFORMES,Locustellidae,マルオセッカ
7484,Poodytes punctatus,AU,PASSERIFORMES,Locustellidae,シダセッカ
7485,Poodytes gramineus,AU,PASSERIFORMES,Locustellidae,シマオオセッカ
7486,Malia grata,AU,PASSERIFORMES,Locustellidae,セレベスチメドリ
7487,Cincloramphus cruralis,AU,PASSERIFORMES,Locustellidae,ヒバリモドキ
7488,Cincloramphus rubiginosus,AU,PASSERIFORMES,Locustellidae,ハシリツグミモドキ
7489,Cincloramphus grosvenori,AU,PASSERIFORMES,Locustellidae,ニューブリテンツグミモドキ
7490,Cincloramphus bivittatus,AU,PASSERIFORMES,Locustellidae,チモールムシクイ
7491,Cincloramphus mathewsi,AU,PASSERIFORMES,Locustellidae,コシアカヒバリモドキ
7492,Cincloramphus macrurus,AU,PASSERIFORMES,Locustellidae,Papuan Grassbird
7493,Cincloramphus timoriensis,"OR, AU",PASSERIFORMES,Locustellidae,ズアカオオセッカ
7494,Cincloramphus turipavae,AU,PASSERIFORMES,Locustellidae,Guadalcanal Thicketbird
7495,Cincloramphus whitneyi,AU,PASSERIFORMES,Locustellidae,ニューヘブリデスツグミモドキ
7496,Cincloramphus mariae,AU,PASSERIFORMES,Locustellidae,カレドニアオナガセッカ
7497,Cincloramphus rufus,PO,PASSERIFORMES,Locustellidae,ハチマキムシクイ
7498,Cincloramphus llaneae,AU,PASSERIFORMES,Locustellidae,ブーゲンビルツグミモドキ
7499,Megalurus palustris,OR,PASSERIFORMES,Locustellidae,オニセッカ
7500,Elaphrornis palliseri,OR,PASSERIFORMES,Locustellidae,セイロンオウギセッカ
7501,Schoenicola platyurus,OR,PASSERIFORMES,Locustellidae,フトオセッカ
7502,Schoenicola striatus,OR,PASSERIFORMES,Locustellidae,ヒゲセッカ
7503,Catriscus brevirostris,AF,PASSERIFORMES,Locustellidae,ウチワセッカ
7504,Bradypterus sylvaticus,AF,PASSERIFORMES,Locustellidae,オリーブオウギセッカ
7505,Bradypterus bangwaensis,AF,PASSERIFORMES,Locustellidae,バングワオウギセッカ
7506,Bradypterus barratti,AF,PASSERIFORMES,Locustellidae,ヤブオウギセッカ
7507,Bradypterus lopezi,AF,PASSERIFORMES,Locustellidae,モリオウギセッカ
7508,Bradypterus cinnamomeus,AF,PASSERIFORMES,Locustellidae,ニッケイオウギセッカ
7509,Bradypterus seebohmi,AF,PASSERIFORMES,Locustellidae,ハイイロエミューセッカ
7510,Bradypterus brunneus,AF,PASSERIFORMES,Locustellidae,チャイロエミューセッカ
7511,Bradypterus grandis,AF,PASSERIFORMES,Locustellidae,オニオウギセッカ
7512,Bradypterus baboecala,AF,PASSERIFORMES,Locustellidae,アフリカオウギセッカ
7513,Bradypterus carpalis,AF,PASSERIFORMES,Locustellidae,ハジロオウギセッカ
7514,Bradypterus graueri,AF,PASSERIFORMES,Locustellidae,オオアフリカスゲヨシキリ
7515,Bradypterus centralis,AF,PASSERIFORMES,Locustellidae,Highland Rush Warbler
7516,Donacobius atricapilla,"MA, SA",PASSERIFORMES,Donacobiidae,ミズベマネシツグミ
7517,Oxylabes madagascariensis,AF,PASSERIFORMES,Bernieridae,マダガスカルチメドリ
7518,Bernieria madagascariensis,AF,PASSERIFORMES,Bernieridae,テトラカヒヨドリ
7519,Cryptosylvicola randrianasoloi,AF,PASSERIFORMES,Bernieridae,マダガスカルミヤマムシクイ
7520,Hartertula flavoviridis,AF,PASSERIFORMES,Bernieridae,ヤハズニセムシクイチメドリ
7521,Thamnornis chloropetoides,AF,PASSERIFORMES,Bernieridae,キリチカムシクイ
7522,Xanthomixis zosterops,AF,PASSERIFORMES,Bernieridae,コバシマダガスカルヒヨドリ
7523,Xanthomixis apperti,AF,PASSERIFORMES,Bernieridae,コバネマダガスカルヒヨドリ
7524,Xanthomixis tenebrosa,AF,PASSERIFORMES,Bernieridae,ススケマダガスカルヒヨドリ
7525,Xanthomixis cinereiceps,AF,PASSERIFORMES,Bernieridae,ハイガシラマダガスカルヒヨドリ
7526,Crossleyia xanthophrys,AF,PASSERIFORMES,Bernieridae,キマユマダガスカルチメドリ
7527,Randia pseudozosterops,AF,PASSERIFORMES,Bernieridae,マダガスカルムシクイ
7528,Neomixis tenella,AF,PASSERIFORMES,Cisticolidae,クビワニセムシクイチメドリ
7529,Neomixis viridis,AF,PASSERIFORMES,Cisticolidae,ミドリニセムシクイチメドリ
7530,Neomixis striatigula,AF,PASSERIFORMES,Cisticolidae,クロスジニセムシクイチメドリ
7531,Cisticola erythrops,AF,PASSERIFORMES,Cisticolidae,アカガオセッカ
7532,Cisticola cantans,AF,PASSERIFORMES,Cisticolidae,ウタイセッカ
7533,Cisticola lateralis,AF,PASSERIFORMES,Cisticolidae,ススイロセッカ
7534,Cisticola woosnami,AF,PASSERIFORMES,Cisticolidae,ススチャセッカ
7535,Cisticola anonymus,AF,PASSERIFORMES,Cisticolidae,サエズリセッカ
7536,Cisticola bulliens,AF,PASSERIFORMES,Cisticolidae,アンゴラセッカ
7537,Cisticola hunteri,AF,PASSERIFORMES,Cisticolidae,タカネセッカ
7538,Cisticola chubbi,AF,PASSERIFORMES,Cisticolidae,クロガオセッカ
7539,Cisticola bakerorum,AF,PASSERIFORMES,Cisticolidae,Kilombero Cisticola
7540,Cisticola nigriloris,AF,PASSERIFORMES,Cisticolidae,ハナグロセッカ
7541,Cisticola aberrans,AF,PASSERIFORMES,Cisticolidae,ミナミイワセッカ
7542,Cisticola emini,AF,PASSERIFORMES,Cisticolidae,イワセッカ
7543,Cisticola chiniana,AF,PASSERIFORMES,Cisticolidae,アフリカセッカ
7544,Cisticola bodessa,AF,PASSERIFORMES,Cisticolidae,エチオピアセッカ
7545,Cisticola njombe,AF,PASSERIFORMES,Cisticolidae,ノドジロセッカ
7546,Cisticola cinereolus,AF,PASSERIFORMES,Cisticolidae,サメイロセッカ
7547,Cisticola restrictus,AF,PASSERIFORMES,Cisticolidae,タナセッカ
7548,Cisticola rufilatus,AF,PASSERIFORMES,Cisticolidae,マミジロセッカ
7549,Cisticola subruficapilla,AF,PASSERIFORMES,Cisticolidae,ハイイロセッカ
7550,Cisticola lais,AF,PASSERIFORMES,Cisticolidae,シロハラセッカ
7551,Cisticola distinctus,AF,PASSERIFORMES,Cisticolidae,ヒガシシロハラセッカ
7552,Cisticola galactotes,AF,PASSERIFORMES,Cisticolidae,ササフセッカ
7553,Cisticola marginatus,AF,PASSERIFORMES,Cisticolidae,Winding Cisticola
7554,Cisticola haematocephalus,AF,PASSERIFORMES,Cisticolidae,Coastal Cisticola
7555,Cisticola anderseni,AF,PASSERIFORMES,Cisticolidae,White-tailed Cisticola
7556,Cisticola lugubris,AF,PASSERIFORMES,Cisticolidae,Ethiopian Cisticola
7557,Cisticola luapula,AF,PASSERIFORMES,Cisticolidae,Luapula Cisticola
7558,Cisticola pipiens,AF,PASSERIFORMES,Cisticolidae,チャボウシセッカ
7559,Cisticola carruthersi,AF,PASSERIFORMES,Cisticolidae,クロボウシセッカ
7560,Cisticola tinniens,AF,PASSERIFORMES,Cisticolidae,アカボウシセッカ
7561,Cisticola robustus,AF,PASSERIFORMES,Cisticolidae,エリアカセッカ
7562,Cisticola aberdare,AF,PASSERIFORMES,Cisticolidae,ケニアセッカ
7563,Cisticola natalensis,AF,PASSERIFORMES,Cisticolidae,エリフセッカ
7564,Cisticola ruficeps,AF,PASSERIFORMES,Cisticolidae,ズアカセッカ
7565,Cisticola guinea,AF,PASSERIFORMES,Cisticolidae,ニシズアカセッカ
7566,Cisticola nana,AF,PASSERIFORMES,Cisticolidae,ヒメセッカ
7567,Cisticola brachypterus,AF,PASSERIFORMES,Cisticolidae,クチブエセッカ
7568,Cisticola rufus,AF,PASSERIFORMES,Cisticolidae,アカセッカ
7569,Cisticola troglodytes,AF,PASSERIFORMES,Cisticolidae,キツネセッカ
7570,Cisticola fulvicapilla,AF,PASSERIFORMES,Cisticolidae,フエセッカ
7571,Cisticola angusticauda,AF,PASSERIFORMES,Cisticolidae,オナガセッカ
7572,Cisticola melanurus,AF,PASSERIFORMES,Cisticolidae,オグロイロムシクイ
7573,Cisticola juncidis,"PAL, AF, OR, AU",PASSERIFORMES,Cisticolidae,セッカ
7574,Cisticola haesitatus,AF,PASSERIFORMES,Cisticolidae,ソコトラセッカ
7575,Cisticola cherina,AF,PASSERIFORMES,Cisticolidae,マダガスカルセッカ
7576,Cisticola aridulus,AF,PASSERIFORMES,Cisticolidae,サバクセッカ
7577,Cisticola textrix,AF,PASSERIFORMES,Cisticolidae,ムナフセッカ
7578,Cisticola eximius,AF,PASSERIFORMES,Cisticolidae,セグロセッカ
7579,Cisticola dambo,AF,PASSERIFORMES,Cisticolidae,オグロセッカ
7580,Cisticola brunnescens,AF,PASSERIFORMES,Cisticolidae,チビオセッカ
7581,Cisticola cinnamomeus,AF,PASSERIFORMES,Cisticolidae,ニッケイセッカ
7582,Cisticola ayresii,AF,PASSERIFORMES,Cisticolidae,タンビセッカ
7583,Cisticola exilis,"OR, AU",PASSERIFORMES,Cisticolidae,タイワンセッカ
7584,Incana incana,PAL,PASSERIFORMES,Cisticolidae,ソコトラムシクイ
7585,Prinia crinigera,PAL,PASSERIFORMES,Cisticolidae,ヒマラヤハウチワドリ
7586,Prinia striata,OR,PASSERIFORMES,Cisticolidae,Striped Prinia
7587,Prinia polychroa,OR,PASSERIFORMES,Cisticolidae,ヤマハウチワドリ
7588,Prinia cooki,OR,PASSERIFORMES,Cisticolidae,ビルマハウチワドリ
7589,Prinia rocki,OR,PASSERIFORMES,Cisticolidae,アンナムハウチワドリ
