,IOC,Breeding Range,Order,Family,Catalan
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,perdiu forestal de Sichuan
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,perdiu forestal pit-roja
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,perdiu forestal de Fujian
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,perdiu forestal gola-rogenca
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,perdiu forestal bec-roja
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,Siamese Partridge
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,perdiu forestal de Cambodja
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,perdiu forestal de Hainan
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,perdiu forestal de Taiwan
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,perdiu forestal emmascarada
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,perdiu forestal de pit daurat
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,perdiu forestal de David
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,perdiu forestal de Borneo
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,perdiu forestal de Campbell
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,perdiu forestal de Roll
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,perdiu forestal de Sumatra
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,perdiu forestal de Java
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,perdiu forestal de Horsfield
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,gall nival bec-roig
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,faisà sagnant
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,tragopan occidental
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,tragopan sàtir
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,tragopan de Blyth
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,tragopan de Temminck
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,tragopan de Cabot
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,gall nival gola-roig
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,gall nival de Szecheny
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,monal de l'Himàlaia
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,monal cuablanc
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,monal de crinera
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,faisà emplomallat
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,gall dindi comú
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,gall dindi ocel·lat
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,grèvol comú
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,grèvol de la Xina
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,perdiu boreal
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,perdiu blanca
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,grèvol de Sibèria
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,gall fer comú
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,gall fer becnegre
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,gall de cua forcada
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,gall del Caucas
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,perdiu becllarga
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,perdiu del Dulit
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,perdiu del Tibet
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,perdiu xerra
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,perdiu dàurica
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,faisà de coure
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,faisà venerat
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,faisà mikado
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,faisà d'Elliot
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,faisà de Hume
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,faisà daurat
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,faisà de Lady Amherst
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,faisà comú
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,faisà verd
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,faisà de Wallich
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,faisà mostatxut gris
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,faisà mostatxut blanc
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,faisà mostatxut fosc
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,faisà mostatxut blau
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,faisà d'Edwards
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,faisà de Swinhoe
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,faisà de Bulwer
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,faisà de Latham
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,faisà argentat
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,faisà cuadaurat malai
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Bornean Crestless Fireback
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,faisà fumat
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,faisà de Salvadori
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Malayan Crested Fireback
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,faisà crestat de Borneo
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,argus pigallat
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,Malayan Crested Argus
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,argus comú
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,paó del Congo
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,paó comu
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,paó verd
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,perdiu forestal camaverda
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,perdiu forestal d'orelles vermelles
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabah Partridge
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,rul-rul cap-roig
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,perdiu d'esperons vermella
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,perdiu d'esperons pigallada
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,perdiu d'esperons de Sri Lanka
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,faisà d'esperons de Palawan
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,faisà d'esperons de Borneo
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,faisà d'esperons malai
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,faisà d'esperons de Germain
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,faisà d'esperons de Hainan
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,faisà d'esperons gris
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,faisà d'esperons de Rostchild
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,faisà d'esperons cuallarg
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,perdiu dels bambús de Fytch
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,perdiu dels bambús de la Xina
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,perdiu dels bambús de Taiwan
431,Gallus varius,OR,GALLIFORMES,Phasianidae,gall de Java
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,gall bankiva
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,gall gris
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,gall de Sri Lanka
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,francolí maculat
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,francolí de casquet
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,francolí gris
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,francolí palustre
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,francolí de la Xina
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,francolí pitnegre
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,francolí pintat
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,francolí coqui
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,francolí golablanc
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,francolí de Schlegel
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,francolí de collar
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,francolí de Levaillant
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,francolí de Finsch
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,francolí de muntanya
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,francolí del mont Elgon
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,francolí jugular
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,francolí de l'Orange
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,francolí de Shelley
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Whyte's Francolin
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,gall nival del Tibet
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,gall nival de l'Altai
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,gall nival del Caucas
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,gall nival del Caspi
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,gall nival de l'Himàlaia
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,perdiu golagrisa
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,perdiu del desert
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,guatlla bruna
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,guatlla de muntanya
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,guatlla blava asiàtica
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,guatlla blava africana
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,perdiu de Madagascar
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,guatlla comuna
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,guatlla del Japó
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,guatlla arlequí
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,guatlla coromandèlica
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,guatlla cara-roja
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,perdiu de Barbaria
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,perdiu de coroneta negra
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,perdiu roja
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,perdiu chukar
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,perdiu de roca
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,perdiu caranegra
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,perdiu de Przewalski
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,guatlla cul-roja
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,guatlla roquera
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,guatlla bec-roja
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,guatlla de Manipur
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,francolí de Hartlaub
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,francolí del mont Camerun
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,francolí noble
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,francolí de coll castany
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,francolí d'Erckel
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,francolí de Djibouti
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,francolí de Swierstra
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,francolí d'Ahanta
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,francolí d'estries grises
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,francolí de Jackson
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,francolí bec-roig
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,francolí del Cap
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,francolí de Natal
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,francolí de Hildebrandt
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,francolí de doble esperó
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,francolí escatós
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,francolí de Heuglin
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,francolí de Clapperton
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,francolí de Harwood
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,francolí de Swainson
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,francolí golagroc
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,francolí del llac Victòria
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,francolí gola-roig
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors argus
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors mostatxut
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de les illes Salomó
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Nova Caledònia
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors diabòlic
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Nova Guinea
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors d'Archbold
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Temminck
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,enganyapastors orellut
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de collar
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors nacunda
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors menut
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors pàl·lid
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de doble collar
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,enganyapastors americà
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,enganyapastors cuacurt
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de ventre rogenc
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors cuabarrat
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Bahia
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors negrós
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors pigmeu
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,enganyapastors pauraque
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors d'Anthony
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Todd
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de bosc
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Roraima
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de la Guaiana
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors d'ales romes
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors alablanc
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors alabarrat gran
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors alabarrat petit
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors cua d'oreneta
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors cua de lira
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Caiena
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,enganyapastors cuapintat
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors trident
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors cua de tisora
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors cua de pinça
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors del Chocó
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors asteca
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors del Yucatan
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,enganyapastors ocel·lat
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Nutall
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,enganyapastors rogenc
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Salvin
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors maia
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors cua de seda
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Ridgway
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors fosc
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de dues taques
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,siboc
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de jungla
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors gris
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de les illes Palau
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors comú
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors embridat
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de galtes rogenques
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,enganyapastors d'Egipte
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Sykes
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors núbic
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors daurat
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Jerdon
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Horsfield
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Mees
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de les illes Andaman
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de les Filipines
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Sulawesi
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de les espines
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors musical
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors d'Etiòpia
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de l'Índia
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Madagascar
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors del Natal
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Nechisar
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de planura
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors estelat
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de sabana
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors pigallat
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Bonaparte
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Salvadori
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Prigogine
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Bates
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors cuallarg
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors cuapunxegut
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de Fosse
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors portaestendards
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,enganyapastors de cintes
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,ocell de l'oli
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,nictibi rogenc
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,nictibi gros
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,nictibi cuallarg
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,nictibi del Carib
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,nictibi comú
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,nictibi dels Andes
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,nictibi alablanc
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,podarg ocel·lat
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,podarg de Nova Guinea
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,podarg australià
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,podarg de les illes Salomó
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,podarg orellut
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,podarg de Hartert
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,podarg de les Filipines
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,podarg estelat
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,podarg de Sri Lanka
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,podarg de Hodgson
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,podarg cuacurt
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,podarg de Borneo
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,podarg de Horsfield
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,Blyth's Frogmouth
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,Palawan Frogmouth
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,podarg banyut
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,egotel gros
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,egotel de Tate
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,egotel de les Moluques
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,egotel de Wallace
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,egotel muntanyenc
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,egotel de Nova Caledònia
