,IOC,Breeding Range,Order,Family,German
5286,Neoxolmis salinarum,SA,PASSERIFORMES,Tyrannidae,Weißnacken-Scheckenentyrann
5287,Neoxolmis rufiventris,SA,PASSERIFORMES,Tyrannidae,Hellschulter-Nonnentyrann
5288,Myiotheretes striaticollis,SA,PASSERIFORMES,Tyrannidae,Streifenkehl-Buschtyrann
5289,Myiotheretes fuscorufus,SA,PASSERIFORMES,Tyrannidae,Rostbinden-Buschtyrann
5290,Myiotheretes pernix,SA,PASSERIFORMES,Tyrannidae,Santa-Marta-Buschtyrann
5291,Myiotheretes fumigatus,SA,PASSERIFORMES,Tyrannidae,Rußbuschtyrann
5292,Agriornis montanus,SA,PASSERIFORMES,Tyrannidae,Schwarzschnabel-Hakentyrann
5293,Agriornis murinus,SA,PASSERIFORMES,Tyrannidae,Kleinhakentyrann
5294,Agriornis albicauda,SA,PASSERIFORMES,Tyrannidae,Weißschwanz-Hakentyrann
5295,Agriornis micropterus,SA,PASSERIFORMES,Tyrannidae,Weißbrauen-Hakentyrann
5296,Agriornis lividus,SA,PASSERIFORMES,Tyrannidae,Schwarzschwanz-Hakentyrann
5297,Gubernetes yetapa,SA,PASSERIFORMES,Tyrannidae,Kehlband-Schleppentyrann
5298,Muscipipra vetula,SA,PASSERIFORMES,Tyrannidae,Kerbschwanztyrann
5299,Fluvicola pica,"MA, SA",PASSERIFORMES,Tyrannidae,Elsterwassertyrann
5300,Fluvicola albiventer,SA,PASSERIFORMES,Tyrannidae,Schwarzrücken-Wassertyrann
5301,Fluvicola nengeta,SA,PASSERIFORMES,Tyrannidae,Graurücken-Wassertyrann
5302,Arundinicola leucocephala,SA,PASSERIFORMES,Tyrannidae,Weißkopf-Wassertyrann
5303,Heteroxolmis dominicana,SA,PASSERIFORMES,Tyrannidae,Schwarzschwanz-Scheckenentyrann
5304,Alectrurus tricolor,SA,PASSERIFORMES,Tyrannidae,Hahnenschwanztyrann
5305,Alectrurus risora,SA,PASSERIFORMES,Tyrannidae,Rotkehl-Schleppentyrann
5306,Tumbezia salvini,SA,PASSERIFORMES,Tyrannidae,Gelbstirntyrann
5307,Silvicultrix frontalis,SA,PASSERIFORMES,Tyrannidae,Nordanden-Schmätzertyrann
5308,Silvicultrix spodionota,SA,PASSERIFORMES,Tyrannidae,Mittelanden-Schmätzertyrann
5309,Silvicultrix pulchella,SA,PASSERIFORMES,Tyrannidae,Gelbbrauen-Schmätzertyrann
5310,Silvicultrix diadema,SA,PASSERIFORMES,Tyrannidae,Gelbbauch-Schmätzertyrann
5311,Silvicultrix jelskii,SA,PASSERIFORMES,Tyrannidae,Rostbürzel-Schmätzertyrann
5312,Ochthoeca cinnamomeiventris,SA,PASSERIFORMES,Tyrannidae,Schiefermantel-Schmätzertyrann
5313,Ochthoeca nigrita,SA,PASSERIFORMES,Tyrannidae,Schwarzbauch-Schmätzertyrann
5314,Ochthoeca thoracica,SA,PASSERIFORMES,Tyrannidae,Maronenbrust-Schmätzertyrann
5315,Ochthoeca rufipectoralis,SA,PASSERIFORMES,Tyrannidae,Orangebrust-Schmätzertyrann
5316,Ochthoeca fumicolor,SA,PASSERIFORMES,Tyrannidae,Fahlbrauen-Schmätzertyrann
5317,Ochthoeca superciliosa,SA,PASSERIFORMES,Tyrannidae,Rötelbrauen-Schmätzertyrann
5318,Ochthoeca oenanthoides,SA,PASSERIFORMES,Tyrannidae,Graurücken-Schmätzertyrann
5319,Ochthoeca leucophrys,SA,PASSERIFORMES,Tyrannidae,Graubauch-Schmätzertyrann
5320,Ochthoeca piurae,SA,PASSERIFORMES,Tyrannidae,Buntflügel-Schmätzertyrann
5321,Colorhamphus parvirostris,SA,PASSERIFORMES,Tyrannidae,Patagonienschmätzertyrann
5322,Colonia colonus,"MA, SA",PASSERIFORMES,Tyrannidae,Weißkappen-Schleppentyrann
5323,Muscigralla brevicauda,SA,PASSERIFORMES,Tyrannidae,Stummelschwanztyrann
5324,Machetornis rixosa,"MA, SA",PASSERIFORMES,Tyrannidae,Graslandtyrann
5325,Legatus leucophaius,"MA, SA",PASSERIFORMES,Tyrannidae,Kurzschnabel-Maskentyrann
5326,Phelpsia inornata,SA,PASSERIFORMES,Tyrannidae,Schwarzscheitel-Maskentyrann
5327,Myiozetetes cayanensis,"MA, SA",PASSERIFORMES,Tyrannidae,Rostschwingen-Maskentyrann
5328,Myiozetetes similis,"MA, SA",PASSERIFORMES,Tyrannidae,Rotscheitel-Maskentyrann
5329,Myiozetetes granadensis,"MA, SA",PASSERIFORMES,Tyrannidae,Graukappen-Maskentyrann
5330,Myiozetetes luteiventris,SA,PASSERIFORMES,Tyrannidae,Strichelbrust-Maskentyrann
5331,Pitangus sulphuratus,"NA, MA, SA",PASSERIFORMES,Tyrannidae,Schwefelmaskentyrann
5332,Philohydor lictor,"MA, SA",PASSERIFORMES,Tyrannidae,Liktormaskentyrann
5333,Conopias albovittatus,"MA, SA",PASSERIFORMES,Tyrannidae,Weißnacken-Maskentyrann
5334,Conopias parvus,SA,PASSERIFORMES,Tyrannidae,Weißring-Maskentyrann
5335,Conopias trivirgatus,SA,PASSERIFORMES,Tyrannidae,Olivbrust-Maskentyrann
5336,Conopias cinchoneti,SA,PASSERIFORMES,Tyrannidae,Gelbbrauen-Maskentyrann
5337,Myiodynastes hemichrysus,"MA, SA",PASSERIFORMES,Tyrannidae,Braunbart-Maskentyrann
5338,Myiodynastes chrysocephalus,SA,PASSERIFORMES,Tyrannidae,Andenmaskentyrann
5339,Myiodynastes bairdii,SA,PASSERIFORMES,Tyrannidae,Rostflügel-Maskentyrann
5340,Myiodynastes luteiventris,"NA, MA",PASSERIFORMES,Tyrannidae,Nord-Fleckenmaskentyrann
5341,Myiodynastes maculatus,"MA, SA",PASSERIFORMES,Tyrannidae,Süd-Fleckenmaskentyrann
5342,Megarynchus pitangua,"MA, SA",PASSERIFORMES,Tyrannidae,Starkschnabel-Maskentyrann
5343,Tyrannopsis sulphurea,SA,PASSERIFORMES,Tyrannidae,Schwefelbauch-Maskentyrann
5344,Empidonomus varius,SA,PASSERIFORMES,Tyrannidae,Schuppenrücken-Maskentyrann
5345,Griseotyrannus aurantioatrocristatus,SA,PASSERIFORMES,Tyrannidae,Graumaskentyrann
5346,Tyrannus niveigularis,SA,PASSERIFORMES,Tyrannidae,Schneekehl-Königstyrann
5347,Tyrannus albogularis,SA,PASSERIFORMES,Tyrannidae,Weißkehl-Königstyrann
5348,Tyrannus melancholicus,"NA, MA, SA",PASSERIFORMES,Tyrannidae,Trauerkönigstyrann
5349,Tyrannus couchii,"NA, MA",PASSERIFORMES,Tyrannidae,Texaskönigstyrann
5350,Tyrannus vociferans,"NA, MA",PASSERIFORMES,Tyrannidae,Cassinkönigstyrann
5351,Tyrannus crassirostris,"NA, MA",PASSERIFORMES,Tyrannidae,Dickschnabel-Königstyrann
5352,Tyrannus savana,"MA, SA",PASSERIFORMES,Tyrannidae,Gabelschwanz-Königstyrann
5353,Rhytipterna simplex,SA,PASSERIFORMES,Tyrannidae,Grauschmucktyrann
5354,Rhytipterna immunda,SA,PASSERIFORMES,Tyrannidae,Hellbauch-Schmucktyrann
5355,Rhytipterna holerythra,"MA, SA",PASSERIFORMES,Tyrannidae,Zimtschmucktyrann
5356,Sirystes sibilator,SA,PASSERIFORMES,Tyrannidae,Olivrücken-Kappentyrann
5357,Sirystes albocinereus,SA,PASSERIFORMES,Tyrannidae,Halsband-Kappentyrann
5358,Sirystes subcanescens,SA,PASSERIFORMES,Tyrannidae,Guyanakappentyrann
5359,Sirystes albogriseus,"MA, SA",PASSERIFORMES,Tyrannidae,Grauschulter-Kappentyrann
5360,Casiornis rufus,SA,PASSERIFORMES,Tyrannidae,Zimtrücken-Röteltyrann
5361,Casiornis fuscus,SA,PASSERIFORMES,Tyrannidae,Braunrücken-Röteltyrann
5362,Myiarchus semirufus,SA,PASSERIFORMES,Tyrannidae,Rötelschopftyrann
5363,Myiarchus yucatanensis,MA,PASSERIFORMES,Tyrannidae,Yucatánschopftyrann
5364,Myiarchus tuberculifer,"NA, MA, SA",PASSERIFORMES,Tyrannidae,Schwarzkappen-Schopftyrann
5365,Myiarchus swainsoni,SA,PASSERIFORMES,Tyrannidae,Swainsonschopftyrann
5366,Myiarchus venezuelensis,SA,PASSERIFORMES,Tyrannidae,Venezuelaschopftyrann
5367,Myiarchus panamensis,"MA, SA",PASSERIFORMES,Tyrannidae,Panamaschopftyrann
5368,Myiarchus ferox,SA,PASSERIFORMES,Tyrannidae,Kurzschopftyrann
5369,Myiarchus apicalis,SA,PASSERIFORMES,Tyrannidae,Kolumbienschopftyrann
5370,Myiarchus cephalotes,SA,PASSERIFORMES,Tyrannidae,Andenschopftyrann
5371,Myiarchus phaeocephalus,SA,PASSERIFORMES,Tyrannidae,Rußkappen-Schopftyrann
5372,Myiarchus cinerascens,"NA, MA",PASSERIFORMES,Tyrannidae,Kalifornienschopftyrann
5373,Myiarchus nuttingi,MA,PASSERIFORMES,Tyrannidae,Braunwangen-Schopftyrann
5374,Myiarchus tyrannulus,"NA, MA, SA",PASSERIFORMES,Tyrannidae,Braunschopftyrann
5375,Myiarchus magnirostris,SA,PASSERIFORMES,Tyrannidae,Galápagosschopftyrann
5376,Ramphotrigon megacephalum,SA,PASSERIFORMES,Tyrannidae,Gelbbrauen-Flachschnabeltyrann
5377,Ramphotrigon flammulatum,MA,PASSERIFORMES,Tyrannidae,Breitschnabel-Schopftyrann
5378,Ramphotrigon ruficauda,SA,PASSERIFORMES,Tyrannidae,Rostschwanz-Flachschnabeltyrann
5379,Ramphotrigon fuscicauda,SA,PASSERIFORMES,Tyrannidae,Dunkelschwanz-Flachschnabeltyrann
5380,Attila phoenicurus,SA,PASSERIFORMES,Tyrannidae,Graukopf-Attilatyrann
5381,Attila cinnamomeus,SA,PASSERIFORMES,Tyrannidae,Zimtattilatyrann
5382,Attila torridus,SA,PASSERIFORMES,Tyrannidae,Ockerattilatyrann
5383,Attila citriniventris,SA,PASSERIFORMES,Tyrannidae,Gelbbauch-Attilatyrann
5384,Attila bolivianus,SA,PASSERIFORMES,Tyrannidae,Weißaugen-Attilatyrann
5385,Attila rufus,SA,PASSERIFORMES,Tyrannidae,Streifenkehl-Attilatyrann
5386,Attila spadiceus,"MA, SA",PASSERIFORMES,Tyrannidae,Gelbbürzel-Attilatyrann
5387,Ampelioides tschudii,SA,PASSERIFORMES,Cotingidae,Schuppenkotinga
5388,Pipreola chlorolepidota,SA,PASSERIFORMES,Cotingidae,Orangekehlkotinga
5389,Pipreola frontalis,SA,PASSERIFORMES,Cotingidae,Scharlachbrustkotinga
5390,Pipreola formosa,SA,PASSERIFORMES,Cotingidae,Weißfleckenkotinga
5391,Pipreola whitelyi,SA,PASSERIFORMES,Cotingidae,Brustbandkotinga
5392,Pipreola lubomirskii,SA,PASSERIFORMES,Cotingidae,Schwarzkappenkotinga
5393,Pipreola jucunda,SA,PASSERIFORMES,Cotingidae,Orangebrustkotinga
5394,Pipreola pulchra,SA,PASSERIFORMES,Cotingidae,Gelbbrustkotinga
5395,Pipreola aureopectus,SA,PASSERIFORMES,Cotingidae,Goldbrustkotinga
5396,Pipreola arcuata,SA,PASSERIFORMES,Cotingidae,Bindenkotinga
5397,Pipreola intermedia,SA,PASSERIFORMES,Cotingidae,Schmuckbauchkotinga
5398,Pipreola riefferii,SA,PASSERIFORMES,Cotingidae,Goldbandkotinga
5399,Snowornis subalaris,SA,PASSERIFORMES,Cotingidae,Schwarzkronenkotinga
5400,Snowornis cryptolophus,SA,PASSERIFORMES,Cotingidae,Schwarzscheitelkotinga
5401,Carpornis cucullata,SA,PASSERIFORMES,Cotingidae,Braunmantel-Beerenfresser
5402,Carpornis melanocephala,SA,PASSERIFORMES,Cotingidae,Olivmantel-Beerenfresser
5403,Rupicola peruvianus,SA,PASSERIFORMES,Cotingidae,Andenfelsenhahn
5404,Rupicola rupicola,SA,PASSERIFORMES,Cotingidae,Tiefland-Felsenhahn
5405,Phoenicircus carnifex,SA,PASSERIFORMES,Cotingidae,Blutkotinga
5406,Phoenicircus nigricollis,SA,PASSERIFORMES,Cotingidae,Samtkotinga
5407,Zaratornis stresemanni,SA,PASSERIFORMES,Cotingidae,Weißohrkotinga
5408,Phytotoma rara,SA,PASSERIFORMES,Cotingidae,Rotschwanz-Pflanzenmäher
5409,Phytotoma raimondii,SA,PASSERIFORMES,Cotingidae,Graubrust-Pflanzenmäher
5410,Phytotoma rutila,SA,PASSERIFORMES,Cotingidae,Zweibinden-Pflanzenmäher
5411,Phibalura flavirostris,SA,PASSERIFORMES,Cotingidae,Gabelschwanzkotinga
5412,Phibalura boliviana,SA,PASSERIFORMES,Cotingidae,Bolivien-Gabelschwanzkotinga
5413,Doliornis sclateri,SA,PASSERIFORMES,Cotingidae,Braunbauchkotinga
5414,Doliornis remseni,SA,PASSERIFORMES,Cotingidae,Kastanienbauchkotinga
5415,Ampelion rubrocristatus,SA,PASSERIFORMES,Cotingidae,Rotschopfkotinga
5416,Ampelion rufaxilla,SA,PASSERIFORMES,Cotingidae,Braunohrkotinga
5417,Haematoderus militaris,SA,PASSERIFORMES,Cotingidae,Karminkotinga
5418,Querula purpurata,"MA, SA",PASSERIFORMES,Cotingidae,Purpurbrustkotinga
5419,Pyroderus scutatus,SA,PASSERIFORMES,Cotingidae,Rotkehlkotinga
5420,Cephalopterus glabricollis,MA,PASSERIFORMES,Cotingidae,Nacktkehl-Schirmvogel
5421,Cephalopterus penduliger,SA,PASSERIFORMES,Cotingidae,Langlappen-Schirmvogel
5422,Cephalopterus ornatus,SA,PASSERIFORMES,Cotingidae,Kurzlappen-Schirmvogel
5423,Perissocephalus tricolor,SA,PASSERIFORMES,Cotingidae,Kapuzinerkotinga
5424,Lipaugus unirufus,"MA, SA",PASSERIFORMES,Cotingidae,Rötelkotinga
5425,Lipaugus streptophorus,SA,PASSERIFORMES,Cotingidae,Halsbandkotinga
5426,Lipaugus vociferans,SA,PASSERIFORMES,Cotingidae,Schreikotinga
5427,Lipaugus lanioides,SA,PASSERIFORMES,Cotingidae,Graukopfkotinga
5428,Lipaugus ater,SA,PASSERIFORMES,Cotingidae,Goldflügelkotinga
5429,Lipaugus conditus,SA,PASSERIFORMES,Cotingidae,Grauflügelkotinga
5430,Lipaugus weberi,SA,PASSERIFORMES,Cotingidae,Braunkappenkotinga
5431,Lipaugus fuscocinereus,SA,PASSERIFORMES,Cotingidae,Graukotinga
5432,Lipaugus uropygialis,SA,PASSERIFORMES,Cotingidae,Rotbürzelkotinga
5433,Procnias albus,SA,PASSERIFORMES,Cotingidae,Einlappenkotinga
5434,Procnias tricarunculatus,MA,PASSERIFORMES,Cotingidae,Dreilappenkotinga
5435,Procnias nudicollis,SA,PASSERIFORMES,Cotingidae,Nacktgesichtkotinga
5436,Procnias averano,SA,PASSERIFORMES,Cotingidae,Bartkotinga
5437,Cotinga maynana,SA,PASSERIFORMES,Cotingidae,Veilchenkehlkotinga
5438,Cotinga cayana,SA,PASSERIFORMES,Cotingidae,Türkiskotinga
5439,Cotinga amabilis,MA,PASSERIFORMES,Cotingidae,Azurkotinga
5440,Cotinga nattererii,"MA, SA",PASSERIFORMES,Cotingidae,Prachtkotinga
5441,Cotinga ridgwayi,MA,PASSERIFORMES,Cotingidae,Ridgwaykotinga
5442,Cotinga maculata,SA,PASSERIFORMES,Cotingidae,Kobaltkotinga
5443,Cotinga cotinga,SA,PASSERIFORMES,Cotingidae,Purpurlatzkotinga
5444,Porphyrolaema porphyrolaema,SA,PASSERIFORMES,Cotingidae,Purpurkehlkotinga
5445,Conioptilon mcilhennyi,SA,PASSERIFORMES,Cotingidae,Schwarzgesichtkotinga
5446,Gymnoderus foetidus,SA,PASSERIFORMES,Cotingidae,Nackthalskotinga
5447,Xipholena punicea,SA,PASSERIFORMES,Cotingidae,Pompadourkotinga
5448,Xipholena lamellipennis,SA,PASSERIFORMES,Cotingidae,Weißschwanzkotinga
5449,Xipholena atropurpurea,SA,PASSERIFORMES,Cotingidae,Schmuckflügelkotinga
5450,Carpodectes hopkei,"MA, SA",PASSERIFORMES,Cotingidae,Schwarzfleckenkotinga
5451,Carpodectes antoniae,MA,PASSERIFORMES,Cotingidae,Gelbschnabelkotinga
5452,Carpodectes nitidus,MA,PASSERIFORMES,Cotingidae,Grauscheitelkotinga
5453,Tyranneutes stolzmanni,SA,PASSERIFORMES,Pipridae,Amazonienzwergpipra
5454,Tyranneutes virescens,SA,PASSERIFORMES,Pipridae,Guayanazwergpipra
5455,Neopelma chrysocephalum,SA,PASSERIFORMES,Pipridae,Goldscheitelpipra
5456,Neopelma sulphureiventer,SA,PASSERIFORMES,Pipridae,Gelbbauchpipra
5457,Neopelma pallescens,SA,PASSERIFORMES,Pipridae,Rahmbauchpipra
5458,Neopelma aurifrons,SA,PASSERIFORMES,Pipridae,Grünscheitelpipra
5459,Neopelma chrysolophum,SA,PASSERIFORMES,Pipridae,Goldhaubenpipra
5460,Chloropipo flavicapilla,SA,PASSERIFORMES,Pipridae,Goldkappenpipra
5461,Chloropipo unicolor,SA,PASSERIFORMES,Pipridae,Einfarbpipra
5462,Antilophia bokermanni,SA,PASSERIFORMES,Pipridae,Weißbauchpipra
5463,Antilophia galeata,SA,PASSERIFORMES,Pipridae,Schwarzbauchpipra
5464,Chiroxiphia linearis,MA,PASSERIFORMES,Pipridae,Langschwanzpipra
5465,Chiroxiphia lanceolata,"MA, SA",PASSERIFORMES,Pipridae,Lanzettschwanzpipra
5466,Chiroxiphia pareola,SA,PASSERIFORMES,Pipridae,Prachtpipra
5467,Chiroxiphia boliviana,SA,PASSERIFORMES,Pipridae,Yungaspipra
5468,Chiroxiphia caudata,SA,PASSERIFORMES,Pipridae,Blaubrustpipra
5469,Ilicura militaris,SA,PASSERIFORMES,Pipridae,Rotbürzelpipra
5470,Masius chrysopterus,SA,PASSERIFORMES,Pipridae,Goldschwingenpipra
5471,Corapipo gutturalis,SA,PASSERIFORMES,Pipridae,Weißlatzpipra
5472,Corapipo altera,"MA, SA",PASSERIFORMES,Pipridae,Weißkragenpipra
5473,Corapipo leucorrhoa,SA,PASSERIFORMES,Pipridae,Weißkehlpipra
5474,Xenopipo uniformis,SA,PASSERIFORMES,Pipridae,Tepuipipra
5475,Xenopipo atronitens,SA,PASSERIFORMES,Pipridae,Schwarzpipra
5476,Cryptopipo litae,"MA, SA",PASSERIFORMES,Pipridae,Olivpipra
5477,Cryptopipo holochlora,SA,PASSERIFORMES,Pipridae,Grünpipra
5478,Lepidothrix velutina,"MA, SA",PASSERIFORMES,Pipridae,Samtpipra
