,IOC,Breeding Range,Order,Family,Dutch
10014,Icterus chrysater,"MA, SA",PASSERIFORMES,Icteridae,Geelrugtroepiaal
10015,Icterus graduacauda,"NA, MA",PASSERIFORMES,Icteridae,Zwartkoptroepiaal
10016,Icterus auratus,MA,PASSERIFORMES,Icteridae,Yucatántroepiaal
10017,Icterus gularis,"NA, MA",PASSERIFORMES,Icteridae,Altamiratroepiaal
10018,Icterus nigrogularis,SA,PASSERIFORMES,Icteridae,Gele Troepiaal
10019,Icterus pustulatus,MA,PASSERIFORMES,Icteridae,Vlekrugtroepiaal
10020,Icterus abeillei,MA,PASSERIFORMES,Icteridae,Zwartstuittroepiaal
10021,Icterus mesomelas,"MA, SA",PASSERIFORMES,Icteridae,Geelstaarttroepiaal
10022,Icterus pectoralis,MA,PASSERIFORMES,Icteridae,Vlekborsttroepiaal
10023,Icterus graceannae,SA,PASSERIFORMES,Icteridae,Spiegeltroepiaal
10024,Icterus jamacaii,SA,PASSERIFORMES,Icteridae,Oranjevleugeltroepiaal
10025,Icterus icterus,SA,PASSERIFORMES,Icteridae,Oranje Troepiaal
10026,Icterus croconotus,SA,PASSERIFORMES,Icteridae,Amazonetroepiaal
10027,Icterus maculialatus,MA,PASSERIFORMES,Icteridae,Witbandtroepiaal
10028,Icterus wagleri,MA,PASSERIFORMES,Icteridae,Waglers Troepiaal
10029,Icterus cucullatus,"NA, MA",PASSERIFORMES,Icteridae,Maskertroepiaal
10030,Icterus prosthemelas,MA,PASSERIFORMES,Icteridae,Zwartborsttroepiaal
10031,Icterus spurius,"NA, MA",PASSERIFORMES,Icteridae,Tuintroepiaal
10032,Icterus auricapillus,"MA, SA",PASSERIFORMES,Icteridae,Oranjekaptroepiaal
10033,Icterus pyrrhopterus,SA,PASSERIFORMES,Icteridae,Vuurvleugeltroepiaal
10034,Icterus cayanensis,SA,PASSERIFORMES,Icteridae,Roodboegtroepiaal
10035,Agelaius tricolor,"NA, MA",PASSERIFORMES,Icteridae,Driekleurtroepiaal
10036,Agelaius phoeniceus,"NA, MA",PASSERIFORMES,Icteridae,Epauletspreeuw
10037,Molothrus rufoaxillaris,SA,PASSERIFORMES,Icteridae,Roodokselkoevogel
10038,Molothrus oryzivorus,"MA, SA",PASSERIFORMES,Icteridae,Grote Koevogel
10039,Molothrus bonariensis,"NA, SA",PASSERIFORMES,Icteridae,Glanskoevogel
10040,Molothrus aeneus,"NA, MA",PASSERIFORMES,Icteridae,Roodoogkoevogel
10041,Molothrus armenti,SA,PASSERIFORMES,Icteridae,Colombiaanse Koevogel
10042,Molothrus ater,"NA, MA",PASSERIFORMES,Icteridae,Bruinkopkoevogel
10043,Dives warczewiczi,SA,PASSERIFORMES,Icteridae,Struiktroepiaal
10044,Dives dives,MA,PASSERIFORMES,Icteridae,Rouwtroepiaal
10045,Quiscalus nicaraguensis,MA,PASSERIFORMES,Icteridae,Nicaraguaanse Troepiaal
10046,Quiscalus lugubris,"NA, SA",PASSERIFORMES,Icteridae,Caribische Troepiaal
10047,Quiscalus mexicanus,"NA, MA, SA",PASSERIFORMES,Icteridae,Langstaarttroepiaal
10048,Hypopyrrhus pyrohypogaster,SA,PASSERIFORMES,Icteridae,Roodbuiktroepiaal
10049,Lampropsar tanagrinus,SA,PASSERIFORMES,Icteridae,Pluchekoptroepiaal
10050,Gymnomystax mexicanus,SA,PASSERIFORMES,Icteridae,Wielewaaltroepiaal
10051,Macroagelaius subalaris,SA,PASSERIFORMES,Icteridae,Bergtroepiaal
10052,Macroagelaius imthurni,SA,PASSERIFORMES,Icteridae,Goudokseltroepiaal
10053,Curaeus curaeus,SA,PASSERIFORMES,Icteridae,Stekelkoptroepiaal
10054,Amblyramphus holosericeus,SA,PASSERIFORMES,Icteridae,Roodkoptroepiaal
10055,Anumara forbesi,SA,PASSERIFORMES,Icteridae,Forbes' Troepiaal
10056,Gnorimopsar chopi,SA,PASSERIFORMES,Icteridae,Chopitroepiaal
10057,Oreopsar bolivianus,SA,PASSERIFORMES,Icteridae,Andestroepiaal
10058,Agelaioides badius,SA,PASSERIFORMES,Icteridae,Grijze Koevogel
10059,Agelaioides fringillarius,SA,PASSERIFORMES,Icteridae,Bleke Koevogel
10060,Agelasticus thilius,SA,PASSERIFORMES,Icteridae,Geelboegtroepiaal
10061,Agelasticus xanthophthalmus,SA,PASSERIFORMES,Icteridae,Drijftiltroepiaal
10062,Agelasticus cyanopus,SA,PASSERIFORMES,Icteridae,Moerastroepiaal
10063,Chrysomus ruficapillus,SA,PASSERIFORMES,Icteridae,Bruinkaptroepiaal
10064,Chrysomus icterocephalus,SA,PASSERIFORMES,Icteridae,Geelkaptroepiaal
10065,Xanthopsar flavus,SA,PASSERIFORMES,Icteridae,Saffraantroepiaal
10066,Pseudoleistes virescens,SA,PASSERIFORMES,Icteridae,Bruine Watertroepiaal
10067,Pseudoleistes guirahuro,SA,PASSERIFORMES,Icteridae,Geelstuitwatertroepiaal
10068,Oreothlypis superciliosa,MA,PASSERIFORMES,Parulidae,Ornaatzanger
10069,Oreothlypis gutturalis,MA,PASSERIFORMES,Parulidae,Vuurkeelzanger
10070,Leiothlypis luciae,"NA, MA",PASSERIFORMES,Parulidae,Lucy's Zanger
10071,Geothlypis poliocephala,MA,PASSERIFORMES,Parulidae,Weidemaskerzanger
10072,Geothlypis aequinoctialis,SA,PASSERIFORMES,Parulidae,Evenaarmaskerzanger
10073,Geothlypis chiriquensis,MA,PASSERIFORMES,Parulidae,Panamese Maskerzanger
10074,Geothlypis auricularis,SA,PASSERIFORMES,Parulidae,Zwartteugelmaskerzanger
10075,Geothlypis velata,SA,PASSERIFORMES,Parulidae,Zuidelijke Maskerzanger
10076,Geothlypis semiflava,"MA, SA",PASSERIFORMES,Parulidae,Groenkruinmaskerzanger
10077,Geothlypis speciosa,MA,PASSERIFORMES,Parulidae,Zwartkruinmaskerzanger
10078,Geothlypis beldingi,MA,PASSERIFORMES,Parulidae,Beldings Maskerzanger
10079,Geothlypis flavovelata,MA,PASSERIFORMES,Parulidae,Geelkruinmaskerzanger
10080,Geothlypis trichas,"NA, MA",PASSERIFORMES,Parulidae,Gewone Maskerzanger
10081,Geothlypis nelsoni,MA,PASSERIFORMES,Parulidae,Nelsons Maskerzanger
10082,Setophaga pitiayumi,"MA, SA",PASSERIFORMES,Parulidae,Maskerparulazanger
10083,Setophaga aestiva,"NA, MA",PASSERIFORMES,Parulidae,Gele Zanger
10084,Setophaga petechia,"NA, MA, SA",PASSERIFORMES,Parulidae,Mangrovezanger
10085,Setophaga auduboni,"NA, MA",PASSERIFORMES,Parulidae,Audubons Zanger
10086,Setophaga goldmani,MA,PASSERIFORMES,Parulidae,Goldmans Zanger
10087,Myiothlypis luteoviridis,SA,PASSERIFORMES,Parulidae,Bonapartes Zanger
10088,Myiothlypis basilica,SA,PASSERIFORMES,Parulidae,Santa-Martazanger
10089,Myiothlypis leucophrys,SA,PASSERIFORMES,Parulidae,Goudflankzanger
10090,Myiothlypis flaveola,SA,PASSERIFORMES,Parulidae,Amazonezanger
10091,Myiothlypis leucoblephara,SA,PASSERIFORMES,Parulidae,Witbrauwzanger
10092,Myiothlypis signata,SA,PASSERIFORMES,Parulidae,Bleekpootzanger
10093,Myiothlypis nigrocristata,SA,PASSERIFORMES,Parulidae,Zwartkuifzanger
10094,Myiothlypis fulvicauda,"MA, SA",PASSERIFORMES,Parulidae,Zeemstuitzanger
10095,Myiothlypis rivularis,SA,PASSERIFORMES,Parulidae,Vloedboszanger
10096,Myiothlypis bivittata,SA,PASSERIFORMES,Parulidae,Dubbelbandzanger
10097,Myiothlypis roraimae,SA,PASSERIFORMES,Parulidae,Roraimazanger
10098,Myiothlypis chrysogaster,SA,PASSERIFORMES,Parulidae,Cuzcozanger
10099,Myiothlypis chlorophrys,SA,PASSERIFORMES,Parulidae,Chocózanger
10100,Myiothlypis conspicillata,SA,PASSERIFORMES,Parulidae,Witteugelzanger
10101,Myiothlypis cinereicollis,SA,PASSERIFORMES,Parulidae,Grijskeelzanger
10102,Myiothlypis fraseri,SA,PASSERIFORMES,Parulidae,Feeënzanger
10103,Myiothlypis coronata,SA,PASSERIFORMES,Parulidae,Goudkruinzanger
10104,Myiothlypis griseiceps,SA,PASSERIFORMES,Parulidae,Grijswangzanger
10105,Basileuterus lachrymosus,MA,PASSERIFORMES,Parulidae,Waaierzanger
10106,Basileuterus rufifrons,MA,PASSERIFORMES,Parulidae,Roodkapzanger
10107,Basileuterus delattrii,"MA, SA",PASSERIFORMES,Parulidae,Delattres Zanger
10108,Basileuterus melanogenys,MA,PASSERIFORMES,Parulidae,Zwartwangzanger
10109,Basileuterus ignotus,"MA, SA",PASSERIFORMES,Parulidae,Pirrezanger
10110,Basileuterus belli,MA,PASSERIFORMES,Parulidae,Goudbrauwzanger
10111,Basileuterus culicivorus,"MA, SA",PASSERIFORMES,Parulidae,Goudhaanzanger
10112,Basileuterus melanotis,MA,PASSERIFORMES,Parulidae,Costaricaanse Zanger
10113,Basileuterus tacarcunae,"MA, SA",PASSERIFORMES,Parulidae,Tacarcunazanger
10114,Basileuterus trifasciatus,SA,PASSERIFORMES,Parulidae,Driebandzanger
10115,Basileuterus punctipectus,SA,PASSERIFORMES,Parulidae,Yungaszanger
10116,Basileuterus tristriatus,SA,PASSERIFORMES,Parulidae,Driestreepzanger
10117,Cardellina rubrifrons,"NA, MA",PASSERIFORMES,Parulidae,Roodmaskerzanger
10118,Cardellina rubra,MA,PASSERIFORMES,Parulidae,Rode Zanger
10119,Cardellina versicolor,MA,PASSERIFORMES,Parulidae,Rozekopzanger
10120,Myioborus pictus,"NA, MA",PASSERIFORMES,Parulidae,Roodbuikzanger
10121,Myioborus miniatus,"MA, SA",PASSERIFORMES,Parulidae,Meniezanger
10122,Myioborus brunniceps,SA,PASSERIFORMES,Parulidae,Bruinkapzanger
10123,Myioborus flavivertex,SA,PASSERIFORMES,Parulidae,Geelkruinzanger
10124,Myioborus albifrons,SA,PASSERIFORMES,Parulidae,Witvoorhoofdzanger
10125,Myioborus ornatus,SA,PASSERIFORMES,Parulidae,Zwartoorzanger
10126,Myioborus melanocephalus,SA,PASSERIFORMES,Parulidae,Brilzanger
10127,Myioborus torquatus,MA,PASSERIFORMES,Parulidae,Halsbandzanger
10128,Myioborus pariae,SA,PASSERIFORMES,Parulidae,Geeloogzanger
10129,Myioborus albifacies,SA,PASSERIFORMES,Parulidae,Witwangzanger
10130,Myioborus cardonai,SA,PASSERIFORMES,Parulidae,Cardonazanger
10131,Myioborus castaneocapilla,SA,PASSERIFORMES,Parulidae,Tepuizanger
10132,Mitrospingus cassinii,"MA, SA",PASSERIFORMES,Mitrospingidae,Roetmaskertangare
10133,Mitrospingus oleagineus,SA,PASSERIFORMES,Mitrospingidae,Olijfrugtangare
10134,Orthogonys chloricterus,SA,PASSERIFORMES,Mitrospingidae,Olijftangare
10135,Lamprospiza melanoleuca,SA,PASSERIFORMES,Mitrospingidae,Roodsnaveltangare
10136,Piranga bidentata,MA,PASSERIFORMES,Cardinalidae,Bloedtangare
10137,Piranga lutea,"MA, SA",PASSERIFORMES,Cardinalidae,Hooglandlevertangare
10138,Piranga flava,SA,PASSERIFORMES,Cardinalidae,Laaglandlevertangare
10139,Piranga hepatica,"NA, MA",PASSERIFORMES,Cardinalidae,Noordelijke Levertangare
10140,Piranga rubra,"NA, MA",PASSERIFORMES,Cardinalidae,Zomertangare
10141,Piranga roseogularis,MA,PASSERIFORMES,Cardinalidae,Rozekeeltangare
10142,Piranga leucoptera,"MA, SA",PASSERIFORMES,Cardinalidae,Witvleugeltangare
10143,Piranga erythrocephala,MA,PASSERIFORMES,Cardinalidae,Roodkoptangare
10144,Piranga rubriceps,SA,PASSERIFORMES,Cardinalidae,Karmozijnkoptangare
10145,Habia rubica,"MA, SA",PASSERIFORMES,Cardinalidae,Rode Miertangare
10146,Habia fuscicauda,"MA, SA",PASSERIFORMES,Cardinalidae,Roodkeelmiertangare
10147,Habia atrimaxillaris,MA,PASSERIFORMES,Cardinalidae,Zwartwangmiertangare
10148,Habia gutturalis,SA,PASSERIFORMES,Cardinalidae,Grijsrugmiertangare
10149,Habia cristata,SA,PASSERIFORMES,Cardinalidae,Roodkuifmiertangare
10150,Chlorothraupis carmioli,"MA, SA",PASSERIFORMES,Cardinalidae,Carmiols Tangare
10151,Chlorothraupis frenata,SA,PASSERIFORMES,Cardinalidae,Groene Tangare
10152,Chlorothraupis olivacea,"MA, SA",PASSERIFORMES,Cardinalidae,Geelbrauwtangare
10153,Chlorothraupis stolzmanni,SA,PASSERIFORMES,Cardinalidae,Okerborsttangare
10154,Pheucticus chrysopeplus,MA,PASSERIFORMES,Cardinalidae,Gele Kardinaal
10155,Pheucticus tibialis,MA,PASSERIFORMES,Cardinalidae,Zwartdijkardinaal
10156,Pheucticus chrysogaster,SA,PASSERIFORMES,Cardinalidae,Geelbuikkardinaal
10157,Pheucticus aureoventris,SA,PASSERIFORMES,Cardinalidae,Zwartrugkardinaal
10158,Granatellus venustus,MA,PASSERIFORMES,Cardinalidae,Rode Granaatzanger
10159,Granatellus sallaei,MA,PASSERIFORMES,Cardinalidae,Grijskeelgranaatzanger
10160,Granatellus pelzelni,SA,PASSERIFORMES,Cardinalidae,Roze Granaatzanger
10161,Cardinalis cardinalis,"NA, MA",PASSERIFORMES,Cardinalidae,Rode Kardinaal
10162,Cardinalis phoeniceus,SA,PASSERIFORMES,Cardinalidae,Vermiljoenkardinaal
10163,Cardinalis sinuatus,"NA, MA",PASSERIFORMES,Cardinalidae,Grijze Kardinaal
10164,Caryothraustes poliogaster,MA,PASSERIFORMES,Cardinalidae,Grijsbuikkardinaal
10165,Caryothraustes canadensis,SA,PASSERIFORMES,Cardinalidae,Geelgroene Kardinaal
10166,Periporphyrus celaeno,MA,PASSERIFORMES,Cardinalidae,Roodkraagkardinaal
10167,Periporphyrus erythromelas,SA,PASSERIFORMES,Cardinalidae,Rood-zwarte Kardinaal
10168,Amaurospiza concolor,MA,PASSERIFORMES,Cardinalidae,Indigodikbekje
10169,Amaurospiza aequatorialis,SA,PASSERIFORMES,Cardinalidae,Ecuadordikbekje
10170,Amaurospiza moesta,SA,PASSERIFORMES,Cardinalidae,Zwart-blauw Dikbekje
10171,Amaurospiza carrizalensis,SA,PASSERIFORMES,Cardinalidae,Carrizaldikbekje
10172,Spiza americana,"NA, MA, SA",PASSERIFORMES,Cardinalidae,Dickcissel
10173,Cyanoloxia glaucocaerulea,SA,PASSERIFORMES,Cardinalidae,Indigobisschop
10174,Cyanoloxia cyanoides,"MA, SA",PASSERIFORMES,Cardinalidae,Blauwrugbisschop
10175,Cyanoloxia rothschildii,SA,PASSERIFORMES,Cardinalidae,Rothschilds Bisschop
10176,Cyanoloxia brissonii,SA,PASSERIFORMES,Cardinalidae,Ultramarijnbisschop
10177,Cyanocompsa parellina,MA,PASSERIFORMES,Cardinalidae,Azuurbisschop
10178,Passerina caerulea,"NA, MA",PASSERIFORMES,Cardinalidae,Blauwe Bisschop
10179,Passerina amoena,"NA, MA",PASSERIFORMES,Cardinalidae,Lazuligors
10180,Passerina versicolor,"NA, MA",PASSERIFORMES,Cardinalidae,Veelkleurengors
10181,Passerina ciris,"NA, MA",PASSERIFORMES,Cardinalidae,Purpergors
10182,Passerina rositae,MA,PASSERIFORMES,Cardinalidae,Rozebuikgors
10183,Passerina leclancherii,MA,PASSERIFORMES,Cardinalidae,Regenbooggors
10184,Catamblyrhynchus diadema,SA,PASSERIFORMES,Thraupidae,Fluweelkaptangare
10185,Charitospiza eucosma,SA,PASSERIFORMES,Thraupidae,Meesgors
10186,Orchesticus abeillei,SA,PASSERIFORMES,Thraupidae,Vostangare
10187,Parkerthraustes humeralis,SA,PASSERIFORMES,Thraupidae,Geelschouderkardinaal
10188,Nemosia pileata,SA,PASSERIFORMES,Thraupidae,Kaptangare
10189,Nemosia rourei,SA,PASSERIFORMES,Thraupidae,Robijnkeeltangare
10190,Cyanicterus cyanicterus,SA,PASSERIFORMES,Thraupidae,Siertangare
10191,Sericossypha albocristata,SA,PASSERIFORMES,Thraupidae,Witkaptangare
10192,Compsothraupis loricata,SA,PASSERIFORMES,Thraupidae,Roodborsttangare
10193,Coryphaspiza melanotis,SA,PASSERIFORMES,Thraupidae,Campogors
10194,Embernagra platensis,SA,PASSERIFORMES,Thraupidae,Pampagors
10195,Embernagra longicauda,SA,PASSERIFORMES,Thraupidae,Langstaartgors
10196,Emberizoides ypiranganus,SA,PASSERIFORMES,Thraupidae,Kleine Grasgors
10197,Emberizoides herbicola,"MA, SA",PASSERIFORMES,Thraupidae,Wigstaartgrasgors
10198,Emberizoides duidae,SA,PASSERIFORMES,Thraupidae,Duidagrasgors
10199,Incaspiza pulchra,SA,PASSERIFORMES,Thraupidae,Grote Incagors
10200,Incaspiza personata,SA,PASSERIFORMES,Thraupidae,Roodrugincagors
10201,Incaspiza ortizi,SA,PASSERIFORMES,Thraupidae,Grijsvleugelincagors
10202,Incaspiza laeta,SA,PASSERIFORMES,Thraupidae,Geelbaardincagors
10203,Incaspiza watkinsi,SA,PASSERIFORMES,Thraupidae,Kleine Incagors
10204,Rhopospina fruticeti,SA,PASSERIFORMES,Thraupidae,Rouwsierragors
10205,Rhopospina caerulescens,SA,PASSERIFORMES,Thraupidae,Kobaltgors
10206,Rhopospina alaudina,SA,PASSERIFORMES,Thraupidae,Bandstaartsierragors
10207,Rhopospina carbonaria,SA,PASSERIFORMES,Thraupidae,Zwarte Sierragors
10208,Chlorophanes spiza,"MA, SA",PASSERIFORMES,Thraupidae,Groene Suikervogel
10209,Iridophanes pulcherrimus,SA,PASSERIFORMES,Thraupidae,Geelkraagtangare
10210,Chrysothlypis salmoni,SA,PASSERIFORMES,Thraupidae,Rood-witte Tangare
10211,Chrysothlypis chrysomelas,MA,PASSERIFORMES,Thraupidae,Citroentangare
10212,Heterospingus rubrifrons,MA,PASSERIFORMES,Thraupidae,Zwavelstuitkuiftangare
10213,Heterospingus xanthopygius,"MA, SA",PASSERIFORMES,Thraupidae,Wenkbrauwkuiftangare
10214,Hemithraupis flavicollis,"MA, SA",PASSERIFORMES,Thraupidae,Geelstuittangare
10215,Hemithraupis guira,SA,PASSERIFORMES,Thraupidae,Guiratangare
10216,Hemithraupis ruficapilla,SA,PASSERIFORMES,Thraupidae,Roestkaptangare
10217,Tersina viridis,"MA, SA",PASSERIFORMES,Thraupidae,Zwaluwtangare
10218,Cyanerpes caeruleus,"MA, SA",PASSERIFORMES,Thraupidae,Purpersuikervogel
10219,Cyanerpes cyaneus,"MA, SA",PASSERIFORMES,Thraupidae,Blauwe Suikervogel
10220,Cyanerpes nitidus,SA,PASSERIFORMES,Thraupidae,Kortsnavelsuikervogel
10221,Cyanerpes lucidus,"MA, SA",PASSERIFORMES,Thraupidae,Geelpootsuikervogel
10222,Dacnis berlepschi,SA,PASSERIFORMES,Thraupidae,Roodborstpitpit
10223,Dacnis venusta,"MA, SA",PASSERIFORMES,Thraupidae,Rooddijpitpit
10224,Dacnis cayana,"MA, SA",PASSERIFORMES,Thraupidae,Blauwe Pitpit
10225,Dacnis flaviventer,SA,PASSERIFORMES,Thraupidae,Geelbuikpitpit
10226,Dacnis hartlaubi,SA,PASSERIFORMES,Thraupidae,Turkooispitpit
10227,Dacnis lineata,SA,PASSERIFORMES,Thraupidae,Zwartmaskerpitpit
10228,Dacnis egregia,SA,PASSERIFORMES,Thraupidae,Geelpluimpitpit
10229,Dacnis viguieri,"MA, SA",PASSERIFORMES,Thraupidae,Blauwgroene Pitpit
10230,Dacnis nigripes,SA,PASSERIFORMES,Thraupidae,Zwartpootpitpit
10231,Dacnis albiventris,SA,PASSERIFORMES,Thraupidae,Witbuikpitpit
10232,Saltatricula multicolor,SA,PASSERIFORMES,Thraupidae,Veelkleurige Chacogors
10233,Saltatricula atricollis,SA,PASSERIFORMES,Thraupidae,Zwartkeelsaltator
10234,Saltator orenocensis,SA,PASSERIFORMES,Thraupidae,Orinocosaltator
10235,Saltator similis,SA,PASSERIFORMES,Thraupidae,Groenvleugelsaltator
10236,Saltator grandis,MA,PASSERIFORMES,Thraupidae,Noordelijke Grijze Saltator
10237,Saltator olivascens,SA,PASSERIFORMES,Thraupidae,Caribische Grijze Saltator
10238,Saltator coerulescens,SA,PASSERIFORMES,Thraupidae,Amazonische Grijze Saltator
10239,Saltator striatipectus,"MA, SA",PASSERIFORMES,Thraupidae,Gestreepte Saltator
10240,Saltator maximus,"MA, SA",PASSERIFORMES,Thraupidae,Bontkeelsaltator
10241,Saltator atripennis,SA,PASSERIFORMES,Thraupidae,Zwartvleugelsaltator
10242,Saltator atriceps,MA,PASSERIFORMES,Thraupidae,Zwartkopsaltator
10243,Saltator nigriceps,SA,PASSERIFORMES,Thraupidae,Roodsnavelsaltator
10244,Saltator fuliginosus,SA,PASSERIFORMES,Thraupidae,Dikbeksaltator
10245,Saltator grossus,"MA, SA",PASSERIFORMES,Thraupidae,Witkeelsaltator
10246,Saltator cinctus,SA,PASSERIFORMES,Thraupidae,Maskersaltator
10247,Saltator maxillosus,SA,PASSERIFORMES,Thraupidae,Diksnavelsaltator
10248,Saltator aurantiirostris,SA,PASSERIFORMES,Thraupidae,Goudsnavelsaltator
10249,Coereba flaveola,"MA, SA",PASSERIFORMES,Thraupidae,Suikerdiefje
10250,Tiaris olivaceus,"NA, MA, SA",PASSERIFORMES,Thraupidae,Grote Cubavink
10251,Melanospiza bicolor,"NA, SA",PASSERIFORMES,Thraupidae,Maskergrondvink
10252,Asemospiza fuliginosa,SA,PASSERIFORMES,Thraupidae,Zwartborstgrondvink
10253,Asemospiza obscura,SA,PASSERIFORMES,Thraupidae,Bruine Grondvink
10254,Certhidea olivacea,SA,PASSERIFORMES,Thraupidae,Olijfboszangervink
10255,Certhidea fusca,SA,PASSERIFORMES,Thraupidae,Grijze Boszangervink
10256,Platyspiza crassirostris,SA,PASSERIFORMES,Thraupidae,Vegetarische Boomvink
10257,Pinaroloxias inornata,MA,PASSERIFORMES,Thraupidae,Cocosvink
10258,Camarhynchus heliobates,SA,PASSERIFORMES,Thraupidae,Mangrovevink
10259,Camarhynchus pauper,SA,PASSERIFORMES,Thraupidae,Charles' Boomvink
10260,Camarhynchus pallidus,SA,PASSERIFORMES,Thraupidae,Spechtvink
10261,Camarhynchus parvulus,SA,PASSERIFORMES,Thraupidae,Kleine Boomvink
10262,Camarhynchus psittacula,SA,PASSERIFORMES,Thraupidae,Grote Boomvink
10263,Geospiza fuliginosa,SA,PASSERIFORMES,Thraupidae,Kleine Grondvink
10264,Geospiza difficilis,SA,PASSERIFORMES,Thraupidae,Spitssnavelgrondvink
10265,Geospiza acutirostris,SA,PASSERIFORMES,Thraupidae,Genovesagrondvink
10266,Geospiza septentrionalis,SA,PASSERIFORMES,Thraupidae,Vampiergrondvink
10267,Geospiza conirostris,SA,PASSERIFORMES,Thraupidae,Españolagrondvink
10268,Geospiza propinqua,SA,PASSERIFORMES,Thraupidae,Genovesacactusgrondvink
10269,Geospiza magnirostris,SA,PASSERIFORMES,Thraupidae,Grote Grondvink
10270,Geospiza scandens,SA,PASSERIFORMES,Thraupidae,Cactusgrondvink
10271,Geospiza fortis,SA,PASSERIFORMES,Thraupidae,Middelste Grondvink
10272,Volatinia jacarina,"MA, SA",PASSERIFORMES,Thraupidae,Jacarinagors
10273,Conothraupis speculigera,SA,PASSERIFORMES,Thraupidae,Spiegeltangare
10274,Conothraupis mesoleuca,SA,PASSERIFORMES,Thraupidae,Kegelsnaveltangare
10275,Creurgops verticalis,SA,PASSERIFORMES,Thraupidae,Okerkuiftangare
10276,Creurgops dentatus,SA,PASSERIFORMES,Thraupidae,Leigrijze Tangare
10277,Eucometis penicillata,"MA, SA",PASSERIFORMES,Thraupidae,Amazonetangare
10278,Trichothraupis melanops,SA,PASSERIFORMES,Thraupidae,Zwartbriltangare
10279,Heliothraupis oneilli,SA,PASSERIFORMES,Thraupidae,Intitangare
10280,Loriotus cristatus,SA,PASSERIFORMES,Thraupidae,Vuurkuiftangare
10281,Loriotus luctuosus,"MA, SA",PASSERIFORMES,Thraupidae,Witschoudertangare
10282,Loriotus rufiventer,SA,PASSERIFORMES,Thraupidae,Geelkuiftangare
10283,Coryphospingus pileatus,SA,PASSERIFORMES,Thraupidae,Grijze Kroongors
10284,Coryphospingus cucullatus,SA,PASSERIFORMES,Thraupidae,Rode Kroongors
10285,Tachyphonus surinamus,SA,PASSERIFORMES,Thraupidae,Goudkuiftangare
10286,Tachyphonus delatrii,"MA, SA",PASSERIFORMES,Thraupidae,Taankuiftangare
10287,Tachyphonus rufus,"MA, SA",PASSERIFORMES,Thraupidae,Zwarte Tangare
10288,Tachyphonus phoenicius,SA,PASSERIFORMES,Thraupidae,Roodschoudertangare
10289,Tachyphonus coronatus,SA,PASSERIFORMES,Thraupidae,Kroontangare
10290,Rhodospingus cruentus,SA,PASSERIFORMES,Thraupidae,Purperkroongors
10291,Lanio versicolor,SA,PASSERIFORMES,Thraupidae,Witvleugelklauwiertangare
10292,Lanio fulvus,SA,PASSERIFORMES,Thraupidae,Bruine Klauwiertangare
10293,Lanio aurantius,MA,PASSERIFORMES,Thraupidae,Zwartkeelklauwiertangare
10294,Lanio leucothorax,MA,PASSERIFORMES,Thraupidae,Witkeelklauwiertangare
10295,Ramphocelus sanguinolentus,MA,PASSERIFORMES,Thraupidae,Vuurkraagtangare
10296,Ramphocelus flammigerus,SA,PASSERIFORMES,Thraupidae,Vuurrugtangare
10297,Ramphocelus icteronotus,"MA, SA",PASSERIFORMES,Thraupidae,Geelrugtangare
10298,Ramphocelus passerinii,MA,PASSERIFORMES,Thraupidae,Roodrugtangare
10299,Ramphocelus bresilia,SA,PASSERIFORMES,Thraupidae,Rode Tangare
10300,Ramphocelus dimidiatus,"MA, SA",PASSERIFORMES,Thraupidae,Roodbuiktangare
10301,Ramphocelus nigrogularis,SA,PASSERIFORMES,Thraupidae,Zwartmaskertangare
10302,Ramphocelus melanogaster,SA,PASSERIFORMES,Thraupidae,Zwartbuiktangare
10303,Ramphocelus carbo,SA,PASSERIFORMES,Thraupidae,Fluweeltangare
10304,Sporophila bouvronides,SA,PASSERIFORMES,Thraupidae,Lessons Dikbekje
10305,Sporophila lineola,SA,PASSERIFORMES,Thraupidae,Witsterdikbekje
10306,Sporophila torqueola,MA,PASSERIFORMES,Thraupidae,Kaneelstuitdikbekje
10307,Sporophila morelleti,"NA, MA",PASSERIFORMES,Thraupidae,Morelets Dikbekje
10308,Sporophila corvina,"MA, SA",PASSERIFORMES,Thraupidae,Noordelijk Bont Dikbekje
10309,Sporophila intermedia,SA,PASSERIFORMES,Thraupidae,Blauwgrijs Dikbekje
10310,Sporophila americana,SA,PASSERIFORMES,Thraupidae,Bont Dikbekje
10311,Sporophila fringilloides,SA,PASSERIFORMES,Thraupidae,Witnekdikbekje
10312,Sporophila luctuosa,SA,PASSERIFORMES,Thraupidae,Zwart-wit Dikbekje
10313,Sporophila caerulescens,SA,PASSERIFORMES,Thraupidae,Witbaarddikbekje
10314,Sporophila nigricollis,"MA, SA",PASSERIFORMES,Thraupidae,Geelbuikdikbekje
10315,Sporophila ardesiaca,SA,PASSERIFORMES,Thraupidae,Dubois' Dikbekje
10316,Sporophila funerea,"MA, SA",PASSERIFORMES,Thraupidae,Diksnavelzaadkraker
10317,Sporophila angolensis,SA,PASSERIFORMES,Thraupidae,Zwartkopzaadkraker
