,IOC,Breeding Range,Order,Family,Spanish
8477,Arizelopsar femoralis,AF,PASSERIFORMES,Sturnidae,Estornino de Abbott
8478,Grafisia torquata,AF,PASSERIFORMES,Sturnidae,Estornino acollarado
8479,Speculipastor bicolor,AF,PASSERIFORMES,Sturnidae,Estornino urraca
8480,Neocichla gutturalis,AF,PASSERIFORMES,Sturnidae,Estornino gorjinegro
8481,Rhabdornis mystacalis,OR,PASSERIFORMES,Sturnidae,Rabdornis común
8482,Rhabdornis inornatus,OR,PASSERIFORMES,Sturnidae,Rabdornis cabecipardo
8483,Rhabdornis rabori,OR,PASSERIFORMES,Sturnidae,Rabdornis de Rabor
8484,Rhabdornis grandis,OR,PASSERIFORMES,Sturnidae,Rabdornis grande
8485,Buphagus africanus,AF,PASSERIFORMES,Buphagidae,Picabueyes piquigualdo
8486,Buphagus erythrorynchus,AF,PASSERIFORMES,Buphagidae,Picabueyes piquirrojo
8487,Grandala coelicolor,OR,PASSERIFORMES,Turdidae,Zorzal grandala
8488,Sialia mexicana,"NA, MA",PASSERIFORMES,Turdidae,Azulejo occidental
8489,Sialia sialis,"NA, MA",PASSERIFORMES,Turdidae,Azulejo oriental
8490,Stizorhina finschi,AF,PASSERIFORMES,Turdidae,Zorzal de Finsch
8491,Stizorhina fraseri,AF,PASSERIFORMES,Turdidae,Zorzal de Fraser
8492,Neocossyphus poensis,AF,PASSERIFORMES,Turdidae,Zorzal de Fernando Póo
8493,Neocossyphus rufus,AF,PASSERIFORMES,Turdidae,Zorzal colirrufo
8494,Pinarornis plumosus,AF,PASSERIFORMES,Turdidae,Zorzal roquero
8495,Myadestes occidentalis,MA,PASSERIFORMES,Turdidae,Solitario dorsipardo
8496,Myadestes unicolor,MA,PASSERIFORMES,Turdidae,Solitario unicolor
8497,Myadestes townsendi,"NA, MA",PASSERIFORMES,Turdidae,Solitario norteño
8498,Myadestes palmeri,PO,PASSERIFORMES,Turdidae,Solitario puaiohi
8499,Myadestes lanaiensis,PO,PASSERIFORMES,Turdidae,Solitario olomao
8500,Myadestes obscurus,PO,PASSERIFORMES,Turdidae,Solitario omao
8501,Myadestes melanops,MA,PASSERIFORMES,Turdidae,Solitario carinegro
8502,Myadestes coloratus,MA,PASSERIFORMES,Turdidae,Solitario variado
8503,Myadestes ralloides,SA,PASSERIFORMES,Turdidae,Solitario andino
8504,Chlamydochaera jefferyi,OR,PASSERIFORMES,Turdidae,Zorzal de Borneo
8505,Cochoa purpurea,OR,PASSERIFORMES,Turdidae,Cochoa púrpura
8506,Cochoa viridis,OR,PASSERIFORMES,Turdidae,Cochoa verde
8507,Cochoa beccarii,OR,PASSERIFORMES,Turdidae,Cochoa de Sumatra
8508,Cochoa azurea,OR,PASSERIFORMES,Turdidae,Cochoa de Java
8509,Ridgwayia pinicola,MA,PASSERIFORMES,Turdidae,Zorzal azteca
8510,Cichlopsis leucogenys,SA,PASSERIFORMES,Turdidae,Solitario ocre brasileño
8511,Entomodestes coracinus,SA,PASSERIFORMES,Turdidae,Solitario negro
8512,Entomodestes leucotis,SA,PASSERIFORMES,Turdidae,Solitario orejiblanco
8513,Catharus dryas,MA,PASSERIFORMES,Turdidae,Zorzalito overo
8514,Catharus maculatus,SA,PASSERIFORMES,Turdidae,Zorzalito pinto
8515,Catharus aurantiirostris,"MA, SA",PASSERIFORMES,Turdidae,Zorzalito piquigualdo
8516,Catharus mexicanus,MA,PASSERIFORMES,Turdidae,Zorzalito cabecinegro
8517,Catharus fuscater,"MA, SA",PASSERIFORMES,Turdidae,Zorzalito sombrío
8518,Catharus gracilirostris,MA,PASSERIFORMES,Turdidae,Zorzalito piquinegro
8519,Catharus occidentalis,MA,PASSERIFORMES,Turdidae,Zorzalito piquipardo
8520,Catharus frantzii,MA,PASSERIFORMES,Turdidae,Zorzalito de Frantzius
8521,Catharus minimus,"PAL, NA",PASSERIFORMES,Turdidae,Zorzalito carigrís
8522,Zoothera dixoni,OR,PASSERIFORMES,Turdidae,Zorzal de Dixon
8523,Zoothera mollissima,OR,PASSERIFORMES,Turdidae,Zorzal dorsiliso del Himalaya
8524,Zoothera salimalii,OR,PASSERIFORMES,Turdidae,Zorzal de Salim Ali
8525,Zoothera griseiceps,OR,PASSERIFORMES,Turdidae,Zorzal dorsiliso de Sichuan
8526,Zoothera monticola,OR,PASSERIFORMES,Turdidae,Zorzal piquilargo
8527,Zoothera heinrichi,AU,PASSERIFORMES,Turdidae,Zorzal terrestre de Célebes
8528,Zoothera marginata,OR,PASSERIFORMES,Turdidae,Zorzal flanquioscuro
8529,Zoothera everetti,OR,PASSERIFORMES,Turdidae,Zorzal de Everett
8530,Zoothera andromedae,OR,PASSERIFORMES,Turdidae,Zorzal de Andrómeda
8531,Zoothera aurea,PAL,PASSERIFORMES,Turdidae,Zorzal dorado de Siberia
8532,Zoothera dauma,OR,PASSERIFORMES,Turdidae,Zorzal dorado del Himalaya
8533,Zoothera neilgherriensis,OR,PASSERIFORMES,Turdidae,Zorzal de Nilgiri
8534,Zoothera imbricata,OR,PASSERIFORMES,Turdidae,Zorzal Dorado de Ceilán
8535,Zoothera major,PAL,PASSERIFORMES,Turdidae,Zorzal dorado de las Amami
8536,Zoothera turipavae,AU,PASSERIFORMES,Turdidae,Zorzal de Guadalcanal
8537,Zoothera margaretae,AU,PASSERIFORMES,Turdidae,Zorzal de San Cristóbal
8538,Zoothera heinei,AU,PASSERIFORMES,Turdidae,Zorzal de Heine
8539,Zoothera machiki,OR,PASSERIFORMES,Turdidae,Zorzal de las Tanimbar
8540,Zoothera lunulata,AU,PASSERIFORMES,Turdidae,Zorzal lunado
8541,Zoothera talaseae,AU,PASSERIFORMES,Turdidae,Zorzal de Nueva Bretaña
8542,Geokichla sibirica,PAL,PASSERIFORMES,Turdidae,Zorzal siberiano
8543,Geokichla wardii,OR,PASSERIFORMES,Turdidae,Zorzal de Ward
8544,Geokichla princei,AF,PASSERIFORMES,Turdidae,Zorzal de Ghana
8545,Geokichla camaronensis,AF,PASSERIFORMES,Turdidae,Zorzal camerunés
8546,Geokichla guttata,AF,PASSERIFORMES,Turdidae,Zorzal moteado
8547,Geokichla spiloptera,OR,PASSERIFORMES,Turdidae,Zorzal alimoteado
8548,Geokichla crossleyi,AF,PASSERIFORMES,Turdidae,Zorzal de Crossley
8549,Geokichla piaggiae,AF,PASSERIFORMES,Turdidae,Zorzal de Piaggia
8550,Geokichla oberlaenderi,AF,PASSERIFORMES,Turdidae,Zorzal de Oberlaender
8551,Geokichla gurneyi,AF,PASSERIFORMES,Turdidae,Zorzal de Gurney
8552,Geokichla citrina,OR,PASSERIFORMES,Turdidae,Zorzal citrino
8553,Geokichla dumasi,AU,PASSERIFORMES,Turdidae,Zorzal de Buru
8554,Geokichla joiceyi,AU,PASSERIFORMES,Turdidae,Zorzal de Seram
8555,Geokichla peronii,AU,PASSERIFORMES,Turdidae,Zorzal de Timor
8556,Geokichla schistacea,AU,PASSERIFORMES,Turdidae,Zorzal pizarroso
8557,Geokichla interpres,OR,PASSERIFORMES,Turdidae,Zorzal coronicastaño
8558,Geokichla leucolaema,OR,PASSERIFORMES,Turdidae,Zorzal de Enggano
8559,Geokichla dohertyi,AU,PASSERIFORMES,Turdidae,Zorzal de Doherty
8560,Geokichla cinerea,OR,PASSERIFORMES,Turdidae,Zorzal cenizo
8561,Geokichla erythronota,AU,PASSERIFORMES,Turdidae,Zorzal dorsirrojo
8562,Geokichla mendeni,AU,PASSERIFORMES,Turdidae,Zorzal de Peleng
8563,Turdus simensis,AF,PASSERIFORMES,Turdidae,Zorzal del Simen
8564,Turdus litsitsirupa,AF,PASSERIFORMES,Turdidae,Zorzal litsitsirupa
8565,Turdus mupinensis,PAL,PASSERIFORMES,Turdidae,Zorzal chino
8566,Turdus philomelos,PAL,PASSERIFORMES,Turdidae,Zorzal común
8567,Turdus viscivorus,PAL,PASSERIFORMES,Turdidae,Zorzal charlo
8568,Turdus pelios,AF,PASSERIFORMES,Turdidae,Zorzal africano
8569,Turdus xanthorhynchus,AF,PASSERIFORMES,Turdidae,Zorzal de Príncipe
8570,Turdus olivaceofuscus,AF,PASSERIFORMES,Turdidae,Zorzal de Santo Tomé
8571,Turdus abyssinicus,AF,PASSERIFORMES,Turdidae,Zorzal abisinio
8572,Turdus helleri,AF,PASSERIFORMES,Turdidae,Zorzal de los Taita
8573,Turdus roehli,AF,PASSERIFORMES,Turdidae,Zorzal de los Usambara
8574,Turdus olivaceus,AF,PASSERIFORMES,Turdidae,Zorzal oliváceo
8575,Turdus libonyana,AF,PASSERIFORMES,Turdidae,Zorzal de Kurrichane
8576,Turdus bewsheri,AF,PASSERIFORMES,Turdidae,Zorzal de las Comoras
8577,Turdus tephronotus,AF,PASSERIFORMES,Turdidae,Zorzal ceniciento
8578,Turdus smithi,AF,PASSERIFORMES,Turdidae,Zorzal del Karoo
8579,Turdus ludoviciae,AF,PASSERIFORMES,Turdidae,Zorzal somalí
8580,Turdus mandarinus,OR,PASSERIFORMES,Turdidae,Mirlo mandarín
8581,Turdus iliacus,PAL,PASSERIFORMES,Turdidae,Zorzal alirrojo
8582,Turdus merula,"PAL, OR",PASSERIFORMES,Turdidae,Mirlo común
8583,Turdus menachensis,PAL,PASSERIFORMES,Turdidae,Zorzal yemení
8584,Turdus niveiceps,OR,PASSERIFORMES,Turdidae,Zorzal de Formosa
8585,Turdus boulboul,OR,PASSERIFORMES,Turdidae,Mirlo aligrís
8586,Turdus simillimus,OR,PASSERIFORMES,Turdidae,Mirlo indio
8587,Turdus unicolor,OR,PASSERIFORMES,Turdidae,Zorzal unicolor
8588,Turdus dissimilis,OR,PASSERIFORMES,Turdidae,Zorzal pechinegro
8589,Turdus cardis,PAL,PASSERIFORMES,Turdidae,Zorzal japonés
8590,Turdus hortulorum,PAL,PASSERIFORMES,Turdidae,Zorzal dorsigrís
8591,Turdus obscurus,PAL,PASSERIFORMES,Turdidae,Zorzal rojigrís
8592,Turdus pallidus,PAL,PASSERIFORMES,Turdidae,Zorzal pálido
8593,Turdus feae,PAL,PASSERIFORMES,Turdidae,Zorzal de Fea
8594,Turdus chrysolaus,PAL,PASSERIFORMES,Turdidae,Zorzal cabecipardo
8595,Turdus celaenops,PAL,PASSERIFORMES,Turdidae,Zorzal de las Izu
8596,Turdus poliocephalus,"OR, AU, PO",PASSERIFORMES,Turdidae,Zorzal insular
8597,Turdus maximus,OR,PASSERIFORMES,Turdidae,Mirlo del Himalaya
8598,Turdus kessleri,OR,PASSERIFORMES,Turdidae,Zorzal de Kessler
8599,Turdus pilaris,PAL,PASSERIFORMES,Turdidae,Zorzal real
8600,Turdus torquatus,PAL,PASSERIFORMES,Turdidae,Mirlo capiblanco
8601,Turdus atrogularis,PAL,PASSERIFORMES,Turdidae,Zorzal papinegro
8602,Turdus ruficollis,PAL,PASSERIFORMES,Turdidae,Zorzal papirrojo
8603,Turdus eunomus,PAL,PASSERIFORMES,Turdidae,Zorzal eunomo
8604,Turdus naumanni,PAL,PASSERIFORMES,Turdidae,Zorzal de Naumann
8605,Turdus rubrocanus,OR,PASSERIFORMES,Turdidae,Zorzal castaño
8606,Turdus albocinctus,OR,PASSERIFORMES,Turdidae,Mirlo acollarado
8607,Turdus turdoides,AU,PASSERIFORMES,Turdidae,Zorzal montano de Célebes
8608,Turdus migratorius,"NA, MA",PASSERIFORMES,Turdidae,Zorzal robín
8609,Turdus infuscatus,MA,PASSERIFORMES,Turdidae,Mirlo guatemalteco
8610,Turdus rufitorques,MA,PASSERIFORMES,Turdidae,Zorzal cuellirrufo
8611,Turdus nigrescens,MA,PASSERIFORMES,Turdidae,Mirlo negruzco
8612,Turdus plebejus,MA,PASSERIFORMES,Turdidae,Zorzal plebeyo
8613,Turdus leucops,SA,PASSERIFORMES,Turdidae,Mirlo ojiblanco
8614,Turdus fulviventris,SA,PASSERIFORMES,Turdidae,Zorzal ventricastaño
8615,Turdus reevei,SA,PASSERIFORMES,Turdidae,Zorzal dorsiplomizo
8616,Turdus chiguanco,SA,PASSERIFORMES,Turdidae,Mirlo chiguanco
8617,Turdus nigriceps,SA,PASSERIFORMES,Turdidae,Zorzal plomizo andino
8618,Turdus serranus,SA,PASSERIFORMES,Turdidae,Mirlo serrano
8619,Turdus olivater,SA,PASSERIFORMES,Turdidae,Zorzal cabecinegro
8620,Turdus fuscater,SA,PASSERIFORMES,Turdidae,Mirlo grande
8621,Turdus falcklandii,SA,PASSERIFORMES,Turdidae,Zorzal patagón
8622,Turdus lawrencii,SA,PASSERIFORMES,Turdidae,Zorzal imitador
8623,Turdus murinus,SA,PASSERIFORMES,Turdidae,Zorzal de Pantepui
8624,Turdus subalaris,SA,PASSERIFORMES,Turdidae,Zorzal plomizo oriental
8625,Turdus amaurochalinus,SA,PASSERIFORMES,Turdidae,Zorzal chalchalero
8626,Turdus eremita,AO,PASSERIFORMES,Turdidae,Zorzal de Tristán de Acuña
8627,Turdus maranonicus,SA,PASSERIFORMES,Turdidae,Zorzal del Marañón
8628,Turdus ignobilis,SA,PASSERIFORMES,Turdidae,Zorzal piquinegro andino
8629,Turdus arthuri,SA,PASSERIFORMES,Turdidae,Zorzal piquinegro guayanés
8630,Turdus flavipes,SA,PASSERIFORMES,Turdidae,Mirlo azulado
8631,Turdus assimilis,MA,PASSERIFORMES,Turdidae,Zorzal cuelliblanco norteño
8632,Turdus daguae,"MA, SA",PASSERIFORMES,Turdidae,Dagua Thrush
8633,Turdus albicollis,SA,PASSERIFORMES,Turdidae,Zorzal cuelliblanco sureño
8634,Turdus rufopalliatus,MA,PASSERIFORMES,Turdidae,Zorzal dorsirrufo
8635,Turdus obsoletus,"MA, SA",PASSERIFORMES,Turdidae,Zorzal ventripálido
8636,Turdus leucomelas,SA,PASSERIFORMES,Turdidae,Zorzal sabiá
8637,Turdus fumigatus,SA,PASSERIFORMES,Turdidae,Zorzal cacao
8638,Turdus hauxwelli,SA,PASSERIFORMES,Turdidae,Zorzal de Hauxwell
8639,Turdus rufiventris,SA,PASSERIFORMES,Turdidae,Zorzal colorado
8640,Turdus grayi,"MA, SA",PASSERIFORMES,Turdidae,Zorzal pardo
8641,Turdus nudigenis,"NA, SA",PASSERIFORMES,Turdidae,Zorzal caripelado
8642,Turdus maculirostris,SA,PASSERIFORMES,Turdidae,Zorzal ecuatoriano
8643,Turdus sanchezorum,SA,PASSERIFORMES,Turdidae,Zorzal de varzea
8644,Turdus haplochrous,SA,PASSERIFORMES,Turdidae,Zorzal boliviano
8645,Alethe diademata,AF,PASSERIFORMES,Muscicapidae,Alete diademado
8646,Alethe castanea,AF,PASSERIFORMES,Muscicapidae,Alete castaño
8647,Cercotrichas coryphoeus,AF,PASSERIFORMES,Muscicapidae,Alzacola del Karoo
8648,Cercotrichas signata,AF,PASSERIFORMES,Muscicapidae,Alzacola pardo
8649,Cercotrichas leucosticta,AF,PASSERIFORMES,Muscicapidae,Alzacola selvático
8650,Cercotrichas quadrivirgata,AF,PASSERIFORMES,Muscicapidae,Alzacola bigotudo
8651,Cercotrichas barbata,AF,PASSERIFORMES,Muscicapidae,Alzacola barbudo
8652,Cercotrichas paena,AF,PASSERIFORMES,Muscicapidae,Alzacola del Kalahari
8653,Cercotrichas podobe,AF,PASSERIFORMES,Muscicapidae,Alzacola negro
8654,Cercotrichas galactotes,PAL,PASSERIFORMES,Muscicapidae,Alzacola rojizo
8655,Cercotrichas hartlaubi,AF,PASSERIFORMES,Muscicapidae,Alzacola de Hartlaub
8656,Cercotrichas leucophrys,AF,PASSERIFORMES,Muscicapidae,Alzacola dorsirrojo
8657,Copsychus saularis,OR,PASSERIFORMES,Muscicapidae,Shama oriental
8658,Copsychus sechellarum,IO,PASSERIFORMES,Muscicapidae,Shama de Seychelles
8659,Copsychus mindanensis,OR,PASSERIFORMES,Muscicapidae,Shama filipino
8660,Copsychus albospecularis,AF,PASSERIFORMES,Muscicapidae,Shama malgache común
8661,Copsychus pyrropygus,OR,PASSERIFORMES,Muscicapidae,Shama colirrufo
8662,Copsychus fulicatus,OR,PASSERIFORMES,Muscicapidae,Tarabilla terrestre
8663,Copsychus luzoniensis,OR,PASSERIFORMES,Muscicapidae,Shama de Luzón
8664,Copsychus superciliaris,OR,PASSERIFORMES,Muscicapidae,Shama de las Bisayas
8665,Copsychus niger,OR,PASSERIFORMES,Muscicapidae,Shama de Palawan
8666,Copsychus cebuensis,OR,PASSERIFORMES,Muscicapidae,Shama de Cebú
8667,Copsychus albiventris,OR,PASSERIFORMES,Muscicapidae,Shama culiblanco
8668,Copsychus stricklandii,OR,PASSERIFORMES,Muscicapidae,Shama de Corona Blanca
8669,Copsychus malabaricus,OR,PASSERIFORMES,Muscicapidae,Shama malabar
8670,Agricola pallidus,AF,PASSERIFORMES,Muscicapidae,Papamoscas pálido
8671,Agricola infuscatus,AF,PASSERIFORMES,Muscicapidae,Papamoscas tarabilla
8672,Fraseria cinerascens,AF,PASSERIFORMES,Muscicapidae,Papamoscas cejiblanco
8673,Fraseria ocreata,AF,PASSERIFORMES,Muscicapidae,Papamoscas forestal
8674,Fraseria griseigularis,AF,PASSERIFORMES,Muscicapidae,Papamoscas gorjigrís
8675,Fraseria plumbea,AF,PASSERIFORMES,Muscicapidae,Papamoscas carbonero
8676,Fraseria olivascens,AF,PASSERIFORMES,Muscicapidae,Papamoscas oliváceo
8677,Fraseria lendu,AF,PASSERIFORMES,Muscicapidae,Papamoscas de Chapin
8678,Fraseria caerulescens,AF,PASSERIFORMES,Muscicapidae,Papamoscas cenizo
8679,Fraseria tessmanni,AF,PASSERIFORMES,Muscicapidae,Papamoscas de Tessmann
8680,Melaenornis brunneus,AF,PASSERIFORMES,Muscicapidae,Papamoscas angoleño
8681,Melaenornis fischeri,AF,PASSERIFORMES,Muscicapidae,Papamoscas de Fischer
8682,Melaenornis chocolatinus,AF,PASSERIFORMES,Muscicapidae,Papamoscas chocolate
8683,Melaenornis annamarulae,AF,PASSERIFORMES,Muscicapidae,Papamoscas liberiano
8684,Melaenornis ardesiacus,AF,PASSERIFORMES,Muscicapidae,Papamoscas de Berlioz
8685,Melaenornis edolioides,AF,PASSERIFORMES,Muscicapidae,Papamoscas drongo
8686,Melaenornis pammelaina,AF,PASSERIFORMES,Muscicapidae,Papamoscas sudafricano
8687,Namibornis herero,AF,PASSERIFORMES,Muscicapidae,Papamoscas herero
8688,Empidornis semipartitus,AF,PASSERIFORMES,Muscicapidae,Papamoscas plateado
8689,Sigelus silens,AF,PASSERIFORMES,Muscicapidae,Papamoscas fiscal
8690,Bradornis comitatus,AF,PASSERIFORMES,Muscicapidae,Papamoscas pizarroso
8691,Bradornis microrhynchus,AF,PASSERIFORMES,Muscicapidae,Papamoscas piquicorto
8692,Bradornis mariquensis,AF,PASSERIFORMES,Muscicapidae,Papamoscas del Marico
8693,Bradornis boehmi,AF,PASSERIFORMES,Muscicapidae,Papamoscas de Böhm
8694,Bradornis ussheri,AF,PASSERIFORMES,Muscicapidae,Papamoscas de Ussher
8695,Bradornis fuliginosus,AF,PASSERIFORMES,Muscicapidae,Papamoscas ahumado
8696,Humblotia flavirostris,AF,PASSERIFORMES,Muscicapidae,Papamoscas de las Comoras
8697,Muscicapa griseisticta,PAL,PASSERIFORMES,Muscicapidae,Papamoscas estriado
8698,Muscicapa sibirica,"PAL, OR",PASSERIFORMES,Muscicapidae,Papamoscas siberiano
8699,Muscicapa ferruginea,OR,PASSERIFORMES,Muscicapidae,Papamoscas herrumbroso
8700,Muscicapa muttui,OR,PASSERIFORMES,Muscicapidae,Papamoscas muttui
8701,Muscicapa randi,OR,PASSERIFORMES,Muscicapidae,Papamoscas de Rand
8702,Muscicapa segregata,AU,PASSERIFORMES,Muscicapidae,Papamoscas de Sumba claro
8703,Muscicapa dauurica,"PAL, OR",PASSERIFORMES,Muscicapidae,Papamoscas asiático
8704,Muscicapa williamsoni,OR,PASSERIFORMES,Muscicapidae,Papamoscas de Williamson
8705,Muscicapa sodhii,AU,PASSERIFORMES,Muscicapidae,Papamoscas pardo de Célebes
8706,Muscicapa sethsmithi,AF,PASSERIFORMES,Muscicapidae,Papamoscas patigualdo
8707,Muscicapa epulata,AF,PASSERIFORMES,Muscicapidae,Papamoscas saciado
8708,Muscicapa adusta,AF,PASSERIFORMES,Muscicapidae,Papamoscas sombrío
8709,Muscicapa striata,PAL,PASSERIFORMES,Muscicapidae,Papamoscas gris
8710,Muscicapa tyrrhenica,PAL,PASSERIFORMES,Muscicapidae,Mediterranean Flycatcher
8711,Muscicapa gambagae,AF,PASSERIFORMES,Muscicapidae,Papamoscas gambaga
8712,Muscicapa cassini,AF,PASSERIFORMES,Muscicapidae,Papamoscas de Cassin
8713,Muscicapa aquatica,AF,PASSERIFORMES,Muscicapidae,Papamoscas palustre
8714,Leucoptilon concretum,OR,PASSERIFORMES,Muscicapidae,Papamoscas coliblanco
8715,Sholicola major,OR,PASSERIFORMES,Muscicapidae,Alicorto flanquirrufo
8716,Sholicola albiventris,OR,PASSERIFORMES,Muscicapidae,Alicorto ventriblanco
8717,Niltava davidi,OR,PASSERIFORMES,Muscicapidae,Papamoscas de David
8718,Niltava sundara,OR,PASSERIFORMES,Muscicapidae,Papamoscas sundara
8719,Niltava sumatrana,OR,PASSERIFORMES,Muscicapidae,Papamoscas de Sumatra
8720,Niltava oatesi,OR,PASSERIFORMES,Muscicapidae,Papamoscas vívido grande
8721,Niltava vivida,OR,PASSERIFORMES,Muscicapidae,Papamoscas vívido chico
8722,Niltava macgrigoriae,OR,PASSERIFORMES,Muscicapidae,Papamoscas de McGrigor
8723,Niltava grandis,OR,PASSERIFORMES,Muscicapidae,Papamoscas grande
8724,Cyanoptila cyanomelana,PAL,PASSERIFORMES,Muscicapidae,Papamoscas azul
8725,Cyanoptila cumatilis,PAL,PASSERIFORMES,Muscicapidae,Papamoscas de Zappey
8726,Eumyias albicaudatus,OR,PASSERIFORMES,Muscicapidae,Papamoscas de los Nilgiri
8727,Eumyias indigo,OR,PASSERIFORMES,Muscicapidae,Papamoscas índigo
8728,Eumyias thalassinus,OR,PASSERIFORMES,Muscicapidae,Papamoscas verdín
8729,Eumyias additus,AU,PASSERIFORMES,Muscicapidae,Papamoscas gorjiestriado
8730,Eumyias panayensis,AU,PASSERIFORMES,Muscicapidae,Papamoscas isleño
8731,Eumyias sanfordi,AU,PASSERIFORMES,Muscicapidae,Papamoscas de Sanford
8732,Eumyias hoevelli,AU,PASSERIFORMES,Muscicapidae,Papamoscas frentiazul
8733,Eumyias hyacinthinus,AU,PASSERIFORMES,Muscicapidae,Papamoscas jacintino
8734,Eumyias oscillans,AU,PASSERIFORMES,Muscicapidae,Papamoscas de Flores
8735,Eumyias stresemanni,AU,PASSERIFORMES,Muscicapidae,Papamoscas de Sumba oscuro
8736,Eumyias sordidus,OR,PASSERIFORMES,Muscicapidae,Papamoscas de Ceilán
8737,Anthipes monileger,OR,PASSERIFORMES,Muscicapidae,Papamoscas gargantilla
8738,Anthipes solitaris,OR,PASSERIFORMES,Muscicapidae,Papamoscas cejirrufo
8739,Cyornis unicolor,OR,PASSERIFORMES,Muscicapidae,Papamoscas azulado
8740,Cyornis glaucicomans,OR,PASSERIFORMES,Muscicapidae,Papamoscas chino
8741,Cyornis rubeculoides,OR,PASSERIFORMES,Muscicapidae,Papamoscas gorjiazul
8742,Cyornis hainanus,OR,PASSERIFORMES,Muscicapidae,Papamoscas de Hainan
8743,Cyornis superbus,OR,PASSERIFORMES,Muscicapidae,Papamoscas de Borneo
8744,Cyornis turcosus,OR,PASSERIFORMES,Muscicapidae,Papamoscas malayo
8745,Cyornis lemprieri,OR,PASSERIFORMES,Muscicapidae,Papamoscas de Balabac
8746,Cyornis caerulatus,OR,PASSERIFORMES,Muscicapidae,Papamoscas picoancho
8747,Cyornis herioti,OR,PASSERIFORMES,Muscicapidae,Papamoscas pechiazul
8748,Cyornis camarinensis,OR,PASSERIFORMES,Muscicapidae,Papamoscas pechicanela
8749,Cyornis ruficauda,OR,PASSERIFORMES,Muscicapidae,Papamoscas colirrufo
8750,Cyornis ocularis,OR,PASSERIFORMES,Muscicapidae,Sulu Jungle Flycatcher
8751,Cyornis ruficrissa,OR,PASSERIFORMES,Muscicapidae,Crocker Jungle Flycatcher
8752,Cyornis pallidipes,OR,PASSERIFORMES,Muscicapidae,Papamoscas ventriblanco
8753,Cyornis brunneatus,OR,PASSERIFORMES,Muscicapidae,Papamoscas pechipardo
8754,Cyornis nicobaricus,OR,PASSERIFORMES,Muscicapidae,Papamoscas de Nicobar
8755,Cyornis umbratilis,OR,PASSERIFORMES,Muscicapidae,Papamoscas pechigrís
8756,Cyornis magnirostris,OR,PASSERIFORMES,Muscicapidae,Papamoscas de Arunachal Pradesh
8757,Cyornis tickelliae,OR,PASSERIFORMES,Muscicapidae,Papamoscas de Tickell
8758,Cyornis sumatrensis,OR,PASSERIFORMES,Muscicapidae,Papamoscas indochino
8759,Cyornis whitei,OR,PASSERIFORMES,Muscicapidae,Papamoscas pechiclaro
8760,Cyornis rufigastra,OR,PASSERIFORMES,Muscicapidae,Papamoscas de manglar
8761,Cyornis omissus,AU,PASSERIFORMES,Muscicapidae,Papamoscas de Célebes
8762,Cyornis kalaoensis,AU,PASSERIFORMES,Muscicapidae,Kalao Blue Flycatcher
8763,Cyornis banyumas,OR,PASSERIFORMES,Muscicapidae,Papamoscas de Banyumas
8764,Cyornis montanus,OR,PASSERIFORMES,Muscicapidae,Papamoscas dayaco
8765,Cyornis kadayangensis,OR,PASSERIFORMES,Muscicapidae,Meratus Blue Flycatcher
8766,Cyornis poliogenys,OR,PASSERIFORMES,Muscicapidae,Papamoscas de Brooks
8767,Cyornis olivaceus,OR,PASSERIFORMES,Muscicapidae,Papamoscas dorsioliva
8768,Cyornis pelingensis,AU,PASSERIFORMES,Muscicapidae,Papamoscas de Banggai
8769,Cyornis colonus,AU,PASSERIFORMES,Muscicapidae,Papamoscas de las Sula
8770,Cyornis ruckii,OR,PASSERIFORMES,Muscicapidae,Papamoscas de Rück
8771,Erithacus rubecula,PAL,PASSERIFORMES,Muscicapidae,Petirrojo europeo
8772,Swynnertonia swynnertoni,AF,PASSERIFORMES,Muscicapidae,Ruiseñor de Swynnerton
8773,Pogonocichla stellata,AF,PASSERIFORMES,Muscicapidae,Ruiseñor estrellado
8774,Stiphrornis erythrothorax,AF,PASSERIFORMES,Muscicapidae,Petirrojo selvático dorsipardo
8775,Cossyphicula roberti,AF,PASSERIFORMES,Muscicapidae,Cosifa ventriblanco
8776,Cossyphicula isabellae,AF,PASSERIFORMES,Muscicapidae,Cosifa de Isabel
8777,Chamaetylas poliophrys,AF,PASSERIFORMES,Muscicapidae,Alete gorjirrojo
8778,Chamaetylas poliocephala,AF,PASSERIFORMES,Muscicapidae,Alete pechipardo
8779,Chamaetylas fuelleborni,AF,PASSERIFORMES,Muscicapidae,Alete pechiblanco
8780,Chamaetylas choloensis,AF,PASSERIFORMES,Muscicapidae,Alete de Cholo
