,IOC,Breeding Range,Order,Family,Croatian
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,crnoleđa trčka
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,hainanska trčka
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,tajvanska trčka
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,crnogrla trčka
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,smeđoprsa trčka
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,narančastogrla trčka
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,borneanska trčka
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,malezijska trčka
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,narančastoprsa trčka
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,sumatranska trčka
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,javanska trčka
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,crnokapa trčka
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,pjegavi jareb
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,prugasti tragopan
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,mrki tragopan
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,crveni tragopan
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,crvenoprsi tragopan
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,plavolici tragopan
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,pjegavi tragopan
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,riđogrla jarebica
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,pjegavoboka jarebica
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,himalajski monal
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,bjeloleđi monal
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,kineski monal
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,širokorepi fazan
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,divlji puran
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,šareni puran
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,lještarka
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,kineska lještarka
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,sjeverna snježnica
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,alpska snježnica
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,sibirska lještarka
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,tetrijeb gluhan
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,crnokljuni tetrijeb
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,tetrijeb ruševac
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,kavkaski tetrijeb
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,šumska trčka
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,gorska trčka
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,tibetska trčka
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,trčka
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,azijska trčka
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,japanski fazan
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,kraljevski fazan
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,mrki fazan
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,bjelotrbi fazan
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,plavovrati fazan
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,zlatni fazan
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,dijamantni fazan
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,fazan
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,zeleni fazan
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,himalajski fazan
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,tibetski fazan
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,bijeli fazan
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,brkati fazan
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,sivi fazan
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,vijetnamski fazan
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,tajvanski fazan
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,bjelorepi fazan
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,crni fazan
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,srebrni fazan
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,žutorepi fazan
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,borneanski fazan
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,crvenoglavi fazan
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,kratkorepi fazan
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,modri fazan
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,plavolici fazan
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,pjegavi paun
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,dugokresti paun
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,plavoglavi paun
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,kratkorepi paun
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,paun
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,zeleni paun
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,zelenonoga trčka
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,crvenouha trčka
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,kestenjastoprsa trčka
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,crvenoglava trčka
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,indijska trčka
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,pjegava trčka
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,cejlonska trčka
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,palavanski paunaš
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,borneanski paunaš
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,malajski paunaš
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,vijetnamski paunaš
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,hainanski paunaš
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,sivi paunaš
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,smeđoleđi paunaš
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,dugorepi paunaš
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,bjelotrba trčka
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,bambusova trčka
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,sivoglava trčka
431,Gallus varius,OR,GALLIFORMES,Phasianidae,zelena kokoš
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,divlja kokoš
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,pjegava kokoš
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,cejlonska kokoš
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,pjegavoprsa jarebica
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,smeđokapa jarebica
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,siva jarebica
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,močvarna jarebica
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,šarenoglava jarebica
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,crna jarebica
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,indijska jarebica
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,smeđoglava jarebica
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,smeđokrila jarebica
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,smeđovrata jarebica
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,riđolica jarebica
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,riđopjegava jarebica
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,sivokapa jarebica
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,planinska jarebica
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,kestenjastotrba jarebica
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,južnoafrička jarebica
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,bjelogrla jarebica
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,crnopruga jarebica
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,crvenopjega jarebica
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,tibetski jareb
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,altajski jareb
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,kavkaski jareb
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,sivoprsi jareb
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,pjegavoprsi jareb
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,perzijska jarebica
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,jarebica pješčarka
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,močvarna prepelica
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,novogvinejska prepelica
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,kineska prepelica
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,plava prepelica
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,madagaskarska trčka
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,prepelica
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,japanska prepelica
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,afrička prepelica
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,indijska prepelica
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,pjegavoprsa prepelica
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,afrička jarebica
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,arabijska jarebica
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,riđa jarebica
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,jarebica čukara
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,jarebica kamenjarka
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,crnogrla jarebica
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,kineska jarebica
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,narančastogrla prepelica
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,narančastočela prepelica
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,crvenokljuna prepelica
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,asamska prepelica
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,smeđouha jarebica
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,kamerunska jarebica
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,sivoglava jarebica
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,kestenjastoprsa jarebica
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,riđokapa jarebica
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,džibutska jarebica
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,crnoprsa jarebica
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,smeđa jarebica
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,angolska jarebica
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,kenijska jarebica
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,crvenokljuna jarebica
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,kapska jarebica
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,natalska jarebica
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,hildebrandtova jarebica
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,dvoostruga jarebica
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,mrka jarebica
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,srednjoafrička jarebica
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,pjegava jarebica
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,etiopska jarebica
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,crvenolica jarebica
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,žutogrla jarebica
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,sivoprsa jarebica
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,crvenogrla jarebica
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,pjegavi leganj
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,veliki leganj
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,solomonski leganj
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,novokaledonski leganj
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,sulaveški leganj
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,papuanski leganj
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,riđopjegavi leganj
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,ogličasti leganj
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,krunati leganj
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,crnopjegavi leganj
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,smeđi leganj
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,patuljasti leganj
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,bjelovrati leganj
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,sivokrili leganj
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,mali leganj
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,mrki leganj
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,riđotrbi leganj
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,tamnogrli leganj
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,bahijski leganj
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,amazonski leganj
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,brazilski leganj
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,riđolici leganj
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,ekvadorski leganj
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,venecuelski leganj
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,bjelogrli leganj
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,roraimski leganj
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,gvajanski leganj
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,kratkorepi leganj
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,svjetlokrili leganj
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,bjeloprsi leganj
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,peruanski leganj
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,andski leganj
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,lirastorepi leganj
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,pepeljasti leganj
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,pjegavokrili leganj
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,rašljorepi leganj
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,leganj lastavičar
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,sabljorepi leganj
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,čokoski leganj
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,meksički leganj
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,jukatanski leganj
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,tamnorepi leganj
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,crnolici leganj
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,riđi leganj
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,tamaulipski leganj
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,riđovrati leganj
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,svilorepi leganj
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,sivoleđi leganj
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,tamnoprsi leganj
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,kestenjasti leganj
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,rusogrli leganj
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,indijski leganj
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,prugastokrili leganj
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,palauski leganj
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,leganj
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,istočnoafrički leganj
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,zlatnopjegavi leganj
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,pustinjski leganj
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,afganistanski leganj
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,nubijski leganj
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,zlatni leganj
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,sivorepi leganj
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,šareni leganj
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,malosundski leganj
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,andamanski leganj
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,filipinski leganj
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,minahaski leganj
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,riđokrili leganj
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,žućkastovrati leganj
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,planinski leganj
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,ogrličasti leganj
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,madagaskarski leganj
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,močvarni leganj
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,etiopski leganj
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,sahelski leganj
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,zvjezdastopjegavi leganj
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,travnjački leganj
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,sivoglavi leganj
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,sundski leganj
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,salvadorijev leganj
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,kivuski leganj
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,srednjoafrički leganj
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,dugorepi leganj
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,oštrorepi leganj
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,gabonski leganj
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,leganj barjaktar
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,dugokrili leganj
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,uljašica
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,mali potu
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,veliki potu
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,dugorepi potu
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,pjegavi potu
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,smeđokrili potu
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,andski potu
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,bjelokrili potu
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,smeđa žabousta
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,velika žabousta
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,siva žabousta
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,solomonska žabousta
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,pjegava žabousta
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,dulitska žabousta
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,filipinska žabousta
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,kestenjasta žabousta
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,cejlonska žabousta
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,dugorepa žabousta
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,kratkorepa žabousta
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,borneanska žabousta
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,mala žabousta
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,Blyth's Frogmouth
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,Palawan Frogmouth
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,sundska žabousta
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,velika sovašica
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,smeđa sovašica
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,molučka sovašica
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,tamnoleđa sovašica
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,planinska sovašica
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,mrka sovašica
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,prugasta sovašica
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,papuanska sovašica
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,australska sovašica
626,Hemiprocne coronata,OR,APODIFORMES,Hemiprocnidae,ćubasta čiopa
627,Hemiprocne longipennis,"OR, AU",APODIFORMES,Hemiprocnidae,čiopa stablašica
628,Hemiprocne comata,OR,APODIFORMES,Hemiprocnidae,brkata čiopa
629,Hemiprocne mystacea,AU,APODIFORMES,Hemiprocnidae,sivoprsa čiopa
630,Cypseloides cherriei,"MA, SA",APODIFORMES,Apodidae,čiopa uzdašica
631,Cypseloides cryptus,"MA, SA",APODIFORMES,Apodidae,kratkorepa čiopa
632,Cypseloides storeri,MA,APODIFORMES,Apodidae,guererska čiopa
633,Cypseloides fumigatus,SA,APODIFORMES,Apodidae,mrka čiopa
634,Cypseloides rothschildi,SA,APODIFORMES,Apodidae,tukumanska čiopa
635,Cypseloides niger,"NA, MA",APODIFORMES,Apodidae,planinska čiopa
636,Cypseloides lemosi,SA,APODIFORMES,Apodidae,bjeloprsa čiopa
637,Cypseloides senex,SA,APODIFORMES,Apodidae,čiopa slapašica
638,Streptoprocne phelpsi,SA,APODIFORMES,Apodidae,narančastogrla čiopa
639,Streptoprocne rutila,"MA, SA",APODIFORMES,Apodidae,riđogrla čiopa
640,Streptoprocne zonaris,"MA, SA, NA",APODIFORMES,Apodidae,ogrličasta čiopa
641,Streptoprocne biscutata,SA,APODIFORMES,Apodidae,brazilska čiopa
642,Streptoprocne semicollaris,MA,APODIFORMES,Apodidae,meksička čiopa
643,Hydrochous gigas,OR,APODIFORMES,Apodidae,velika čiopica
644,Collocalia affinis,OR,APODIFORMES,Apodidae,Plume-toed Swiftlet
645,Collocalia marginata,OR,APODIFORMES,Apodidae,Grey-rumped Swiftlet
646,Collocalia isonota,OR,APODIFORMES,Apodidae,Ridgetop Swiftlet
647,Collocalia sumbawae,OR,APODIFORMES,Apodidae,Tenggara Swiftlet
