,IOC,Breeding Range,Order,Family,Czech
6123,Coracina fortis,AU,PASSERIFORMES,Campephagidae,housenčík buruský
6124,Coracina personata,AU,PASSERIFORMES,Campephagidae,housenčík škraboškový
6125,Coracina welchmani,AU,PASSERIFORMES,Campephagidae,North Melanesian Cuckooshrike
6126,Coracina caledonica,AU,PASSERIFORMES,Campephagidae,housenčík melanéský
6127,Coracina striata,OR,PASSERIFORMES,Campephagidae,housenčík pruhovaný
6128,Coracina javensis,OR,PASSERIFORMES,Campephagidae,housenčík jávský
6129,Coracina macei,OR,PASSERIFORMES,Campephagidae,housenčík jihoasijský
6130,Coracina dobsoni,OR,PASSERIFORMES,Campephagidae,Andaman Cuckooshrike
6131,Coracina schistacea,AU,PASSERIFORMES,Campephagidae,housenčík temný
6132,Coracina leucopygia,AU,PASSERIFORMES,Campephagidae,housenčík bělokostřecový
6133,Coracina larvata,OR,PASSERIFORMES,Campephagidae,housenčík maskový
6134,Coracina papuensis,AU,PASSERIFORMES,Campephagidae,housenčík papuánský
6135,Coracina ingens,AU,PASSERIFORMES,Campephagidae,Manus Cuckooshrike
6136,Coracina atriceps,AU,PASSERIFORMES,Campephagidae,housenčík černohlavý
6137,Campephaga flava,AF,PASSERIFORMES,Campephagidae,housenčík černý
6138,Campephaga phoenicea,AF,PASSERIFORMES,Campephagidae,housenčík ohnivoramenný
6139,Campephaga petiti,AF,PASSERIFORMES,Campephagidae,housenčík lesklý
6140,Campephaga quiscalina,AF,PASSERIFORMES,Campephagidae,housenčík fialovohrdlý
6141,Lobotos lobatus,AF,PASSERIFORMES,Campephagidae,housenčík laločnatý
6142,Lobotos oriolinus,AF,PASSERIFORMES,Campephagidae,housenčík žluví
6143,Campochaera sloetii,AU,PASSERIFORMES,Campephagidae,housenčík oranžový
6144,Malindangia mcgregori,OR,PASSERIFORMES,Campephagidae,housenčík mindanajský
6145,Edolisoma anale,AU,PASSERIFORMES,Campephagidae,housenčík novokaledonský
6146,Edolisoma ostentum,OR,PASSERIFORMES,Campephagidae,housenčík bělokřídlý
6147,Edolisoma coerulescens,OR,PASSERIFORMES,Campephagidae,housenčík filipínský
6148,Edolisoma montanum,AU,PASSERIFORMES,Campephagidae,housenčík horský
6149,Edolisoma dohertyi,AU,PASSERIFORMES,Campephagidae,housenčík sumbavský
6150,Edolisoma dispar,AU,PASSERIFORMES,Campephagidae,housenčík kaiský
6151,Edolisoma schisticeps,AU,PASSERIFORMES,Campephagidae,housenčík novoguinejský
6152,Edolisoma ceramense,AU,PASSERIFORMES,Campephagidae,housenčík seramský
6153,Edolisoma mindanense,OR,PASSERIFORMES,Campephagidae,housenčík ostrovní
6154,Edolisoma salomonis,AU,PASSERIFORMES,Campephagidae,Makira Cicadabird
6155,Edolisoma holopolium,AU,PASSERIFORMES,Campephagidae,housenčík černobřichý
6156,Edolisoma morio,AU,PASSERIFORMES,Campephagidae,housenčík celebeský
6157,Edolisoma incertum,AU,PASSERIFORMES,Campephagidae,housenčík yapenský
6158,Edolisoma remotum,AU,PASSERIFORMES,Campephagidae,Grey-capped Cicadabird
6159,Edolisoma sula,AU,PASSERIFORMES,Campephagidae,housenčík suluský
6160,Edolisoma tenuirostre,AU,PASSERIFORMES,Campephagidae,housenčík proměnlivý
6161,Edolisoma admiralitatis,AU,PASSERIFORMES,Campephagidae,Admiralty Cicadabird
6162,Edolisoma monacha,PO,PASSERIFORMES,Campephagidae,Palau Cicadabird
6163,Edolisoma nesiotis,PO,PASSERIFORMES,Campephagidae,Yap Cicadabird
6164,Edolisoma insperatum,PO,PASSERIFORMES,Campephagidae,Pohnpei Cicadabird
6165,Edolisoma melas,AU,PASSERIFORMES,Campephagidae,housenčík salawatský
6166,Edolisoma parvulum,AU,PASSERIFORMES,Campephagidae,housenčík halmaherský
6167,Celebesica abbotti,AU,PASSERIFORMES,Campephagidae,housenčík rudooký
6168,Cyanograucalus azureus,AF,PASSERIFORMES,Campephagidae,housenčík azurový
6169,Lalage maculosa,"AU, PO",PASSERIFORMES,Campephagidae,housenčík polynéský
6170,Lalage sharpei,PO,PASSERIFORMES,Campephagidae,housenčík samojský
6171,Lalage sueurii,"OR, AU",PASSERIFORMES,Campephagidae,housenčík indonéský
6172,Lalage leucopyga,AU,PASSERIFORMES,Campephagidae,housenčík dlouhoocasý
6173,Lalage tricolor,AU,PASSERIFORMES,Campephagidae,housenčík lejskovitý
6174,Lalage aurea,AU,PASSERIFORMES,Campephagidae,housenčík rezavobřichý
6175,Lalage atrovirens,AU,PASSERIFORMES,Campephagidae,housenčík misoolský
6176,Lalage leucoptera,AU,PASSERIFORMES,Campephagidae,Biak Triller
6177,Lalage moesta,AU,PASSERIFORMES,Campephagidae,housenčík tanimbarský
6178,Lalage leucomela,AU,PASSERIFORMES,Campephagidae,housenčík bělobrvý
6179,Lalage conjuncta,AU,PASSERIFORMES,Campephagidae,Mussau Triller
6180,Lalage melanoleuca,OR,PASSERIFORMES,Campephagidae,housenčík ťuhýčí
6181,Lalage nigra,OR,PASSERIFORMES,Campephagidae,housenčík černohřbetý
6182,Lalage leucopygialis,AU,PASSERIFORMES,Campephagidae,housenčík butungský
6183,Lalage melaschistos,OR,PASSERIFORMES,Campephagidae,housenčík černokřídlý
6184,Lalage melanoptera,OR,PASSERIFORMES,Campephagidae,housenčík indický
6185,Lalage polioptera,OR,PASSERIFORMES,Campephagidae,housenčík indočínský
6186,Lalage fimbriata,OR,PASSERIFORMES,Campephagidae,housenčík menší
6187,Lalage typica,IO,PASSERIFORMES,Campephagidae,housenčík mauricijský
6188,Lalage newtoni,IO,PASSERIFORMES,Campephagidae,housenčík réunionský
6189,Mohoua ochrocephala,AU,PASSERIFORMES,Mohouidae,pištec žlutý
6190,Mohoua albicilla,AU,PASSERIFORMES,Mohouidae,pištec bělohlavý
6191,Mohoua novaeseelandiae,AU,PASSERIFORMES,Mohouidae,pištec šedokrký
6192,Daphoenositta chrysoptera,AU,PASSERIFORMES,Neosittidae,brhlíček proměnlivý
6193,Daphoenositta papuensis,AU,PASSERIFORMES,Neosittidae,brhlíček papuánský
6194,Daphoenositta miranda,AU,PASSERIFORMES,Neosittidae,brhlíček černý
6195,Eulacestoma nigropectus,AU,PASSERIFORMES,Eulacestomatidae,pištec laločnatý
6196,Aleadryas rufinucha,AU,PASSERIFORMES,Oreoicidae,pištec rezavošíjný
6197,Ornorectes cristatus,AU,PASSERIFORMES,Oreoicidae,pištec chocholatý
6198,Oreoica gutturalis,AU,PASSERIFORMES,Oreoicidae,pištec bělobradý
6199,Falcunculus whitei,AU,PASSERIFORMES,Falcunculidae,Northern Shriketit
6200,Falcunculus leucogaster,AU,PASSERIFORMES,Falcunculidae,Western Shriketit
6201,Falcunculus frontatus,AU,PASSERIFORMES,Falcunculidae,pištec sokolí
6202,Coracornis raveni,AU,PASSERIFORMES,Pachycephalidae,pištec kaštanovohřbetý
6203,Coracornis sanghirensis,AU,PASSERIFORMES,Pachycephalidae,pištec sangihský
6204,Melanorectes nigrescens,AU,PASSERIFORMES,Pachycephalidae,pištec černý
6205,Pachycephala olivacea,AU,PASSERIFORMES,Pachycephalidae,pištec šedohnědý
6206,Pachycephala rufogularis,AU,PASSERIFORMES,Pachycephalidae,pištec oranžovohrdlý
6207,Pachycephala inornata,AU,PASSERIFORMES,Pachycephalidae,pištec jihoaustralský
6208,Pachycephala cinerea,OR,PASSERIFORMES,Pachycephalidae,pištec mangrovový
6209,Pachycephala albiventris,OR,PASSERIFORMES,Pachycephalidae,pištec filipínský
6210,Pachycephala homeyeri,OR,PASSERIFORMES,Pachycephalidae,pištec bělořitý
6211,Pachycephala phaionota,AU,PASSERIFORMES,Pachycephalidae,pištec ostrovní
6212,Pachycephala melanorhyncha,AU,PASSERIFORMES,Pachycephalidae,Biak Whistler
6213,Pachycephala hyperythra,AU,PASSERIFORMES,Pachycephalidae,pištec hnědoprsý
6214,Pachycephala modesta,AU,PASSERIFORMES,Pachycephalidae,pištec horský
6215,Pachycephala philippinensis,OR,PASSERIFORMES,Pachycephalidae,pištec žlutobřichý
6216,Pachycephala sulfuriventer,AU,PASSERIFORMES,Pachycephalidae,pištec žlutavobřichý
6217,Pachycephala hypoxantha,OR,PASSERIFORMES,Pachycephalidae,pištec bornejský
6218,Pachycephala meyeri,AU,PASSERIFORMES,Pachycephalidae,pištec hvízdavý
6219,Pachycephala simplex,AU,PASSERIFORMES,Pachycephalidae,pištec severoaustralský
6220,Pachycephala orpheus,AU,PASSERIFORMES,Pachycephalidae,pištec zpěvný
6221,Pachycephala soror,AU,PASSERIFORMES,Pachycephalidae,pištec rudooký
6222,Pachycephala fulvotincta,"OR, AU",PASSERIFORMES,Pachycephalidae,Rusty-breasted Whistler
6223,Pachycephala macrorhyncha,AU,PASSERIFORMES,Pachycephalidae,Yellow-throated Whistler
6224,Pachycephala balim,AU,PASSERIFORMES,Pachycephalidae,Baliem Whistler
6225,Pachycephala mentalis,AU,PASSERIFORMES,Pachycephalidae,Black-chinned Whistler
6226,Pachycephala pectoralis,AU,PASSERIFORMES,Pachycephalidae,pištec zlatý
6227,Pachycephala fuliginosa,AU,PASSERIFORMES,Pachycephalidae,Western Whistler
6228,Pachycephala citreogaster,AU,PASSERIFORMES,Pachycephalidae,Bismarck Whistler
6229,Pachycephala orioloides,AU,PASSERIFORMES,Pachycephalidae,Oriole Whistler
6230,Pachycephala collaris,AU,PASSERIFORMES,Pachycephalidae,Louisiade Whistler
6231,Pachycephala feminina,AU,PASSERIFORMES,Pachycephalidae,Rennell Whistler
6232,Pachycephala chlorura,AU,PASSERIFORMES,Pachycephalidae,Melanesian Whistler
6233,Pachycephala caledonica,AU,PASSERIFORMES,Pachycephalidae,pištec novokaledonský
6234,Pachycephala vitiensis,PO,PASSERIFORMES,Pachycephalidae,Fiji Whistler
6235,Pachycephala vanikorensis,AU,PASSERIFORMES,Pachycephalidae,Temotu Whistler
6236,Pachycephala jacquinoti,PO,PASSERIFORMES,Pachycephalidae,pištec tonžský
6237,Pachycephala melanura,AU,PASSERIFORMES,Pachycephalidae,pištec pobřežní
6238,Pachycephala flavifrons,PO,PASSERIFORMES,Pachycephalidae,pištec samojský
6239,Pachycephala implicata,AU,PASSERIFORMES,Pachycephalidae,pištec guadalcanalský
6240,Pachycephala richardsi,AU,PASSERIFORMES,Pachycephalidae,Bougainville Whistler
6241,Pachycephala nudigula,AU,PASSERIFORMES,Pachycephalidae,pištec holokrký
6242,Pachycephala lorentzi,AU,PASSERIFORMES,Pachycephalidae,pištec šedoprsý
6243,Pachycephala schlegelii,AU,PASSERIFORMES,Pachycephalidae,pištec žlutošíjný
6244,Pachycephala aurea,AU,PASSERIFORMES,Pachycephalidae,pištec zlatohřbetý
6245,Pachycephala rufiventris,AU,PASSERIFORMES,Pachycephalidae,pištec rezavobřichý
6246,Pachycephala monacha,AU,PASSERIFORMES,Pachycephalidae,pištec mniší
6247,Pachycephala leucogastra,AU,PASSERIFORMES,Pachycephalidae,pištec bělobřichý
6248,Pachycephala arctitorquis,AU,PASSERIFORMES,Pachycephalidae,pištec tanimbarský
6249,Pachycephala griseonota,AU,PASSERIFORMES,Pachycephalidae,pištec molucký
6250,Pachycephala johni,AU,PASSERIFORMES,Pachycephalidae,Cinnamon-breasted Whistler
6251,Pachycephala lanioides,AU,PASSERIFORMES,Pachycephalidae,pištec ťuhýkovitý
6252,Pachycephala tenebrosa,PO,PASSERIFORMES,Pachycephalidae,pištec palauský
6253,Pseudorectes incertus,AU,PASSERIFORMES,Pachycephalidae,pištec světlebřichý
6254,Pseudorectes ferrugineus,AU,PASSERIFORMES,Pachycephalidae,pištec rezavý
6255,Colluricincla boweri,AU,PASSERIFORMES,Pachycephalidae,pištec proužkoprsý
6256,Colluricincla tenebrosa,AU,PASSERIFORMES,Pachycephalidae,pištec novoguinejský
6257,Colluricincla megarhyncha,AU,PASSERIFORMES,Pachycephalidae,pištec pralesní
6258,Colluricincla fortis,AU,PASSERIFORMES,Pachycephalidae,Variable Shrikethrush
6259,Colluricincla affinis,AU,PASSERIFORMES,Pachycephalidae,Waigeo Shrikethrush
6260,Colluricincla obscura,AU,PASSERIFORMES,Pachycephalidae,Mamberamo Shrikethrush
6261,Colluricincla discolor,AU,PASSERIFORMES,Pachycephalidae,Tagula Shrikethrush
6262,Colluricincla tappenbecki,AU,PASSERIFORMES,Pachycephalidae,Sepik-Ramu Shrikethrush
6263,Colluricincla rufogaster,AU,PASSERIFORMES,Pachycephalidae,Rufous Shrikethrush
6264,Colluricincla harmonica,AU,PASSERIFORMES,Pachycephalidae,pištec australský
6265,Colluricincla woodwardi,AU,PASSERIFORMES,Pachycephalidae,pištec skalní
6266,Pteruthius xanthochlorus,OR,PASSERIFORMES,Vireonidae,timálie olivová
6267,Pteruthius melanotis,OR,PASSERIFORMES,Vireonidae,timálie šedobrvá
6268,Pteruthius rufiventer,OR,PASSERIFORMES,Vireonidae,timálie černokaštanová
6269,Pteruthius aeralatus,OR,PASSERIFORMES,Vireonidae,White-browed Shrike-babbler
6270,Pteruthius flaviscapis,OR,PASSERIFORMES,Vireonidae,timálie šedohřbetá
6271,Pteruthius intermedius,OR,PASSERIFORMES,Vireonidae,Clicking Shrike-babbler
6272,Pteruthius aenobarbus,OR,PASSERIFORMES,Vireonidae,timálie králíčkovitá
6273,Erpornis zantholeuca,OR,PASSERIFORMES,Vireonidae,chocholáček bělobřichý
6274,Cyclarhis gujanensis,"MA, SA",PASSERIFORMES,Vireonidae,zelenáček rezavobrvý
6275,Cyclarhis nigrirostris,SA,PASSERIFORMES,Vireonidae,zelenáček černozobý
6276,Vireolanius melitophrys,MA,PASSERIFORMES,Vireonidae,zelenáček kaštanovoboký
6277,Vireolanius pulchellus,MA,PASSERIFORMES,Vireonidae,zelenáček modrotemenný
6278,Vireolanius eximius,"MA, SA",PASSERIFORMES,Vireonidae,zelenáček žlutobrvý
6279,Vireolanius leucotis,SA,PASSERIFORMES,Vireonidae,zelenáček šedočapkový
6280,Hylophilus amaurocephalus,SA,PASSERIFORMES,Vireonidae,zelenáček brazilský
6281,Hylophilus poicilotis,SA,PASSERIFORMES,Vireonidae,zelenáček rezavohlavý
6282,Hylophilus olivaceus,SA,PASSERIFORMES,Vireonidae,zelenáček ekvádorský
6283,Hylophilus pectoralis,SA,PASSERIFORMES,Vireonidae,zelenáček šedohlavý
6284,Hylophilus brunneiceps,SA,PASSERIFORMES,Vireonidae,zelenáček tmavohlavý
6285,Hylophilus thoracicus,SA,PASSERIFORMES,Vireonidae,zelenáček šedohrdlý
6286,Hylophilus flavipes,"MA, SA",PASSERIFORMES,Vireonidae,zelenáček pokřovní
6287,Hylophilus semicinereus,SA,PASSERIFORMES,Vireonidae,zelenáček šedoprsý
6288,Tunchiornis ochraceiceps,"MA, SA",PASSERIFORMES,Vireonidae,zelenáček hnědočelý
6289,Pachysylvia decurtata,"MA, SA",PASSERIFORMES,Vireonidae,zelenáček menší
6290,Pachysylvia hypoxantha,SA,PASSERIFORMES,Vireonidae,zelenáček amazonský
6291,Pachysylvia muscicapina,SA,PASSERIFORMES,Vireonidae,zelenáček plavoprsý
6292,Pachysylvia aurantiifrons,SA,PASSERIFORMES,Vireonidae,zelenáček zlatočelý
6293,Pachysylvia semibrunnea,SA,PASSERIFORMES,Vireonidae,zelenáček rezavočapkový
6294,Vireo hypochryseus,MA,PASSERIFORMES,Vireonidae,zelenáček zlatý
6295,Vireo flavoviridis,MA,PASSERIFORMES,Vireonidae,zelenáček žlutozelený
6296,Vireo magister,MA,PASSERIFORMES,Vireonidae,zelenáček yukatanský
6297,Vireo chivi,SA,PASSERIFORMES,Vireonidae,Chivi Vireo
6298,Vireo gracilirostris,SA,PASSERIFORMES,Vireonidae,zelenáček noronžský
6299,Vireo sclateri,SA,PASSERIFORMES,Vireonidae,zelenáček tepuový
6300,Vireo gilvus,"NA, MA",PASSERIFORMES,Vireonidae,zelenáček švitořivý
6301,Vireo leucophrys,"MA, SA",PASSERIFORMES,Vireonidae,zelenáček žlutobřichý
6302,Vireo huttoni,"NA, MA",PASSERIFORMES,Vireonidae,zelenáček západní
6303,Vireo vicinior,"NA, MA",PASSERIFORMES,Vireonidae,zelenáček šedý
6304,Vireo carmioli,MA,PASSERIFORMES,Vireonidae,zelenáček pruhokřídlý
6305,Vireo masteri,SA,PASSERIFORMES,Vireonidae,zelenáček kolumbijský
6306,Vireo cassinii,"NA, MA",PASSERIFORMES,Vireonidae,zelenáček bělouzdičkový
6307,Vireo plumbeus,"NA, MA",PASSERIFORMES,Vireonidae,zelenáček horský
6308,Vireo pallens,MA,PASSERIFORMES,Vireonidae,zelenáček mangrovový
6309,Vireo approximans,MA,PASSERIFORMES,Vireonidae,Providencia Vireo
6310,Vireo bairdi,MA,PASSERIFORMES,Vireonidae,zelenáček kozumelský
6311,Vireo caribaeus,MA,PASSERIFORMES,Vireonidae,zelenáček svatoandréský
6312,Vireo griseus,"NA, MA",PASSERIFORMES,Vireonidae,zelenáček bělooký
6313,Vireo bellii,"NA, MA",PASSERIFORMES,Vireonidae,zelenáček malý
6314,Vireo atricapilla,"NA, MA",PASSERIFORMES,Vireonidae,zelenáček černohlavý
6315,Vireo nelsoni,MA,PASSERIFORMES,Vireonidae,zelenáček mexický
6316,Vireo brevipennis,MA,PASSERIFORMES,Vireonidae,zelenáček břidlicový
6317,Sphecotheres viridis,AU,PASSERIFORMES,Oriolidae,žluva fíková
6318,Sphecotheres hypoleucus,AU,PASSERIFORMES,Oriolidae,žluva wetarská
6319,Sphecotheres vieilloti,AU,PASSERIFORMES,Oriolidae,Australasian Figbird
6320,Pitohui kirhocephalus,AU,PASSERIFORMES,Oriolidae,pištec proměnlivý
6321,Pitohui cerviniventris,AU,PASSERIFORMES,Oriolidae,Raja Ampat Pitohui
6322,Pitohui uropygialis,AU,PASSERIFORMES,Oriolidae,Southern Variable Pitohui
6323,Pitohui dichrous,AU,PASSERIFORMES,Oriolidae,pištec černohlavý
6324,Oriolus isabellae,OR,PASSERIFORMES,Oriolidae,žluva bambusová
6325,Oriolus forsteni,AU,PASSERIFORMES,Oriolidae,žluva šedokrká
6326,Oriolus bouroensis,AU,PASSERIFORMES,Oriolidae,žluva černoskvrnná
6327,Oriolus phaeochromus,AU,PASSERIFORMES,Oriolidae,žluva molucká
6328,Oriolus sagittatus,AU,PASSERIFORMES,Oriolidae,žluva olivovohřbetá
6329,Oriolus melanotis,AU,PASSERIFORMES,Oriolidae,žluva šedohrdlá
6330,Oriolus finschi,AU,PASSERIFORMES,Oriolidae,Wetar Oriole
6331,Oriolus decipiens,AU,PASSERIFORMES,Oriolidae,Tanimbar Oriole
6332,Oriolus szalayi,AU,PASSERIFORMES,Oriolidae,žluva hnědá
6333,Oriolus flavocinctus,AU,PASSERIFORMES,Oriolidae,žluva žlutozelená
6334,Oriolus cruentus,OR,PASSERIFORMES,Oriolidae,žluva rudoprsá
6335,Oriolus consanguineus,OR,PASSERIFORMES,Oriolidae,Black-and-crimson Oriole
6336,Oriolus hosii,OR,PASSERIFORMES,Oriolidae,žluva černá
6337,Oriolus traillii,OR,PASSERIFORMES,Oriolidae,žluva kaštanová
6338,Oriolus mellianus,OR,PASSERIFORMES,Oriolidae,žluva stříbrná
6339,Oriolus xanthornus,OR,PASSERIFORMES,Oriolidae,žluva černokápá
6340,Oriolus xanthonotus,OR,PASSERIFORMES,Oriolidae,žluva černohlavá
6341,Oriolus consobrinus,OR,PASSERIFORMES,Oriolidae,Ventriloquial Oriole
6342,Oriolus steerii,OR,PASSERIFORMES,Oriolidae,žluva filipínská
6343,Oriolus albiloris,OR,PASSERIFORMES,Oriolidae,žluva uzdičková
6344,Oriolus chlorocephalus,AF,PASSERIFORMES,Oriolidae,žluva zelenohlavá
6345,Oriolus brachyrynchus,AF,PASSERIFORMES,Oriolidae,žluva lesní
6346,Oriolus crassirostris,AF,PASSERIFORMES,Oriolidae,žluva svatotomášská
6347,Oriolus larvatus,AF,PASSERIFORMES,Oriolidae,žluva škrabošková
6348,Oriolus monacha,AF,PASSERIFORMES,Oriolidae,žluva temná
6349,Oriolus percivali,AF,PASSERIFORMES,Oriolidae,žluva horská
6350,Oriolus nigripennis,AF,PASSERIFORMES,Oriolidae,žluva černokřídlá
6351,Oriolus auratus,AF,PASSERIFORMES,Oriolidae,žluva zlatá
6352,Oriolus kundoo,PAL,PASSERIFORMES,Oriolidae,žluva asijská
6353,Oriolus oriolus,PAL,PASSERIFORMES,Oriolidae,žluva hajní
6354,Oriolus chinensis,"OR, AU",PASSERIFORMES,Oriolidae,žluva černošíjná
6355,Oriolus tenuirostris,OR,PASSERIFORMES,Oriolidae,žluva tenkozobá
6356,Dicrurus aeneus,OR,PASSERIFORMES,Dicruridae,drongo indomalajský
6357,Dicrurus remifer,OR,PASSERIFORMES,Dicruridae,drongo dlouhoocasý
6358,Dicrurus annectens,OR,PASSERIFORMES,Dicruridae,drongo vraní
6359,Dicrurus paradiseus,OR,PASSERIFORMES,Dicruridae,drongo vlajkový
6360,Dicrurus lophorinus,OR,PASSERIFORMES,Dicruridae,Sri Lanka Drongo
6361,Dicrurus andamanensis,OR,PASSERIFORMES,Dicruridae,drongo andamanský
6362,Dicrurus sumatranus,OR,PASSERIFORMES,Dicruridae,drongo sumaterský
6363,Dicrurus montanus,AU,PASSERIFORMES,Dicruridae,drongo celebeský
6364,Dicrurus bracteatus,AU,PASSERIFORMES,Dicruridae,drongo vločkoprsý
6365,Dicrurus megarhynchus,AU,PASSERIFORMES,Dicruridae,drongo novoirský
6366,Dicrurus hottentottus,"OR, AU",PASSERIFORMES,Dicruridae,drongo vlasatý
6367,Dicrurus menagei,OR,PASSERIFORMES,Dicruridae,Tablas Drongo
6368,Dicrurus palawanensis,OR,PASSERIFORMES,Dicruridae,Palawan Drongo
6369,Dicrurus balicassius,OR,PASSERIFORMES,Dicruridae,drongo filipínský
6370,Dicrurus striatus,OR,PASSERIFORMES,Dicruridae,Short-tailed Drongo
6371,Dicrurus densus,OR,PASSERIFORMES,Dicruridae,drongo sundský
6372,Dicrurus leucophaeus,OR,PASSERIFORMES,Dicruridae,drongo kouřový
6373,Dicrurus caerulescens,OR,PASSERIFORMES,Dicruridae,drongo šedobřichý
6374,Dicrurus waldenii,AF,PASSERIFORMES,Dicruridae,drongo mayottský
6375,Dicrurus forficatus,AF,PASSERIFORMES,Dicruridae,drongo chocholatý
6376,Dicrurus aldabranus,AF,PASSERIFORMES,Dicruridae,drongo aldaberský
6377,Dicrurus fuscipennis,AF,PASSERIFORMES,Dicruridae,drongo hnědokřídlý
6378,Dicrurus modestus,AF,PASSERIFORMES,Dicruridae,drongo principeský
6379,Dicrurus adsimilis,AF,PASSERIFORMES,Dicruridae,drongo africký
6380,Dicrurus macrocercus,OR,PASSERIFORMES,Dicruridae,drongo černý
6381,Dicrurus ludwigii,AF,PASSERIFORMES,Dicruridae,drongo lesní
6382,Dicrurus atripennis,AF,PASSERIFORMES,Dicruridae,drongo lesklý
6383,Dicrurus sharpei,AF,PASSERIFORMES,Dicruridae,Sharpe's Drongo
6384,Rhipidura superciliaris,OR,PASSERIFORMES,Rhipiduridae,pávík modrý
6385,Rhipidura samarensis,OR,PASSERIFORMES,Rhipiduridae,Visayan Blue Fantail
6386,Rhipidura cyaniceps,OR,PASSERIFORMES,Rhipiduridae,pávík modrohlavý
6387,Rhipidura sauli,OR,PASSERIFORMES,Rhipiduridae,Tablas Fantail
6388,Rhipidura albiventris,OR,PASSERIFORMES,Rhipiduridae,Visayan Fantail
6389,Rhipidura albicollis,OR,PASSERIFORMES,Rhipiduridae,pávík bělohrdlý
6390,Rhipidura albogularis,OR,PASSERIFORMES,Rhipiduridae,pávík indický
6391,Rhipidura euryura,OR,PASSERIFORMES,Rhipiduridae,pávík bělobřichý
6392,Rhipidura aureola,OR,PASSERIFORMES,Rhipiduridae,pávík bělobrvý
6393,Rhipidura javanica,OR,PASSERIFORMES,Rhipiduridae,pávík pištivý
6394,Rhipidura nigritorquis,OR,PASSERIFORMES,Rhipiduridae,Philippine Pied Fantail
6395,Rhipidura perlata,OR,PASSERIFORMES,Rhipiduridae,pávík perličkoprsý
6396,Rhipidura leucophrys,AU,PASSERIFORMES,Rhipiduridae,pávík černobílý
6397,Rhipidura diluta,AU,PASSERIFORMES,Rhipiduridae,pávík rezavokřídlý
6398,Rhipidura fuscorufa,AU,PASSERIFORMES,Rhipiduridae,pávík skořicovoocasý
