,IOC,Breeding Range,Order,Family,Danish
329,Xenoperdix udzungwensis,AF,GALLIFORMES,Phasianidae,Udzungwaskovhøne
330,Xenoperdix obscuratus,AF,GALLIFORMES,Phasianidae,Rubehoskovhøne
331,Caloperdix oculeus,OR,GALLIFORMES,Phasianidae,Rødbrun Skovhøne
332,Rollulus rouloul,OR,GALLIFORMES,Phasianidae,Hjelmvagtel
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,Sort Skovvagtel
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,Himalayaskovhøne
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,Sichuanskovhøne
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,Sikkimskovhøne
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,Kraveskovhøne
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,Gyldenstrubet Skovhøne
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,Rødnæbbet Skovhøne
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,Thaiskovhøne
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,Cambodjaskovhøne
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,Hainanskovhøne
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,Taiwanskovhøne
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,Burmaskovhøne
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,Brunbrystet Skovhøne
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,Saigonskovhøne
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,Borneoskovhøne
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,Malajskovhøne
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,Battackskovhøne
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,Bjergskovhøne
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,Javaskovhøne
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,Sumatraskovhøne
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,Snehøne
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,Blodfasan
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,Vestlig Tragopan
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,Satyrtragopan
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,Nagaland-tragopan
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,Temminckstragopan
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,Cabots Tragopan
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,Rødstrubet Monal
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,Gulstrubet Monal
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,Glansfasan
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,Hvidhalet Glansfasan
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,Kinesisk Glansfasan
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,Koklassfasan
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,Kalkun
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,Påfuglekalkun
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,Hjerpe
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,Kinesisk Hjerpe
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,Dalrype
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,Fjeldrype
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,Amurhjerpe
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,Tjur
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,Sortnæbbet Tjur
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,Urfugl
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,Sort Urfugl
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,Langnæbbet Skovhøne
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,Dulitskovhøne
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,Tibetansk Agerhøne
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,Agerhøne
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,Steppeagerhøne
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,Kobberfasan
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,Kongefasan
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,Mikadofasan
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,Elliots Fasan
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,Burmafasan
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,Guldfasan
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,Amherstfasan
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,Fasan
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,Grøn Fasan
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,Topfasan
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,Tibetørefasan
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,Hvid Ørefasan
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,Brun Ørefasan
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,Blå Ørefasan
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,Edwardsfasan
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,Swinhoesfasan
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,Hvidhalet Fasan
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,Kalijfasan
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,Sølvfasan
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,Okkerhalet Ildryg
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Skiffergrå Ildryg
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,Siamildryg
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,Salvadorifasan
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Malajildryg
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,Borneoildryg
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,Topargus
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,Malajtopargus
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,Argusfasan
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,Congopåfugl
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,Påfugl
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,Grøn Påfugl
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,Grønbenet Skovhøne
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,Malakskovhøne
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabah-skovhøne
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,Rødhovedet Skovhøne
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,Rød Sporehøne
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,Perlesporehøne
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,Sri Lanka-sporehøne
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,Palawanpåfuglefasan
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,Borneopåfuglefasan
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,Malajpåfuglefasan
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,Vietnampåfuglefasan
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,Hainan Påfuglefasan
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,Grå Påfuglefasan
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,Bjergpåfuglefasan
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,Sumatrapåfuglefasan
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,Burmabambushøne
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,Kinesisk Bambushøne
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,Taiwan-bambushøne
431,Gallus varius,OR,GALLIFORMES,Phasianidae,Grøn Junglehøne
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,Bankivahøne
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,Grå Junglehøne
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,Sri Lanka-junglehøne
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,Skovfrankolin
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,Topfrankolin
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,Grå Frankolin
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,Sumpfrankolin
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,Kinesisk Frankolin
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,Sort Frankolin
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,Malet Frankolin
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,Coquifrankolin
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,Hvidstrubet Frankolin
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,Båndfrankolin
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,Perlehalsfrankolin
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,Rødvinget Frankolin
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,Angolafrankolin
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,Hedefrankolin
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,Elgonfrankolin
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,Gråvinget Frankolin
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,Oranjefrankolin
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,Mopanefrankolin
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Nyika Frankolin
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,Tibetkongehøne
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,Altaikongehøne
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,Kaukasisk Kongehøne
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,Kaspisk Kongehøne
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,Himalayakongehøne
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,Si-si Ørkenhøne
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,Ørkenhøne
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,Sumpvagtel
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,Papuavagtel
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,Kinesisk Dværgvagtel
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,Afrikansk Dværgvagtel
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,Madagaskarvagtel
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,Vagtel
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,Japansk Vagtel
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,Harlekinvagtel
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,Regnvagtel
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,Sortbrystet Vagtel
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,Berberhøne
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,Arabisk Stenhøne
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,Rødhøne
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,Chukarhøne
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,Stenhøne
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,Sortstrubet Stenhøne
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,Kinesisk Stenhøne
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,Buskvagtel
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,Ørkenbuskvagtel
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,Rødnæbbet Buskvagtel
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,Manipurbuskvagtel
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,Namibfrankolin
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,Camerounbjergfrankolin
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,Ugandabjergfrankolin
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,Etiopisk Bjergfrankolin
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,Rødehavs-bjergfrankolin
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,Djibouti-bjergfrankolin
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,Angolabjergfrankolin
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,Vestlig Skælfrankolin
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,Angolaskælfrankolin
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,Kenyabjergfrankolin
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,Rødnæbbet Frankolin
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,Kapfrankolin
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,Natalfrankolin
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,Hildebrandts Frankolin
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,Stribet Frankolin
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,Skælfrankolin
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,Gulnæbbet Frankolin
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,Sahelfrankolin
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,Abayfrankolin
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,Gråbrun Sporehøne
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,Gulstrubet Sporehøne
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,Gråbrystet Sporehøne
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,Rødhalset Sporehøne
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,Plettet Hornnatravn
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,Gråbrystet Hornnatravn
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,Sortvinget Hornnatravn
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,Sølvnatravn
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,Sulawesihornnatravn
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Papuahornnatnravn
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,Højlandshornnatnravn
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,Malajhornnatravn
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Stor Hornnatravn
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,Kravenatravn
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,Nacunda Nathøg
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,Dværgnathøg
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,Sandfarvet Nathøg
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Gråvinget Nathøg
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,Nathøg
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Korthalet Nathøg
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,Rødbuget Nathøg
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,Amazonnathøg
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,Bahianathøg
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,Amazonnatravn
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,Dværgnatravn
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Spraglet Natravn
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,Ecuadornatravn
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,Santa Marta-natravn
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,Lille Natravn
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,Venezuelanatravn
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,Guyananatravn
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,Seglvinge
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,Hvidvinget Natravn
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,Sydamerikansk Natravn
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,Tarapacá-natravn
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,Svalehalenatravn
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,Lyrehalenatravn
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Hvidhalet Natravn
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Haleplettet Natravn
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,Stigehale
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,Sakshale
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,Sakshalet Natravn
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,Chocópoorwill
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,Mexicansk Poorwill
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,Yucatánpoorwill
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Perlepoorwill
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,Amerikansk Poorwill
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Rødbrun Natravn
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,Mexiconatravn
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,Yucatánnatravn
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,Silkehalenatravn
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,Halsbåndsnatravn
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,Costa Rica-natravn
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Kastanjenatravn
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,Rødhalset Natravn
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Asiatisk Natravn
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,Grå Junglenatravn
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,Palau-natravn
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,Natravn
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Sørgenatravn
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,Rødkindet Natravn
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,Ørkennatravn
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,Østlig Ørkennatravn
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,Nubisk Natravn
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,Gylden Natravn
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,Ghatnatravn
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Orientalsk Natravn
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,Flores Natravn
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Andamannatravn
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,Filippinsk Natravn
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Sulawesinatravn
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,Østafrikansk Natravn
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,Sydafrikansk Natravn
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,Etiopisk Natravn
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,Indisk Natravn
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,Madagaskarnatravn
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,Sumpnatravn
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,Solalanatravn
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Sahelnatravn
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Sortprikket Natravn
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Savannenatravn
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,Rødvinget Natravn
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,Bonapartenatravn
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,Indonesisk Natravn
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,Malengenatravn
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,Centralafrikansk Natravn
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,Langhalet Natravn
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,Kilehalenatravn
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,Afrotropisk Natravn
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,Standardvinge
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,Vimpelvinge
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,Fedtfugl
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,Kastanjepotu
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,Stor Potu
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,Langhalet Potu
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,Nordlig Potu
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,Potu
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,Andespotu
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,Hvidvinget Potu
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,Hvidbrynet Frømund
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,Stor Frømund
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,Australsk Frømund
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,Kanelfrømund
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,Stor Bladfrømund
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,Dulitbladfrømund
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,Filippinsk Bladfrømund
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,Malajbladfrømund
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,Grårygget Bladfrømund
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,Nordlig Bladfrømund
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,Sumatrabladfrømund
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,Borneobladfrømund
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,Javabladfrømund
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,Bladfrømund
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,Filippinsk Bladfrømund
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,Lavlands-bladfrømund
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,Hvidbrystet Uglesvale
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,Floduglesvale
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,Molukuglesvale
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,Småplettet Uglesvale
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,Lille Uglesvale
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,Ny Caledonisk Uglesvale
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,Vatret Uglesvale
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,Lavlands-uglesvale
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,Australsk Uglesvale
626,Hemiprocne coronata,OR,APODIFORMES,Hemiprocnidae,Gråtoppet Træsejler
627,Hemiprocne longipennis,"OR, AU",APODIFORMES,Hemiprocnidae,Grøntoppet Træsejler
628,Hemiprocne comata,OR,APODIFORMES,Hemiprocnidae,Træsejler
629,Hemiprocne mystacea,AU,APODIFORMES,Hemiprocnidae,Stor Træsejler
630,Cypseloides cherriei,"MA, SA",APODIFORMES,Apodidae,Brillesejler
631,Cypseloides cryptus,"MA, SA",APODIFORMES,Apodidae,Lyshaget Sejler
632,Cypseloides storeri,MA,APODIFORMES,Apodidae,Lyspandet Sejler
633,Cypseloides fumigatus,SA,APODIFORMES,Apodidae,Sodfarvet Sejler
634,Cypseloides rothschildi,SA,APODIFORMES,Apodidae,Argentinsk Sejler
635,Cypseloides niger,"NA, MA",APODIFORMES,Apodidae,Sortsejler
636,Cypseloides lemosi,SA,APODIFORMES,Apodidae,Caucasejler
