,IOC,Breeding Range,Order,Family,Portuguese
6756,Peneothello cyanus,AU,PASSERIFORMES,Petroicidae,papinho-ardósia
6757,Peneothello bimaculata,AU,PASSERIFORMES,Petroicidae,papinho-de-rabadilha-branca
6758,Peneothello pulverulenta,AU,PASSERIFORMES,Petroicidae,papinho-dos-mangais
6759,Poecilodryas brachyura,AU,PASSERIFORMES,Petroicidae,papinho-de-barbicha
6760,Poecilodryas hypoleuca,AU,PASSERIFORMES,Petroicidae,papinho-de-flancos-pretos
6761,Poecilodryas superciliosa,AU,PASSERIFORMES,Petroicidae,papinho-de-óculos
6762,Poecilodryas cerviniventris,AU,PASSERIFORMES,Petroicidae,papinho-de-flancos-ruivos
6763,Plesiodryas albonotata,AU,PASSERIFORMES,Petroicidae,papinho-barbudo
6764,Heteromyias albispecularis,AU,PASSERIFORMES,Petroicidae,papinho-fuliginoso
6765,Heteromyias armiti,AU,PASSERIFORMES,Petroicidae,papinho-de-barrete-preto
6766,Heteromyias cinereifrons,AU,PASSERIFORMES,Petroicidae,papinho-de-testa-cinzenta
6767,Drymodes beccarii,AU,PASSERIFORMES,Petroicidae,papinho-do-mato-papua
6768,Drymodes superciliaris,AU,PASSERIFORMES,Petroicidae,papinho-do-mato-do-cabo-york
6769,Drymodes brunneopygia,AU,PASSERIFORMES,Petroicidae,papinho-do-mato-meridional
6770,Microeca flavigaster,AU,PASSERIFORMES,Petroicidae,papinho-limão
6771,Microeca hemixantha,AU,PASSERIFORMES,Petroicidae,papinho-das-tanimbar
6772,Microeca fascinans,AU,PASSERIFORMES,Petroicidae,papinho-cinzento
6773,Monachella muelleriana,AU,PASSERIFORMES,Petroicidae,papinho-das-torrentes
6774,Cryptomicroeca flaviventris,AU,PASSERIFORMES,Petroicidae,papinho-de-barriga-amarela
6775,Kempiella griseoceps,AU,PASSERIFORMES,Petroicidae,papinho-de-patas-amarelas
6776,Kempiella flavovirescens,AU,PASSERIFORMES,Petroicidae,papinho-oliváceo
6777,Devioeca papuana,AU,PASSERIFORMES,Petroicidae,papinho-papua
6778,Eugerygone rubra,AU,PASSERIFORMES,Petroicidae,papinho-grená
6779,Petroica rosea,AU,PASSERIFORMES,Petroicidae,papinho-róseo
6780,Petroica rodinogaster,AU,PASSERIFORMES,Petroicidae,papinho-encarnado
6781,Petroica archboldi,AU,PASSERIFORMES,Petroicidae,papinho-das-rochas
6782,Petroica bivittata,AU,PASSERIFORMES,Petroicidae,papinho-montês
6783,Petroica phoenicea,AU,PASSERIFORMES,Petroicidae,papinho-flamígero
6784,Petroica polymorpha,PO,PASSERIFORMES,Petroicidae,papinho-das-salomão
6785,Petroica pusilla,"AU, PO",PASSERIFORMES,Petroicidae,papinho-do-pacífico
6786,Petroica multicolor,AU,PASSERIFORMES,Petroicidae,papinho-da-norfolk
6787,Petroica boodang,AU,PASSERIFORMES,Petroicidae,papinho-escarlate
6788,Petroica goodenovii,AU,PASSERIFORMES,Petroicidae,papinho-de-testa-vermelha
6789,Petroica macrocephala,AU,PASSERIFORMES,Petroicidae,papinho-carvoeiro
6790,Petroica longipes,AU,PASSERIFORMES,Petroicidae,papinho-do-norte
6791,Petroica australis,AU,PASSERIFORMES,Petroicidae,papinho-do-sul
6792,Petroica traversi,AU,PASSERIFORMES,Petroicidae,papinho-preto
6793,Pachycephalopsis hattamensis,AU,PASSERIFORMES,Petroicidae,papinho-de-dorso-verde
6794,Pachycephalopsis poliosoma,AU,PASSERIFORMES,Petroicidae,papinho-de-olho-branco
6795,Amalocichla sclateriana,AU,PASSERIFORMES,Petroicidae,papinho-pitoide-grande
6796,Amalocichla incerta,AU,PASSERIFORMES,Petroicidae,papinho-pitoide-pequeno
6797,Picathartes gymnocephalus,AF,PASSERIFORMES,Picathartidae,picatartes-da-guiné
6798,Picathartes oreas,AF,PASSERIFORMES,Picathartidae,picatartes-dos-camarões
6799,Chaetops frenatus,AF,PASSERIFORMES,Chaetopidae,salta-rochas-do-cabo
6800,Chaetops aurantius,AF,PASSERIFORMES,Chaetopidae,salta-rochas-do-drakensberg
6801,Eupetes macrocerus,OR,PASSERIFORMES,Eupetidae,tordal-raloide
6802,Bombycilla garrulus,"PAL, NA",PASSERIFORMES,Bombycillidae,picoteiro-comum
6803,Bombycilla japonica,PAL,PASSERIFORMES,Bombycillidae,picoteiro-japonês
6804,Bombycilla cedrorum,"NA, MA, SA",PASSERIFORMES,Bombycillidae,picoteiro-americano
6805,Phainoptila melanoxantha,MA,PASSERIFORMES,Ptiliogonatidae,papa-moscas-sedoso-aurinegro
6806,Ptiliogonys cinereus,MA,PASSERIFORMES,Ptiliogonatidae,papa-moscas-sedoso-cinzento
6807,Ptiliogonys caudatus,MA,PASSERIFORMES,Ptiliogonatidae,papa-moscas-sedoso-rabilongo
6808,Phainopepla nitens,"NA, MA",PASSERIFORMES,Ptiliogonatidae,papa-moscas-sedoso-preto
6809,Hypocolius ampelinus,PAL,PASSERIFORMES,Hypocoliidae,hipocólio
6810,Hylocitrea bonensis,AU,PASSERIFORMES,Hylocitreidae,assobiadeira-da-celebes
6811,Chelidorhynx hypoxanthus,OR,PASSERIFORMES,Stenostiridae,papa-moscas-de-barriga-amarela
6812,Stenostira scita,AF,PASSERIFORMES,Stenostiridae,papa-moscas-duende
6813,Culicicapa ceylonensis,OR,PASSERIFORMES,Stenostiridae,papa-moscas-tricolor
6814,Culicicapa helianthea,"OR, AU",PASSERIFORMES,Stenostiridae,papa-moscas-citrino
6815,Elminia longicauda,AF,PASSERIFORMES,Stenostiridae,azulinho-africano
6816,Elminia albicauda,AF,PASSERIFORMES,Stenostiridae,azulinho-de-cauda-branca
6817,Elminia nigromitrata,AF,PASSERIFORMES,Stenostiridae,papa-moscas-de-poupa-de-cabeça-preta
6818,Elminia albiventris,AF,PASSERIFORMES,Stenostiridae,papa-moscas-de-poupa-de-barriga-branca
6819,Elminia albonotata,AF,PASSERIFORMES,Stenostiridae,papa-moscas-de-poupa-de-rabo-branco
6820,Cephalopyrus flammiceps,OR,PASSERIFORMES,Paridae,chapim-cabeça-de-fogo
6821,Sylviparus modestus,OR,PASSERIFORMES,Paridae,chapim-de-sobrancelha-amarela
6822,Melanochlora sultanea,OR,PASSERIFORMES,Paridae,chapim-sultão
6823,Periparus rufonuchalis,PAL,PASSERIFORMES,Paridae,chapim-de-nuca-ruiva
6824,Periparus rubidiventris,OR,PASSERIFORMES,Paridae,chapim-de-crisso-ruivo
6825,Periparus ater,PAL,PASSERIFORMES,Paridae,chapim-carvoeiro
6826,Pardaliparus venustulus,PAL,PASSERIFORMES,Paridae,chapim-de-barriga-amarela
6827,Pardaliparus elegans,OR,PASSERIFORMES,Paridae,chapim-elegante
6828,Pardaliparus amabilis,OR,PASSERIFORMES,Paridae,chapim-de-palauã
6829,Lophophanes cristatus,PAL,PASSERIFORMES,Paridae,chapim-de-poupa-europeu
6830,Lophophanes dichrous,OR,PASSERIFORMES,Paridae,chapim-de-poupa-cinzenta
6831,Baeolophus wollweberi,"NA, MA",PASSERIFORMES,Paridae,chapim-arlequim
6832,Baeolophus inornatus,"NA, MA",PASSERIFORMES,Paridae,chapim-dos-carvalhos
6833,Baeolophus ridgwayi,"NA, MA",PASSERIFORMES,Paridae,chapim-dos-zimbros
6834,Baeolophus atricristatus,"NA, MA",PASSERIFORMES,Paridae,chapim-de-penacho-preto
6835,Sittiparus varius,PAL,PASSERIFORMES,Paridae,chapim-variado
6836,Sittiparus owstoni,PAL,PASSERIFORMES,Paridae,chapim-de-izu
6837,Sittiparus olivaceus,PAL,PASSERIFORMES,Paridae,chapim-de-iriomote
6838,Sittiparus castaneoventris,PAL,PASSERIFORMES,Paridae,chapim-da-formosa
6839,Sittiparus semilarvatus,OR,PASSERIFORMES,Paridae,chapim-de-testa-branca
6840,Poecile superciliosus,PAL,PASSERIFORMES,Paridae,chapim-de-sobrancelha-branca
6841,Poecile lugubris,PAL,PASSERIFORMES,Paridae,chapim-sombrio
6842,Poecile cinctus,PAL,PASSERIFORMES,Paridae,chapim-da-lapónia
6843,Poecile sclateri,"NA, MA",PASSERIFORMES,Paridae,chapim-mexicano
6844,Poecile davidi,PAL,PASSERIFORMES,Paridae,chapim-ferrugíneo
6845,Poecile hypermelaenus,OR,PASSERIFORMES,Paridae,chapim-barba-negra
6846,Poecile palustris,PAL,PASSERIFORMES,Paridae,chapim-palustre
6847,Poecile weigoldicus,PAL,PASSERIFORMES,Paridae,chapim-de-sujuão
6848,Poecile hyrcanus,PAL,PASSERIFORMES,Paridae,chapim-do-cáspio
6849,Poecile montanus,PAL,PASSERIFORMES,Paridae,chapim-montês
6850,Cyanistes teneriffae,AF,PASSERIFORMES,Paridae,chapim-azul-africano
6851,Cyanistes caeruleus,PAL,PASSERIFORMES,Paridae,chapim-azul-eurasiático
6852,Cyanistes cyanus,PAL,PASSERIFORMES,Paridae,chapim-de-cabeça-branca
6853,Pseudopodoces humilis,PAL,PASSERIFORMES,Paridae,chapim-terrestre
6854,Parus major,PAL,PASSERIFORMES,Paridae,chapim-real
6855,Parus minor,PAL,PASSERIFORMES,Paridae,chapim-japonês
6856,Parus cinereus,OR,PASSERIFORMES,Paridae,chapim-cinéreo
6857,Parus monticolus,"PAL, OR",PASSERIFORMES,Paridae,chapim-de-dorso-verde
6858,Machlolophus nuchalis,OR,PASSERIFORMES,Paridae,chapim-de-nuca-branca
6859,Machlolophus holsti,OR,PASSERIFORMES,Paridae,chapim-amarelo
6860,Machlolophus xanthogenys,OR,PASSERIFORMES,Paridae,chapim-do-himalaia
6861,Machlolophus aplonotus,OR,PASSERIFORMES,Paridae,chapim-indiano
6862,Machlolophus spilonotus,OR,PASSERIFORMES,Paridae,chapim-de-faces-amarelas
6863,Melaniparus guineensis,AF,PASSERIFORMES,Paridae,chapim-preto-de-galões
6864,Melaniparus leucomelas,AF,PASSERIFORMES,Paridae,chapim-preto-de-asa-branca
6865,Melaniparus niger,AF,PASSERIFORMES,Paridae,chapim-preto-meridional
6866,Melaniparus carpi,AF,PASSERIFORMES,Paridae,chapim-namibe
6867,Melaniparus albiventris,AF,PASSERIFORMES,Paridae,chapim-de-barriga-branca
6868,Melaniparus leuconotus,AF,PASSERIFORMES,Paridae,chapim-de-dorso-branco
6869,Melaniparus funereus,AF,PASSERIFORMES,Paridae,chapim-enlutado
6870,Melaniparus rufiventris,AF,PASSERIFORMES,Paridae,chapim-arruivado
6871,Melaniparus pallidiventris,AF,PASSERIFORMES,Paridae,chapim-de-peito-canela
6872,Melaniparus fringillinus,AF,PASSERIFORMES,Paridae,chapim-de-garganta-ruiva
6873,Melaniparus fasciiventer,AF,PASSERIFORMES,Paridae,chapim-engravatado
6874,Melaniparus thruppi,AF,PASSERIFORMES,Paridae,chapim-das-acácias
6875,Melaniparus griseiventris,AF,PASSERIFORMES,Paridae,chapim-do-miombo
6876,Melaniparus cinerascens,AF,PASSERIFORMES,Paridae,chapim-cinzento
6877,Melaniparus afer,AF,PASSERIFORMES,Paridae,chapim-austral
6878,Remiz pendulinus,PAL,PASSERIFORMES,Remizidae,chapim-de-mascarilha
6879,Remiz macronyx,PAL,PASSERIFORMES,Remizidae,chapim-de-cabeça-preta
6880,Remiz coronatus,PAL,PASSERIFORMES,Remizidae,chapim-coroado
6881,Remiz consobrinus,PAL,PASSERIFORMES,Remizidae,chapim-chinês
6882,Anthoscopus punctifrons,AF,PASSERIFORMES,Remizidae,pássaro-do-algodão-do-sael
6883,Anthoscopus parvulus,AF,PASSERIFORMES,Remizidae,pássaro-do-algodão-amarelo
6884,Anthoscopus musculus,AF,PASSERIFORMES,Remizidae,pássaro-do-algodão-murino
6885,Anthoscopus flavifrons,AF,PASSERIFORMES,Remizidae,pássaro-do-algodão-silvestre
6886,Anthoscopus caroli,AF,PASSERIFORMES,Remizidae,pássaro-do-algodão-cinzento
6887,Anthoscopus minutus,AF,PASSERIFORMES,Remizidae,pássaro-do-algodão-do-cabo
6888,Auriparus flaviceps,"NA, MA",PASSERIFORMES,Remizidae,chapim-de-faces-douradas
6889,Nicator chloris,AF,PASSERIFORMES,Nicatoridae,tuta-picanço-de-garganta-verde
6890,Nicator gularis,AF,PASSERIFORMES,Nicatoridae,tuta-picanço-de-garganta-branca
6891,Nicator vireo,AF,PASSERIFORMES,Nicatoridae,tuta-picanço-de-garganta-amarela
6892,Panurus biarmicus,PAL,PASSERIFORMES,Panuridae,chapim-de-bigodes
6893,Alaemon alaudipes,"AF, PAL",PASSERIFORMES,Alaudidae,calhandra-de-bico-curvo
6894,Alaemon hamertoni,AF,PASSERIFORMES,Alaudidae,calhandra-corredora
6895,Chersomanes beesleyi,AF,PASSERIFORMES,Alaudidae,cotovia-de-aruxa
6896,Chersomanes albofasciata,AF,PASSERIFORMES,Alaudidae,cotovia-esporada
6897,Ammomanopsis grayi,AF,PASSERIFORMES,Alaudidae,cotovia-da-namíbia
6898,Certhilauda chuana,AF,PASSERIFORMES,Alaudidae,cotovia-de-unhas-curtas
6899,Certhilauda subcoronata,AF,PASSERIFORMES,Alaudidae,cotovia-de-bico-comprido-do-carru
6900,Certhilauda benguelensis,AF,PASSERIFORMES,Alaudidae,cotovia-de-bico-comprido-do-namibe
6901,Certhilauda semitorquata,AF,PASSERIFORMES,Alaudidae,cotovia-de-bico-comprido-oriental
6902,Certhilauda curvirostris,AF,PASSERIFORMES,Alaudidae,cotovia-de-bico-comprido-do-cabo
6903,Certhilauda brevirostris,AF,PASSERIFORMES,Alaudidae,cotovia-de-bico-comprido-do-agulhas
6904,Pinarocorys nigricans,AF,PASSERIFORMES,Alaudidae,cotovia-sombria
6905,Pinarocorys erythropygia,AF,PASSERIFORMES,Alaudidae,cotovia-de-rabadilha-ruiva
6906,Ramphocoris clotbey,AF,PASSERIFORMES,Alaudidae,calhandra-de-bico-grosso
6907,Ammomanes deserti,"AF, PAL",PASSERIFORMES,Alaudidae,calhandra-do-deserto
6908,Ammomanes cinctura,"AF, PAL",PASSERIFORMES,Alaudidae,calhandra-das-dunas
6909,Ammomanes phoenicura,OR,PASSERIFORMES,Alaudidae,calhandra-rabirruiva
6910,Eremopterix australis,AF,PASSERIFORMES,Alaudidae,pastor-preto
6911,Eremopterix hova,AF,PASSERIFORMES,Alaudidae,pastor-de-madagáscar
6912,Eremopterix nigriceps,"AF, PAL",PASSERIFORMES,Alaudidae,pastor-de-cabeça-negra
6913,Eremopterix leucotis,AF,PASSERIFORMES,Alaudidae,pastor-de-dorso-castanho
6914,Eremopterix griseus,OR,PASSERIFORMES,Alaudidae,pastor-de-coroa-cinzenta
6915,Eremopterix signatus,AF,PASSERIFORMES,Alaudidae,pastor-de-cabeça-castanha
6916,Eremopterix verticalis,AF,PASSERIFORMES,Alaudidae,pastor-de-dorso-cinzento
6917,Eremopterix leucopareia,AF,PASSERIFORMES,Alaudidae,pastor-mascarado
6918,Calendulauda sabota,AF,PASSERIFORMES,Alaudidae,cotovia-sabota
6919,Calendulauda poecilosterna,AF,PASSERIFORMES,Alaudidae,cotovia-de-peito-rosado
6920,Calendulauda alopex,AF,PASSERIFORMES,Alaudidae,cotovia-vulpina
6921,Calendulauda africanoides,AF,PASSERIFORMES,Alaudidae,cotovia-cor-de-areia
6922,Calendulauda albescens,AF,PASSERIFORMES,Alaudidae,cotovia-do-carru
6923,Calendulauda burra,AF,PASSERIFORMES,Alaudidae,cotovia-vermelha
6924,Calendulauda erythrochlamys,AF,PASSERIFORMES,Alaudidae,cotovia-das-dunas
6925,Calendulauda barlowi,AF,PASSERIFORMES,Alaudidae,cotovia-de-dorso-ruivo
6926,Heteromirafra ruddi,AF,PASSERIFORMES,Alaudidae,cotovia-de-esporas
6927,Heteromirafra archeri,AF,PASSERIFORMES,Alaudidae,cotovia-de-liben
6928,Mirafra fasciolata,AF,PASSERIFORMES,Alaudidae,cotovia-batedora-comum
6929,Mirafra apiata,AF,PASSERIFORMES,Alaudidae,cotovia-batedora-do-cabo
6930,Mirafra hypermetra,AF,PASSERIFORMES,Alaudidae,cotovia-de-asa-vermelha
6931,Mirafra africana,AF,PASSERIFORMES,Alaudidae,cotovia-de-nuca-vermelha
6932,Mirafra sharpii,AF,PASSERIFORMES,Alaudidae,Sharpe's Lark
6933,Mirafra rufocinnamomea,AF,PASSERIFORMES,Alaudidae,cotovia-das-castanholas
6934,Mirafra angolensis,AF,PASSERIFORMES,Alaudidae,cotovia-de-angola
6935,Mirafra williamsi,AF,PASSERIFORMES,Alaudidae,cotovia-do-quénia
6936,Mirafra passerina,AF,PASSERIFORMES,Alaudidae,cotovia-monótona
6937,Mirafra cheniana,AF,PASSERIFORMES,Alaudidae,cotovia-melodiosa
6938,Mirafra javanica,"AF, OR, AU",PASSERIFORMES,Alaudidae,cotovia-australasiática
6939,Mirafra microptera,OR,PASSERIFORMES,Alaudidae,cotovia-birmanesa
6940,Mirafra assamica,OR,PASSERIFORMES,Alaudidae,cotovia-de-bengala
6941,Mirafra erythrocephala,OR,PASSERIFORMES,Alaudidae,cotovia-indochinesa
6942,Mirafra erythroptera,OR,PASSERIFORMES,Alaudidae,cotovia-indiana
6943,Mirafra affinis,OR,PASSERIFORMES,Alaudidae,cotovia-tâmil
6944,Mirafra gilletti,AF,PASSERIFORMES,Alaudidae,cotovia-da-ogadénia
6945,Mirafra rufa,AF,PASSERIFORMES,Alaudidae,cotovia-ferrugínea
6946,Mirafra collaris,AF,PASSERIFORMES,Alaudidae,cotovia-de-colar
6947,Mirafra ashi,AF,PASSERIFORMES,Alaudidae,cotovia-de-uarsceik
6948,Mirafra somalica,AF,PASSERIFORMES,Alaudidae,cotovia-somali
6949,Mirafra pulpa,AF,PASSERIFORMES,Alaudidae,cotovia-assobiadora
6950,Mirafra cordofanica,AF,PASSERIFORMES,Alaudidae,cotovia-rufadoura
6951,Mirafra albicauda,AF,PASSERIFORMES,Alaudidae,cotovia-de-cauda-branca
6952,Lullula arborea,PAL,PASSERIFORMES,Alaudidae,cotovia-dos-bosques
6953,Spizocorys obbiensis,AF,PASSERIFORMES,Alaudidae,cotovia-de-óbia
6954,Spizocorys sclateri,AF,PASSERIFORMES,Alaudidae,cotovia-tordal
6955,Spizocorys starki,AF,PASSERIFORMES,Alaudidae,cotovia-pálida
6956,Spizocorys fremantlii,AF,PASSERIFORMES,Alaudidae,cotovia-de-cauda-curta
6957,Spizocorys personata,AF,PASSERIFORMES,Alaudidae,cotovia-mascarada
6958,Spizocorys fringillaris,AF,PASSERIFORMES,Alaudidae,cotovia-tentilhona
6959,Spizocorys conirostris,AF,PASSERIFORMES,Alaudidae,cotovia-de-bico-rosado
6960,Alauda leucoptera,PAL,PASSERIFORMES,Alaudidae,laverca-ruiva
6961,Alauda razae,AF,PASSERIFORMES,Alaudidae,laverca-do-raso
6962,Alauda gulgula,OR,PASSERIFORMES,Alaudidae,laverca-oriental
6963,Alauda arvensis,PAL,PASSERIFORMES,Alaudidae,laverca-comum
6964,Galerida deva,OR,PASSERIFORMES,Alaudidae,cotovia-morena
6965,Galerida modesta,AF,PASSERIFORMES,Alaudidae,cotovia-da-savana
6966,Galerida magnirostris,AF,PASSERIFORMES,Alaudidae,cotovia-de-bico-grosso
6967,Galerida theklae,AF,PASSERIFORMES,Alaudidae,cotovia-escura
6968,Galerida cristata,"PAL, AF",PASSERIFORMES,Alaudidae,cotovia-de-poupa
6969,Galerida malabarica,OR,PASSERIFORMES,Alaudidae,cotovia-do-malabar
6970,Galerida macrorhyncha,AF,PASSERIFORMES,Alaudidae,cotovia-do-magrebe
6971,Eremophila alpestris,"NA, MA, PAL",PASSERIFORMES,Alaudidae,calhandra-cornuda-comum
6972,Eremophila bilopha,"AF, PAL",PASSERIFORMES,Alaudidae,calhandra-cornuda-do-deserto
6973,Calandrella acutirostris,PAL,PASSERIFORMES,Alaudidae,calhandrinha-das-estepes
6974,Calandrella dukhunensis,PAL,PASSERIFORMES,Alaudidae,calhandrinha-da-mongólia
6975,Calandrella blanfordi,AF,PASSERIFORMES,Alaudidae,calhandrinha-etíope
6976,Calandrella eremica,AF,PASSERIFORMES,Alaudidae,calhandrinha-de-barrete-ruivo
6977,Calandrella cinerea,AF,PASSERIFORMES,Alaudidae,calhandrinha-de-barrete-vermelho
6978,Calandrella brachydactyla,PAL,PASSERIFORMES,Alaudidae,calhandrinha-galucha
6979,Melanocorypha bimaculata,PAL,PASSERIFORMES,Alaudidae,calhandra-bastarda
6980,Melanocorypha calandra,PAL,PASSERIFORMES,Alaudidae,calhandra-real
6981,Melanocorypha yeltoniensis,PAL,PASSERIFORMES,Alaudidae,calhandra-preta
6982,Melanocorypha mongolica,PAL,PASSERIFORMES,Alaudidae,calhandra-da-mongólia
6983,Melanocorypha maxima,PAL,PASSERIFORMES,Alaudidae,calhandra-do-tibete
6984,Chersophilus duponti,AF,PASSERIFORMES,Alaudidae,calhandra-crepuscular
6985,Eremalauda dunni,AF,PASSERIFORMES,Alaudidae,calhandra-eremita
6986,Eremalauda eremodites,PAL,PASSERIFORMES,Alaudidae,calhandra-arábica
6987,Alaudala athensis,AF,PASSERIFORMES,Alaudidae,calhandrinha-do-quénia
6988,Alaudala cheleensis,PAL,PASSERIFORMES,Alaudidae,calhandrinha-asiática
6989,Alaudala somalica,AF,PASSERIFORMES,Alaudidae,calhandrinha-somali
6990,Alaudala rufescens,PAL,PASSERIFORMES,Alaudidae,calhandrinha-das-marismas
6991,Alaudala heinei,PAL,PASSERIFORMES,Alaudidae,calhandrinha-do-turquestão
6992,Alaudala raytal,OR,PASSERIFORMES,Alaudidae,calhandrinha-indiana
6993,Andropadus importunus,AF,PASSERIFORMES,Pycnonotidae,tuta-sombria
6994,Stelgidillas gracilirostris,AF,PASSERIFORMES,Pycnonotidae,tuta-de-bico-fino
6995,Calyptocichla serinus,AF,PASSERIFORMES,Pycnonotidae,tuta-dourada
6996,Neolestes torquatus,AF,PASSERIFORMES,Pycnonotidae,tuta-de-colar-preto
6997,Bleda syndactylus,AF,PASSERIFORMES,Pycnonotidae,chiricuata-rabirruiva
6998,Bleda eximius,AF,PASSERIFORMES,Pycnonotidae,chiricuata-de-cauda-verde
6999,Bleda canicapillus,AF,PASSERIFORMES,Pycnonotidae,chiricuata-cabeça-velha
7000,Bleda notatus,AF,PASSERIFORMES,Pycnonotidae,chiricuata-de-loro-amarelo
7001,Bleda ugandae,AF,PASSERIFORMES,Pycnonotidae,chiricuata-de-olho-amarelo
7002,Atimastillas flavicollis,AF,PASSERIFORMES,Pycnonotidae,tuta-de-garganta-amarela
7003,Ixonotus guttatus,AF,PASSERIFORMES,Pycnonotidae,tuta-malhada
7004,Thescelocichla leucopleura,AF,PASSERIFORMES,Pycnonotidae,tuta-dos-pântanos
7005,Chlorocichla laetissima,AF,PASSERIFORMES,Pycnonotidae,tuta-alegre
7006,Chlorocichla prigoginei,AF,PASSERIFORMES,Pycnonotidae,tuta-de-ituri
7007,Chlorocichla falkensteini,AF,PASSERIFORMES,Pycnonotidae,tuta-de-queixo-amarelo
7008,Chlorocichla flaviventris,AF,PASSERIFORMES,Pycnonotidae,tuta-amarela
7009,Chlorocichla simplex,AF,PASSERIFORMES,Pycnonotidae,tuta-discreta
7010,Baeopogon indicator,AF,PASSERIFORMES,Pycnonotidae,tuta-indicadora
7011,Baeopogon clamans,AF,PASSERIFORMES,Pycnonotidae,tuta-estridente
7012,Arizelocichla montana,AF,PASSERIFORMES,Pycnonotidae,tuta-dos-camarões
7013,Arizelocichla tephrolaema,AF,PASSERIFORMES,Pycnonotidae,tuta-de-garganta-cinzenta
7014,Arizelocichla kakamegae,AF,PASSERIFORMES,Pycnonotidae,tuta-de-kakamega
7015,Arizelocichla masukuensis,AF,PASSERIFORMES,Pycnonotidae,tuta-da-tanzânia
7016,Arizelocichla neumanni,AF,PASSERIFORMES,Pycnonotidae,tuta-dos-uluguru
7017,Arizelocichla fusciceps,AF,PASSERIFORMES,Pycnonotidae,tuta-sombra
7018,Arizelocichla chlorigula,AF,PASSERIFORMES,Pycnonotidae,tuta-de-garganta-verde
7019,Arizelocichla kikuyuensis,AF,PASSERIFORMES,Pycnonotidae,tuta-de-peito-oliva
7020,Arizelocichla nigriceps,AF,PASSERIFORMES,Pycnonotidae,tuta-de-chapéu
7021,Arizelocichla olivaceiceps,AF,PASSERIFORMES,Pycnonotidae,tuta-de-cabeça-verde
7022,Arizelocichla striifacies,AF,PASSERIFORMES,Pycnonotidae,tuta-de-cabeça-listrada
7023,Arizelocichla milanjensis,AF,PASSERIFORMES,Pycnonotidae,tuta-do-milange
7024,Criniger barbatus,AF,PASSERIFORMES,Pycnonotidae,tuta-barbuda
7025,Criniger chloronotus,AF,PASSERIFORMES,Pycnonotidae,tuta-de-dorso-verde
7026,Criniger calurus,AF,PASSERIFORMES,Pycnonotidae,tuta-rabirruiva
7027,Criniger ndussumensis,AF,PASSERIFORMES,Pycnonotidae,tuta-de-barba-branca
7028,Criniger olivaceus,AF,PASSERIFORMES,Pycnonotidae,tuta-de-barba-amarela
7029,Eurillas virens,AF,PASSERIFORMES,Pycnonotidae,tuta-verde-pequena
7030,Eurillas latirostris,AF,PASSERIFORMES,Pycnonotidae,tuta-de-suíças
7031,Eurillas curvirostris,AF,PASSERIFORMES,Pycnonotidae,tuta-lisa
7032,Eurillas gracilis,AF,PASSERIFORMES,Pycnonotidae,tuta-cinzenta-pequena
7033,Eurillas ansorgei,AF,PASSERIFORMES,Pycnonotidae,tuta-trissilábica
7034,Phyllastrephus debilis,AF,PASSERIFORMES,Pycnonotidae,tuta-esbelta
7035,Phyllastrephus albigula,AF,PASSERIFORMES,Pycnonotidae,tuta-dos-usambara
7036,Phyllastrephus albigularis,AF,PASSERIFORMES,Pycnonotidae,tuta-de-garganta-branca
7037,Phyllastrephus xavieri,AF,PASSERIFORMES,Pycnonotidae,tuta-sulfúrea
7038,Phyllastrephus icterinus,AF,PASSERIFORMES,Pycnonotidae,tuta-icterina
7039,Phyllastrephus terrestris,AF,PASSERIFORMES,Pycnonotidae,tuta-da-terra
7040,Phyllastrephus poensis,AF,PASSERIFORMES,Pycnonotidae,tuta-olivácea
7041,Phyllastrephus strepitans,AF,PASSERIFORMES,Pycnonotidae,tuta-parda
7042,Phyllastrephus cerviniventris,AF,PASSERIFORMES,Pycnonotidae,tuta-verde-cinza
7043,Phyllastrephus fischeri,AF,PASSERIFORMES,Pycnonotidae,tuta-de-olho-claro
7044,Phyllastrephus cabanisi,AF,PASSERIFORMES,Pycnonotidae,tuta-de-garganta-clara
7045,Phyllastrephus placidus,AF,PASSERIFORMES,Pycnonotidae,tuta-plácida
7046,Phyllastrephus scandens,AF,PASSERIFORMES,Pycnonotidae,tuta-das-folhas
7047,Phyllastrephus lorenzi,AF,PASSERIFORMES,Pycnonotidae,tuta-de-barrete
7048,Phyllastrephus flavostriatus,AF,PASSERIFORMES,Pycnonotidae,tuta-de-riscas-amarelas
7049,Phyllastrephus alfredi,AF,PASSERIFORMES,Pycnonotidae,tuta-acastanhada
7050,Phyllastrephus poliocephalus,AF,PASSERIFORMES,Pycnonotidae,tuta-de-barriga-amarela
7051,Phyllastrephus hypochloris,AF,PASSERIFORMES,Pycnonotidae,tuta-de-toro
7052,Phyllastrephus baumanni,AF,PASSERIFORMES,Pycnonotidae,tuta-da-guiné
7053,Phyllastrephus fulviventris,AF,PASSERIFORMES,Pycnonotidae,tuta-de-angola
7054,Tricholestes criniger,OR,PASSERIFORMES,Pycnonotidae,bulbul-cabeludo
7055,Setornis criniger,OR,PASSERIFORMES,Pycnonotidae,bulbul-bicudo
