,IOC,Breeding Range,Order,Family,Ukrainian
4364,Cinclodes fuscus,SA,PASSERIFORMES,Furnariidae,трясохвіст смугастокрилий
4365,Cinclodes comechingonus,SA,PASSERIFORMES,Furnariidae,трясохвіст рудокрилий
4366,Cinclodes albidiventris,SA,PASSERIFORMES,Furnariidae,трясихвіст білобровий
4367,Cinclodes albiventris,SA,PASSERIFORMES,Furnariidae,трясихвіст гірський
4368,Cinclodes olrogi,SA,PASSERIFORMES,Furnariidae,трясохвіст скельний
4369,Cinclodes oustaleti,SA,PASSERIFORMES,Furnariidae,трясохвіст сіробокий
4370,Cinclodes excelsior,SA,PASSERIFORMES,Furnariidae,трясохвіст строкатий
4371,Cinclodes aricomae,SA,PASSERIFORMES,Furnariidae,трясохвіст бурочеревий
4372,Cinclodes palliatus,SA,PASSERIFORMES,Furnariidae,трясохвіст білочеревий
4373,Cinclodes atacamensis,SA,PASSERIFORMES,Furnariidae,трясохвіст білокрилий
4374,Cinclodes patagonicus,SA,PASSERIFORMES,Furnariidae,трясохвіст темночеревий
4375,Cinclodes taczanowskii,SA,PASSERIFORMES,Furnariidae,трясохвіст бурий
4376,Cinclodes nigrofumosus,SA,PASSERIFORMES,Furnariidae,трясохвіст прибережний
4377,Anabazenops dorsalis,SA,PASSERIFORMES,Furnariidae,філідор-великодзьоб бурий
4378,Anabazenops fuscus,SA,PASSERIFORMES,Furnariidae,філідор-великодзьоб білошиїй
4379,Megaxenops parnaguae,SA,PASSERIFORMES,Furnariidae,піколезна велика
4380,Cichlocolaptes leucophrus,SA,PASSERIFORMES,Furnariidae,філідор світлобровий
4381,Cichlocolaptes mazarbarnetti,SA,PASSERIFORMES,Furnariidae,філідор бразильський
4382,Heliobletus contaminatus,SA,PASSERIFORMES,Furnariidae,піколезна парагвайська
4383,Philydor fuscipenne,"MA, SA",PASSERIFORMES,Furnariidae,філідор широкобровий
4384,Philydor erythrocercum,SA,PASSERIFORMES,Furnariidae,філідор рудогузий
4385,Philydor novaesi,SA,PASSERIFORMES,Furnariidae,філідор лісовий
4386,Philydor atricapillus,SA,PASSERIFORMES,Furnariidae,філідор чорноголовий
4387,Philydor pyrrhodes,SA,PASSERIFORMES,Furnariidae,філідор рудочеревий
4388,Anabacerthia striaticollis,SA,PASSERIFORMES,Furnariidae,тікотіко гірський
4389,Anabacerthia variegaticeps,"MA, SA",PASSERIFORMES,Furnariidae,тікотіко бурохвостий
4390,Anabacerthia ruficaudata,SA,PASSERIFORMES,Furnariidae,філідор рудохвостий
4391,Anabacerthia amaurotis,SA,PASSERIFORMES,Furnariidae,тікотіко білобровий
4392,Anabacerthia lichtensteini,SA,PASSERIFORMES,Furnariidae,філідор вохристий
4393,Syndactyla rufosuperciliata,SA,PASSERIFORMES,Furnariidae,філідор білогорлий
4394,Syndactyla dimidiata,SA,PASSERIFORMES,Furnariidae,філідор коричневий
4395,Syndactyla roraimae,SA,PASSERIFORMES,Furnariidae,філідор-лісовик білогорлий
4396,Syndactyla subalaris,"MA, SA",PASSERIFORMES,Furnariidae,філідор золотистий
4397,Syndactyla ruficollis,SA,PASSERIFORMES,Furnariidae,філідор рудошиїй
4398,Syndactyla guttulata,SA,PASSERIFORMES,Furnariidae,філідор оливковий
4399,Syndactyla ucayalae,SA,PASSERIFORMES,Furnariidae,анабат перуанський
4400,Syndactyla striata,SA,PASSERIFORMES,Furnariidae,анабат болівійський
4401,Ancistrops strigilatus,SA,PASSERIFORMES,Furnariidae,тікотіко смугастобокий
4402,Dendroma rufa,"MA, SA",PASSERIFORMES,Furnariidae,філідор золотолобий
4403,Dendroma erythroptera,SA,PASSERIFORMES,Furnariidae,філідор іржастокрилий
4404,Clibanornis dendrocolaptoides,SA,PASSERIFORMES,Furnariidae,м’якохвіст бамбуковий
4405,Clibanornis rectirostris,SA,PASSERIFORMES,Furnariidae,філідор рудий
4406,Clibanornis erythrocephalus,SA,PASSERIFORMES,Furnariidae,філідор рудоголовий
4407,Clibanornis rubiginosus,"MA, SA",PASSERIFORMES,Furnariidae,філідор-лісовик іржастий
4408,Clibanornis rufipectus,SA,PASSERIFORMES,Furnariidae,філідор колумбійський
4409,Thripadectes ignobilis,SA,PASSERIFORMES,Furnariidae,птах-гончар колумбійський
4410,Thripadectes flammulatus,SA,PASSERIFORMES,Furnariidae,птах-гончар строкатий
4411,Thripadectes scrutator,SA,PASSERIFORMES,Furnariidae,птах-гончар перуанський
4412,Thripadectes rufobrunneus,MA,PASSERIFORMES,Furnariidae,птах-гончар темноголовий
4413,Thripadectes melanorhynchus,SA,PASSERIFORMES,Furnariidae,птах-гончар чорнодзьобий
4414,Thripadectes holostictus,SA,PASSERIFORMES,Furnariidae,птах-гончар смугастий
4415,Thripadectes virgaticeps,SA,PASSERIFORMES,Furnariidae,птах-гончар еквадорський
4416,Automolus rufipileatus,SA,PASSERIFORMES,Furnariidae,філідор-лісовик рудочеревий
4417,Automolus melanopezus,SA,PASSERIFORMES,Furnariidae,філідор-лісовик червоноокий
4418,Automolus cervinigularis,MA,PASSERIFORMES,Furnariidae,Fawn-throated Foliage-gleaner
4419,Automolus ochrolaemus,"MA, SA",PASSERIFORMES,Furnariidae,філідор-лісовик вохристогорлий
4420,Automolus exsertus,MA,PASSERIFORMES,Furnariidae,філідор панамський
4421,Automolus subulatus,SA,PASSERIFORMES,Furnariidae,філідор рископерий
4422,Automolus virgatus,"MA, SA",PASSERIFORMES,Furnariidae,філідор бурочеревий
4423,Automolus infuscatus,SA,PASSERIFORMES,Furnariidae,філідор-лісовик бурочеревий
4424,Automolus paraensis,SA,PASSERIFORMES,Furnariidae,філідор паранський
4425,Automolus lammi,SA,PASSERIFORMES,Furnariidae,філідор пернамбуцький
4426,Automolus leucophthalmus,SA,PASSERIFORMES,Furnariidae,філідор-лісовик білоокий
4427,Premnoplex brunnescens,"MA, SA",PASSERIFORMES,Furnariidae,гострохвіст рудогорлий
4428,Premnoplex tatei,SA,PASSERIFORMES,Furnariidae,гострохвіст білогорлий
4429,Margarornis bellulus,MA,PASSERIFORMES,Furnariidae,щетинкохвіст панамський
4430,Margarornis rubiginosus,MA,PASSERIFORMES,Furnariidae,щетинкохвіст гірський
4431,Margarornis stellatus,SA,PASSERIFORMES,Furnariidae,щетинкохвіст рудий
4432,Margarornis squamiger,SA,PASSERIFORMES,Furnariidae,щетинкохвіст перлистий
4433,Aphrastura spinicauda,SA,PASSERIFORMES,Furnariidae,раядито малий
4434,Aphrastura masafuerae,SA,PASSERIFORMES,Furnariidae,раядито великий
4435,Sylviorthorhynchus desmurii,SA,PASSERIFORMES,Furnariidae,тієрал
4436,Sylviorthorhynchus yanacensis,SA,PASSERIFORMES,Furnariidae,сікора руда
4437,Leptasthenura fuliginiceps,SA,PASSERIFORMES,Furnariidae,сікора бура
4438,Leptasthenura platensis,SA,PASSERIFORMES,Furnariidae,сікора чубата
4439,Leptasthenura aegithaloides,SA,PASSERIFORMES,Furnariidae,сікора вохристочерева
4440,Leptasthenura striolata,SA,PASSERIFORMES,Furnariidae,сікора строката
4441,Leptasthenura pileata,SA,PASSERIFORMES,Furnariidae,сікора перуанська
4442,Leptasthenura xenothorax,SA,PASSERIFORMES,Furnariidae,сікора червоноголова
4443,Leptasthenura striata,SA,PASSERIFORMES,Furnariidae,сікора світлогорла
4444,Leptasthenura andicola,SA,PASSERIFORMES,Furnariidae,сікора андійська
4445,Leptasthenura setaria,SA,PASSERIFORMES,Furnariidae,сікора араукарієва
4446,Phacellodomus rufifrons,SA,PASSERIFORMES,Furnariidae,м’якохвіст рудолобий
4447,Phacellodomus inornatus,SA,PASSERIFORMES,Furnariidae,м’якохвіст венесуельський
4448,Phacellodomus striaticeps,SA,PASSERIFORMES,Furnariidae,м’якохвіст світлочеревий
4449,Phacellodomus sibilatrix,SA,PASSERIFORMES,Furnariidae,м’якохвіст малий
4450,Phacellodomus dorsalis,SA,PASSERIFORMES,Furnariidae,м’якохвіст перуанський
4451,Phacellodomus maculipectus,SA,PASSERIFORMES,Furnariidae,м’якохвіст перлистоволий
4452,Phacellodomus striaticollis,SA,PASSERIFORMES,Furnariidae,м’якохвіст вохристоволий
4453,Phacellodomus ruber,SA,PASSERIFORMES,Furnariidae,м’якохвіст великий
4454,Phacellodomus erythrophthalmus,SA,PASSERIFORMES,Furnariidae,м’якохвіст червоноокий
4455,Phacellodomus ferrugineigula,SA,PASSERIFORMES,Furnariidae,м’якохвіст іржастоволий
4456,Hellmayrea gularis,SA,PASSERIFORMES,Furnariidae,пію білобровий
4457,Anumbius annumbi,SA,PASSERIFORMES,Furnariidae,анумбі смугастоголовий
4458,Coryphistera alaudina,SA,PASSERIFORMES,Furnariidae,анумбі чубатий
4459,Asthenes dorbignyi,SA,PASSERIFORMES,Furnariidae,канастеро білочеревий
4460,Asthenes arequipae,SA,PASSERIFORMES,Furnariidae,канастеро темнокрилий
4461,Asthenes huancavelicae,SA,PASSERIFORMES,Furnariidae,канастеро світлохвостий
4462,Asthenes berlepschi,SA,PASSERIFORMES,Furnariidae,канастеро консатський
4463,Asthenes baeri,SA,PASSERIFORMES,Furnariidae,канастеро короткодзьобий
4464,Asthenes luizae,SA,PASSERIFORMES,Furnariidae,канастеро сірочеревий
4465,Asthenes hudsoni,SA,PASSERIFORMES,Furnariidae,канастеро блідий
4466,Asthenes anthoides,SA,PASSERIFORMES,Furnariidae,канастеро південний
4467,Asthenes urubambensis,SA,PASSERIFORMES,Furnariidae,канастеро білобровий
4468,Asthenes flammulata,SA,PASSERIFORMES,Furnariidae,канастеро смугастий
4469,Asthenes virgata,SA,PASSERIFORMES,Furnariidae,канастеро перуанський
4470,Asthenes maculicauda,SA,PASSERIFORMES,Furnariidae,канастеро смугастохвостий
4471,Asthenes wyatti,SA,PASSERIFORMES,Furnariidae,канастеро скельний
4472,Asthenes humilis,SA,PASSERIFORMES,Furnariidae,канастеро строкатогорлий
4473,Asthenes modesta,SA,PASSERIFORMES,Furnariidae,канастеро андійський
4474,Asthenes moreirae,SA,PASSERIFORMES,Furnariidae,корпуана чагарникова
4475,Asthenes pyrrholeuca,SA,PASSERIFORMES,Furnariidae,канастеро малий
4476,Asthenes harterti,SA,PASSERIFORMES,Furnariidae,корпуана чорногорла
4477,Asthenes helleri,SA,PASSERIFORMES,Furnariidae,корпуана плямистощока
4478,Asthenes vilcabambae,SA,PASSERIFORMES,Furnariidae,корпуана рудогорла
4479,Asthenes ayacuchensis,SA,PASSERIFORMES,Furnariidae,канастеро аякучоанська
4480,Asthenes pudibunda,SA,PASSERIFORMES,Furnariidae,канастеро каньйоновий
4481,Asthenes ottonis,SA,PASSERIFORMES,Furnariidae,канастеро рудолобий
4482,Asthenes heterura,SA,PASSERIFORMES,Furnariidae,канастеро болівійський
4483,Asthenes palpebralis,SA,PASSERIFORMES,Furnariidae,корпуана перуанська
4484,Asthenes coryi,SA,PASSERIFORMES,Furnariidae,корпуана венесуельська
4485,Asthenes perijana,SA,PASSERIFORMES,Furnariidae,корпуана періянська
4486,Asthenes fuliginosa,SA,PASSERIFORMES,Furnariidae,корпуана білогорла
4487,Asthenes griseomurina,SA,PASSERIFORMES,Furnariidae,корпуана еквадорська
4488,Acrobatornis fonsecai,SA,PASSERIFORMES,Furnariidae,кошикороб сірий
4489,Metopothrix aurantiaca,SA,PASSERIFORMES,Furnariidae,жовтощок
4490,Xenerpestes minlosi,"MA, SA",PASSERIFORMES,Furnariidae,сірохвіст білобровий
4491,Xenerpestes singularis,SA,PASSERIFORMES,Furnariidae,сірохвіст еквадорський
4492,Siptornis striaticollis,SA,PASSERIFORMES,Furnariidae,гончар-білобровець
4493,Roraimia adusta,SA,PASSERIFORMES,Furnariidae,рораїмія
4494,Thripophaga gutturata,SA,PASSERIFORMES,Furnariidae,курутія амазонійська
4495,Thripophaga macroura,SA,PASSERIFORMES,Furnariidae,кошикороб широкохвостий
4496,Thripophaga cherriei,SA,PASSERIFORMES,Furnariidae,кошикороб оріноцький
4497,Thripophaga amacurensis,SA,PASSERIFORMES,Furnariidae,кошикороб амакуроанський
4498,Thripophaga fusciceps,SA,PASSERIFORMES,Furnariidae,кошикороб мінливий
4499,Limnoctites rectirostris,SA,PASSERIFORMES,Furnariidae,очеретник прямодзьобий
4500,Limnoctites sulphuriferus,SA,PASSERIFORMES,Furnariidae,курутія жовтогорла
4501,Cranioleuca berlepschi,SA,PASSERIFORMES,Furnariidae,кошикороб рудий
4502,Cranioleuca weskei,SA,PASSERIFORMES,Furnariidae,Vilcabamba Spinetail
4503,Cranioleuca marcapatae,SA,PASSERIFORMES,Furnariidae,курутія перуанська
4504,Cranioleuca albiceps,SA,PASSERIFORMES,Furnariidae,курутія білоголова
4505,Cranioleuca vulpina,SA,PASSERIFORMES,Furnariidae,курутія рудоспинна
4506,Cranioleuca dissita,MA,PASSERIFORMES,Furnariidae,курутія острівна
4507,Cranioleuca vulpecula,SA,PASSERIFORMES,Furnariidae,курутія світлощока
4508,Cranioleuca subcristata,SA,PASSERIFORMES,Furnariidae,курутія чубата
4509,Cranioleuca pyrrhophia,SA,PASSERIFORMES,Furnariidae,курутія білоброва
4510,Cranioleuca henricae,SA,PASSERIFORMES,Furnariidae,курутія болівійська
4511,Cranioleuca obsoleta,SA,PASSERIFORMES,Furnariidae,курутія парагвайська
4512,Cranioleuca pallida,SA,PASSERIFORMES,Furnariidae,курутія бліда
4513,Cranioleuca semicinerea,SA,PASSERIFORMES,Furnariidae,курутія попеляста
4514,Cranioleuca albicapilla,SA,PASSERIFORMES,Furnariidae,курутія світлоголова
4515,Cranioleuca erythrops,"MA, SA",PASSERIFORMES,Furnariidae,курутія рудощока
4516,Cranioleuca demissa,SA,PASSERIFORMES,Furnariidae,курутія тепуйська
4517,Cranioleuca hellmayri,SA,PASSERIFORMES,Furnariidae,курутія колумбійська
4518,Cranioleuca curtata,SA,PASSERIFORMES,Furnariidae,курутія сіроброва
4519,Cranioleuca antisiensis,SA,PASSERIFORMES,Furnariidae,курутія еквадорська
4520,Cranioleuca muelleri,SA,PASSERIFORMES,Furnariidae,курутія бразильська
4521,Pseudasthenes humicola,SA,PASSERIFORMES,Furnariidae,канастеро чорнохвостий
4522,Pseudasthenes patagonica,SA,PASSERIFORMES,Furnariidae,канастеро патагонський
4523,Pseudasthenes steinbachi,SA,PASSERIFORMES,Furnariidae,канастеро каштановий
4524,Pseudasthenes cactorum,SA,PASSERIFORMES,Furnariidae,канастеро кактусовий
4525,Spartonoica maluroides,SA,PASSERIFORMES,Furnariidae,сікора коричневоголова
4526,Pseudoseisura cristata,SA,PASSERIFORMES,Furnariidae,качолота рудочуба
4527,Pseudoseisura unirufa,SA,PASSERIFORMES,Furnariidae,качолота сірочуба
4528,Pseudoseisura lophotes,SA,PASSERIFORMES,Furnariidae,качолота чорночуба
4529,Pseudoseisura gutturalis,SA,PASSERIFORMES,Furnariidae,качолота білогорла
4530,Certhiaxis cinnamomeus,SA,PASSERIFORMES,Furnariidae,мочарник жовтогорлий
4531,Certhiaxis mustelinus,SA,PASSERIFORMES,Furnariidae,мочарник річковий
4532,Mazaria propinqua,SA,PASSERIFORMES,Furnariidae,пію білочеревий
4533,Schoeniophylax phryganophilus,SA,PASSERIFORMES,Furnariidae,периліо
4534,Synallaxis scutata,SA,PASSERIFORMES,Furnariidae,пію вохристощокий
4535,Synallaxis cinerascens,SA,PASSERIFORMES,Furnariidae,пію сірочеревий
4536,Synallaxis gujanensis,SA,PASSERIFORMES,Furnariidae,пію гаянський
4537,Synallaxis simoni,SA,PASSERIFORMES,Furnariidae,Araguaia Spinetail
