,IOC,Breeding Range,Order,Family,Slovak
6954,Spizocorys sclateri,AF,PASSERIFORMES,Alaudidae,škovránok skalný
6955,Spizocorys starki,AF,PASSERIFORMES,Alaudidae,škovránok Starkov
6956,Spizocorys fremantlii,AF,PASSERIFORMES,Alaudidae,škovránok zobatý
6957,Spizocorys personata,AF,PASSERIFORMES,Alaudidae,škovránok maskový
6958,Spizocorys fringillaris,AF,PASSERIFORMES,Alaudidae,škovránok bielobruchý
6959,Spizocorys conirostris,AF,PASSERIFORMES,Alaudidae,škovránok ružovozobý
6960,Alauda leucoptera,PAL,PASSERIFORMES,Alaudidae,škovránok bielokrídly
6961,Alauda razae,AF,PASSERIFORMES,Alaudidae,škovránok ostrovný
6962,Alauda gulgula,OR,PASSERIFORMES,Alaudidae,škovránok krátkochvostý
6963,Alauda arvensis,PAL,PASSERIFORMES,Alaudidae,škovránok poľný
6964,Galerida deva,OR,PASSERIFORMES,Alaudidae,pipíška okrová
6965,Galerida modesta,AF,PASSERIFORMES,Alaudidae,pipíška hrdzavá
6966,Galerida magnirostris,AF,PASSERIFORMES,Alaudidae,pipíška hrubozobá
6967,Galerida theklae,AF,PASSERIFORMES,Alaudidae,pipíška vavrínová
6968,Galerida cristata,"PAL, AF",PASSERIFORMES,Alaudidae,pipíška chochlatá
6969,Galerida malabarica,OR,PASSERIFORMES,Alaudidae,pipíška skalná
6970,Galerida macrorhyncha,AF,PASSERIFORMES,Alaudidae,pipíška atlaská
6971,Eremophila alpestris,"NA, MA, PAL",PASSERIFORMES,Alaudidae,uškárik vrchovský
6972,Eremophila bilopha,"AF, PAL",PASSERIFORMES,Alaudidae,uškárik bielohrdlý
6973,Calandrella acutirostris,PAL,PASSERIFORMES,Alaudidae,škovránka ostrozobá
6974,Calandrella dukhunensis,PAL,PASSERIFORMES,Alaudidae,škovránka mongolská
6975,Calandrella blanfordi,AF,PASSERIFORMES,Alaudidae,škovránka hnedkavá
6976,Calandrella eremica,AF,PASSERIFORMES,Alaudidae,škovránka púšťová
6977,Calandrella cinerea,AF,PASSERIFORMES,Alaudidae,škovránka čiapočkatá
6978,Calandrella brachydactyla,PAL,PASSERIFORMES,Alaudidae,škovránka krátkoprstá
6979,Melanocorypha bimaculata,PAL,PASSERIFORMES,Alaudidae,škovran dvojškvrnový
6980,Melanocorypha calandra,PAL,PASSERIFORMES,Alaudidae,škovran stepný
6981,Melanocorypha yeltoniensis,PAL,PASSERIFORMES,Alaudidae,škovran čierny
6982,Melanocorypha mongolica,PAL,PASSERIFORMES,Alaudidae,škovran venčekový
6983,Melanocorypha maxima,PAL,PASSERIFORMES,Alaudidae,škovran močiarny
6984,Chersophilus duponti,AF,PASSERIFORMES,Alaudidae,škovránok plachý
6985,Eremalauda dunni,AF,PASSERIFORMES,Alaudidae,škovránok saharský
6986,Eremalauda eremodites,PAL,PASSERIFORMES,Alaudidae,škovránok arabský
6987,Alaudala athensis,AF,PASSERIFORMES,Alaudidae,škovránok kenský
6988,Alaudala cheleensis,PAL,PASSERIFORMES,Alaudidae,škovránok ázijský
6989,Alaudala somalica,AF,PASSERIFORMES,Alaudidae,škovránok okuliarnatý
6990,Alaudala rufescens,PAL,PASSERIFORMES,Alaudidae,škovránok malý
6991,Alaudala heinei,PAL,PASSERIFORMES,Alaudidae,škovránok Heineho
6992,Alaudala raytal,OR,PASSERIFORMES,Alaudidae,škovránok retal
6993,Andropadus importunus,AF,PASSERIFORMES,Pycnonotidae,afrobyl bledooký
6994,Stelgidillas gracilirostris,AF,PASSERIFORMES,Pycnonotidae,afrobyl tenkozobý
6995,Calyptocichla serinus,AF,PASSERIFORMES,Pycnonotidae,afrobyl zlatý
6996,Neolestes torquatus,AF,PASSERIFORMES,Pycnonotidae,obručiar kolohrivý
6997,Bleda syndactylus,AF,PASSERIFORMES,Pycnonotidae,afrobyl fúzatý
6998,Bleda eximius,AF,PASSERIFORMES,Pycnonotidae,afrobyl zelenochvostý
6999,Bleda canicapillus,AF,PASSERIFORMES,Pycnonotidae,afrobyl mravčí
7000,Bleda notatus,AF,PASSERIFORMES,Pycnonotidae,afrobyl žltkavý
7001,Bleda ugandae,AF,PASSERIFORMES,Pycnonotidae,afrobyl tropický
7002,Atimastillas flavicollis,AF,PASSERIFORMES,Pycnonotidae,afrobyl hájový
7003,Ixonotus guttatus,AF,PASSERIFORMES,Pycnonotidae,afrobyl škvrnitý
7004,Thescelocichla leucopleura,AF,PASSERIFORMES,Pycnonotidae,afrobyl močiarny
7005,Chlorocichla laetissima,AF,PASSERIFORMES,Pycnonotidae,afrobyl šafranový
7006,Chlorocichla prigoginei,AF,PASSERIFORMES,Pycnonotidae,afrobyl citrónový
7007,Chlorocichla falkensteini,AF,PASSERIFORMES,Pycnonotidae,afrobyl červenooký
7008,Chlorocichla flaviventris,AF,PASSERIFORMES,Pycnonotidae,afrobyl okuliarnatý
7009,Chlorocichla simplex,AF,PASSERIFORMES,Pycnonotidae,afrobyl mačací
7010,Baeopogon indicator,AF,PASSERIFORMES,Pycnonotidae,afrobyl pásochvostý
7011,Baeopogon clamans,AF,PASSERIFORMES,Pycnonotidae,afrobyl lužný
7012,Arizelocichla montana,AF,PASSERIFORMES,Pycnonotidae,afrobyl hôrny
7013,Arizelocichla tephrolaema,AF,PASSERIFORMES,Pycnonotidae,afrobyl sivohrdlý
7014,Arizelocichla kakamegae,AF,PASSERIFORMES,Pycnonotidae,afrobyl stromový
7015,Arizelocichla masukuensis,AF,PASSERIFORMES,Pycnonotidae,afrobyl čiapočkatý
7016,Arizelocichla neumanni,AF,PASSERIFORMES,Pycnonotidae,afrobyl tanzánijský
7017,Arizelocichla fusciceps,AF,PASSERIFORMES,Pycnonotidae,afrobyl horský
7018,Arizelocichla chlorigula,AF,PASSERIFORMES,Pycnonotidae,afrobyl zelenohrdlý
7019,Arizelocichla kikuyuensis,AF,PASSERIFORMES,Pycnonotidae,afrobyl ugandský
7020,Arizelocichla nigriceps,AF,PASSERIFORMES,Pycnonotidae,afrobyl tmavohlavý
7021,Arizelocichla olivaceiceps,AF,PASSERIFORMES,Pycnonotidae,afrobyl olivovohlavý
7022,Arizelocichla striifacies,AF,PASSERIFORMES,Pycnonotidae,afrobyl sivolíci
7023,Arizelocichla milanjensis,AF,PASSERIFORMES,Pycnonotidae,afrobyl fŕkanolíci
7024,Criniger barbatus,AF,PASSERIFORMES,Pycnonotidae,afrobyl bradatý
7025,Criniger chloronotus,AF,PASSERIFORMES,Pycnonotidae,afrobyl zelenochrbtý
7026,Criniger calurus,AF,PASSERIFORMES,Pycnonotidae,afrobyl červenochvostý
7027,Criniger ndussumensis,AF,PASSERIFORMES,Pycnonotidae,afrobyl bielobradý
7028,Criniger olivaceus,AF,PASSERIFORMES,Pycnonotidae,afrobyl zelenobruchý
7029,Eurillas virens,AF,PASSERIFORMES,Pycnonotidae,afrobyl zelenkavý
7030,Eurillas latirostris,AF,PASSERIFORMES,Pycnonotidae,afrobyl žltobradý
7031,Eurillas curvirostris,AF,PASSERIFORMES,Pycnonotidae,afrobyl krivozobý
7032,Eurillas gracilis,AF,PASSERIFORMES,Pycnonotidae,afrobyl sivý
7033,Eurillas ansorgei,AF,PASSERIFORMES,Pycnonotidae,afrobyl lesný
7034,Phyllastrephus debilis,AF,PASSERIFORMES,Pycnonotidae,afrobyl malý
7035,Phyllastrephus albigula,AF,PASSERIFORMES,Pycnonotidae,afrobyl zelenohlavý
7036,Phyllastrephus albigularis,AF,PASSERIFORMES,Pycnonotidae,afrobyl bielohrdlý
7037,Phyllastrephus xavieri,AF,PASSERIFORMES,Pycnonotidae,afrobyl žltohrdlý
7038,Phyllastrephus icterinus,AF,PASSERIFORMES,Pycnonotidae,afrobyl jantárový
7039,Phyllastrephus terrestris,AF,PASSERIFORMES,Pycnonotidae,afrobyl zemný
7040,Phyllastrephus poensis,AF,PASSERIFORMES,Pycnonotidae,afrobyl vŕškový
7041,Phyllastrephus strepitans,AF,PASSERIFORMES,Pycnonotidae,afrobyl hrdzavý
7042,Phyllastrephus cerviniventris,AF,PASSERIFORMES,Pycnonotidae,afrobyl bledonohý
7043,Phyllastrephus fischeri,AF,PASSERIFORMES,Pycnonotidae,afrobyl hrdzavochvostý
7044,Phyllastrephus cabanisi,AF,PASSERIFORMES,Pycnonotidae,afrobyl plavý
7045,Phyllastrephus placidus,AF,PASSERIFORMES,Pycnonotidae,afrobyl húštinový
7046,Phyllastrephus scandens,AF,PASSERIFORMES,Pycnonotidae,afrobyl sivohlavý
7047,Phyllastrephus lorenzi,AF,PASSERIFORMES,Pycnonotidae,afrobyl korunkatý
7048,Phyllastrephus flavostriatus,AF,PASSERIFORMES,Pycnonotidae,afrobyl pásikavý
7049,Phyllastrephus alfredi,AF,PASSERIFORMES,Pycnonotidae,afrobyl dlhozobý
7050,Phyllastrephus poliocephalus,AF,PASSERIFORMES,Pycnonotidae,afrobyl žltý
7051,Phyllastrephus hypochloris,AF,PASSERIFORMES,Pycnonotidae,afrobyl podrastový
7052,Phyllastrephus baumanni,AF,PASSERIFORMES,Pycnonotidae,afrobyl hnedkavý
7053,Phyllastrephus fulviventris,AF,PASSERIFORMES,Pycnonotidae,afrobyl olivový
7054,Tricholestes criniger,OR,PASSERIFORMES,Pycnonotidae,bylbyl hrivnatý
7055,Setornis criniger,OR,PASSERIFORMES,Pycnonotidae,bylbyl hákozobý
7056,Alophoixus phaeocephalus,OR,PASSERIFORMES,Pycnonotidae,bylbyl zlatý
7057,Alophoixus frater,OR,PASSERIFORMES,Pycnonotidae,bylbyl hnedooký
7058,Alophoixus tephrogenys,OR,PASSERIFORMES,Pycnonotidae,bylbyl olivovoprsý
7059,Alophoixus ruficrissus,OR,PASSERIFORMES,Pycnonotidae,bylbyl ragum
7060,Alophoixus bres,OR,PASSERIFORMES,Pycnonotidae,bylbyl bres
7061,Alophoixus flaveolus,OR,PASSERIFORMES,Pycnonotidae,bylbyl hnedochochlatý
7062,Alophoixus ochraceus,OR,PASSERIFORMES,Pycnonotidae,bylbyl okrový
7063,Alophoixus pallidus,OR,PASSERIFORMES,Pycnonotidae,bylbyl sivolíci
7064,Alcurus striatus,OR,PASSERIFORMES,Pycnonotidae,bylbyl čiarkový
7065,Iole finschii,OR,PASSERIFORMES,Pycnonotidae,bylbyl žltohrdlý
7066,Iole palawanensis,OR,PASSERIFORMES,Pycnonotidae,bylbyl žltobruchý
7067,Iole viridescens,OR,PASSERIFORMES,Pycnonotidae,bylbyl mjanmarský
7068,Iole crypta,OR,PASSERIFORMES,Pycnonotidae,bylbyl plavoboký
7069,Iole charlottae,OR,PASSERIFORMES,Pycnonotidae,bylbyl olivový
7070,Iole cacharensis,OR,PASSERIFORMES,Pycnonotidae,bylbyl bronzový
7071,Iole propinqua,OR,PASSERIFORMES,Pycnonotidae,bylbyl sivooký
7072,Hemixos leucogrammicus,OR,PASSERIFORMES,Pycnonotidae,bylbyl bledooký
7073,Hemixos flavala,OR,PASSERIFORMES,Pycnonotidae,bylbyl hnedosluchý
7074,Hemixos cinereus,OR,PASSERIFORMES,Pycnonotidae,bylbyl popolavý
7075,Hemixos castanonotus,OR,PASSERIFORMES,Pycnonotidae,bylbyl gaštanový
7076,Acritillas indica,OR,PASSERIFORMES,Pycnonotidae,bylbyl zlatolíci
7077,Ixos sumatranus,OR,PASSERIFORMES,Pycnonotidae,bylbyl sumatranský
7078,Ixos virescens,OR,PASSERIFORMES,Pycnonotidae,bylbyl škvrnitoprsý
7079,Ixos malaccensis,OR,PASSERIFORMES,Pycnonotidae,bylbyl svetlobruchý
7080,Ixos mcclellandii,OR,PASSERIFORMES,Pycnonotidae,bylbyl zelenokrídly
7081,Ixos nicobariensis,OR,PASSERIFORMES,Pycnonotidae,bylbyl nikobarský
7082,Hypsipetes philippinus,OR,PASSERIFORMES,Pycnonotidae,bylbyl filipínsky
7083,Hypsipetes mindorensis,OR,PASSERIFORMES,Pycnonotidae,bylbyl mindorský
7084,Hypsipetes siquijorensis,OR,PASSERIFORMES,Pycnonotidae,bylbyl čepcový
7085,Hypsipetes affinis,AU,PASSERIFORMES,Pycnonotidae,bylbyl seramský
7086,Hypsipetes platenae,AU,PASSERIFORMES,Pycnonotidae,bylbyl sangižský
7087,Hypsipetes aureus,AU,PASSERIFORMES,Pycnonotidae,bylbyl zlatobruchý
7088,Hypsipetes harterti,AU,PASSERIFORMES,Pycnonotidae,bylbyl Hartertov
7089,Hypsipetes longirostris,AU,PASSERIFORMES,Pycnonotidae,bylbyl zlatochvostý
7090,Hypsipetes chloris,AU,PASSERIFORMES,Pycnonotidae,bylbyl zelenkavochrbtý
7091,Hypsipetes lucasi,AU,PASSERIFORMES,Pycnonotidae,bylbyl žltkastý
7092,Hypsipetes mysticalis,AU,PASSERIFORMES,Pycnonotidae,bylbyl buruský
7093,Hypsipetes guimarasensis,OR,PASSERIFORMES,Pycnonotidae,bylbyl panayský
7094,Hypsipetes everetti,OR,PASSERIFORMES,Pycnonotidae,bylbyl tagmaja
7095,Hypsipetes catarmanensis,OR,PASSERIFORMES,Pycnonotidae,bylbyl olivovochrbtý
7096,Hypsipetes rufigularis,OR,PASSERIFORMES,Pycnonotidae,bylbyl hrdzavohrdlý
7097,Hypsipetes amaurotis,PAL,PASSERIFORMES,Pycnonotidae,bylbyl hnedolíci
7098,Hypsipetes borbonicus,IO,PASSERIFORMES,Pycnonotidae,bylbyl réunionský
7099,Hypsipetes madagascariensis,AF,PASSERIFORMES,Pycnonotidae,bylbyl horovana
7100,Hypsipetes olivaceus,IO,PASSERIFORMES,Pycnonotidae,bylbyl maurícijský
7101,Hypsipetes thompsoni,OR,PASSERIFORMES,Pycnonotidae,bylbyl bielohlavý
7102,Hypsipetes leucocephalus,OR,PASSERIFORMES,Pycnonotidae,bylbyl čierny
7103,Hypsipetes ganeesa,OR,PASSERIFORMES,Pycnonotidae,bylbyl tmavosivý
7104,Hypsipetes parvirostris,AF,PASSERIFORMES,Pycnonotidae,bylbyl komorský
7105,Hypsipetes moheliensis,AF,PASSERIFORMES,Pycnonotidae,bylbyl mohélijský
7106,Hypsipetes crassirostris,IO,PASSERIFORMES,Pycnonotidae,bylbyl hrubozobý
7107,Euptilotus eutilotus,OR,PASSERIFORMES,Pycnonotidae,bylbyl vlnený
7108,Microtarsus melanoleucos,OR,PASSERIFORMES,Pycnonotidae,bylbyl bielokrídly
7109,Poliolophus urostictus,OR,PASSERIFORMES,Pycnonotidae,bylbyl žltooký
7110,Brachypodius priocephalus,OR,PASSERIFORMES,Pycnonotidae,bylbyl žltočelý
7111,Brachypodius melanocephalos,OR,PASSERIFORMES,Pycnonotidae,bylbyl čiernohlavý
7112,Brachypodius fuscoflavescens,OR,PASSERIFORMES,Pycnonotidae,bylbyl andamanský
7113,Brachypodius nieuwenhuisii,OR,PASSERIFORMES,Pycnonotidae,bylbyl modrooký
7114,Ixodia erythropthalmos,OR,PASSERIFORMES,Pycnonotidae,bylbyl hájový
7115,Ixodia cyaniventris,OR,PASSERIFORMES,Pycnonotidae,bylbyl sivoprsý
7116,Ixodia squamata,OR,PASSERIFORMES,Pycnonotidae,bylbyl šupinatý
7117,Rubigula flaviventris,OR,PASSERIFORMES,Pycnonotidae,bylbyl čiernochochlatý
7118,Rubigula gularis,OR,PASSERIFORMES,Pycnonotidae,bylbyl červenohrdlý
7119,Rubigula melanictera,OR,PASSERIFORMES,Pycnonotidae,bylbyl cejlónsky
7120,Rubigula dispar,OR,PASSERIFORMES,Pycnonotidae,bylbyl sundský
7121,Rubigula montis,OR,PASSERIFORMES,Pycnonotidae,bylbyl bornejský
7122,Nok hualon,OR,PASSERIFORMES,Pycnonotidae,bylbyl holohlavý
7123,Spizixos canifrons,OR,PASSERIFORMES,Pycnonotidae,bylbyl krátkozobý
7124,Spizixos semitorques,OR,PASSERIFORMES,Pycnonotidae,bylbyl obojkový
7125,Pycnonotus simplex,OR,PASSERIFORMES,Pycnonotidae,bylbyl okáň
7126,Pycnonotus plumosus,OR,PASSERIFORMES,Pycnonotidae,bylbyl olivovokrídly
7127,Pycnonotus brunneus,OR,PASSERIFORMES,Pycnonotidae,bylbyl červenooký
7128,Pycnonotus zeylanicus,OR,PASSERIFORMES,Pycnonotidae,bylbyl korunkatý
7129,Pycnonotus tympanistrigus,OR,PASSERIFORMES,Pycnonotidae,bylbyl žltosluchý
7130,Pycnonotus pseudosimplex,OR,PASSERIFORMES,Pycnonotidae,bylbyl svetlooký
7131,Pycnonotus cinereifrons,OR,PASSERIFORMES,Pycnonotidae,bylbyl palawanský
7132,Pycnonotus luteolus,OR,PASSERIFORMES,Pycnonotidae,bylbyl obočnatý
7133,Pycnonotus blanfordi,OR,PASSERIFORMES,Pycnonotidae,bylbyl záhradný
7134,Pycnonotus conradi,OR,PASSERIFORMES,Pycnonotidae,bylbyl žltkastobruchý
7135,Pycnonotus davisoni,OR,PASSERIFORMES,Pycnonotidae,bylbyl zelenkavý
7136,Pycnonotus finlaysoni,OR,PASSERIFORMES,Pycnonotidae,bylbyl ozdobný
7137,Pycnonotus flavescens,OR,PASSERIFORMES,Pycnonotidae,bylbyl žltavý
7138,Pycnonotus snouckaerti,OR,PASSERIFORMES,Pycnonotidae,bylbyl hnedkavobruchý
7139,Pycnonotus bimaculatus,OR,PASSERIFORMES,Pycnonotidae,bylbyl pestrohlavý
7140,Pycnonotus leucops,OR,PASSERIFORMES,Pycnonotidae,bylbyl bledolíci
7141,Pycnonotus xantholaemus,OR,PASSERIFORMES,Pycnonotidae,bylbyl zlatohrdlý
7142,Pycnonotus penicillatus,OR,PASSERIFORMES,Pycnonotidae,bylbyl uškatý
7143,Pycnonotus xanthorrhous,OR,PASSERIFORMES,Pycnonotidae,bylbyl hnedoprsý
7144,Pycnonotus sinensis,OR,PASSERIFORMES,Pycnonotidae,bylbyl čínsky
7145,Pycnonotus taivanus,OR,PASSERIFORMES,Pycnonotidae,bylbyl čiapočkatý
7146,Pycnonotus jocosus,OR,PASSERIFORMES,Pycnonotidae,bylbyl červenosluchý
7147,Pycnonotus goiavier,OR,PASSERIFORMES,Pycnonotidae,bylbyl gojavier
7148,Pycnonotus cafer,OR,PASSERIFORMES,Pycnonotidae,bylbyl hnedý
7149,Pycnonotus aurigaster,OR,PASSERIFORMES,Pycnonotidae,bylbyl maskový
7150,Pycnonotus leucotis,PAL,PASSERIFORMES,Pycnonotidae,bylbyl bielolíci
7151,Pycnonotus leucogenys,PAL,PASSERIFORMES,Pycnonotidae,bylbyl himalájsky
7152,Pycnonotus xanthopygos,PAL,PASSERIFORMES,Pycnonotidae,bylbyl okuliarnatý
7153,Pycnonotus nigricans,AF,PASSERIFORMES,Pycnonotidae,bylbyl kapucňový
7154,Pycnonotus barbatus,AF,PASSERIFORMES,Pycnonotidae,bylbyl bradatý
7155,Pycnonotus dodsoni,AF,PASSERIFORMES,Pycnonotidae,bylbyl savanový
7156,Pycnonotus somaliensis,AF,PASSERIFORMES,Pycnonotidae,bylbyl somálsky
7157,Pycnonotus tricolor,AF,PASSERIFORMES,Pycnonotidae,bylbyl trojfarebný
7158,Pycnonotus capensis,AF,PASSERIFORMES,Pycnonotidae,bylbyl tmavý
7159,Pseudochelidon eurystomina,AF,PASSERIFORMES,Hirundinidae,okaňa červenooká
7160,Pseudochelidon sirintarae,OR,PASSERIFORMES,Hirundinidae,okaňa bielooká
7161,Psalidoprocne nitens,AF,PASSERIFORMES,Hirundinidae,lastovička tupochvostá
7162,Psalidoprocne pristoptera,AF,PASSERIFORMES,Hirundinidae,lastovička čierna
7163,Psalidoprocne obscura,AF,PASSERIFORMES,Hirundinidae,lastovička zelená
7164,Psalidoprocne albiceps,AF,PASSERIFORMES,Hirundinidae,lastovička bielohlavá
7165,Psalidoprocne fuliginosa,AF,PASSERIFORMES,Hirundinidae,lastovička horská
7166,Neophedina cincta,AF,PASSERIFORMES,Hirundinidae,brehuľa goliernatá
7167,Phedinopsis brazzae,AF,PASSERIFORMES,Hirundinidae,brehuľa čiarková
7168,Phedina borbonica,"AF, IO",PASSERIFORMES,Hirundinidae,brehuľa maskarénska
7169,Riparia congica,AF,PASSERIFORMES,Hirundinidae,brehuľa konžská
7170,Riparia riparia,Worldwide,PASSERIFORMES,Hirundinidae,brehuľa hnedá
7171,Riparia diluta,PAL,PASSERIFORMES,Hirundinidae,brehuľa bledá
7172,Riparia paludicola,AF,PASSERIFORMES,Hirundinidae,brehuľa bahenná
7173,Riparia chinensis,OR,PASSERIFORMES,Hirundinidae,brehuľa sivohrdlá
7174,Tachycineta thalassina,"NA, MA",PASSERIFORMES,Hirundinidae,lastovička smaragdová
7175,Tachycineta leucorrhoa,SA,PASSERIFORMES,Hirundinidae,lastovička čelenková
7176,Tachycineta leucopyga,SA,PASSERIFORMES,Hirundinidae,lastovička patagónska
7177,Tachycineta stolzmanni,SA,PASSERIFORMES,Hirundinidae,lastovička pobrežná
7178,Tachycineta albilinea,MA,PASSERIFORMES,Hirundinidae,lastovička mangrovová
7179,Tachycineta albiventer,SA,PASSERIFORMES,Hirundinidae,lastovička bielobruchá
7180,Atticora fasciata,SA,PASSERIFORMES,Hirundinidae,lastovička bielopása
7181,Atticora pileata,MA,PASSERIFORMES,Hirundinidae,lastovička čiapočkatá
7182,Atticora tibialis,"MA, SA",PASSERIFORMES,Hirundinidae,lastovička pančuchová
7183,Pygochelidon cyanoleuca,"MA, SA",PASSERIFORMES,Hirundinidae,lastovička sídelná
7184,Pygochelidon melanoleuca,SA,PASSERIFORMES,Hirundinidae,lastovička perejová
7185,Alopochelidon fucata,SA,PASSERIFORMES,Hirundinidae,lastovička savanová
7186,Orochelidon flavipes,SA,PASSERIFORMES,Hirundinidae,lastovička bledonohá
7187,Orochelidon murina,SA,PASSERIFORMES,Hirundinidae,lastovička hnedobruchá
7188,Orochelidon andecola,SA,PASSERIFORMES,Hirundinidae,lastovička andská
7189,Stelgidopteryx serripennis,"NA, MA",PASSERIFORMES,Hirundinidae,lastovička zúbkokrídla
7190,Stelgidopteryx ruficollis,"MA, SA",PASSERIFORMES,Hirundinidae,lastovička hrdzavá
7191,Progne tapera,SA,PASSERIFORMES,Hirundinidae,lastovička hnedoprsá
7192,Progne murphyi,SA,PASSERIFORMES,Hirundinidae,lastovička peruánska
7193,Progne modesta,SA,PASSERIFORMES,Hirundinidae,lastovička galapágska
7194,Progne subis,"NA, MA",PASSERIFORMES,Hirundinidae,lastovička purpurová
7195,Progne elegans,SA,PASSERIFORMES,Hirundinidae,lastovička lesklá
7196,Progne chalybea,"MA, SA",PASSERIFORMES,Hirundinidae,lastovička sivoprsá
7197,Progne sinaloae,MA,PASSERIFORMES,Hirundinidae,lastovička dubová
7198,Pseudhirundo griseopyga,AF,PASSERIFORMES,Hirundinidae,lastovička trávna
7199,Cheramoeca leucosterna,AU,PASSERIFORMES,Hirundinidae,lastovička bielochrbtá
7200,Ptyonoprogne rupestris,PAL,PASSERIFORMES,Hirundinidae,lastovička skalná
7201,Ptyonoprogne obsoleta,"PAL, AF",PASSERIFORMES,Hirundinidae,lastovička púštna
7202,Ptyonoprogne fuligula,AF,PASSERIFORMES,Hirundinidae,lastovička previsová
7203,Ptyonoprogne concolor,OR,PASSERIFORMES,Hirundinidae,lastovička moriónová
7204,Hirundo nigrorufa,AF,PASSERIFORMES,Hirundinidae,lastovička hrdzavo-čierna
7205,Hirundo atrocaerulea,AF,PASSERIFORMES,Hirundinidae,lastovička modrá
7206,Hirundo leucosoma,AF,PASSERIFORMES,Hirundinidae,lastovička bielokrídla
7207,Hirundo megaensis,AF,PASSERIFORMES,Hirundinidae,lastovička bielochvostá
7208,Hirundo dimidiata,AF,PASSERIFORMES,Hirundinidae,lastovička perleťová
7209,Hirundo tahitica,"OR, AU, PO",PASSERIFORMES,Hirundinidae,lastovička tichomorská
7210,Hirundo domicola,OR,PASSERIFORMES,Hirundinidae,lastovička hôrna
7211,Hirundo neoxena,AU,PASSERIFORMES,Hirundinidae,lastovička štebotavá
7212,Hirundo albigularis,AF,PASSERIFORMES,Hirundinidae,lastovička bielohrdlá
7213,Hirundo smithii,"AF, OR",PASSERIFORMES,Hirundinidae,lastovička hnedohlavá
7214,Hirundo nigrita,AF,PASSERIFORMES,Hirundinidae,lastovička vodná
7215,Hirundo rustica,Worldwide,PASSERIFORMES,Hirundinidae,lastovička obyčajná
7216,Hirundo angolensis,AF,PASSERIFORMES,Hirundinidae,lastovička angolská
7217,Hirundo lucida,AF,PASSERIFORMES,Hirundinidae,lastovička hrdzavohrdlá
7218,Hirundo aethiopica,AF,PASSERIFORMES,Hirundinidae,lastovička červenočelá
7219,Delichon urbicum,PAL,PASSERIFORMES,Hirundinidae,belorítka obyčajná
7220,Delichon lagopodum,PAL,PASSERIFORMES,Hirundinidae,belorítka sibírska
7221,Delichon nipalense,OR,PASSERIFORMES,Hirundinidae,belorítka čiernobradá
7222,Delichon dasypus,PAL,PASSERIFORMES,Hirundinidae,belorítka východná
7223,Cecropis semirufa,AF,PASSERIFORMES,Hirundinidae,lastovička červenobruchá
7224,Cecropis senegalensis,AF,PASSERIFORMES,Hirundinidae,lastovička mešitová
7225,Cecropis abyssinica,AF,PASSERIFORMES,Hirundinidae,lastovička pásikavá
7226,Cecropis cucullata,AF,PASSERIFORMES,Hirundinidae,lastovička červenohlavá
7227,Cecropis daurica,"PAL, OR, AF",PASSERIFORMES,Hirundinidae,lastovička červenochrbtá
7228,Cecropis domicella,AF,PASSERIFORMES,Hirundinidae,lastovička tropická
7229,Cecropis hyperythra,OR,PASSERIFORMES,Hirundinidae,lastovička cejlónska
7230,Cecropis striolata,OR,PASSERIFORMES,Hirundinidae,lastovička čiarková
7231,Cecropis badia,OR,PASSERIFORMES,Hirundinidae,lastovička gaštanová
7232,Petrochelidon fuliginosa,AF,PASSERIFORMES,Hirundinidae,lastovička lesná
7233,Petrochelidon pyrrhonota,"NA, MA",PASSERIFORMES,Hirundinidae,lastovička bralová
7234,Petrochelidon fulva,"NA, MA",PASSERIFORMES,Hirundinidae,lastovička karibská
7235,Petrochelidon rufocollaris,SA,PASSERIFORMES,Hirundinidae,lastovička hrdzavoprsá
7236,Petrochelidon preussi,AF,PASSERIFORMES,Hirundinidae,lastovička červenoškvrnitá
7237,Petrochelidon rufigula,AF,PASSERIFORMES,Hirundinidae,lastovička červenohrdlá
7238,Petrochelidon perdita,AF,PASSERIFORMES,Hirundinidae,lastovička červenomorská
