,IOC,Breeding Range,Order,Family,Polish
7994,Pellorneum capistratoides,OR,PASSERIFORMES,Pellorneidae,dżunglak borneański
7995,Pellorneum malaccense,OR,PASSERIFORMES,Pellorneidae,dżunglak kusy
7996,Pellorneum cinereiceps,OR,PASSERIFORMES,Pellorneidae,dżunglak szarogłowy
7997,Pellorneum albiventre,OR,PASSERIFORMES,Pellorneidae,dżunglak białobrzuchy
7998,Pellorneum tickelli,OR,PASSERIFORMES,Pellorneidae,dżunglak płowy
7999,Pellorneum buettikoferi,OR,PASSERIFORMES,Pellorneidae,dżunglak sumatrzański
8000,Pellorneum pyrrogenys,OR,PASSERIFORMES,Pellorneidae,dżunglak przepasany
8001,Pellorneum rostratum,OR,PASSERIFORMES,Pellorneidae,dżunglak rdzaworzytny
8002,Pellorneum bicolor,OR,PASSERIFORMES,Pellorneidae,dżunglak rdzawy
8003,Pellorneum celebense,AU,PASSERIFORMES,Pellorneidae,dżunglak białogardły
8004,Laticilla burnesii,OR,PASSERIFORMES,Pellorneidae,kępkownik rdzaworzytny
8005,Laticilla cinerascens,OR,PASSERIFORMES,Pellorneidae,kępkownik popielaty
8006,Illadopsis fulvescens,AF,PASSERIFORMES,Pellorneidae,wyżynniak płowy
8007,Illadopsis rufipennis,AF,PASSERIFORMES,Pellorneidae,wyżynniak szarolicy
8008,Illadopsis distans,AF,PASSERIFORMES,Pellorneidae,wyżynniak szarobrzuchy
8009,Illadopsis pyrrhoptera,AF,PASSERIFORMES,Pellorneidae,wyżynniak ubogi
8010,Illadopsis cleaveri,AF,PASSERIFORMES,Pellorneidae,wyżynniak czarnołbisty
8011,Illadopsis albipectus,AF,PASSERIFORMES,Pellorneidae,wyżynniak łuskowany
8012,Illadopsis turdina,AF,PASSERIFORMES,Pellorneidae,wyżynniak drozdowaty
8013,Illadopsis puveli,AF,PASSERIFORMES,Pellorneidae,wyżynniak rdzawoboczny
8014,Illadopsis rufescens,AF,PASSERIFORMES,Pellorneidae,wyżynniak rdzawoskrzydły
8015,Kenopia striata,OR,PASSERIFORMES,Pellorneidae,pstrotymalek
8016,Malacocincla abbotti,OR,PASSERIFORMES,Pellorneidae,kusotymalek skromny
8017,Malacocincla sepiaria,OR,PASSERIFORMES,Pellorneidae,kusotymalek sundajski
8018,Malacocincla perspicillata,OR,PASSERIFORMES,Pellorneidae,kusotymalek czarnobrewy
8019,Gypsophila crassa,OR,PASSERIFORMES,Pellorneidae,kusotymalek górski
8020,Gypsophila brevicaudata,OR,PASSERIFORMES,Pellorneidae,kusotymalek szarolicy
8021,Gypsophila annamensis,OR,PASSERIFORMES,Pellorneidae,kusotymalek szarogłowy
8022,Gypsophila calcicola,OR,PASSERIFORMES,Pellorneidae,kusotymalek rdzawy
8023,Gypsophila crispifrons,OR,PASSERIFORMES,Pellorneidae,kusotymalek zmienny
8024,Gypsophila rufipectus,OR,PASSERIFORMES,Pellorneidae,drozdodżunglak rdzawobrzuchy
8025,Ptilocichla mindanensis,OR,PASSERIFORMES,Pellorneidae,białopiórek brązowy
8026,Ptilocichla leucogrammica,OR,PASSERIFORMES,Pellorneidae,białopiórek kasztanowaty
8027,Ptilocichla falcata,OR,PASSERIFORMES,Pellorneidae,białopiórek rdzawogłowy
8028,Napothera epilepidota,OR,PASSERIFORMES,Pellorneidae,łuskodżunglak
8029,Napothera malacoptila,OR,PASSERIFORMES,Pellorneidae,sierpotymalek cienkodzioby
8030,Napothera albostriata,OR,PASSERIFORMES,Pellorneidae,sierpotymalek rdzaworzytny
8031,Napothera pasquieri,OR,PASSERIFORMES,Pellorneidae,sierpotymalek białogardły
8032,Napothera naungmungensis,OR,PASSERIFORMES,Pellorneidae,sierpotymalek długodzioby
8033,Napothera danjoui,OR,PASSERIFORMES,Pellorneidae,sierpotymalek indochiński
8034,Alcippe poioicephala,OR,PASSERIFORMES,Alcippeidae,sikornik duży
8035,Alcippe grotei,OR,PASSERIFORMES,Alcippeidae,sikornik wietnamski
8036,Alcippe brunneicauda,OR,PASSERIFORMES,Alcippeidae,sikornik szaroboczny
8037,Alcippe pyrrhoptera,OR,PASSERIFORMES,Alcippeidae,sikornik rdzaworzytny
8038,Alcippe nipalensis,OR,PASSERIFORMES,Alcippeidae,sikornik nepalski
8039,Alcippe davidi,OR,PASSERIFORMES,Alcippeidae,sikornik szarogłowy
8040,Alcippe hueti,OR,PASSERIFORMES,Alcippeidae,sikornik szarogardły
8041,Alcippe morrisonia,OR,PASSERIFORMES,Alcippeidae,sikornik szarolicy
8042,Alcippe fratercula,OR,PASSERIFORMES,Alcippeidae,sikornik płowy
8043,Alcippe peracensis,OR,PASSERIFORMES,Alcippeidae,sikornik czarnobrewy
8044,Grammatoptila striata,OR,PASSERIFORMES,Leiothrichidae,górosójkowiec
8045,Cutia nipalensis,OR,PASSERIFORMES,Leiothrichidae,zebrobrzuszek himalajski
8046,Cutia legalleni,OR,PASSERIFORMES,Leiothrichidae,zebrobrzuszek wietnamski
8047,Laniellus langbianis,OR,PASSERIFORMES,Leiothrichidae,plamiak szarogłowy
8048,Laniellus albonotatus,OR,PASSERIFORMES,Leiothrichidae,plamiak czarnogłowy
8049,Trochalopteron subunicolor,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec ubogi
8050,Trochalopteron austeni,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec paskoskrzydły
8051,Trochalopteron squamatum,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec łuskopióry
8052,Trochalopteron lineatum,PAL,PASSERIFORMES,Leiothrichidae,krasnosójkowiec paskowy
8053,Trochalopteron imbricatum,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec brunatny
8054,Trochalopteron virgatum,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec czarnobrody
8055,Trochalopteron variegatum,PAL,PASSERIFORMES,Leiothrichidae,krasnosójkowiec szaroskrzydły
8056,Trochalopteron affine,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec czarnolicy
8057,Trochalopteron morrisonianum,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec białowąsy
8058,Trochalopteron henrici,PAL,PASSERIFORMES,Leiothrichidae,krasnosójkowiec brązowolicy
8059,Trochalopteron elliotii,PAL,PASSERIFORMES,Leiothrichidae,krasnosójkowiec górski
8060,Trochalopteron milnei,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec krasnosterny
8061,Trochalopteron yersini,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec srebrnouchy
8062,Trochalopteron erythrocephalum,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec złotoskrzydły
8063,Trochalopteron chrysopterum,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec rdzawogłowy
8064,Trochalopteron formosum,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec czerwonoskrzydły
8065,Trochalopteron melanostigma,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec epoletowy
8066,Trochalopteron ngoclinhense,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec ciemnolicy
8067,Trochalopteron peninsulae,OR,PASSERIFORMES,Leiothrichidae,krasnosójkowiec malajski
8068,Montecincla jerdoni,OR,PASSERIFORMES,Leiothrichidae,malabarosójkownik srebrnouchy
8069,Montecincla cachinnans,OR,PASSERIFORMES,Leiothrichidae,malabarosójkownik rdzawouchy
8070,Montecincla fairbanki,OR,PASSERIFORMES,Leiothrichidae,malabarosójkownik rdzawoboczny
8071,Montecincla meridionalis,OR,PASSERIFORMES,Leiothrichidae,malabarosójkownik szarogrzbiety
8072,Heterophasia picaoides,OR,PASSERIFORMES,Leiothrichidae,sójkownik długosterny
8073,Heterophasia auricularis,OR,PASSERIFORMES,Leiothrichidae,sójkownik białouchy
8074,Heterophasia capistrata,OR,PASSERIFORMES,Leiothrichidae,sójkownik czarnogłowy
8075,Heterophasia pulchella,OR,PASSERIFORMES,Leiothrichidae,sójkownik wspaniały
8076,Heterophasia gracilis,OR,PASSERIFORMES,Leiothrichidae,sójkownik szary
8077,Heterophasia melanoleuca,OR,PASSERIFORMES,Leiothrichidae,sójkownik bialobrzuchy
8078,Heterophasia desgodinsi,OR,PASSERIFORMES,Leiothrichidae,sójkownik czarnouchy
8079,Actinodura nipalensis,OR,PASSERIFORMES,Leiothrichidae,prążkopiór nepalski
8080,Actinodura morrisoniana,OR,PASSERIFORMES,Leiothrichidae,prążkopiór wyspowy
8081,Actinodura waldeni,OR,PASSERIFORMES,Leiothrichidae,prążkopiór birmański
8082,Actinodura souliei,OR,PASSERIFORMES,Leiothrichidae,prążkopiór kreskowany
8083,Actinodura cyanouroptera,OR,PASSERIFORMES,Leiothrichidae,prążkopiór modroskrzydły
8084,Actinodura strigula,OR,PASSERIFORMES,Leiothrichidae,prążkopiór rudogłowy
8085,Actinodura egertoni,OR,PASSERIFORMES,Leiothrichidae,prążkopiór rdzawoczelny
8086,Actinodura ramsayi,OR,PASSERIFORMES,Leiothrichidae,prążkopiór okularowy
8087,Actinodura sodangorum,OR,PASSERIFORMES,Leiothrichidae,prążkopiór czarnołbisty
8088,Leiothrix lutea,OR,PASSERIFORMES,Leiothrichidae,pekińczyk czerwonodzioby
8089,Leiothrix argentauris,OR,PASSERIFORMES,Leiothrichidae,pekińczyk srebrnouchy
8090,Minla ignotincta,OR,PASSERIFORMES,Leiothrichidae,kolorzyk rdzawosterny
8091,Leioptila annectens,OR,PASSERIFORMES,Leiothrichidae,kolorzyk rdzawogrzbiety
8092,Liocichla bugunorum,OR,PASSERIFORMES,Leiothrichidae,krasnoliczek żółtawy
8093,Liocichla omeiensis,OR,PASSERIFORMES,Leiothrichidae,krasnoliczek szarolicy
8094,Liocichla steerii,OR,PASSERIFORMES,Leiothrichidae,krasnoliczek złotoskrzydły
8095,Liocichla phoenicea,OR,PASSERIFORMES,Leiothrichidae,krasnoliczek czerwonoskrzydły
8096,Liocichla ripponi,OR,PASSERIFORMES,Leiothrichidae,krasnoliczek szkarłatny
8097,Argya malcolmi,OR,PASSERIFORMES,Leiothrichidae,dżunglotymal szary
8098,Argya cinereifrons,OR,PASSERIFORMES,Leiothrichidae,dżunglotymal szaroczelny
8099,Argya longirostris,OR,PASSERIFORMES,Leiothrichidae,dżunglotymal cienkodzioby
8100,Argya subrufa,OR,PASSERIFORMES,Leiothrichidae,dżunglotymal rudogrzbiety
8101,Argya rufescens,OR,PASSERIFORMES,Leiothrichidae,dżunglotymal cejloński
8102,Argya striata,OR,PASSERIFORMES,Leiothrichidae,dżunglotymal szarogłowy
8103,Argya affinis,OR,PASSERIFORMES,Leiothrichidae,dżunglotymal żółtodzioby
8104,Argya rubiginosa,AF,PASSERIFORMES,Leiothrichidae,dżunglotymal rdzawy
8105,Argya aylmeri,AF,PASSERIFORMES,Leiothrichidae,dżunglotymal falisty
8106,Argya altirostris,PAL,PASSERIFORMES,Leiothrichidae,dżunglotymal iracki
8107,Argya huttoni,PAL,PASSERIFORMES,Leiothrichidae,dżunglotymal afgański
8108,Argya caudata,OR,PASSERIFORMES,Leiothrichidae,dżunglotymal indyjski
8109,Argya fulva,AF,PASSERIFORMES,Leiothrichidae,dżunglotymal saharyjski
8110,Argya squamiceps,PAL,PASSERIFORMES,Leiothrichidae,dżunglotymal arabski
8111,Argya earlei,OR,PASSERIFORMES,Leiothrichidae,dżunglotymal kreskowany
8112,Argya gularis,OR,PASSERIFORMES,Leiothrichidae,dżunglotymal białogardły
8113,Turdoides nipalensis,OR,PASSERIFORMES,Leiothrichidae,nepalotymal
8114,Turdoides atripennis,AF,PASSERIFORMES,Leiothrichidae,stoczyk łuskogłowy
8115,Turdoides gilberti,AF,PASSERIFORMES,Leiothrichidae,stoczyk białogardły
8116,Turdoides chapini,AF,PASSERIFORMES,Leiothrichidae,stoczyk kongijski
8117,Turdoides rufocinctus,AF,PASSERIFORMES,Leiothrichidae,stoczyk obrożny
8118,Turdoides plebejus,AF,PASSERIFORMES,Leiothrichidae,tymal białołuski
8119,Turdoides leucopygia,AF,PASSERIFORMES,Leiothrichidae,tymal białorzytny
8120,Turdoides hindei,AF,PASSERIFORMES,Leiothrichidae,tymal plamisty
8121,Turdoides squamulata,AF,PASSERIFORMES,Leiothrichidae,tymal łuskowany
8122,Turdoides jardineii,AF,PASSERIFORMES,Leiothrichidae,tymal kroplisty
8123,Turdoides gymnogenys,AF,PASSERIFORMES,Leiothrichidae,tymal gołolicy
8124,Turdoides leucocephala,AF,PASSERIFORMES,Leiothrichidae,tymal białogłowy
8125,Turdoides reinwardtii,AF,PASSERIFORMES,Leiothrichidae,tymal czarnogłowy
8126,Turdoides tenebrosa,AF,PASSERIFORMES,Leiothrichidae,tymal łuskogardły
8127,Turdoides bicolor,AF,PASSERIFORMES,Leiothrichidae,tymal dwubarwny
8128,Turdoides hartlaubii,AF,PASSERIFORMES,Leiothrichidae,tymal łuskogłowy
8129,Turdoides sharpei,AF,PASSERIFORMES,Leiothrichidae,tymal maskowy
8130,Turdoides melanops,AF,PASSERIFORMES,Leiothrichidae,tymal namibijski
8131,Turdoides hypoleuca,AF,PASSERIFORMES,Leiothrichidae,tymal srokaty
8132,Garrulax merulinus,OR,PASSERIFORMES,Leiothrichidae,sójkowiec plamisty
8133,Garrulax annamensis,OR,PASSERIFORMES,Leiothrichidae,sójkowiec annamski
8134,Garrulax canorus,OR,PASSERIFORMES,Leiothrichidae,sójkowiec białooki
8135,Garrulax taewanus,OR,PASSERIFORMES,Leiothrichidae,sójkowiec smugowany
8136,Garrulax monileger,OR,PASSERIFORMES,Leiothrichidae,sójkowiec naszyjnikowy
8137,Garrulax rufifrons,OR,PASSERIFORMES,Leiothrichidae,sójkowiec rdzawoczelny
8138,Garrulax palliatus,OR,PASSERIFORMES,Leiothrichidae,sójkowiec szarogłowy
8139,Garrulax leucolophus,OR,PASSERIFORMES,Leiothrichidae,sójkowiec białoczuby
8140,Garrulax bicolor,OR,PASSERIFORMES,Leiothrichidae,sójkowiec białogłowy
8141,Garrulax milleti,OR,PASSERIFORMES,Leiothrichidae,sójkowiec kapturowy
8142,Garrulax strepitans,OR,PASSERIFORMES,Leiothrichidae,sójkowiec białoszyi
8143,Garrulax ferrarius,OR,PASSERIFORMES,Leiothrichidae,sójkowiec kambodżański
8144,Garrulax maesi,OR,PASSERIFORMES,Leiothrichidae,sójkowiec szary
8145,Garrulax castanotis,OR,PASSERIFORMES,Leiothrichidae,sójkowiec czarnopierśny
8146,Ianthocincla sukatschewi,PAL,PASSERIFORMES,Leiothrichidae,sójkowiec czarnoczelny
8147,Ianthocincla rufogularis,OR,PASSERIFORMES,Leiothrichidae,sójkowiec rudobrody
8148,Ianthocincla konkakinhensis,OR,PASSERIFORMES,Leiothrichidae,sójkowiec wietnamski
8149,Ianthocincla cineracea,OR,PASSERIFORMES,Leiothrichidae,sójkowiec wąsaty
8150,Ianthocincla ocellata,OR,PASSERIFORMES,Leiothrichidae,sójkowiec oczkowany
8151,Ianthocincla maxima,PAL,PASSERIFORMES,Leiothrichidae,sójkowiec duży
8152,Ianthocincla bieti,OR,PASSERIFORMES,Leiothrichidae,sójkowiec okularowy
8153,Ianthocincla lunulata,PAL,PASSERIFORMES,Leiothrichidae,sójkowiec prążkowany
8154,Pterorhinus delesserti,OR,PASSERIFORMES,Leiothrichidae,sójkowiec rdzawoskrzydły
8155,Pterorhinus gularis,OR,PASSERIFORMES,Leiothrichidae,sójkowiec rdzawobrzuchy
8156,Pterorhinus vassali,OR,PASSERIFORMES,Leiothrichidae,sójkowiec białosterny
8157,Pterorhinus galbanus,OR,PASSERIFORMES,Leiothrichidae,sójkowiec żółtogardły
8158,Pterorhinus courtoisi,OR,PASSERIFORMES,Leiothrichidae,sójkowiec żółtobrzuchy
8159,Pterorhinus mitratus,OR,PASSERIFORMES,Leiothrichidae,sójkowiec kasztanowogłowy
8160,Pterorhinus treacheri,OR,PASSERIFORMES,Leiothrichidae,sójkowiec rdzawolicy
8161,Pterorhinus ruficollis,OR,PASSERIFORMES,Leiothrichidae,sójkowiec rdzawoszyi
8162,Pterorhinus nuchalis,OR,PASSERIFORMES,Leiothrichidae,sójkowiec assamski
8163,Pterorhinus chinensis,OR,PASSERIFORMES,Leiothrichidae,sójkowiec czarnogardły
8164,Pterorhinus sannio,OR,PASSERIFORMES,Leiothrichidae,sójkowiec białobrewy
8165,Pterorhinus perspicillatus,OR,PASSERIFORMES,Leiothrichidae,sójkowiec maskowy
8166,Pterorhinus pectoralis,OR,PASSERIFORMES,Leiothrichidae,sójkowiec obrożny
8167,Pterorhinus davidi,PAL,PASSERIFORMES,Leiothrichidae,sójkowiec żółtodzioby
8168,Pterorhinus woodi,OR,PASSERIFORMES,Leiothrichidae,sójkowiec śpiewny
8169,Pterorhinus lanceolatus,OR,PASSERIFORMES,Leiothrichidae,sójkowiec chiński
8170,Pterorhinus waddelli,PAL,PASSERIFORMES,Leiothrichidae,sójkowiec kreskowany
8171,Pterorhinus koslowi,PAL,PASSERIFORMES,Leiothrichidae,sójkowiec tybetański
8172,Pterorhinus albogularis,OR,PASSERIFORMES,Leiothrichidae,sójkowiec białogardły
8173,Pterorhinus ruficeps,OR,PASSERIFORMES,Leiothrichidae,sójkowiec tajwański
8174,Pterorhinus caerulatus,OR,PASSERIFORMES,Leiothrichidae,sójkowiec modrooki
8175,Pterorhinus berthemyi,OR,PASSERIFORMES,Leiothrichidae,sójkowiec ochrowy
8176,Pterorhinus poecilorhynchus,OR,PASSERIFORMES,Leiothrichidae,sójkowiec rdzawy
8177,Modulatrix stictigula,AF,PASSERIFORMES,Modulatricidae,górodrozd okularowy
8178,Arcanator orostruthus,AF,PASSERIFORMES,Modulatricidae,górodrozd nakrapiany
8179,Kakamega poliothorax,AF,PASSERIFORMES,Modulatricidae,górodrozd szaroboczny
8180,Promerops cafer,AF,PASSERIFORMES,Promeropidae,dudkowiec kafryjski
8181,Promerops gurneyi,AF,PASSERIFORMES,Promeropidae,dudkowiec natalski
8182,Irena puella,OR,PASSERIFORMES,Irenidae,turkuśnik indyjski
8183,Irena tweeddalii,OR,PASSERIFORMES,Irenidae,turkuśnik lazurowy
8184,Irena cyanogastra,OR,PASSERIFORMES,Irenidae,turkuśnik czarnogrzbiety
8185,Regulus ignicapilla,PAL,PASSERIFORMES,Regulidae,zniczek (zwyczajny)
8186,Regulus madeirensis,PAL,PASSERIFORMES,Regulidae,zniczek maderski
8187,Regulus satrapa,"NA, MA",PASSERIFORMES,Regulidae,mysikrólik złotogłowy
8188,Regulus goodfellowi,OR,PASSERIFORMES,Regulidae,mysikrólik płomienny
8189,Regulus regulus,PAL,PASSERIFORMES,Regulidae,mysikrólik (zwyczajny)
8190,Elachura formosa,OR,PASSERIFORMES,Elachuridae,perłopiórka
8191,Hyliota flavigaster,AF,PASSERIFORMES,Hyliotidae,aksamitnik płowobrzuchy
8192,Hyliota australis,AF,PASSERIFORMES,Hyliotidae,aksamitnik białobrzuchy
8193,Hyliota usambara,AF,PASSERIFORMES,Hyliotidae,aksamitnik białoskrzydły
8194,Hyliota violacea,AF,PASSERIFORMES,Hyliotidae,aksamitnik fioletowy
8195,Campylorhynchus albobrunneus,"MA, SA",PASSERIFORMES,Troglodytidae,strzyż białoglowy
8196,Campylorhynchus zonatus,"MA, SA",PASSERIFORMES,Troglodytidae,strzyż rdzawobrzuchy
8197,Campylorhynchus megalopterus,MA,PASSERIFORMES,Troglodytidae,strzyż jarzębaty
8198,Campylorhynchus nuchalis,SA,PASSERIFORMES,Troglodytidae,strzyż plamisty
8199,Campylorhynchus fasciatus,SA,PASSERIFORMES,Troglodytidae,strzyż zebrowany
8200,Campylorhynchus chiapensis,MA,PASSERIFORMES,Troglodytidae,strzyż wielki
8201,Campylorhynchus griseus,SA,PASSERIFORMES,Troglodytidae,strzyż dwubarwny
8202,Campylorhynchus rufinucha,MA,PASSERIFORMES,Troglodytidae,strzyż rdzawokarkowy
8203,Campylorhynchus humilis,MA,PASSERIFORMES,Troglodytidae,strzyż rdzawoszyi
8204,Campylorhynchus capistratus,MA,PASSERIFORMES,Troglodytidae,strzyż rdzawogrzbiety
8205,Campylorhynchus gularis,MA,PASSERIFORMES,Troglodytidae,strzyż dębowy
8206,Campylorhynchus jocosus,MA,PASSERIFORMES,Troglodytidae,strzyż białolicy
8207,Campylorhynchus yucatanicus,MA,PASSERIFORMES,Troglodytidae,strzyż jukatański
8208,Campylorhynchus brunneicapillus,"NA, MA",PASSERIFORMES,Troglodytidae,strzyż kaktusowy
8209,Campylorhynchus turdinus,SA,PASSERIFORMES,Troglodytidae,strzyż drozdowaty
8210,Odontorchilus branickii,SA,PASSERIFORMES,Troglodytidae,popielak andyjski
8211,Odontorchilus cinereus,SA,PASSERIFORMES,Troglodytidae,popielak amazoński
8212,Salpinctes obsoletus,"NA, MA",PASSERIFORMES,Troglodytidae,skalik złotorzytny
8213,Catherpes mexicanus,"NA, MA",PASSERIFORMES,Troglodytidae,skalik ostrodzioby
8214,Hylorchilus sumichrasti,MA,PASSERIFORMES,Troglodytidae,skalik ciemny
8215,Hylorchilus navai,MA,PASSERIFORMES,Troglodytidae,skalik wielkodzioby
8216,Cinnycerthia unirufa,SA,PASSERIFORMES,Troglodytidae,rudzielczyk jednobarwny
8217,Cinnycerthia olivascens,SA,PASSERIFORMES,Troglodytidae,rudzielczyk zmiennogłowy
8218,Cinnycerthia peruana,SA,PASSERIFORMES,Troglodytidae,rudzielczyk prążkowany
8219,Cinnycerthia fulva,SA,PASSERIFORMES,Troglodytidae,rudzielczyk jasnolicy
8220,Cistothorus meridae,SA,PASSERIFORMES,Troglodytidae,strzyżyk smugogrzbiety
8221,Cistothorus apolinari,SA,PASSERIFORMES,Troglodytidae,strzyżyk stokowy
8222,Cistothorus platensis,"MA, SA",PASSERIFORMES,Troglodytidae,strzyżyk nadrzeczny
8223,Cistothorus palustris,"NA, MA",PASSERIFORMES,Troglodytidae,strzyżyk błotny
8224,Thryomanes bewickii,"NA, MA",PASSERIFORMES,Troglodytidae,strzyżyk myszaty
8225,Pheugopedius atrogularis,MA,PASSERIFORMES,Troglodytidae,strzyżal czarnogardły
8226,Pheugopedius spadix,"MA, SA",PASSERIFORMES,Troglodytidae,strzyżal rdzawobrzuchy
8227,Pheugopedius fasciatoventris,"MA, SA",PASSERIFORMES,Troglodytidae,strzyżal czarnobrzuchy
8228,Pheugopedius euophrys,SA,PASSERIFORMES,Troglodytidae,strzyżal rdzawogrzbiety
8229,Pheugopedius eisenmanni,SA,PASSERIFORMES,Troglodytidae,strzyżal inkaski
8230,Pheugopedius genibarbis,SA,PASSERIFORMES,Troglodytidae,strzyżal wąsaty
8231,Pheugopedius mystacalis,SA,PASSERIFORMES,Troglodytidae,strzyżal białobrewy
8232,Pheugopedius coraya,SA,PASSERIFORMES,Troglodytidae,strzyżal ciemnolicy
8233,Pheugopedius felix,MA,PASSERIFORMES,Troglodytidae,strzyżal płowy
8234,Pheugopedius maculipectus,MA,PASSERIFORMES,Troglodytidae,strzyżal pstry
8235,Pheugopedius rutilus,"MA, SA",PASSERIFORMES,Troglodytidae,strzyżal epifitowy
8236,Pheugopedius sclateri,SA,PASSERIFORMES,Troglodytidae,strzyżal plamisty
8237,Thryophilus pleurostictus,MA,PASSERIFORMES,Troglodytidae,pręgostrzyżyk czarnoplamy
8238,Thryophilus rufalbus,"MA, SA",PASSERIFORMES,Troglodytidae,pręgostrzyżyk rdzawy
8239,Thryophilus sernai,SA,PASSERIFORMES,Troglodytidae,pręgostrzyżyk cynamonowy
8240,Thryophilus nicefori,SA,PASSERIFORMES,Troglodytidae,pręgostrzyżyk brązowy
8241,Thryophilus sinaloa,MA,PASSERIFORMES,Troglodytidae,pręgostrzyżyk kreskoszyi
8242,Cantorchilus modestus,MA,PASSERIFORMES,Troglodytidae,pręgostrzyżyk skromny
8243,Cantorchilus zeledoni,MA,PASSERIFORMES,Troglodytidae,pręgostrzyżyk nizinny
8244,Cantorchilus elutus,MA,PASSERIFORMES,Troglodytidae,pręgostrzyżyk żółtooki
8245,Cantorchilus leucotis,"MA, SA",PASSERIFORMES,Troglodytidae,pręgostrzyżyk amazoński
8246,Cantorchilus superciliaris,SA,PASSERIFORMES,Troglodytidae,pręgostrzyżyk białolicy
8247,Cantorchilus guarayanus,SA,PASSERIFORMES,Troglodytidae,pręgostrzyżyk boliwijski
8248,Cantorchilus longirostris,SA,PASSERIFORMES,Troglodytidae,pręgostrzyżyk długodzioby
8249,Cantorchilus griseus,SA,PASSERIFORMES,Troglodytidae,pręgostrzyżyk szary
8250,Cantorchilus semibadius,MA,PASSERIFORMES,Troglodytidae,pręgostrzyżyk rzeczny
8251,Cantorchilus nigricapillus,"MA, SA",PASSERIFORMES,Troglodytidae,pręgostrzyżyk maskowy
8252,Cantorchilus thoracicus,MA,PASSERIFORMES,Troglodytidae,pręgostrzyżyk ciemny
8253,Cantorchilus leucopogon,"MA, SA",PASSERIFORMES,Troglodytidae,pręgostrzyżyk płowy
8254,Thryothorus ludovicianus,"NA, MA",PASSERIFORMES,Troglodytidae,strzyżyk karoliński
8255,Troglodytes troglodytes,PAL,PASSERIFORMES,Troglodytidae,strzyżyk (zwyczajny)
8256,Troglodytes tanneri,MA,PASSERIFORMES,Troglodytidae,strzyżyk wyspowy
8257,Troglodytes aedon,"NA, MA, SA",PASSERIFORMES,Troglodytidae,strzyżyk śpiewny
8258,Troglodytes cobbi,SA,PASSERIFORMES,Troglodytidae,strzyżyk falklandzki
8259,Troglodytes sissonii,MA,PASSERIFORMES,Troglodytidae,strzyżyk blady
8260,Troglodytes rufociliatus,MA,PASSERIFORMES,Troglodytidae,strzyżyk rdzawobrewy
8261,Troglodytes ochraceus,MA,PASSERIFORMES,Troglodytidae,strzyżyk ochrowy
8262,Troglodytes solstitialis,SA,PASSERIFORMES,Troglodytidae,strzyżyk andyjski
8263,Troglodytes monticola,SA,PASSERIFORMES,Troglodytidae,strzyżyk górski
8264,Troglodytes rufulus,SA,PASSERIFORMES,Troglodytidae,strzyżyk wenezuelski
8265,Thryorchilus browni,MA,PASSERIFORMES,Troglodytidae,strzyżyk gajowy
8266,Uropsila leucogastra,MA,PASSERIFORMES,Troglodytidae,strzyżyczek
8267,Henicorhina leucosticta,"MA, SA",PASSERIFORMES,Troglodytidae,stokowczyk białopierśny
8268,Henicorhina leucophrys,"MA, SA",PASSERIFORMES,Troglodytidae,stokowczyk szaropierśny
8269,Henicorhina anachoreta,SA,PASSERIFORMES,Troglodytidae,stokowczyk samotny
8270,Henicorhina leucoptera,SA,PASSERIFORMES,Troglodytidae,stokowczyk prążkoskrzydły
8271,Henicorhina negreti,SA,PASSERIFORMES,Troglodytidae,stokowczyk rdzaworzytny
8272,Microcerculus philomela,MA,PASSERIFORMES,Troglodytidae,fletniczek północny
8273,Microcerculus marginatus,"MA, SA",PASSERIFORMES,Troglodytidae,fletniczek białogardły
8274,Microcerculus ustulatus,SA,PASSERIFORMES,Troglodytidae,fletniczek kasztanowaty
8275,Microcerculus bambla,SA,PASSERIFORMES,Troglodytidae,fletniczek prążkoskrzydły
8276,Cyphorhinus thoracicus,SA,PASSERIFORMES,Troglodytidae,strzyżoń andyjski
8277,Cyphorhinus arada,SA,PASSERIFORMES,Troglodytidae,strzyżoń melodyjny
8278,Cyphorhinus phaeocephalus,"MA, SA",PASSERIFORMES,Troglodytidae,strzyżoń śpiewny
8279,Ramphocaenus sticturus,SA,PASSERIFORMES,Polioptilidae,gnomik białosterny
8280,Ramphocaenus melanurus,"MA, SA",PASSERIFORMES,Polioptilidae,gnomik długodzioby
8281,Microbates cinereiventris,"MA, SA",PASSERIFORMES,Polioptilidae,gnomik rdzawouchy
