,IOC,Breeding Range,Order,Family,Estonian
6767,Drymodes beccarii,AU,PASSERIFORMES,Petroicidae,Papuan Scrub Robin
6768,Drymodes superciliaris,AU,PASSERIFORMES,Petroicidae,vööt-rästasmiro
6769,Drymodes brunneopygia,AU,PASSERIFORMES,Petroicidae,võsa-rästasmiro
6770,Microeca flavigaster,AU,PASSERIFORMES,Petroicidae,savanni-sööstmiro
6771,Microeca hemixantha,AU,PASSERIFORMES,Petroicidae,tanimbari sööstmiro
6772,Microeca fascinans,AU,PASSERIFORMES,Petroicidae,pruun-sööstmiro
6773,Monachella muelleriana,AU,PASSERIFORMES,Petroicidae,jõgimiro
6774,Cryptomicroeca flaviventris,AU,PASSERIFORMES,Petroicidae,uuskaledoonia sööstmiro
6775,Kempiella griseoceps,AU,PASSERIFORMES,Petroicidae,ladva-sööstmiro
6776,Kempiella flavovirescens,AU,PASSERIFORMES,Petroicidae,lauskmaa-sööstmiro
6777,Devioeca papuana,AU,PASSERIFORMES,Petroicidae,mägi-sööstmiro
6778,Eugerygone rubra,AU,PASSERIFORMES,Petroicidae,punaselg-miro
6779,Petroica rosea,AU,PASSERIFORMES,Petroicidae,rubiinmiro
6780,Petroica rodinogaster,AU,PASSERIFORMES,Petroicidae,roosamiro
6781,Petroica archboldi,AU,PASSERIFORMES,Petroicidae,kaljumiro
6782,Petroica bivittata,AU,PASSERIFORMES,Petroicidae,mägimiro
6783,Petroica phoenicea,AU,PASSERIFORMES,Petroicidae,leekmiro
6784,Petroica polymorpha,PO,PASSERIFORMES,Petroicidae,Solomons Robin
6785,Petroica pusilla,"AU, PO",PASSERIFORMES,Petroicidae,Pacific Robin
6786,Petroica multicolor,AU,PASSERIFORMES,Petroicidae,okeaania miro
6787,Petroica boodang,AU,PASSERIFORMES,Petroicidae,eukalüptimiro
6788,Petroica goodenovii,AU,PASSERIFORMES,Petroicidae,punalaup-miro
6789,Petroica macrocephala,AU,PASSERIFORMES,Petroicidae,mustmiro
6790,Petroica longipes,AU,PASSERIFORMES,Petroicidae,North Island Robin
6791,Petroica australis,AU,PASSERIFORMES,Petroicidae,suurmiro
6792,Petroica traversi,AU,PASSERIFORMES,Petroicidae,süsimiro
6793,Pachycephalopsis hattamensis,AU,PASSERIFORMES,Petroicidae,vihermiro
6794,Pachycephalopsis poliosoma,AU,PASSERIFORMES,Petroicidae,valgesilm-miro
6795,Amalocichla sclateriana,AU,PASSERIFORMES,Petroicidae,Greater Ground Robin
6796,Amalocichla incerta,AU,PASSERIFORMES,Petroicidae,Lesser Ground Robin
6797,Picathartes gymnocephalus,AF,PASSERIFORMES,Picathartidae,White-necked Rockfowl
6798,Picathartes oreas,AF,PASSERIFORMES,Picathartidae,Grey-necked Rockfowl
6799,Chaetops frenatus,AF,PASSERIFORMES,Chaetopidae,Cape Rockjumper
6800,Chaetops aurantius,AF,PASSERIFORMES,Chaetopidae,Drakensberg Rockjumper
6801,Eupetes macrocerus,OR,PASSERIFORMES,Eupetidae,Rail-babbler
6802,Bombycilla garrulus,"PAL, NA",PASSERIFORMES,Bombycillidae,siidisaba e. viristaja
6803,Bombycilla japonica,PAL,PASSERIFORMES,Bombycillidae,amuuri siidisaba
6804,Bombycilla cedrorum,"NA, MA, SA",PASSERIFORMES,Bombycillidae,ameerika siidisaba
6805,Phainoptila melanoxantha,MA,PASSERIFORMES,Ptiliogonatidae,siidilind
6806,Ptiliogonys cinereus,MA,PASSERIFORMES,Ptiliogonatidae,hall-siidinäpp
6807,Ptiliogonys caudatus,MA,PASSERIFORMES,Ptiliogonatidae,händ-siidinäpp
6808,Phainopepla nitens,"NA, MA",PASSERIFORMES,Ptiliogonatidae,must-siidinäpp
6809,Hypocolius ampelinus,PAL,PASSERIFORMES,Hypocoliidae,paindpuulind
6810,Hylocitrea bonensis,AU,PASSERIFORMES,Hylocitreidae,Hylocitrea
6811,Chelidorhynx hypoxanthus,OR,PASSERIFORMES,Stenostiridae,Yellow-bellied Fantail
6812,Stenostira scita,AF,PASSERIFORMES,Stenostiridae,Fairy Flycatcher
6813,Culicicapa ceylonensis,OR,PASSERIFORMES,Stenostiridae,Grey-headed Canary-flycatcher
6814,Culicicapa helianthea,"OR, AU",PASSERIFORMES,Stenostiridae,Citrine Canary-flycatcher
6815,Elminia longicauda,AF,PASSERIFORMES,Stenostiridae,African Blue Flycatcher
6816,Elminia albicauda,AF,PASSERIFORMES,Stenostiridae,White-tailed Blue Flycatcher
6817,Elminia nigromitrata,AF,PASSERIFORMES,Stenostiridae,Dusky Crested Flycatcher
6818,Elminia albiventris,AF,PASSERIFORMES,Stenostiridae,White-bellied Crested Flycatcher
6819,Elminia albonotata,AF,PASSERIFORMES,Stenostiridae,White-tailed Crested Flycatcher
6820,Cephalopyrus flammiceps,OR,PASSERIFORMES,Paridae,tulipea-tihane
6821,Sylviparus modestus,OR,PASSERIFORMES,Paridae,lehetihane
6822,Melanochlora sultanea,OR,PASSERIFORMES,Paridae,sultantihane
6823,Periparus rufonuchalis,PAL,PASSERIFORMES,Paridae,artšatihane
6824,Periparus rubidiventris,OR,PASSERIFORMES,Paridae,rododendronitihane
6825,Periparus ater,PAL,PASSERIFORMES,Paridae,musttihane
6826,Pardaliparus venustulus,PAL,PASSERIFORMES,Paridae,hiina koldtihane
6827,Pardaliparus elegans,OR,PASSERIFORMES,Paridae,filipiini koldtihane
6828,Pardaliparus amabilis,OR,PASSERIFORMES,Paridae,palawani koldtihane
6829,Lophophanes cristatus,PAL,PASSERIFORMES,Paridae,tutt-tihane
6830,Lophophanes dichrous,OR,PASSERIFORMES,Paridae,hall-tutttihane
6831,Baeolophus wollweberi,"NA, MA",PASSERIFORMES,Paridae,valjastihane
6832,Baeolophus inornatus,"NA, MA",PASSERIFORMES,Paridae,tuhktihane
6833,Baeolophus ridgwayi,"NA, MA",PASSERIFORMES,Paridae,kadakatihane
6834,Baeolophus atricristatus,"NA, MA",PASSERIFORMES,Paridae,texase tanutihane
6835,Sittiparus varius,PAL,PASSERIFORMES,Paridae,õnnetihane
6836,Sittiparus owstoni,PAL,PASSERIFORMES,Paridae,Owston's Tit
6837,Sittiparus olivaceus,PAL,PASSERIFORMES,Paridae,Iriomote Tit
6838,Sittiparus castaneoventris,PAL,PASSERIFORMES,Paridae,Chestnut-bellied Tit
6839,Sittiparus semilarvatus,OR,PASSERIFORMES,Paridae,lauktihane
6840,Poecile superciliosus,PAL,PASSERIFORMES,Paridae,valgekulm-tihane
6841,Poecile lugubris,PAL,PASSERIFORMES,Paridae,tammetihane
6842,Poecile cinctus,PAL,PASSERIFORMES,Paridae,taigatihane
6843,Poecile sclateri,"NA, MA",PASSERIFORMES,Paridae,asteegi tihane
6844,Poecile davidi,PAL,PASSERIFORMES,Paridae,sichuani tihane
6845,Poecile hypermelaenus,OR,PASSERIFORMES,Paridae,männitihane
6846,Poecile palustris,PAL,PASSERIFORMES,Paridae,salutihane e. sootihane
6847,Poecile weigoldicus,PAL,PASSERIFORMES,Paridae,hiina põhjatihane
6848,Poecile hyrcanus,PAL,PASSERIFORMES,Paridae,kaspia tihane
6849,Poecile montanus,PAL,PASSERIFORMES,Paridae,põhjatihane
6850,Cyanistes teneriffae,AF,PASSERIFORMES,Paridae,kanaari sinitihane
6851,Cyanistes caeruleus,PAL,PASSERIFORMES,Paridae,sinitihane
6852,Cyanistes cyanus,PAL,PASSERIFORMES,Paridae,lasuurtihane
6853,Pseudopodoces humilis,PAL,PASSERIFORMES,Paridae,maatihane
6854,Parus major,PAL,PASSERIFORMES,Paridae,rasvatihane
6855,Parus minor,PAL,PASSERIFORMES,Paridae,ida-rasvatihane
6856,Parus cinereus,OR,PASSERIFORMES,Paridae,lõuna-rasvatihane
6857,Parus monticolus,"PAL, OR",PASSERIFORMES,Paridae,mägi-rasvatihane
6858,Machlolophus nuchalis,OR,PASSERIFORMES,Paridae,pugal-rasvatihane
6859,Machlolophus holsti,OR,PASSERIFORMES,Paridae,kiivertihane
6860,Machlolophus xanthogenys,OR,PASSERIFORMES,Paridae,džunglitihane
6861,Machlolophus aplonotus,OR,PASSERIFORMES,Paridae,leet-džunglitihane
6862,Machlolophus spilonotus,OR,PASSERIFORMES,Paridae,kuldpõsk-tihane
6863,Melaniparus guineensis,AF,PASSERIFORMES,Paridae,põhja-nõgitihane
6864,Melaniparus leucomelas,AF,PASSERIFORMES,Paridae,valgetiib-nõgitihane
6865,Melaniparus niger,AF,PASSERIFORMES,Paridae,lõuna-nõgitihane
6866,Melaniparus carpi,AF,PASSERIFORMES,Paridae,namiibia nõgitihane
6867,Melaniparus albiventris,AF,PASSERIFORMES,Paridae,valgekõht-nõgitihane
6868,Melaniparus leuconotus,AF,PASSERIFORMES,Paridae,valgeselg-nõgitihane
6869,Melaniparus funereus,AF,PASSERIFORMES,Paridae,mets-nõgitihane
6870,Melaniparus rufiventris,AF,PASSERIFORMES,Paridae,savannitihane
6871,Melaniparus pallidiventris,AF,PASSERIFORMES,Paridae,ida-savannitihane
6872,Melaniparus fringillinus,AF,PASSERIFORMES,Paridae,ruugetihane
6873,Melaniparus fasciiventer,AF,PASSERIFORMES,Paridae,karbustihane
6874,Melaniparus thruppi,AF,PASSERIFORMES,Paridae,väike-halltihane
6875,Melaniparus griseiventris,AF,PASSERIFORMES,Paridae,miombo-halltihane
6876,Melaniparus cinerascens,AF,PASSERIFORMES,Paridae,akaatsia-halltihane
6877,Melaniparus afer,AF,PASSERIFORMES,Paridae,halltihane
6878,Remiz pendulinus,PAL,PASSERIFORMES,Remizidae,kukkurtihane
6879,Remiz macronyx,PAL,PASSERIFORMES,Remizidae,mustpea-kukkurtihane
6880,Remiz coronatus,PAL,PASSERIFORMES,Remizidae,papli-kukkurtihane
6881,Remiz consobrinus,PAL,PASSERIFORMES,Remizidae,hiina kukkurtihane
6882,Anthoscopus punctifrons,AF,PASSERIFORMES,Remizidae,saheli kukkurtihane
6883,Anthoscopus parvulus,AF,PASSERIFORMES,Remizidae,sudaani kukkurtihane
6884,Anthoscopus musculus,AF,PASSERIFORMES,Remizidae,galla kukkurtihane
6885,Anthoscopus flavifrons,AF,PASSERIFORMES,Remizidae,mets-kukkurtihane
6886,Anthoscopus caroli,AF,PASSERIFORMES,Remizidae,bantu kukkurtihane
6887,Anthoscopus minutus,AF,PASSERIFORMES,Remizidae,lõuna-kukkurtihane
6888,Auriparus flaviceps,"NA, MA",PASSERIFORMES,Remizidae,Verdin
6889,Nicator chloris,AF,PASSERIFORMES,Nicatoridae,Western Nicator
6890,Nicator gularis,AF,PASSERIFORMES,Nicatoridae,Eastern Nicator
6891,Nicator vireo,AF,PASSERIFORMES,Nicatoridae,Yellow-throated Nicator
6892,Panurus biarmicus,PAL,PASSERIFORMES,Panuridae,roohabekas e. roovilbas
6893,Alaemon alaudipes,"AF, PAL",PASSERIFORMES,Alaudidae,jooksurlõoke
6894,Alaemon hamertoni,AF,PASSERIFORMES,Alaudidae,somaali jooksurlõoke
6895,Chersomanes beesleyi,AF,PASSERIFORMES,Alaudidae,Beesley's Lark
6896,Chersomanes albofasciata,AF,PASSERIFORMES,Alaudidae,Spike-heeled Lark
6897,Ammomanopsis grayi,AF,PASSERIFORMES,Alaudidae,Gray's Lark
6898,Certhilauda chuana,AF,PASSERIFORMES,Alaudidae,Short-clawed Lark
6899,Certhilauda subcoronata,AF,PASSERIFORMES,Alaudidae,Karoo Long-billed Lark
6900,Certhilauda benguelensis,AF,PASSERIFORMES,Alaudidae,Benguela Long-billed Lark
6901,Certhilauda semitorquata,AF,PASSERIFORMES,Alaudidae,Eastern Long-billed Lark
6902,Certhilauda curvirostris,AF,PASSERIFORMES,Alaudidae,Cape Long-billed Lark
6903,Certhilauda brevirostris,AF,PASSERIFORMES,Alaudidae,Agulhas Long-billed Lark
6904,Pinarocorys nigricans,AF,PASSERIFORMES,Alaudidae,Dusky Lark
6905,Pinarocorys erythropygia,AF,PASSERIFORMES,Alaudidae,Rufous-rumped Lark
6906,Ramphocoris clotbey,AF,PASSERIFORMES,Alaudidae,suurnokk-lõoke
6907,Ammomanes deserti,"AF, PAL",PASSERIFORMES,Alaudidae,kivi-kõnnulõoke
6908,Ammomanes cinctura,"AF, PAL",PASSERIFORMES,Alaudidae,kõrbelõoke e. kõrbe-kõnnulõoke
6909,Ammomanes phoenicura,OR,PASSERIFORMES,Alaudidae,india kõnnulõoke
6910,Eremopterix australis,AF,PASSERIFORMES,Alaudidae,tõmmu-värblõoke
6911,Eremopterix hova,AF,PASSERIFORMES,Alaudidae,Madagascar Lark
6912,Eremopterix nigriceps,"AF, PAL",PASSERIFORMES,Alaudidae,värblõoke
6913,Eremopterix leucotis,AF,PASSERIFORMES,Alaudidae,Chestnut-backed Sparrow-Lark
6914,Eremopterix griseus,OR,PASSERIFORMES,Alaudidae,Ashy-crowned Sparrow-Lark
6915,Eremopterix signatus,AF,PASSERIFORMES,Alaudidae,kušiidi värblõoke
6916,Eremopterix verticalis,AF,PASSERIFORMES,Alaudidae,Grey-backed Sparrow-Lark
6917,Eremopterix leucopareia,AF,PASSERIFORMES,Alaudidae,Fischer's Sparrow-Lark
6918,Calendulauda sabota,AF,PASSERIFORMES,Alaudidae,Sabota Lark
6919,Calendulauda poecilosterna,AF,PASSERIFORMES,Alaudidae,Pink-breasted Lark
6920,Calendulauda alopex,AF,PASSERIFORMES,Alaudidae,Foxy Lark
6921,Calendulauda africanoides,AF,PASSERIFORMES,Alaudidae,Fawn-colored Lark
6922,Calendulauda albescens,AF,PASSERIFORMES,Alaudidae,Karoo Lark
6923,Calendulauda burra,AF,PASSERIFORMES,Alaudidae,Red Lark
6924,Calendulauda erythrochlamys,AF,PASSERIFORMES,Alaudidae,Dune Lark
6925,Calendulauda barlowi,AF,PASSERIFORMES,Alaudidae,Barlow's Lark
6926,Heteromirafra ruddi,AF,PASSERIFORMES,Alaudidae,Rudd's Lark
6927,Heteromirafra archeri,AF,PASSERIFORMES,Alaudidae,Archer's Lark
6928,Mirafra fasciolata,AF,PASSERIFORMES,Alaudidae,Eastern Clapper Lark
6929,Mirafra apiata,AF,PASSERIFORMES,Alaudidae,Cape Clapper Lark
6930,Mirafra hypermetra,AF,PASSERIFORMES,Alaudidae,Red-winged Lark
6931,Mirafra africana,AF,PASSERIFORMES,Alaudidae,Rufous-naped Lark
6932,Mirafra sharpii,AF,PASSERIFORMES,Alaudidae,Sharpe's Lark
6933,Mirafra rufocinnamomea,AF,PASSERIFORMES,Alaudidae,Flappet Lark
6934,Mirafra angolensis,AF,PASSERIFORMES,Alaudidae,Angola Lark
6935,Mirafra williamsi,AF,PASSERIFORMES,Alaudidae,Williams's Lark
6936,Mirafra passerina,AF,PASSERIFORMES,Alaudidae,Monotonous Lark
6937,Mirafra cheniana,AF,PASSERIFORMES,Alaudidae,Melodious Lark
6938,Mirafra javanica,"AF, OR, AU",PASSERIFORMES,Alaudidae,ida-rohtlalõoke
6939,Mirafra microptera,OR,PASSERIFORMES,Alaudidae,Burmese Bush Lark
6940,Mirafra assamica,OR,PASSERIFORMES,Alaudidae,Bengal Bush Lark
6941,Mirafra erythrocephala,OR,PASSERIFORMES,Alaudidae,Indochinese Bush Lark
6942,Mirafra erythroptera,OR,PASSERIFORMES,Alaudidae,Indian Bush Lark
6943,Mirafra affinis,OR,PASSERIFORMES,Alaudidae,Jerdon's Bush Lark
6944,Mirafra gilletti,AF,PASSERIFORMES,Alaudidae,Gillett's Lark
6945,Mirafra rufa,AF,PASSERIFORMES,Alaudidae,Rusty Bush Lark
6946,Mirafra collaris,AF,PASSERIFORMES,Alaudidae,Collared Lark
6947,Mirafra ashi,AF,PASSERIFORMES,Alaudidae,Ash's Lark
6948,Mirafra somalica,AF,PASSERIFORMES,Alaudidae,Somali Lark
6949,Mirafra pulpa,AF,PASSERIFORMES,Alaudidae,Friedmann's Lark
6950,Mirafra cordofanica,AF,PASSERIFORMES,Alaudidae,Kordofan Lark
6951,Mirafra albicauda,AF,PASSERIFORMES,Alaudidae,White-tailed Lark
6952,Lullula arborea,PAL,PASSERIFORMES,Alaudidae,nõmmelõoke
6953,Spizocorys obbiensis,AF,PASSERIFORMES,Alaudidae,Obbia Lark
6954,Spizocorys sclateri,AF,PASSERIFORMES,Alaudidae,Sclater's Lark
6955,Spizocorys starki,AF,PASSERIFORMES,Alaudidae,Stark's Lark
6956,Spizocorys fremantlii,AF,PASSERIFORMES,Alaudidae,Short-tailed Lark
6957,Spizocorys personata,AF,PASSERIFORMES,Alaudidae,Masked Lark
6958,Spizocorys fringillaris,AF,PASSERIFORMES,Alaudidae,Botha's Lark
6959,Spizocorys conirostris,AF,PASSERIFORMES,Alaudidae,Pink-billed Lark
6960,Alauda leucoptera,PAL,PASSERIFORMES,Alaudidae,valgetiib-stepilõoke
6961,Alauda razae,AF,PASSERIFORMES,Alaudidae,kapverdi lõoke
6962,Alauda gulgula,OR,PASSERIFORMES,Alaudidae,kagu-põldlõoke
6963,Alauda arvensis,PAL,PASSERIFORMES,Alaudidae,põldlõoke
6964,Galerida deva,OR,PASSERIFORMES,Alaudidae,väike-tuttlõoke
6965,Galerida modesta,AF,PASSERIFORMES,Alaudidae,sudaani tuttlõoke
6966,Galerida magnirostris,AF,PASSERIFORMES,Alaudidae,Large-billed Lark
6967,Galerida theklae,AF,PASSERIFORMES,Alaudidae,kivi-tuttlõoke
6968,Galerida cristata,"PAL, AF",PASSERIFORMES,Alaudidae,tuttlõoke
6969,Galerida malabarica,OR,PASSERIFORMES,Alaudidae,malabari tuttlõoke
6970,Galerida macrorhyncha,AF,PASSERIFORMES,Alaudidae,Maghreb Lark
6971,Eremophila alpestris,"NA, MA, PAL",PASSERIFORMES,Alaudidae,sarviklõoke
6972,Eremophila bilopha,"AF, PAL",PASSERIFORMES,Alaudidae,kõrbe-sarviklõoke
6973,Calandrella acutirostris,PAL,PASSERIFORMES,Alaudidae,mägi-väikelõoke
6974,Calandrella dukhunensis,PAL,PASSERIFORMES,Alaudidae,Mongolian Short-toed Lark
6975,Calandrella blanfordi,AF,PASSERIFORMES,Alaudidae,Blanford's Lark
6976,Calandrella eremica,AF,PASSERIFORMES,Alaudidae,Rufous-capped Lark
6977,Calandrella cinerea,AF,PASSERIFORMES,Alaudidae,punapea-väikelõoke
6978,Calandrella brachydactyla,PAL,PASSERIFORMES,Alaudidae,välja-väikelõoke
6979,Melanocorypha bimaculata,PAL,PASSERIFORMES,Alaudidae,nõlva-stepilõoke
6980,Melanocorypha calandra,PAL,PASSERIFORMES,Alaudidae,stepilõoke
6981,Melanocorypha yeltoniensis,PAL,PASSERIFORMES,Alaudidae,mustlõoke
6982,Melanocorypha mongolica,PAL,PASSERIFORMES,Alaudidae,mongoolia stepilõoke
6983,Melanocorypha maxima,PAL,PASSERIFORMES,Alaudidae,tiibeti lõoke
6984,Chersophilus duponti,AF,PASSERIFORMES,Alaudidae,pujulõoke
6985,Eremalauda dunni,AF,PASSERIFORMES,Alaudidae,kaevurlõoke
6986,Eremalauda eremodites,PAL,PASSERIFORMES,Alaudidae,Arabian Lark
6987,Alaudala athensis,AF,PASSERIFORMES,Alaudidae,Athi Short-toed Lark
6988,Alaudala cheleensis,PAL,PASSERIFORMES,Alaudidae,soolaku-väikelõoke
6989,Alaudala somalica,AF,PASSERIFORMES,Alaudidae,Somali Short-toed Lark
6990,Alaudala rufescens,PAL,PASSERIFORMES,Alaudidae,kõnnu-väikelõoke
6991,Alaudala heinei,PAL,PASSERIFORMES,Alaudidae,Turkestan Short-toed Lark
6992,Alaudala raytal,OR,PASSERIFORMES,Alaudidae,Sand Lark
6993,Andropadus importunus,AF,PASSERIFORMES,Pycnonotidae,Sombre Greenbul
6994,Stelgidillas gracilirostris,AF,PASSERIFORMES,Pycnonotidae,Slender-billed Greenbul
6995,Calyptocichla serinus,AF,PASSERIFORMES,Pycnonotidae,Golden Greenbul
6996,Neolestes torquatus,AF,PASSERIFORMES,Pycnonotidae,Black-collared Bulbul
6997,Bleda syndactylus,AF,PASSERIFORMES,Pycnonotidae,Red-tailed Bristlebill
6998,Bleda eximius,AF,PASSERIFORMES,Pycnonotidae,Green-tailed Bristlebill
6999,Bleda canicapillus,AF,PASSERIFORMES,Pycnonotidae,Grey-headed Bristlebill
7000,Bleda notatus,AF,PASSERIFORMES,Pycnonotidae,Yellow-lored Bristlebill
7001,Bleda ugandae,AF,PASSERIFORMES,Pycnonotidae,Yellow-eyed Bristlebill
7002,Atimastillas flavicollis,AF,PASSERIFORMES,Pycnonotidae,Yellow-throated Leaflove
7003,Ixonotus guttatus,AF,PASSERIFORMES,Pycnonotidae,Spotted Greenbul
7004,Thescelocichla leucopleura,AF,PASSERIFORMES,Pycnonotidae,Swamp Palm Bulbul
7005,Chlorocichla laetissima,AF,PASSERIFORMES,Pycnonotidae,Joyful Greenbul
7006,Chlorocichla prigoginei,AF,PASSERIFORMES,Pycnonotidae,Prigogine's Greenbul
7007,Chlorocichla falkensteini,AF,PASSERIFORMES,Pycnonotidae,Falkenstein's Greenbul
7008,Chlorocichla flaviventris,AF,PASSERIFORMES,Pycnonotidae,Yellow-bellied Greenbul
7009,Chlorocichla simplex,AF,PASSERIFORMES,Pycnonotidae,Simple Greenbul
7010,Baeopogon indicator,AF,PASSERIFORMES,Pycnonotidae,Honeyguide Greenbul
7011,Baeopogon clamans,AF,PASSERIFORMES,Pycnonotidae,Sjöstedt's Greenbul
7012,Arizelocichla montana,AF,PASSERIFORMES,Pycnonotidae,Cameroon Greenbul
7013,Arizelocichla tephrolaema,AF,PASSERIFORMES,Pycnonotidae,Western Greenbul
7014,Arizelocichla kakamegae,AF,PASSERIFORMES,Pycnonotidae,Kakamega Greenbul
7015,Arizelocichla masukuensis,AF,PASSERIFORMES,Pycnonotidae,Shelley's Greenbul
7016,Arizelocichla neumanni,AF,PASSERIFORMES,Pycnonotidae,Uluguru Greenbul
7017,Arizelocichla fusciceps,AF,PASSERIFORMES,Pycnonotidae,Black-browed Greenbul
7018,Arizelocichla chlorigula,AF,PASSERIFORMES,Pycnonotidae,Yellow-throated Greenbul
7019,Arizelocichla kikuyuensis,AF,PASSERIFORMES,Pycnonotidae,Olive-breasted Greenbul
7020,Arizelocichla nigriceps,AF,PASSERIFORMES,Pycnonotidae,Mountain Greenbul
7021,Arizelocichla olivaceiceps,AF,PASSERIFORMES,Pycnonotidae,Olive-headed Greenbul
7022,Arizelocichla striifacies,AF,PASSERIFORMES,Pycnonotidae,Stripe-faced Greenbul
7023,Arizelocichla milanjensis,AF,PASSERIFORMES,Pycnonotidae,Stripe-cheeked Greenbul
7024,Criniger barbatus,AF,PASSERIFORMES,Pycnonotidae,Western Bearded Greenbul
7025,Criniger chloronotus,AF,PASSERIFORMES,Pycnonotidae,Eastern Bearded Greenbul
7026,Criniger calurus,AF,PASSERIFORMES,Pycnonotidae,Red-tailed Greenbul
7027,Criniger ndussumensis,AF,PASSERIFORMES,Pycnonotidae,White-bearded Greenbul
7028,Criniger olivaceus,AF,PASSERIFORMES,Pycnonotidae,Yellow-bearded Greenbul
7029,Eurillas virens,AF,PASSERIFORMES,Pycnonotidae,Little Greenbul
7030,Eurillas latirostris,AF,PASSERIFORMES,Pycnonotidae,Yellow-whiskered Greenbul
7031,Eurillas curvirostris,AF,PASSERIFORMES,Pycnonotidae,Plain Greenbul
7032,Eurillas gracilis,AF,PASSERIFORMES,Pycnonotidae,Little Grey Greenbul
7033,Eurillas ansorgei,AF,PASSERIFORMES,Pycnonotidae,Ansorge's Greenbul
7034,Phyllastrephus debilis,AF,PASSERIFORMES,Pycnonotidae,Lowland Tiny Greenbul
7035,Phyllastrephus albigula,AF,PASSERIFORMES,Pycnonotidae,Montane Tiny Greenbul
7036,Phyllastrephus albigularis,AF,PASSERIFORMES,Pycnonotidae,White-throated Greenbul
7037,Phyllastrephus xavieri,AF,PASSERIFORMES,Pycnonotidae,Xavier's Greenbul
7038,Phyllastrephus icterinus,AF,PASSERIFORMES,Pycnonotidae,Icterine Greenbul
7039,Phyllastrephus terrestris,AF,PASSERIFORMES,Pycnonotidae,Terrestrial Brownbul
7040,Phyllastrephus poensis,AF,PASSERIFORMES,Pycnonotidae,Cameroon Olive Greenbul
7041,Phyllastrephus strepitans,AF,PASSERIFORMES,Pycnonotidae,Northern Brownbul
7042,Phyllastrephus cerviniventris,AF,PASSERIFORMES,Pycnonotidae,Grey-olive Greenbul
7043,Phyllastrephus fischeri,AF,PASSERIFORMES,Pycnonotidae,Fischer's Greenbul
7044,Phyllastrephus cabanisi,AF,PASSERIFORMES,Pycnonotidae,Cabanis's Greenbul
7045,Phyllastrephus placidus,AF,PASSERIFORMES,Pycnonotidae,Placid Greenbul
7046,Phyllastrephus scandens,AF,PASSERIFORMES,Pycnonotidae,Red-tailed Leaflove
7047,Phyllastrephus lorenzi,AF,PASSERIFORMES,Pycnonotidae,Sassi's Olive Greenbul
7048,Phyllastrephus flavostriatus,AF,PASSERIFORMES,Pycnonotidae,Yellow-streaked Greenbul
7049,Phyllastrephus alfredi,AF,PASSERIFORMES,Pycnonotidae,Sharpe's Greenbul
7050,Phyllastrephus poliocephalus,AF,PASSERIFORMES,Pycnonotidae,Grey-headed Greenbul
7051,Phyllastrephus hypochloris,AF,PASSERIFORMES,Pycnonotidae,Toro Olive Greenbul
7052,Phyllastrephus baumanni,AF,PASSERIFORMES,Pycnonotidae,Baumann's Olive Greenbul
7053,Phyllastrephus fulviventris,AF,PASSERIFORMES,Pycnonotidae,Pale-olive Greenbul
7054,Tricholestes criniger,OR,PASSERIFORMES,Pycnonotidae,Hairy-backed Bulbul
7055,Setornis criniger,OR,PASSERIFORMES,Pycnonotidae,Hook-billed Bulbul
7056,Alophoixus phaeocephalus,OR,PASSERIFORMES,Pycnonotidae,Yellow-bellied Bulbul
7057,Alophoixus frater,OR,PASSERIFORMES,Pycnonotidae,Palawan Bulbul
7058,Alophoixus tephrogenys,OR,PASSERIFORMES,Pycnonotidae,Grey-cheeked Bulbul
7059,Alophoixus ruficrissus,OR,PASSERIFORMES,Pycnonotidae,Penan Bulbul
7060,Alophoixus bres,OR,PASSERIFORMES,Pycnonotidae,Brown-cheeked Bulbul
7061,Alophoixus flaveolus,OR,PASSERIFORMES,Pycnonotidae,White-throated Bulbul
7062,Alophoixus ochraceus,OR,PASSERIFORMES,Pycnonotidae,Ochraceous Bulbul
7063,Alophoixus pallidus,OR,PASSERIFORMES,Pycnonotidae,Puff-throated Bulbul
7064,Alcurus striatus,OR,PASSERIFORMES,Pycnonotidae,Striated Bulbul
7065,Iole finschii,OR,PASSERIFORMES,Pycnonotidae,Finsch's Bulbul
7066,Iole palawanensis,OR,PASSERIFORMES,Pycnonotidae,Sulphur-bellied Bulbul
7067,Iole viridescens,OR,PASSERIFORMES,Pycnonotidae,Olive Bulbul
7068,Iole crypta,OR,PASSERIFORMES,Pycnonotidae,Buff-vented Bulbul
7069,Iole charlottae,OR,PASSERIFORMES,Pycnonotidae,Charlotte's Bulbul
7070,Iole cacharensis,OR,PASSERIFORMES,Pycnonotidae,Cachar Bulbul
7071,Iole propinqua,OR,PASSERIFORMES,Pycnonotidae,Grey-eyed Bulbul
7072,Hemixos leucogrammicus,OR,PASSERIFORMES,Pycnonotidae,Cream-striped Bulbul
7073,Hemixos flavala,OR,PASSERIFORMES,Pycnonotidae,Ashy Bulbul
7074,Hemixos cinereus,OR,PASSERIFORMES,Pycnonotidae,Cinereous Bulbul
7075,Hemixos castanonotus,OR,PASSERIFORMES,Pycnonotidae,Chestnut Bulbul
7076,Acritillas indica,OR,PASSERIFORMES,Pycnonotidae,Yellow-browed Bulbul
7077,Ixos sumatranus,OR,PASSERIFORMES,Pycnonotidae,Sumatran Bulbul
