,IOC,Breeding Range,Order,Family,Scientific
10208,Chlorophanes spiza,"MA, SA",PASSERIFORMES,Thraupidae,Chlorophanes spiza
10209,Iridophanes pulcherrimus,SA,PASSERIFORMES,Thraupidae,Iridophanes pulcherrimus
10210,Chrysothlypis salmoni,SA,PASSERIFORMES,Thraupidae,Chrysothlypis salmoni
10211,Chrysothlypis chrysomelas,MA,PASSERIFORMES,Thraupidae,Chrysothlypis chrysomelas
10212,Heterospingus rubrifrons,MA,PASSERIFORMES,Thraupidae,Heterospingus rubrifrons
10213,Heterospingus xanthopygius,"MA, SA",PASSERIFORMES,Thraupidae,Heterospingus xanthopygius
10214,Hemithraupis flavicollis,"MA, SA",PASSERIFORMES,Thraupidae,Hemithraupis flavicollis
10215,Hemithraupis guira,SA,PASSERIFORMES,Thraupidae,Hemithraupis guira
10216,Hemithraupis ruficapilla,SA,PASSERIFORMES,Thraupidae,Hemithraupis ruficapilla
10217,Tersina viridis,"MA, SA",PASSERIFORMES,Thraupidae,Tersina viridis
10218,Cyanerpes caeruleus,"MA, SA",PASSERIFORMES,Thraupidae,Cyanerpes caeruleus
10219,Cyanerpes cyaneus,"MA, SA",PASSERIFORMES,Thraupidae,Cyanerpes cyaneus
10220,Cyanerpes nitidus,SA,PASSERIFORMES,Thraupidae,Cyanerpes nitidus
10221,Cyanerpes lucidus,"MA, SA",PASSERIFORMES,Thraupidae,Cyanerpes lucidus
10222,Dacnis berlepschi,SA,PASSERIFORMES,Thraupidae,Dacnis berlepschi
10223,Dacnis venusta,"MA, SA",PASSERIFORMES,Thraupidae,Dacnis venusta
10224,Dacnis cayana,"MA, SA",PASSERIFORMES,Thraupidae,Dacnis cayana
10225,Dacnis flaviventer,SA,PASSERIFORMES,Thraupidae,Dacnis flaviventer
10226,Dacnis hartlaubi,SA,PASSERIFORMES,Thraupidae,Dacnis hartlaubi
10227,Dacnis lineata,SA,PASSERIFORMES,Thraupidae,Dacnis lineata
10228,Dacnis egregia,SA,PASSERIFORMES,Thraupidae,Dacnis egregia
10229,Dacnis viguieri,"MA, SA",PASSERIFORMES,Thraupidae,Dacnis viguieri
10230,Dacnis nigripes,SA,PASSERIFORMES,Thraupidae,Dacnis nigripes
10231,Dacnis albiventris,SA,PASSERIFORMES,Thraupidae,Dacnis albiventris
10232,Saltatricula multicolor,SA,PASSERIFORMES,Thraupidae,Saltatricula multicolor
10233,Saltatricula atricollis,SA,PASSERIFORMES,Thraupidae,Saltatricula atricollis
10234,Saltator orenocensis,SA,PASSERIFORMES,Thraupidae,Saltator orenocensis
10235,Saltator similis,SA,PASSERIFORMES,Thraupidae,Saltator similis
10236,Saltator grandis,MA,PASSERIFORMES,Thraupidae,Saltator grandis
10237,Saltator olivascens,SA,PASSERIFORMES,Thraupidae,Saltator olivascens
10238,Saltator coerulescens,SA,PASSERIFORMES,Thraupidae,Saltator coerulescens
10239,Saltator striatipectus,"MA, SA",PASSERIFORMES,Thraupidae,Saltator striatipectus
10240,Saltator maximus,"MA, SA",PASSERIFORMES,Thraupidae,Saltator maximus
10241,Saltator atripennis,SA,PASSERIFORMES,Thraupidae,Saltator atripennis
10242,Saltator atriceps,MA,PASSERIFORMES,Thraupidae,Saltator atriceps
10243,Saltator nigriceps,SA,PASSERIFORMES,Thraupidae,Saltator nigriceps
10244,Saltator fuliginosus,SA,PASSERIFORMES,Thraupidae,Saltator fuliginosus
10245,Saltator grossus,"MA, SA",PASSERIFORMES,Thraupidae,Saltator grossus
10246,Saltator cinctus,SA,PASSERIFORMES,Thraupidae,Saltator cinctus
10247,Saltator maxillosus,SA,PASSERIFORMES,Thraupidae,Saltator maxillosus
10248,Saltator aurantiirostris,SA,PASSERIFORMES,Thraupidae,Saltator aurantiirostris
10249,Coereba flaveola,"MA, SA",PASSERIFORMES,Thraupidae,Coereba flaveola
10250,Tiaris olivaceus,"NA, MA, SA",PASSERIFORMES,Thraupidae,Tiaris olivaceus
10251,Melanospiza bicolor,"NA, SA",PASSERIFORMES,Thraupidae,Melanospiza bicolor
10252,Asemospiza fuliginosa,SA,PASSERIFORMES,Thraupidae,Asemospiza fuliginosa
10253,Asemospiza obscura,SA,PASSERIFORMES,Thraupidae,Asemospiza obscura
10254,Certhidea olivacea,SA,PASSERIFORMES,Thraupidae,Certhidea olivacea
10255,Certhidea fusca,SA,PASSERIFORMES,Thraupidae,Certhidea fusca
10256,Platyspiza crassirostris,SA,PASSERIFORMES,Thraupidae,Platyspiza crassirostris
10257,Pinaroloxias inornata,MA,PASSERIFORMES,Thraupidae,Pinaroloxias inornata
10258,Camarhynchus heliobates,SA,PASSERIFORMES,Thraupidae,Camarhynchus heliobates
10259,Camarhynchus pauper,SA,PASSERIFORMES,Thraupidae,Camarhynchus pauper
10260,Camarhynchus pallidus,SA,PASSERIFORMES,Thraupidae,Camarhynchus pallidus
10261,Camarhynchus parvulus,SA,PASSERIFORMES,Thraupidae,Camarhynchus parvulus
10262,Camarhynchus psittacula,SA,PASSERIFORMES,Thraupidae,Camarhynchus psittacula
10263,Geospiza fuliginosa,SA,PASSERIFORMES,Thraupidae,Geospiza fuliginosa
10264,Geospiza difficilis,SA,PASSERIFORMES,Thraupidae,Geospiza difficilis
10265,Geospiza acutirostris,SA,PASSERIFORMES,Thraupidae,Geospiza acutirostris
10266,Geospiza septentrionalis,SA,PASSERIFORMES,Thraupidae,Geospiza septentrionalis
10267,Geospiza conirostris,SA,PASSERIFORMES,Thraupidae,Geospiza conirostris
10268,Geospiza propinqua,SA,PASSERIFORMES,Thraupidae,Geospiza propinqua
10269,Geospiza magnirostris,SA,PASSERIFORMES,Thraupidae,Geospiza magnirostris
10270,Geospiza scandens,SA,PASSERIFORMES,Thraupidae,Geospiza scandens
10271,Geospiza fortis,SA,PASSERIFORMES,Thraupidae,Geospiza fortis
10272,Volatinia jacarina,"MA, SA",PASSERIFORMES,Thraupidae,Volatinia jacarina
10273,Conothraupis speculigera,SA,PASSERIFORMES,Thraupidae,Conothraupis speculigera
10274,Conothraupis mesoleuca,SA,PASSERIFORMES,Thraupidae,Conothraupis mesoleuca
10275,Creurgops verticalis,SA,PASSERIFORMES,Thraupidae,Creurgops verticalis
10276,Creurgops dentatus,SA,PASSERIFORMES,Thraupidae,Creurgops dentatus
10277,Eucometis penicillata,"MA, SA",PASSERIFORMES,Thraupidae,Eucometis penicillata
10278,Trichothraupis melanops,SA,PASSERIFORMES,Thraupidae,Trichothraupis melanops
10279,Heliothraupis oneilli,SA,PASSERIFORMES,Thraupidae,Heliothraupis oneilli
10280,Loriotus cristatus,SA,PASSERIFORMES,Thraupidae,Loriotus cristatus
10281,Loriotus luctuosus,"MA, SA",PASSERIFORMES,Thraupidae,Loriotus luctuosus
10282,Loriotus rufiventer,SA,PASSERIFORMES,Thraupidae,Loriotus rufiventer
10283,Coryphospingus pileatus,SA,PASSERIFORMES,Thraupidae,Coryphospingus pileatus
10284,Coryphospingus cucullatus,SA,PASSERIFORMES,Thraupidae,Coryphospingus cucullatus
10285,Tachyphonus surinamus,SA,PASSERIFORMES,Thraupidae,Tachyphonus surinamus
10286,Tachyphonus delatrii,"MA, SA",PASSERIFORMES,Thraupidae,Tachyphonus delatrii
10287,Tachyphonus rufus,"MA, SA",PASSERIFORMES,Thraupidae,Tachyphonus rufus
10288,Tachyphonus phoenicius,SA,PASSERIFORMES,Thraupidae,Tachyphonus phoenicius
10289,Tachyphonus coronatus,SA,PASSERIFORMES,Thraupidae,Tachyphonus coronatus
10290,Rhodospingus cruentus,SA,PASSERIFORMES,Thraupidae,Rhodospingus cruentus
10291,Lanio versicolor,SA,PASSERIFORMES,Thraupidae,Lanio versicolor
10292,Lanio fulvus,SA,PASSERIFORMES,Thraupidae,Lanio fulvus
10293,Lanio aurantius,MA,PASSERIFORMES,Thraupidae,Lanio aurantius
10294,Lanio leucothorax,MA,PASSERIFORMES,Thraupidae,Lanio leucothorax
10295,Ramphocelus sanguinolentus,MA,PASSERIFORMES,Thraupidae,Ramphocelus sanguinolentus
10296,Ramphocelus flammigerus,SA,PASSERIFORMES,Thraupidae,Ramphocelus flammigerus
10297,Ramphocelus icteronotus,"MA, SA",PASSERIFORMES,Thraupidae,Ramphocelus icteronotus
10298,Ramphocelus passerinii,MA,PASSERIFORMES,Thraupidae,Ramphocelus passerinii
10299,Ramphocelus bresilia,SA,PASSERIFORMES,Thraupidae,Ramphocelus bresilia
10300,Ramphocelus dimidiatus,"MA, SA",PASSERIFORMES,Thraupidae,Ramphocelus dimidiatus
10301,Ramphocelus nigrogularis,SA,PASSERIFORMES,Thraupidae,Ramphocelus nigrogularis
10302,Ramphocelus melanogaster,SA,PASSERIFORMES,Thraupidae,Ramphocelus melanogaster
10303,Ramphocelus carbo,SA,PASSERIFORMES,Thraupidae,Ramphocelus carbo
10304,Sporophila bouvronides,SA,PASSERIFORMES,Thraupidae,Sporophila bouvronides
10305,Sporophila lineola,SA,PASSERIFORMES,Thraupidae,Sporophila lineola
10306,Sporophila torqueola,MA,PASSERIFORMES,Thraupidae,Sporophila torqueola
10307,Sporophila morelleti,"NA, MA",PASSERIFORMES,Thraupidae,Sporophila morelleti
10308,Sporophila corvina,"MA, SA",PASSERIFORMES,Thraupidae,Sporophila corvina
10309,Sporophila intermedia,SA,PASSERIFORMES,Thraupidae,Sporophila intermedia
10310,Sporophila americana,SA,PASSERIFORMES,Thraupidae,Sporophila americana
10311,Sporophila fringilloides,SA,PASSERIFORMES,Thraupidae,Sporophila fringilloides
10312,Sporophila luctuosa,SA,PASSERIFORMES,Thraupidae,Sporophila luctuosa
10313,Sporophila caerulescens,SA,PASSERIFORMES,Thraupidae,Sporophila caerulescens
10314,Sporophila nigricollis,"MA, SA",PASSERIFORMES,Thraupidae,Sporophila nigricollis
10315,Sporophila ardesiaca,SA,PASSERIFORMES,Thraupidae,Sporophila ardesiaca
10316,Sporophila funerea,"MA, SA",PASSERIFORMES,Thraupidae,Sporophila funerea
10317,Sporophila angolensis,SA,PASSERIFORMES,Thraupidae,Sporophila angolensis
10318,Sporophila nuttingi,MA,PASSERIFORMES,Thraupidae,Sporophila nuttingi
10319,Sporophila maximiliani,SA,PASSERIFORMES,Thraupidae,Sporophila maximiliani
10320,Sporophila crassirostris,SA,PASSERIFORMES,Thraupidae,Sporophila crassirostris
10321,Sporophila atrirostris,SA,PASSERIFORMES,Thraupidae,Sporophila atrirostris
10322,Sporophila schistacea,"MA, SA",PASSERIFORMES,Thraupidae,Sporophila schistacea
10323,Sporophila falcirostris,SA,PASSERIFORMES,Thraupidae,Sporophila falcirostris
10324,Sporophila frontalis,SA,PASSERIFORMES,Thraupidae,Sporophila frontalis
10325,Sporophila plumbea,SA,PASSERIFORMES,Thraupidae,Sporophila plumbea
10326,Sporophila beltoni,SA,PASSERIFORMES,Thraupidae,Sporophila beltoni
10327,Sporophila collaris,SA,PASSERIFORMES,Thraupidae,Sporophila collaris
10328,Sporophila albogularis,SA,PASSERIFORMES,Thraupidae,Sporophila albogularis
10329,Sporophila leucoptera,SA,PASSERIFORMES,Thraupidae,Sporophila leucoptera
10330,Sporophila peruviana,SA,PASSERIFORMES,Thraupidae,Sporophila peruviana
10331,Sporophila telasco,SA,PASSERIFORMES,Thraupidae,Sporophila telasco
10332,Sporophila simplex,SA,PASSERIFORMES,Thraupidae,Sporophila simplex
10333,Sporophila castaneiventris,SA,PASSERIFORMES,Thraupidae,Sporophila castaneiventris
10334,Sporophila minuta,"MA, SA",PASSERIFORMES,Thraupidae,Sporophila minuta
10335,Sporophila bouvreuil,SA,PASSERIFORMES,Thraupidae,Sporophila bouvreuil
10336,Sporophila nigrorufa,SA,PASSERIFORMES,Thraupidae,Sporophila nigrorufa
10337,Sporophila hypoxantha,SA,PASSERIFORMES,Thraupidae,Sporophila hypoxantha
10338,Sporophila ruficollis,SA,PASSERIFORMES,Thraupidae,Sporophila ruficollis
10339,Sporophila iberaensis,SA,PASSERIFORMES,Thraupidae,Sporophila iberaensis
10340,Sporophila pileata,SA,PASSERIFORMES,Thraupidae,Sporophila pileata
10341,Sporophila hypochroma,SA,PASSERIFORMES,Thraupidae,Sporophila hypochroma
10342,Sporophila cinnamomea,SA,PASSERIFORMES,Thraupidae,Sporophila cinnamomea
10343,Sporophila palustris,SA,PASSERIFORMES,Thraupidae,Sporophila palustris
10344,Sporophila melanogaster,SA,PASSERIFORMES,Thraupidae,Sporophila melanogaster
10345,Piezorina cinerea,SA,PASSERIFORMES,Thraupidae,Piezorina cinerea
10346,Xenospingus concolor,SA,PASSERIFORMES,Thraupidae,Xenospingus concolor
10347,Cnemoscopus rubrirostris,SA,PASSERIFORMES,Thraupidae,Cnemoscopus rubrirostris
10348,Pseudospingus verticalis,SA,PASSERIFORMES,Thraupidae,Pseudospingus verticalis
10349,Pseudospingus xanthophthalmus,SA,PASSERIFORMES,Thraupidae,Pseudospingus xanthophthalmus
10350,Poospiza boliviana,SA,PASSERIFORMES,Thraupidae,Poospiza boliviana
10351,Poospiza ornata,SA,PASSERIFORMES,Thraupidae,Poospiza ornata
10352,Poospiza nigrorufa,SA,PASSERIFORMES,Thraupidae,Poospiza nigrorufa
10353,Poospiza whitii,SA,PASSERIFORMES,Thraupidae,Poospiza whitii
10354,Poospiza hispaniolensis,SA,PASSERIFORMES,Thraupidae,Poospiza hispaniolensis
10355,Poospiza rubecula,SA,PASSERIFORMES,Thraupidae,Poospiza rubecula
10356,Poospiza baeri,SA,PASSERIFORMES,Thraupidae,Poospiza baeri
10357,Poospiza garleppi,SA,PASSERIFORMES,Thraupidae,Poospiza garleppi
10358,Poospiza goeringi,SA,PASSERIFORMES,Thraupidae,Poospiza goeringi
10359,Poospiza rufosuperciliaris,SA,PASSERIFORMES,Thraupidae,Poospiza rufosuperciliaris
10360,Kleinothraupis reyi,SA,PASSERIFORMES,Thraupidae,Kleinothraupis reyi
10361,Kleinothraupis atropileus,SA,PASSERIFORMES,Thraupidae,Kleinothraupis atropileus
10362,Kleinothraupis auricularis,SA,PASSERIFORMES,Thraupidae,Kleinothraupis auricularis
10363,Kleinothraupis calophrys,SA,PASSERIFORMES,Thraupidae,Kleinothraupis calophrys
10364,Kleinothraupis parodii,SA,PASSERIFORMES,Thraupidae,Kleinothraupis parodii
10365,Sphenopsis frontalis,SA,PASSERIFORMES,Thraupidae,Sphenopsis frontalis
10366,Sphenopsis melanotis,SA,PASSERIFORMES,Thraupidae,Sphenopsis melanotis
10367,Sphenopsis ochracea,SA,PASSERIFORMES,Thraupidae,Sphenopsis ochracea
10368,Sphenopsis piurae,SA,PASSERIFORMES,Thraupidae,Sphenopsis piurae
10369,Thlypopsis fulviceps,SA,PASSERIFORMES,Thraupidae,Thlypopsis fulviceps
10370,Thlypopsis inornata,SA,PASSERIFORMES,Thraupidae,Thlypopsis inornata
10371,Thlypopsis sordida,SA,PASSERIFORMES,Thraupidae,Thlypopsis sordida
10372,Thlypopsis pyrrhocoma,SA,PASSERIFORMES,Thraupidae,Thlypopsis pyrrhocoma
10373,Thlypopsis ruficeps,SA,PASSERIFORMES,Thraupidae,Thlypopsis ruficeps
10374,Thlypopsis superciliaris,SA,PASSERIFORMES,Thraupidae,Thlypopsis superciliaris
10375,Thlypopsis ornata,SA,PASSERIFORMES,Thraupidae,Thlypopsis ornata
10376,Thlypopsis pectoralis,SA,PASSERIFORMES,Thraupidae,Thlypopsis pectoralis
10377,Castanozoster thoracicus,SA,PASSERIFORMES,Thraupidae,Castanozoster thoracicus
10378,Donacospiza albifrons,SA,PASSERIFORMES,Thraupidae,Donacospiza albifrons
10379,Cypsnagra hirundinacea,SA,PASSERIFORMES,Thraupidae,Cypsnagra hirundinacea
10380,Poospizopsis hypocondria,SA,PASSERIFORMES,Thraupidae,Poospizopsis hypocondria
10381,Poospizopsis caesar,SA,PASSERIFORMES,Thraupidae,Poospizopsis caesar
10382,Urothraupis stolzmanni,SA,PASSERIFORMES,Thraupidae,Urothraupis stolzmanni
10383,Nephelornis oneilli,SA,PASSERIFORMES,Thraupidae,Nephelornis oneilli
10384,Microspingus lateralis,SA,PASSERIFORMES,Thraupidae,Microspingus lateralis
10385,Microspingus cabanisi,SA,PASSERIFORMES,Thraupidae,Microspingus cabanisi
10386,Microspingus erythrophrys,SA,PASSERIFORMES,Thraupidae,Microspingus erythrophrys
10387,Microspingus alticola,SA,PASSERIFORMES,Thraupidae,Microspingus alticola
10388,Microspingus torquatus,SA,PASSERIFORMES,Thraupidae,Microspingus torquatus
10389,Microspingus trifasciatus,SA,PASSERIFORMES,Thraupidae,Microspingus trifasciatus
10390,Microspingus melanoleucus,SA,PASSERIFORMES,Thraupidae,Microspingus melanoleucus
10391,Microspingus cinereus,SA,PASSERIFORMES,Thraupidae,Microspingus cinereus
10392,Conirostrum margaritae,SA,PASSERIFORMES,Thraupidae,Conirostrum margaritae
10393,Conirostrum bicolor,SA,PASSERIFORMES,Thraupidae,Conirostrum bicolor
10394,Conirostrum speciosum,SA,PASSERIFORMES,Thraupidae,Conirostrum speciosum
10395,Conirostrum leucogenys,"MA, SA",PASSERIFORMES,Thraupidae,Conirostrum leucogenys
10396,Conirostrum albifrons,SA,PASSERIFORMES,Thraupidae,Conirostrum albifrons
10397,Conirostrum binghami,SA,PASSERIFORMES,Thraupidae,Conirostrum binghami
10398,Conirostrum sitticolor,SA,PASSERIFORMES,Thraupidae,Conirostrum sitticolor
10399,Conirostrum ferrugineiventre,SA,PASSERIFORMES,Thraupidae,Conirostrum ferrugineiventre
10400,Conirostrum tamarugense,SA,PASSERIFORMES,Thraupidae,Conirostrum tamarugense
10401,Conirostrum rufum,SA,PASSERIFORMES,Thraupidae,Conirostrum rufum
10402,Conirostrum cinereum,SA,PASSERIFORMES,Thraupidae,Conirostrum cinereum
10403,Sicalis citrina,SA,PASSERIFORMES,Thraupidae,Sicalis citrina
10404,Sicalis taczanowskii,SA,PASSERIFORMES,Thraupidae,Sicalis taczanowskii
10405,Sicalis uropigyalis,SA,PASSERIFORMES,Thraupidae,Sicalis uropigyalis
10406,Sicalis flaveola,SA,PASSERIFORMES,Thraupidae,Sicalis flaveola
10407,Sicalis columbiana,SA,PASSERIFORMES,Thraupidae,Sicalis columbiana
10408,Sicalis luteola,"MA, SA",PASSERIFORMES,Thraupidae,Sicalis luteola
10409,Sicalis luteocephala,SA,PASSERIFORMES,Thraupidae,Sicalis luteocephala
10410,Sicalis lebruni,SA,PASSERIFORMES,Thraupidae,Sicalis lebruni
10411,Sicalis olivascens,SA,PASSERIFORMES,Thraupidae,Sicalis olivascens
10412,Sicalis mendozae,SA,PASSERIFORMES,Thraupidae,Sicalis mendozae
10413,Sicalis auriventris,SA,PASSERIFORMES,Thraupidae,Sicalis auriventris
10414,Sicalis raimondii,SA,PASSERIFORMES,Thraupidae,Sicalis raimondii
10415,Sicalis lutea,SA,PASSERIFORMES,Thraupidae,Sicalis lutea
10416,Phrygilus gayi,SA,PASSERIFORMES,Thraupidae,Phrygilus gayi
10417,Phrygilus patagonicus,SA,PASSERIFORMES,Thraupidae,Phrygilus patagonicus
10418,Phrygilus atriceps,SA,PASSERIFORMES,Thraupidae,Phrygilus atriceps
10419,Phrygilus punensis,SA,PASSERIFORMES,Thraupidae,Phrygilus punensis
10420,Nesospiza acunhae,AO,PASSERIFORMES,Thraupidae,Nesospiza acunhae
10421,Nesospiza wilkinsi,AO,PASSERIFORMES,Thraupidae,Nesospiza wilkinsi
10422,Nesospiza questi,AO,PASSERIFORMES,Thraupidae,Nesospiza questi
10423,Rowettia goughensis,AO,PASSERIFORMES,Thraupidae,Rowettia goughensis
10424,Melanodera melanodera,SA,PASSERIFORMES,Thraupidae,Melanodera melanodera
10425,Melanodera xanthogramma,SA,PASSERIFORMES,Thraupidae,Melanodera xanthogramma
10426,Geospizopsis plebejus,SA,PASSERIFORMES,Thraupidae,Geospizopsis plebejus
10427,Geospizopsis unicolor,SA,PASSERIFORMES,Thraupidae,Geospizopsis unicolor
10428,Haplospiza unicolor,SA,PASSERIFORMES,Thraupidae,Haplospiza unicolor
10429,Haplospiza rustica,"MA, SA",PASSERIFORMES,Thraupidae,Haplospiza rustica
10430,Acanthidops bairdi,MA,PASSERIFORMES,Thraupidae,Acanthidops bairdi
10431,Xenodacnis petersi,SA,PASSERIFORMES,Thraupidae,Xenodacnis petersi
10432,Xenodacnis parina,SA,PASSERIFORMES,Thraupidae,Xenodacnis parina
10433,Idiopsar dorsalis,SA,PASSERIFORMES,Thraupidae,Idiopsar dorsalis
10434,Idiopsar erythronotus,SA,PASSERIFORMES,Thraupidae,Idiopsar erythronotus
10435,Idiopsar speculifer,SA,PASSERIFORMES,Thraupidae,Idiopsar speculifer
10436,Idiopsar brachyurus,SA,PASSERIFORMES,Thraupidae,Idiopsar brachyurus
10437,Catamenia analis,SA,PASSERIFORMES,Thraupidae,Catamenia analis
10438,Catamenia inornata,SA,PASSERIFORMES,Thraupidae,Catamenia inornata
10439,Catamenia homochroa,SA,PASSERIFORMES,Thraupidae,Catamenia homochroa
10440,Diglossa glauca,SA,PASSERIFORMES,Thraupidae,Diglossa glauca
10441,Diglossa caerulescens,SA,PASSERIFORMES,Thraupidae,Diglossa caerulescens
10442,Diglossa cyanea,SA,PASSERIFORMES,Thraupidae,Diglossa cyanea
10443,Diglossa indigotica,SA,PASSERIFORMES,Thraupidae,Diglossa indigotica
10444,Diglossa sittoides,SA,PASSERIFORMES,Thraupidae,Diglossa sittoides
10445,Diglossa plumbea,MA,PASSERIFORMES,Thraupidae,Diglossa plumbea
10446,Diglossa baritula,MA,PASSERIFORMES,Thraupidae,Diglossa baritula
10447,Diglossa mystacalis,SA,PASSERIFORMES,Thraupidae,Diglossa mystacalis
10448,Diglossa lafresnayii,SA,PASSERIFORMES,Thraupidae,Diglossa lafresnayii
10449,Diglossa gloriosissima,SA,PASSERIFORMES,Thraupidae,Diglossa gloriosissima
10450,Diglossa duidae,SA,PASSERIFORMES,Thraupidae,Diglossa duidae
10451,Diglossa major,SA,PASSERIFORMES,Thraupidae,Diglossa major
10452,Diglossa venezuelensis,SA,PASSERIFORMES,Thraupidae,Diglossa venezuelensis
10453,Diglossa albilatera,SA,PASSERIFORMES,Thraupidae,Diglossa albilatera
10454,Diglossa carbonaria,SA,PASSERIFORMES,Thraupidae,Diglossa carbonaria
10455,Diglossa brunneiventris,SA,PASSERIFORMES,Thraupidae,Diglossa brunneiventris
10456,Diglossa gloriosa,SA,PASSERIFORMES,Thraupidae,Diglossa gloriosa
10457,Diglossa humeralis,SA,PASSERIFORMES,Thraupidae,Diglossa humeralis
10458,Calochaetes coccineus,SA,PASSERIFORMES,Thraupidae,Calochaetes coccineus
10459,Iridosornis porphyrocephalus,SA,PASSERIFORMES,Thraupidae,Iridosornis porphyrocephalus
10460,Iridosornis analis,SA,PASSERIFORMES,Thraupidae,Iridosornis analis
10461,Iridosornis jelskii,SA,PASSERIFORMES,Thraupidae,Iridosornis jelskii
10462,Iridosornis reinhardti,SA,PASSERIFORMES,Thraupidae,Iridosornis reinhardti
10463,Iridosornis rufivertex,SA,PASSERIFORMES,Thraupidae,Iridosornis rufivertex
10464,Pipraeidea melanonota,SA,PASSERIFORMES,Thraupidae,Pipraeidea melanonota
10465,Rauenia bonariensis,SA,PASSERIFORMES,Thraupidae,Rauenia bonariensis
10466,Pseudosaltator rufiventris,SA,PASSERIFORMES,Thraupidae,Pseudosaltator rufiventris
10467,Dubusia carrikeri,SA,PASSERIFORMES,Thraupidae,Dubusia carrikeri
10468,Dubusia taeniata,SA,PASSERIFORMES,Thraupidae,Dubusia taeniata
10469,Dubusia stictocephala,SA,PASSERIFORMES,Thraupidae,Dubusia stictocephala
10470,Dubusia castaneoventris,SA,PASSERIFORMES,Thraupidae,Dubusia castaneoventris
10471,Buthraupis montana,SA,PASSERIFORMES,Thraupidae,Buthraupis montana
10472,Sporathraupis cyanocephala,SA,PASSERIFORMES,Thraupidae,Sporathraupis cyanocephala
10473,Tephrophilus wetmorei,SA,PASSERIFORMES,Thraupidae,Tephrophilus wetmorei
10474,Chlorornis riefferii,SA,PASSERIFORMES,Thraupidae,Chlorornis riefferii
10475,Cnemathraupis eximia,SA,PASSERIFORMES,Thraupidae,Cnemathraupis eximia
10476,Cnemathraupis aureodorsalis,SA,PASSERIFORMES,Thraupidae,Cnemathraupis aureodorsalis
10477,Anisognathus somptuosus,SA,PASSERIFORMES,Thraupidae,Anisognathus somptuosus
10478,Anisognathus notabilis,SA,PASSERIFORMES,Thraupidae,Anisognathus notabilis
10479,Anisognathus melanogenys,SA,PASSERIFORMES,Thraupidae,Anisognathus melanogenys
10480,Anisognathus igniventris,SA,PASSERIFORMES,Thraupidae,Anisognathus igniventris
10481,Anisognathus lacrymosus,SA,PASSERIFORMES,Thraupidae,Anisognathus lacrymosus
10482,Chlorochrysa phoenicotis,SA,PASSERIFORMES,Thraupidae,Chlorochrysa phoenicotis
10483,Chlorochrysa nitidissima,SA,PASSERIFORMES,Thraupidae,Chlorochrysa nitidissima
10484,Chlorochrysa calliparaea,SA,PASSERIFORMES,Thraupidae,Chlorochrysa calliparaea
10485,Wetmorethraupis sterrhopteron,SA,PASSERIFORMES,Thraupidae,Wetmorethraupis sterrhopteron
10486,Bangsia flavovirens,SA,PASSERIFORMES,Thraupidae,Bangsia flavovirens
10487,Bangsia arcaei,MA,PASSERIFORMES,Thraupidae,Bangsia arcaei
10488,Bangsia aureocincta,SA,PASSERIFORMES,Thraupidae,Bangsia aureocincta
